id,navName,disMacro,point,his,siteRef,equipRef,hisEnd,hisSize,hisStart,kind,unit,tz,sensor,ancillaryImport,elec,groupRef,hisMode,energy,mod
@p:ubcv:r:250ecf07-bbb7c4c2 Point Grey Apartments (Osoyoos Housing) Elec Main Meter Energy,Energy,$equipRef $navName,✓,✓,@p:ubcv:r:24b8e8e3-7a8f658c Point Grey Apartments (Osoyoos Housing),@p:ubcv:r:250ecf07-bef5ceb6 Point Grey Apartments (Osoyoos Housing) Elec Main Meter,2020-01-01T00:00:00-08:00 Los_Angeles,201700,2014-04-01T00:00:00-07:00 Los_Angeles,Number,kWh,Los_Angeles,✓,✓,✓,@p:ubcv:r:250ecf07-3aece666 Point Grey Apartments (Osoyoos Housing) Utilities,consumption,✓,2020-04-28T00:03:36.015Z UTC
