id,air,alarm,avg,bacnetConnRef,bacnetHis,bacnetPoint,bmsName,boiler,bypass,chilled,cmd,co2,connRef,cool,cooling,cur,curStatus,curVal,damper,delta,differential,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,feedback,flow,gas,gasMeterLoad,groupRef,heatWheel,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,kind,lastSynced,lastTagged,leaving,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,outside,point,pointType,power,pressure,pump,quantityID,return,run,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,volume,water,zone,mod
@p:ubcv:r:23d4d748-cc69cd98 Ponderosa East FC-413 PON_EAST_FC413_CCV,"","","",@p:ubcv:r:23d12dc1-1ec17e06 PondE PON_EAST_FC413_CP720213 (720213),TL1,✓,PON_EAST_FC413_CCV,"","",✓,✓,"",@p:ubcv:r:23d12dc1-1ec17e06 PondE PON_EAST_FC413_CP720213 (720213),"",✓,"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25b1095f-d78a7e64 Ponderosa East FC-413,✓,"","","","","","",@p:ubcv:r:25b1090f-b5ad2446 Ponderosa East Floor 4,"","",✓,"","","",2020-05-12T15:50:58-07:00 Los_Angeles,"",339651,2019-01-18T05:33:57-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:51:09.321-07:00 Los_Angeles,2019-01-23T16:52:59.57-08:00 Los_Angeles,"",Cooling Valve Cmd,"",AO5,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","",@p:ubcv:r:23e65d0e-46fa10b2 .+_(\d+)?CCV(_TL)?,"",PON_EAST_FC413_CCV_TL,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:02:37.621Z UTC
@p:ubcv:r:23d4d5ef-8a53b4c1 Ponderosa East FC-303 PON_EAST_FC303_MODE,"","","",@p:ubcv:r:23d12cc2-45ae0963 PondE PON_EAST_FC303_CP720122 (720122),TL9,✓,PON_EAST_FC303_MODE,"","","","","",@p:ubcv:r:23d12cc2-45ae0963 PondE PON_EAST_FC303_CP720122 (720122),"","","","","","","","",$equipRef $bmsName,"","","","","","","OCCUPIED,OS,NSB_HTG,OVR,DAYSB_ON,DAYSB_OFF,UNOCCUPIED,PURGE","",@p:ubcv:r:25b104f0-12b0f053 Ponderosa East FC-303,✓,"","","","","","",@p:ubcv:r:25b104cc-a6b9bb85 Ponderosa East Floor 3,"","",✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T11:00:00-07:00 Los_Angeles,"",12912,2019-01-13T21:59:31-08:00 Los_Angeles,ok,"","","",Str,2020-05-12T15:51:39.595-07:00 Los_Angeles,"","",PON_EAST_FC303_MODE,✓,MSV1,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",PON_EAST_FC303_MODE_TL,Los_Angeles,"","","","","","",2020-04-08T18:52:19.875Z UTC
@p:ubcv:r:23d4d46a-e8542b77 Ponderosa East Unsorted Points PON_EAST_BLR_DHWT_2_LEAD_PMP_AV,"","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),TL130,✓,PON_EAST_BLR_DHWT_2_LEAD_PMP_AV,"","","","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d12e3b-a975e4fc Ponderosa East Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d12e3b-a4d3984b Ponderosa East Unsorted Points,"","",✓,"","","",2020-05-12T15:53:27-07:00 Los_Angeles,"",26913,2019-08-01T23:33:20-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:19.132-07:00 Los_Angeles,"","",PON_EAST_BLR_DHWT_2_LEAD_PMP_AV,✓,AV4,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",PON_EAST_BLR_DHWT_1_LEAD_PMP_AV_POLL_TL,Los_Angeles,A,"","","","","",2020-04-09T19:02:37.18Z UTC
@p:ubcv:r:23d4d71a-5526d662 Ponderosa East FC-409 PON_EAST_FC409_SAT_SP,✓,"","",@p:ubcv:r:23d12dc1-76686ec1 PondE PON_EAST_FC409_CP720209 (720209),TL7,✓,PON_EAST_FC409_SAT_SP,"","","","","",@p:ubcv:r:23d12dc1-76686ec1 PondE PON_EAST_FC409_CP720209 (720209),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:25b10949-230236e4 Ponderosa East FC-409,✓,"","","","","","",@p:ubcv:r:25b1090f-b5ad2446 Ponderosa East Floor 4,"","",✓,"","","",2020-05-12T15:46:58-07:00 Los_Angeles,"",339657,2019-01-18T05:34:36-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:46:53.289-07:00 Los_Angeles,2019-01-23T16:53:19.655-08:00 Los_Angeles,"",Discharge Air Temp Sp,"",AV5,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"",✓,"","","",@p:ubcv:r:23e65d0e-055565a9 .+_SAT(_RHCV)?_SP(_AV)?(_TL)?,✓,PON_EAST_FC409_SAT_SP_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:37.595Z UTC
@p:ubcv:r:23d4d748-60b44558 Ponderosa East FC-413 PON_EAST_FC413_CO2,✓,"","",@p:ubcv:r:23d12dc1-1ec17e06 PondE PON_EAST_FC413_CP720213 (720213),TL12,✓,PON_EAST_FC413_CO2,"","","","",✓,@p:ubcv:r:23d12dc1-1ec17e06 PondE PON_EAST_FC413_CP720213 (720213),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25b1095f-d78a7e64 Ponderosa East FC-413,✓,"","","","","","",@p:ubcv:r:25b1090f-b5ad2446 Ponderosa East Floor 4,"","",✓,"","","",2020-05-12T15:34:58-07:00 Los_Angeles,"",23221,2019-01-14T08:36:17-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:51:09.526-07:00 Los_Angeles,2019-01-23T16:52:59.319-08:00 Los_Angeles,"",Zone Co2,"",AI5,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","",@p:ubcv:r:23e65d0f-a2d8d959 .+_CO2(\(RM\d+[A-Z]\))?(-\d)?(_TL)?,"",PON_EAST_FC413_CO2_TL,Los_Angeles,ppm,"","","","",✓,2020-04-09T19:02:37.622Z UTC
@p:ubcv:r:23d4d46b-cd01010c Ponderosa East Unsorted Points PON_EAST_SUPPLY_DCRWT_BTU_TL_AV,"","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),TL609,✓,PON_EAST_SUPPLY_DCRWT_BTU_TL_AV,"","","","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d12e3b-a975e4fc Ponderosa East Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d12e3b-a4d3984b Ponderosa East Unsorted Points,"","",✓,"","","",2020-05-12T15:53:27-07:00 Los_Angeles,"",27448,2019-07-31T12:33:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:19.165-07:00 Los_Angeles,"","",PON_EAST_SUPPLY_DCRWT_BTU_TL_AV,✓,AV609,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",MV_PON_EAST_SUPPLY_DCRWT_BTU_W01_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:37.184Z UTC
@p:ubcv:r:23d4d5c9-3819e3cc Ponderosa East FC-301 PON_EAST_FC301_SAT,✓,"","",@p:ubcv:r:23d12cc2-f82ebbbf PondE PON_EAST_FC301_CP720120 (720120),TL4,✓,PON_EAST_FC301_SAT,"","","","","",@p:ubcv:r:23d12cc2-f82ebbbf PondE PON_EAST_FC301_CP720120 (720120),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:25b104d9-462999fc Ponderosa East FC-301,✓,"","","","","","",@p:ubcv:r:25b104cc-a6b9bb85 Ponderosa East Floor 3,"","",✓,"","","",2020-05-12T15:44:56-07:00 Los_Angeles,"",124583,2019-01-17T19:31:05-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:48:07.099-07:00 Los_Angeles,2019-01-23T16:53:09.008-08:00 Los_Angeles,"",Discharge Air Temp,"",AI3,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","",@p:ubcv:r:24c508d8-1a2e5947 .+_SAT(_MUX)?(_TL)?,✓,PON_EAST_FC301_SAT_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:37.433Z UTC
@p:ubcv:r:23d4d704-d83450e3 Ponderosa East FC-407 PON_EAST_FC407_RT_SP,✓,"","",@p:ubcv:r:23d12dc1-7013557a PondE PON_EAST_FC407_CP720207 (720207),TL6,✓,PON_EAST_FC407_RT_SP,"","","","","",@p:ubcv:r:23d12dc1-7013557a PondE PON_EAST_FC407_CP720207 (720207),"","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","",@p:ubcv:r:25b1095f-aacf4a10 Ponderosa East FC-407,✓,"","","","","","",@p:ubcv:r:25b1090f-b5ad2446 Ponderosa East Floor 4,"","",✓,"","","",2020-05-12T15:50:55-07:00 Los_Angeles,"",339525,2019-01-18T05:35:04-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:51:09.075-07:00 Los_Angeles,2019-01-23T16:52:54.795-08:00 Los_Angeles,"",Zone Temp Effective Sp,"",AV7,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"",✓,"","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,✓,PON_EAST_FC407_RT_SP_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:37.58Z UTC
@p:ubcv:r:23d4d6ba-5f06ec46 Ponderosa East MAU-2 PON_EAST_MUA2_PB3_RM4025_BV,"","","",@p:ubcv:r:23d120cc-f789c9b5 PondE POND_EAST_HRV2_MUA1_MUA2 (720200),TL9,✓,PON_EAST_MUA2_PB3_RM4025_BV,"","","","","",@p:ubcv:r:23d120cc-f789c9b5 PondE POND_EAST_HRV2_MUA1_MUA2 (720200),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:25b0fc92-bde03350 Ponderosa East MAU-2,✓,"","","","","","",@p:ubcv:r:2203b248-7242dcea Ponderosa East Air Systems,"","",✓,"","","",2020-04-29T20:18:06-07:00 Los_Angeles,"",185,2018-09-26T14:36:19-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:56:39.526-07:00 Los_Angeles,"","",PON_EAST_MUA2_PB3_RM4025_BV,✓,BV252,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","","",Los_Angeles,"","","","","","",2020-04-08T18:52:19.922Z UTC
@p:ubcv:r:23d4d5db-e21ed668 Ponderosa East FC-302 PON_EAST_FC302_RT_SP,✓,"","",@p:ubcv:r:23d12cc2-d8ca8af7 PondE PON_EAST_FC302_CP720121 (720121),TL6,✓,PON_EAST_FC302_RT_SP,"","","","","",@p:ubcv:r:23d12cc2-d8ca8af7 PondE PON_EAST_FC302_CP720121 (720121),"","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","",@p:ubcv:r:25b104f3-723a5cbe Ponderosa East FC-302,✓,"","","","","","",@p:ubcv:r:25b104cc-a6b9bb85 Ponderosa East Floor 3,"","",✓,"","","",2020-05-12T15:48:57-07:00 Los_Angeles,"",337752,2019-01-18T05:29:41-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:49:28.787-07:00 Los_Angeles,2019-01-23T16:53:06.869-08:00 Los_Angeles,"",Zone Temp Effective Sp,"",AV7,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"",✓,"","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,✓,PON_EAST_FC302_RT_SP_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:37.438Z UTC
@p:ubcv:r:23d12e3c-7d1388a0 Ponderosa East Unsorted Points BTU_E_DHW_FLW_MUX,"","","",@p:ubcv:r:23d1205b-faea93de PondE 903.0 PONDEROSA EAST SPRUCE (720000),TL53,✓,BTU_E_DHW_FLW_MUX,"","","","","",@p:ubcv:r:23d1205b-faea93de PondE 903.0 PONDEROSA EAST SPRUCE (720000),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d12e3b-a975e4fc Ponderosa East Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d12e3b-a4d3984b Ponderosa East Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"",46527,2019-01-13T14:00:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:51:44.457-07:00 Los_Angeles,"","",BTU_E_DHW_FLW_MUX,✓,AV1009,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",MV_Pond-East_EM-E03-Flow,Los_Angeles,L/s,"","","","","",2020-04-09T19:02:37.133Z UTC
@p:ubcv:r:23d4d46b-e437a345 Ponderosa East B-1 PON_EAST_BLR_B1_ENAB,"","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),TL63,✓,PON_EAST_BLR_B1_ENAB,"","","","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:25b0fa14-828f33da Ponderosa East B-1,✓,"","","","","","",@p:ubcv:r:21dff50a-a633fb00 Ponderosa East Hydronic Systems,"","",✓,"","","",2020-05-12T15:45:51-07:00 Los_Angeles,"",20068,2019-08-01T15:41:58-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:55:19.216-07:00 Los_Angeles,"","",PON_EAST_BLR_B1_ENAB,✓,BO1101,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",PON_EAST_BLR_B1_ENAB_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:21.291Z UTC
@p:ubcv:r:23d4d46a-b54760b3 Ponderosa East Unsorted Points PON_EAST_CHW_SUPPLY_LEAD_SPD_AV,"","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),TL169,✓,PON_EAST_CHW_SUPPLY_LEAD_SPD_AV,"","","","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d12e3b-a975e4fc Ponderosa East Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d12e3b-a4d3984b Ponderosa East Unsorted Points,"","",✓,"","","",2020-05-12T15:53:25-07:00 Los_Angeles,"",26913,2019-08-01T23:33:20-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:19.229-07:00 Los_Angeles,"","",PON_EAST_CHW_SUPPLY_LEAD_SPD_AV,✓,AV14,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",PON_EAST_CHW_SUPPLY_LEAD_SPD_AV_POLL_TL,Los_Angeles,%,"","","","","",2020-04-09T19:02:37.192Z UTC
@p:ubcv:r:23d4d726-31119392 Ponderosa East FC-410 PON_EAST_FC410_RT_AV,✓,"","",@p:ubcv:r:23d12dc1-82647cc4 PondE PON_EAST_FC410_CP720210 (720210),TL5,✓,PON_EAST_FC410_RT_AV,"","","","","",@p:ubcv:r:23d12dc1-82647cc4 PondE PON_EAST_FC410_CP720210 (720210),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25b10949-c369ed25 Ponderosa East FC-410,✓,"","","","","","",@p:ubcv:r:25b1090f-b5ad2446 Ponderosa East Floor 4,"","",✓,"","","",2020-05-12T15:46:58-07:00 Los_Angeles,"",339668,2019-01-18T05:36:20-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:46:52.826-07:00 Los_Angeles,2019-01-23T16:53:07.817-08:00 Los_Angeles,"",Zone Temp,"",AV10,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,PON_EAST_FC410_RT_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:37.6Z UTC
@p:ubcv:r:23d4d46b-dbf1c68c Ponderosa East Unsorted Points PON_EAST_SUPPLY_CHW_P1_VFD_AL,"","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),TL232,✓,PON_EAST_SUPPLY_CHW_P1_VFD_AL,"","","","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),"","","","","","","","",$equipRef $bmsName,"","","","","","","NORMAL,ALARM","",@p:ubcv:r:23d12e3b-a975e4fc Ponderosa East Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d12e3b-a4d3984b Ponderosa East Unsorted Points,"","",✓,"","","",2020-05-09T19:35:06-07:00 Los_Angeles,"",2,2020-05-09T08:01:33-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:55:19.24-07:00 Los_Angeles,"","",PON_EAST_SUPPLY_CHW_P1_VFD_AL,✓,BI2101,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",PON_EAST_VFD_P1_AL,Los_Angeles,"","","","","","",2020-04-08T18:48:52.275Z UTC
@p:ubcv:r:23d4d46b-d5793a2d Ponderosa East Unsorted Points P24 PON_EAST_DHW_TNK_4_PREHT_P24S_BV,"","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),TL311,✓,PON_EAST_DHW_TNK_4_PREHT_P24S_BV,"","","","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),"","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","OFF,ON",P24,@p:ubcv:r:23d12e3b-a975e4fc Ponderosa East Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d12e3b-a4d3984b Ponderosa East Unsorted Points,"","",✓,"","","",2020-02-07T11:38:08-08:00 Los_Angeles,"",15085,2019-08-02T01:33:23-07:00 Los_Angeles,ok,"",✓,"",Bool,2020-05-12T15:55:18.188-07:00 Los_Angeles,2019-01-23T16:53:25.289-08:00 Los_Angeles,"","Run ","",BV63,"","","","",✓,"","","",✓,"","",✓,✓,@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","",@p:ubcv:r:23e65d0f-1634db40 .+_P\d+S(_BV)?(_\d+)?(_TL)?,"",PON_EAST_DHW_P24S_COV_TL,Los_Angeles,"","","","",✓,"",2020-05-12T11:03:27.143Z UTC
@p:ubcv:r:23d4d75a-f36e2a18 Ponderosa East Unsorted Points PON_EAST_DC1_DC_3S,"","","",@p:ubcv:r:23d120cc-5ac0dc21 PondE PON_EAST_HRV1_DC01_CP720300 (720300),TL45,✓,PON_EAST_DC1_DC_3S,"","","","","",@p:ubcv:r:23d120cc-5ac0dc21 PondE PON_EAST_HRV1_DC01_CP720300 (720300),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d12e3b-a975e4fc Ponderosa East Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d12e3b-a4d3984b Ponderosa East Unsorted Points,"","",✓,"","","",2020-05-12T15:37:29-07:00 Los_Angeles,"",39329,2019-01-17T11:17:29-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:46:51.418-07:00 Los_Angeles,"","",PON_EAST_DC1_DC_3S,✓,AI7,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",PON_EAST_DC01_3S_TL,Los_Angeles,A,"","","","","",2020-04-09T19:02:37.635Z UTC
@p:ubcv:r:23d4d558-baf6ffd6 Ponderosa East FC-205 PON_EAST_FC205_RT_SP,✓,"","",@p:ubcv:r:23d12cc2-75f77a6c PondE PON_EAST_FC205_CP720114 (720114),TL6,✓,PON_EAST_FC205_RT_SP,"","","","","",@p:ubcv:r:23d12cc2-75f77a6c PondE PON_EAST_FC205_CP720114 (720114),"","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","",@p:ubcv:r:25b10385-ade45260 Ponderosa East FC-205,✓,"","","","","","",@p:ubcv:r:25b102db-179a8a2d Ponderosa East Floor 2,"","",✓,"","","",2020-05-12T15:44:56-07:00 Los_Angeles,"",309963,2019-01-18T05:29:42-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:46:23.141-07:00 Los_Angeles,2019-01-23T16:52:54.045-08:00 Los_Angeles,"",Zone Temp Effective Sp,"",AV7,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"",✓,"","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,✓,"",Los_Angeles,°C,"","","","",✓,2020-04-14T16:49:59.539Z UTC
@p:ubcv:r:23d4d6ba-0c271dd4 Ponderosa East MAU-2 PON_EAST_MUA2_HC_SWT,"","","",@p:ubcv:r:23d120cc-f789c9b5 PondE POND_EAST_HRV2_MUA1_MUA2 (720200),TL35,✓,PON_EAST_MUA2_HC_SWT,"","","","","",@p:ubcv:r:23d120cc-f789c9b5 PondE POND_EAST_HRV2_MUA1_MUA2 (720200),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25b0fc92-bde03350 Ponderosa East MAU-2,✓,"","","","","","",@p:ubcv:r:2203b248-7242dcea Ponderosa East Air Systems,"","",✓,"","","",2020-05-12T15:53:15-07:00 Los_Angeles,"",39762,2019-01-16T10:18:41-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:56:39.825-07:00 Los_Angeles,2019-01-23T16:52:59.24-08:00 Los_Angeles,"",PON_EAST_MUA2_HC_SWT,✓,AI110,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","","",Los_Angeles,_,"","","","","",2020-04-09T19:15:27.179Z UTC
@p:ubcv:r:259793a4-82fb33d9 Ponderosa East Unsorted Points PON_EAST_SUPPLY_HW_P4_VFD_FB,"","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),TL9085,"",PON_EAST_SUPPLY_HW_P4_VFD_FB,"","","","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d12e3b-a975e4fc Ponderosa East Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d12e3b-a4d3984b Ponderosa East Unsorted Points,"","",✓,"","","",2020-05-12T15:55:00-07:00 Los_Angeles,"",39862,2019-12-25T15:15:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:19.344-07:00 Los_Angeles,"","",PON_EAST_SUPPLY_HW_P4_VFD_FB,✓,AI2204,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",MV_PON_EAST_SUPPLY_HW_P4_VFD_FB_POLL_TL,Los_Angeles,%,"","","","","",2020-04-09T19:02:37.196Z UTC
@p:ubcv:r:23d4d47d-19cafb7b Ponderosa East FC-101 PON_EAST_FC101_HCV,"","","",@p:ubcv:r:23d12cc2-b6e0c6c8 PondE PON_EAST_FC101_CP720101 (720101),TL3,✓,PON_EAST_FC101_HCV,"","","",✓,"",@p:ubcv:r:23d12cc2-b6e0c6c8 PondE PON_EAST_FC101_CP720101 (720101),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25b0ff1f-566072b2 Ponderosa East FC-101,✓,"","","","","","",@p:ubcv:r:25b0ff04-bca0e2b7 Ponderosa East Floor 1,"",✓,✓,"","","",2020-05-12T15:44:56-07:00 Los_Angeles,"",337764,2019-01-18T05:27:10-08:00 Los_Angeles,ok,"",✓,"",Number,2020-05-12T15:46:23.077-07:00 Los_Angeles,2019-01-23T16:52:58.298-08:00 Los_Angeles,"",Heating Valve Cmd,"",AO4,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","",@p:ubcv:r:2453b6df-d7db47fd .+_(P|\d+)?HCV(_AV|_TL)?,"",PON_EAST_FC101_HCV_TL,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:02:37.322Z UTC
@p:ubcv:r:23d12e3c-87b46130 Ponderosa East Unsorted Points BTU_E_STUD_DHW_FLW_MUX,"","","",@p:ubcv:r:23d1205b-faea93de PondE 903.0 PONDEROSA EAST SPRUCE (720000),TL28,✓,BTU_E_STUD_DHW_FLW_MUX,"","","","","",@p:ubcv:r:23d1205b-faea93de PondE 903.0 PONDEROSA EAST SPRUCE (720000),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d12e3b-a975e4fc Ponderosa East Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d12e3b-a4d3984b Ponderosa East Unsorted Points,"","",✓,"","","",2020-05-12T15:50:00-07:00 Los_Angeles,"",138977,2019-01-14T06:35:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:51:44.603-07:00 Los_Angeles,"","",BTU_E_STUD_DHW_FLW_MUX,✓,AV1037,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",BTU_E_STUD_DHW_FLW_MUX_TL,Los_Angeles,L/s,"","","","","",2020-04-09T19:02:37.138Z UTC
@p:ubcv:r:23d4d6ba-cd763a9a Ponderosa East HRV-2 PON_EAST_HRV2_SAT,✓,"","",@p:ubcv:r:23d120cc-f789c9b5 PondE POND_EAST_HRV2_MUA1_MUA2 (720200),TL48,✓,PON_EAST_HRV2_SAT,"","","","","",@p:ubcv:r:23d120cc-f789c9b5 PondE POND_EAST_HRV2_MUA1_MUA2 (720200),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:25b0fc77-97fbfc96 Ponderosa East HRV-2,✓,"","","","","","",@p:ubcv:r:2203b248-7242dcea Ponderosa East Air Systems,"","",✓,"","","",2020-05-12T15:53:15-07:00 Los_Angeles,"",39923,2019-01-15T21:48:29-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:56:39.991-07:00 Los_Angeles,2019-01-23T16:52:49.066-08:00 Los_Angeles,"",Discharge Air Temp,"",AI5,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","",@p:ubcv:r:24c508d8-1a2e5947 .+_SAT(_MUX)?(_TL)?,✓,"",Los_Angeles,°C,"","","","","",2020-04-14T16:49:59.004Z UTC
