id,bacnetConnRef,bacnetCur,bacnetPoint,connRef,cur,curConvert,curStatus,curVal,delta,deltaTempPoint,disMacro,energy,entering,equipRef,flow,groupRef,his,hisCollectCov,hisCollectInterval,hisEnd,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,leaving,navName,point,power,quantityID,sensor,siteRef,sourceID,sqlConnRef,sqlPoint,temp,tz,unit,utilityPoint,water,mod
@p:ubcv:r:21dffdae-6735dfc4 Vanier - Cariboo HW Main Meter Entering Water Temp,@p:ubcv:r:21f92ca7-330b7f33 PV Cariboo DES Meter,AI9,✓,@p:ubcv:r:21f92ca7-330b7f33 PV Cariboo DES Meter,✓,"",ok,73.26000213623047°C,"","",$equipRef $navName,"",✓,@p:ubcv:r:21839d93-58743f1d Vanier - Cariboo HW Main Meter,"",@p:ubcv:r:21697fca-fe7a2341 Vanier - Cariboo Utilities,✓,0.5°C,10min,2020-05-13T09:00:00-07:00 Los_Angeles,"",consumption,231305,2018-01-22T15:40:00-08:00 Los_Angeles,ok,"",✓,Number,"",Entering Water Temp,✓,"","",✓,@p:ubcv:r:2093cf27-577a0085 Vanier - Cariboo,"","","",✓,Los_Angeles,°C,✓,✓,2020-04-28T00:03:35.385Z UTC
@p:ubcv:r:21dffdae-aa14d798 Vanier - Cariboo HW Main Meter Flow,@p:ubcv:r:21f92ca7-330b7f33 PV Cariboo DES Meter,AI4,✓,@p:ubcv:r:21f92ca7-330b7f33 PV Cariboo DES Meter,✓,L/h => L/s,ok,0.026666666666666665L/s,"","",$equipRef $navName,"","",@p:ubcv:r:21839d93-58743f1d Vanier - Cariboo HW Main Meter,✓,@p:ubcv:r:21697fca-fe7a2341 Vanier - Cariboo Utilities,✓,0.25L/s,10min,2020-05-13T09:00:00-07:00 Los_Angeles,"",consumption,131226,2018-01-22T15:40:00-08:00 Los_Angeles,ok,"",✓,Number,"",Flow,✓,"","",✓,@p:ubcv:r:2093cf27-577a0085 Vanier - Cariboo,"","","","",Los_Angeles,L/s,✓,✓,2020-04-28T00:03:35.386Z UTC
@p:ubcv:r:21839d93-cc4a3434 Vanier - Cariboo HW Main Meter Energy,@p:ubcv:r:21f92ca7-330b7f33 PV Cariboo DES Meter,AI1,✓,@p:ubcv:r:21f92ca7-330b7f33 PV Cariboo DES Meter,✓,MWh => kWh,ok,2620977.05078125kWh,"","",$equipRef $navName,✓,"",@p:ubcv:r:21839d93-58743f1d Vanier - Cariboo HW Main Meter,"",@p:ubcv:r:21697fca-fe7a2341 Vanier - Cariboo Utilities,✓,"",15min,2020-05-13T09:00:00-07:00 Los_Angeles,"",consumption,166586,2015-07-27T21:30:00-07:00 Los_Angeles,ok,✓,✓,Number,"",Energy,✓,"",10546,✓,@p:ubcv:r:2093cf27-577a0085 Vanier - Cariboo,285,@p:ubcv:r:23060489-d61f5459 ION DB,✓,"",Los_Angeles,kWh,✓,✓,2020-04-28T00:03:35.387Z UTC
@p:ubcv:r:21dffdae-5af2e858 Vanier - Cariboo HW Main Meter Leaving Water Temp,@p:ubcv:r:21f92ca7-330b7f33 PV Cariboo DES Meter,AI10,✓,@p:ubcv:r:21f92ca7-330b7f33 PV Cariboo DES Meter,✓,"",ok,52.79999923706055°C,"","",$equipRef $navName,"","",@p:ubcv:r:21839d93-58743f1d Vanier - Cariboo HW Main Meter,"",@p:ubcv:r:21697fca-fe7a2341 Vanier - Cariboo Utilities,✓,0.5°C,10min,2020-05-13T09:00:00-07:00 Los_Angeles,"",consumption,471252,2018-01-22T15:40:00-08:00 Los_Angeles,ok,"",✓,Number,✓,Leaving Water Temp,✓,"","",✓,@p:ubcv:r:2093cf27-577a0085 Vanier - Cariboo,"","","",✓,Los_Angeles,°C,✓,✓,2020-04-28T00:03:35.388Z UTC
@p:ubcv:r:21839d93-b4430863 Vanier - Cariboo HW Main Meter Power,@p:ubcv:r:21f92ca7-330b7f33 PV Cariboo DES Meter,AI5,✓,@p:ubcv:r:21f92ca7-330b7f33 PV Cariboo DES Meter,✓,"",ok,2.200000047683716kW,"","",$equipRef $navName,"","",@p:ubcv:r:21839d93-58743f1d Vanier - Cariboo HW Main Meter,"",@p:ubcv:r:21697fca-fe7a2341 Vanier - Cariboo Utilities,✓,1.5637303990912208kW,15min,2020-05-13T09:00:00-07:00 Los_Angeles,"","",524294,2016-05-05T14:15:00-07:00 Los_Angeles,ok,"",✓,Number,"",Power,✓,✓,10622,✓,@p:ubcv:r:2093cf27-577a0085 Vanier - Cariboo,285,"","","",Los_Angeles,kW,✓,✓,2020-05-13T08:00:08.526Z UTC
@p:ubcv:r:2388a048-8290aa96 Vanier - Cariboo HW Main Meter Water Delta Temp,"","","","","","","","",✓,✓,$equipRef $navName,"","",@p:ubcv:r:21839d93-58743f1d Vanier - Cariboo HW Main Meter,"",@p:ubcv:r:21697fca-fe7a2341 Vanier - Cariboo Utilities,✓,"","","",deltaTemp,consumption,"","","","","",Number,"",Water Delta Temp,✓,"","","",@p:ubcv:r:2093cf27-577a0085 Vanier - Cariboo,"","","",✓,Los_Angeles,°C,✓,✓,2020-04-28T00:03:35.39Z UTC
