id,bacnetConnRef,bacnetCur,bacnetPoint,connRef,cur,curConvert,curStatus,curVal,delta,deltaTempPoint,disMacro,elec,energy,entering,equipRef,flow,groupRef,his,hisCollectCov,hisCollectInterval,hisEnd,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,leaving,navName,opcConnRef,opcCur,opcPoint,point,power,quantityID,sensor,siteRef,sourceID,sqlConnRef,sqlPoint,temp,tz,unit,utilityPoint,water,mod
@p:ubcv:r:21dffdae-f8ba80b5 War Memorial Gymnasium HW Main Meter Flow,@p:ubcv:r:21cad751-f63cbd81 MGYM DES Meter,AI4,✓,@p:ubcv:r:21cad751-f63cbd81 MGYM DES Meter,✓,m³/h => L/s,ok,3.5388888253106012L/s,"","",$equipRef $navName,"","","",@p:ubcv:r:20a66932-a56e3a0e War Memorial Gymnasium HW Main Meter,✓,@p:ubcv:r:21697fca-d54017e9 War Memorial Gymnasium Utilities,✓,0.25L/s,10min,2020-05-13T09:10:00-07:00 Los_Angeles,"",consumption,222839,2018-01-03T14:20:00-08:00 Los_Angeles,ok,"",✓,Number,"",Flow,"","","",✓,"","",✓,@p:ubcv:r:20a66932-5d56979d War Memorial Gymnasium,"","","","",Los_Angeles,L/s,✓,✓,2020-04-28T00:03:35.747Z UTC
@p:ubcv:r:21dffdae-c863f5de War Memorial Gymnasium HW Main Meter Entering Water Temp,@p:ubcv:r:21cad751-f63cbd81 MGYM DES Meter,AI9,✓,@p:ubcv:r:21cad751-f63cbd81 MGYM DES Meter,✓,"",ok,83.45999908447266°C,"","",$equipRef $navName,"","",✓,@p:ubcv:r:20a66932-a56e3a0e War Memorial Gymnasium HW Main Meter,"",@p:ubcv:r:21697fca-d54017e9 War Memorial Gymnasium Utilities,✓,0.5°C,10min,2020-05-13T09:10:00-07:00 Los_Angeles,"",consumption,156539,2018-01-03T14:20:00-08:00 Los_Angeles,ok,"",✓,Number,"",Entering Water Temp,"","","",✓,"","",✓,@p:ubcv:r:20a66932-5d56979d War Memorial Gymnasium,"","","",✓,Los_Angeles,°C,✓,✓,2020-04-28T00:03:35.748Z UTC
@p:ubcv:r:20a66932-f62688da War Memorial Gymnasium HW Main Meter Energy,@p:ubcv:r:21cad751-f63cbd81 MGYM DES Meter,AI1,✓,@p:ubcv:r:21cad751-f63cbd81 MGYM DES Meter,✓,MWh => kWh,ok,5800399.90234375kWh,"","",$equipRef $navName,"",✓,"",@p:ubcv:r:20a66932-a56e3a0e War Memorial Gymnasium HW Main Meter,"",@p:ubcv:r:21697fca-d54017e9 War Memorial Gymnasium Utilities,✓,"",15min,2020-05-13T09:00:00-07:00 Los_Angeles,"",consumption,139544,2016-05-05T11:00:00-07:00 Los_Angeles,ok,✓,✓,Number,"",Energy,"","","",✓,"",10364,✓,@p:ubcv:r:20a66932-5d56979d War Memorial Gymnasium,204,@p:ubcv:r:23060489-d61f5459 ION DB,✓,"",Los_Angeles,kWh,✓,✓,2020-04-28T00:03:35.749Z UTC
@p:ubcv:r:263b76d1-e3825fb7 War Memorial Gymnasium Elec Main Meter Power,"","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,✓,"",ok,35.21284866333008kW,"","",$equipRef $navName,✓,"","",@p:ubcv:r:20a66932-a68a4071 War Memorial Gymnasium Elec Main Meter,"",@p:ubcv:r:21697fca-d54017e9 War Memorial Gymnasium Utilities,✓,1kW,15min,2020-05-13T09:12:33-07:00 Los_Angeles,"","",296672,2012-02-29T16:00:00-08:00 Los_Angeles,ok,"","",Number,"",Power,@p:ubcv:r:2549fd47-39d2c491 ION KepServer,ns=2;s=ION - Local.OPC DA.Buildings_War_Mem_Gym_428.Elec_Power,✓,✓,✓,116,✓,@p:ubcv:r:20a66932-5d56979d War Memorial Gymnasium,204,@p:ubcv:r:23060489-d61f5459 ION DB,✓,"",Los_Angeles,kW,✓,"",2020-05-13T08:00:08.535Z UTC
@p:ubcv:r:20a66932-bef08838 War Memorial Gymnasium HW Main Meter Power,@p:ubcv:r:21cad751-f63cbd81 MGYM DES Meter,AI5,✓,@p:ubcv:r:21cad751-f63cbd81 MGYM DES Meter,✓,"",ok,54kW,"","",$equipRef $navName,"","","",@p:ubcv:r:20a66932-a56e3a0e War Memorial Gymnasium HW Main Meter,"",@p:ubcv:r:21697fca-d54017e9 War Memorial Gymnasium Utilities,✓,1.5902777777777777kW,15min,2020-05-13T09:10:26-07:00 Los_Angeles,"","",537754,2016-05-10T15:30:00-07:00 Los_Angeles,ok,"",✓,Number,"",Power,"","","",✓,✓,"",✓,@p:ubcv:r:20a66932-5d56979d War Memorial Gymnasium,"","","","",Los_Angeles,kW,✓,✓,2020-05-13T08:00:08.536Z UTC
@p:ubcv:r:21dffdae-d7188cf3 War Memorial Gymnasium HW Main Meter Leaving Water Temp,@p:ubcv:r:21cad751-f63cbd81 MGYM DES Meter,AI10,✓,@p:ubcv:r:21cad751-f63cbd81 MGYM DES Meter,✓,"",ok,79.70999908447266°C,"","",$equipRef $navName,"","","",@p:ubcv:r:20a66932-a56e3a0e War Memorial Gymnasium HW Main Meter,"",@p:ubcv:r:21697fca-d54017e9 War Memorial Gymnasium Utilities,✓,0.5°C,10min,2020-05-13T09:10:00-07:00 Los_Angeles,"",consumption,221077,2018-01-03T14:20:00-08:00 Los_Angeles,ok,"",✓,Number,✓,Leaving Water Temp,"","","",✓,"","",✓,@p:ubcv:r:20a66932-5d56979d War Memorial Gymnasium,"","","",✓,Los_Angeles,°C,✓,✓,2020-04-28T00:03:35.751Z UTC
@p:ubcv:r:263b76d0-7c94dba3 War Memorial Gymnasium Elec Main Meter Energy,"","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,✓,"",ok,4101990.5kWh,"","",$equipRef $navName,✓,✓,"",@p:ubcv:r:20a66932-a68a4071 War Memorial Gymnasium Elec Main Meter,"",@p:ubcv:r:21697fca-d54017e9 War Memorial Gymnasium Utilities,✓,"",15min,2020-05-13T09:00:00-07:00 Los_Angeles,"",consumption,281669,2012-02-29T16:00:00-08:00 Los_Angeles,ok,✓,"",Number,"",Energy,@p:ubcv:r:2549fd47-39d2c491 ION KepServer,ns=2;s=ION - Local.OPC DA.Buildings_War_Mem_Gym_428.Elec_Energy,✓,✓,"",10393,✓,@p:ubcv:r:20a66932-5d56979d War Memorial Gymnasium,204,@p:ubcv:r:23060489-d61f5459 ION DB,✓,"",Los_Angeles,kWh,✓,"",2020-05-04T19:39:55.428Z UTC
@p:ubcv:r:2388a048-c164b501 War Memorial Gymnasium HW Main Meter Water Delta Temp,"","","","","","","","",✓,✓,$equipRef $navName,"","","",@p:ubcv:r:20a66932-a56e3a0e War Memorial Gymnasium HW Main Meter,"",@p:ubcv:r:21697fca-d54017e9 War Memorial Gymnasium Utilities,✓,"","","",deltaTemp,consumption,"","","","","",Number,"",Water Delta Temp,"","","",✓,"","","",@p:ubcv:r:20a66932-5d56979d War Memorial Gymnasium,"","","",✓,Los_Angeles,°C,✓,✓,2020-04-28T00:03:35.752Z UTC
