id,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,boiler,bridgeName,bypass,chilled,cmd,co2,condenser,connRef,cooling,coolingTower,count,cur,curErr,curStatus,curVal,damper,disMacro,discharge,domestic,effective,elec,elecMeterLoad,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,gas,groupRef,heat,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,johnson,kind,lastSynced,lastTagged,leaving,low,mixed,mode,navName,noTagMatch,objectId,occ,occupancyIndicator,opcConnRef,opcCur,opcPoint,outside,point,pointType,power,pump,quantityID,reliability,return,reversing,roomRef,run,scheduleOcc,scheduled,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,tags,temp,tlName,tz,unit,utilityPoint,valve,volume,water,wifi,wifiId,zachName,zone,mod
@p:ubcv:r:25f3a81c-e419717f Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-016.Parameters.OCC-SCHEDULE,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3007507,"","",JCL-NAE23/BACnet IP1.FAC-016.Parameters.OCC-SCHEDULE,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","Occupied,UnOccupied,Standby,Not Set","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","",toStr(),2020-05-12T20:20:00-07:00 Los_Angeles,"","",9729,2020-03-04T20:10:00-08:00 Los_Angeles,ok,"","","",✓,"",Str,2020-05-12T20:25:22.085-07:00 Los_Angeles,"","","","","",Scheduled Occupancy,"",MSV3006268,✓,"","","","","",✓,"","","","","","","","","","",✓,"",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"",✓,"","","",@p:ubcv:r:23e65d3d-446b0e76 .+(\.|-| )OCC-SCHEDU(LE)?,"","",JCL-NAE23/BACnet IP1.FAC-016.Parameters.OCC-SCHEDULE.Trend1,Los_Angeles,"","","","","","","",9010.ZN-210.FCU-2-05.OCC-SCHEDULE,"",2020-05-11T11:07:41.651Z UTC
@p:ubcv:r:25beec57-771aef0c Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-009.TF2-C,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006909,"","",JCL-NAE23/BACnet IP1.FAC-009.TF2-C,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",",","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T10:18:19-07:00 Los_Angeles,"","",301,2020-01-20T20:16:48-08:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T20:25:21.46-07:00 Los_Angeles,"","","","","",JCL-NAE23/BACnet IP1.FAC-009.TF2-C,✓,BO3005878,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/BACnet IP1.FAC-009.TF2-C.Trend1,Los_Angeles,"","","","","","","",9010.ZN-308.TF2-C,"",2020-05-11T11:07:41.524Z UTC
@p:ubcv:r:25beec53-ffd344b0 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-016.ZN-CO2,✓,"",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006266,"","",JCL-NAE23/BACnet IP1.FAC-016.ZN-CO2,"","","","","",✓,"",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T20:20:00-07:00 Los_Angeles,"","",15677,2020-01-24T04:10:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T20:25:22.087-07:00 Los_Angeles,"","","","","",Zone Co2,"",AI3005633,"","","","","","",✓,"","","","","","","","","","","",✓,@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:2546362f-380a024c .+(\.|-| )ZN-CO2,"","",JCL-NAE23/BACnet IP1.FAC-016.ZN-CO2.Trend1,Los_Angeles,ppm,"","","","","","",9010.ZN-210.FCU-2-05.ZN-CO2,✓,2020-05-11T11:07:41.27Z UTC
@p:ubcv:r:25beec54-8544ef87 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-024.HC-DA-T,✓,"",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006779,"","",JCL-NAE23/BACnet IP1.FAC-024.HC-DA-T,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T20:20:00-07:00 Los_Angeles,"","",15677,2020-01-24T04:10:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T20:25:22.091-07:00 Los_Angeles,"","","","","",Discharge Air Temp,"",AI3005821,"","","","","","",✓,"","","","","","","","","","","",✓,@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,"",✓,JCL-NAE23/BACnet IP1.FAC-024.HC-DA-T.Trend1,Los_Angeles,°C,"","","","","","",9010.ZN-122.HC-DA-T,"",2020-05-11T11:07:41.312Z UTC
@p:ubcv:r:25beec57-1d3c5600 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-004.HP04-EN,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006991,"","",JCL-NAE23/BACnet IP1.FAC-004.HP04-EN,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","Off,On","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-03-06T10:58:51-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [240] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",27,2020-01-20T20:16:48-08:00 Los_Angeles,fault,"","","",✓,"",Bool,2020-05-11T00:31:14.199-07:00 Los_Angeles,"","","","","",JCL-NAE23/BACnet IP1.FAC-004.HP04-EN,✓,BO3005912,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/BACnet IP1.FAC-004.HP04-EN.Trend1,Los_Angeles,"","","","","","","",9010.HPS.HP04-EN,"",2020-04-08T18:50:15.017Z UTC
@p:ubcv:r:25beec57-6568753a Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-012.TF-C,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006096,"","",JCL-NAE23/BACnet IP1.FAC-012.TF-C,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",",","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T10:18:19-07:00 Los_Angeles,"","",276,2020-01-20T20:16:48-08:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T20:25:21.483-07:00 Los_Angeles,"","","","","",JCL-NAE23/BACnet IP1.FAC-012.TF-C,✓,BO3005583,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/BACnet IP1.FAC-012.TF-C.Trend1,Los_Angeles,"","","","","","","",9010.ZN-205.FCU-2-01.TF-C,"",2020-05-11T11:07:41.534Z UTC
@p:ubcv:r:25f3a81c-8e022e97 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-021.Parameters.ZN3-OCC-SCHEDULE,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3007514,"","",JCL-NAE23/BACnet IP1.FAC-021.Parameters.ZN3-OCC-SCHEDULE,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","Occupied,UnOccupied,Standby,Not Set","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","",toStr(),2020-05-12T20:20:00-07:00 Los_Angeles,"","",9729,2020-03-04T20:10:00-08:00 Los_Angeles,ok,"","","",✓,"",Str,2020-05-12T20:25:22.095-07:00 Los_Angeles,"","","","","",Scheduled Occupancy,"",MSV3006561,✓,"","","","","",✓,"","","","","","","","","","",✓,"",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"",✓,"","","",@p:ubcv:r:23e65d3d-446b0e76 .+(\.|-| )OCC-SCHEDU(LE)?,"","",JCL-NAE23/BACnet IP1.FAC-021.Parameters.ZN3-OCC-SCHEDULE.Trend1,Los_Angeles,"","","","","","","",9010.ZN-110.ZN3-OCC-SCHEDULE,"",2020-05-11T11:07:41.668Z UTC
@p:ubcv:r:25f78eac-752b5b3b Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-012.CCV-O,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3007867,"","",JCL-NAE23/BACnet IP1.FAC-012.CCV-O,"","","",✓,✓,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),✓,"","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T20:20:00-07:00 Los_Angeles,"","",9412,2020-03-07T17:00:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T20:25:22.096-07:00 Los_Angeles,"","","","","",Cooling Valve Cmd,"",AO3007865,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:23e65d3d-a37e87fc .+(\.|-| )CCV-O,"","",JCL-NAE23/BACnet IP1.FAC-012.CCV-O.Trend1,Los_Angeles,%,"",✓,"",✓,"","",9010.ZN-205.FCU-2-01.CCV-O,"",2020-05-11T11:07:41.32Z UTC
@p:ubcv:r:224ec3e9-4a63e3ab Swing Space Rm 222 Zone JCL-NAE23/N2-1.LECTURE RM 2224.Analog Outputs.HCx-VLV,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3003801,"",✓,JCL-NAE23/N2-1.LECTURE RM 2224.Analog Outputs.HCx-VLV,"","","","",✓,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:224eba6c-03d1c12e Swing Space Rm 222 Zone,"","","",@p:ubcv:r:224e8dea-cf102c8c Swing Space Floor 2,✓,✓,✓,"","","",2020-02-26T08:00:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [95] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",33779,2018-03-23T08:30:00-07:00 Los_Angeles,fault,"",✓,"",✓,✓,Number,2020-05-11T00:31:14.14-07:00 Los_Angeles,2018-12-07T09:45:28.986-08:00 Los_Angeles,"","","","",Heating Valve Cmd,"",AO3001009,"","","","","","",✓,"","","","","","","",@p:ubcv:r:224e8dea-40bc43a5 Swing Space Rm 222,"","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:23e65d3d-a36dda43 .+(\.|-| )HC?x?-VLV(-O)?,"","",JCL-NAE23/N2-1.LECTURE RM 2224.Analog Outputs.HCx-VLV.Trend1,Los_Angeles,%,"",✓,"",✓,"","",F2_VLV,"",2020-04-14T16:50:02.983Z UTC
@p:ubcv:r:25beec57-f20456b6 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-017.SF-C,✓,"",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006302,"","",JCL-NAE23/BACnet IP1.FAC-017.SF-C,"","","","",✓,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",",","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"",✓,"",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T10:18:19-07:00 Los_Angeles,"","",160,2020-01-20T20:16:48-08:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T20:25:21.496-07:00 Los_Angeles,"","","","","",Discharge Fan Run Cmd,"",BO3005639,"","","","","","",✓,"","","","","","","","",✓,"","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:23e65d3d-2b48d00a .+(\.|-| )SF(\d+)?-C,"","",JCL-NAE23/BACnet IP1.FAC-017.SF-C.Trend1,Los_Angeles,"","","","","","","",9010.ZN-209.FCU-2-06.SF-C,"",2020-05-11T11:07:41.547Z UTC
@p:ubcv:r:25beec57-251a34e4 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-016.TF-C,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006264,"","",JCL-NAE23/BACnet IP1.FAC-016.TF-C,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",",","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T10:18:19-07:00 Los_Angeles,"","",302,2020-01-20T20:16:48-08:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T20:25:21.508-07:00 Los_Angeles,"","","","","",JCL-NAE23/BACnet IP1.FAC-016.TF-C,✓,BO3005631,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/BACnet IP1.FAC-016.TF-C.Trend1,Los_Angeles,"","","","","","","",9010.ZN-210.FCU-2-05.TF-C,"",2020-05-11T11:07:41.546Z UTC
@p:ubcv:r:25beec53-6b9925f4 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-007.ZN1-T,✓,"",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006821,"","",JCL-NAE23/BACnet IP1.FAC-007.ZN1-T,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T20:20:00-07:00 Los_Angeles,"","",15677,2020-01-24T04:10:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T20:25:22.097-07:00 Los_Angeles,"","","","","",Zone Temp,"",AI3005839,"","","","","","",✓,"","","","","","","","","","","",✓,@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE23/BACnet IP1.FAC-007.ZN1-T.Trend1,Los_Angeles,°C,"","","","","","",9010.ZN-406.ZN1-T,✓,2020-05-11T11:07:41.227Z UTC
@p:ubcv:r:224ec3e9-30c0c4fc Swing Space Rm 220 RAD-201 JCL-NAE23/N2-1.RAD HEATER20120.HTG-SP,✓,"",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3000522,"",✓,JCL-NAE23/N2-1.RAD HEATER20120.HTG-SP,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:224eba6c-65a36bd2 Swing Space Rm 220 RAD-201,"","","",@p:ubcv:r:224e8dea-cf102c8c Swing Space Floor 2,"",✓,✓,"","","",2020-02-26T08:10:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [184] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",100023,2018-03-27T14:30:00-07:00 Los_Angeles,fault,"","","",✓,✓,Number,2020-05-11T05:22:40.015-07:00 Los_Angeles,2018-12-07T09:45:28.88-08:00 Los_Angeles,"","","","",Zone Temp Heating Sp,"",AO3000521,"","","","","","",✓,"","","","","","","",@p:ubcv:r:224fdfd4-baf97f61 Swing Space Rm 220,"","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"",✓,"","","",@p:ubcv:r:23e65d3e-a892db78 .+(\.|-| )HTG-SP,"",✓,JCL-NAE23/N2-1.RAD HEATER20120.HTG-SP.Trend1,Los_Angeles,°C,"","","","","","",HTG-SP,✓,2020-04-14T16:49:59.763Z UTC
@p:ubcv:r:25beec55-95a136ea Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-019.FC-HTG-O,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006733,"","",JCL-NAE23/BACnet IP1.FAC-019.FC-HTG-O,"","","","",✓,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"",✓,✓,"","","",2020-05-12T20:20:00-07:00 Los_Angeles,"","",15677,2020-01-24T04:10:00-08:00 Los_Angeles,ok,"",✓,"",✓,"",Number,2020-05-12T20:25:21.709-07:00 Los_Angeles,"","","","","",Heating Valve Cmd,"",AO3005803,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"","",JCL-NAE23/BACnet IP1.FAC-019.FC-HTG-O.Trend1,Los_Angeles,%,"",✓,"",✓,"","",9010.ZN-221.FC-HTG-O,"",2020-05-11T11:07:41.327Z UTC
@p:ubcv:r:25beec57-6f932ec5 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-004.REV-C,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006992,"","",JCL-NAE23/BACnet IP1.FAC-004.REV-C,"","","","",✓,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","Heat,Cool","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-03-06T10:58:51-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [239] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",27,2020-01-20T20:16:48-08:00 Los_Angeles,fault,"","","",✓,"",Bool,2020-05-11T00:31:14.161-07:00 Los_Angeles,"","","","","",Reversing Valve Cmd,"",BO3005913,"","","","","","",✓,"","","","","","",✓,"","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:23e65d3d-c760d6c3 .+(\.|-| )REV-C,"","",JCL-NAE23/BACnet IP1.FAC-004.REV-C.Trend1,Los_Angeles,"","",✓,"",✓,"","",9010.HPS.REV-C,"",2020-04-08T18:50:15.002Z UTC
@p:ubcv:r:25beec56-d8cfc8c7 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-017.TF-S,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006305,"","",JCL-NAE23/BACnet IP1.FAC-017.TF-S,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",",","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-01-22T14:57:58-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [72] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",2,2020-01-20T20:16:48-08:00 Los_Angeles,fault,"","","",✓,"",Bool,2020-05-11T00:31:14.058-07:00 Los_Angeles,"","","","","",JCL-NAE23/BACnet IP1.FAC-017.TF-S,✓,BI3005642,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","","",Los_Angeles,"","","","","","","",9010.FCU-02-06.TF-S,"",2020-04-08T18:50:35.453Z UTC
@p:ubcv:r:25beec56-60b4c009 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-023.FC-SF-S,✓,"",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006050,"","",JCL-NAE23/BACnet IP1.FAC-023.FC-SF-S,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",",","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"",✓,"",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T10:20:43-07:00 Los_Angeles,"","",140,2020-01-20T20:16:48-08:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T20:25:21.637-07:00 Los_Angeles,"","","","","",Discharge Fan Run Status,"",BI3005560,"","","","","","",✓,"","","","","","","","",✓,"","",✓,@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:23e65d3d-fc9f50e0 .+(\.|-| )SF(\d+)?-S(.Trend\d)?,"","",JCL-NAE23/BACnet IP1.FAC-023.FC-SF-S.Trend1,Los_Angeles,"","","","","","","",9010.ZN-121.FC-SF-S,"",2020-05-11T11:07:41.469Z UTC
@p:ubcv:r:25f78eab-085beb16 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-004.BUILDINGHCEW-T,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3007729,"","",JCL-NAE23/BACnet IP1.FAC-004.BUILDINGHCEW-T,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T20:20:00-07:00 Los_Angeles,"","",9419,2020-03-07T15:50:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T20:25:21.712-07:00 Los_Angeles,"","","","","",JCL-NAE23/BACnet IP1.FAC-004.BUILDINGHCEW-T,✓,AI3007681,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/BACnet IP1.FAC-004.BUILDINGHCEW-T.Trend1,Los_Angeles,°C,"","","","","","",9010.HPS.BUILDINGHCEW-T,"",2020-05-11T11:07:41.204Z UTC
@p:ubcv:r:25beec57-fd3f1d7b Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-010.TF1-C,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006460,"","",JCL-NAE23/BACnet IP1.FAC-010.TF1-C,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",",","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T10:18:19-07:00 Los_Angeles,"","",263,2020-01-20T20:16:48-08:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T20:25:21.431-07:00 Los_Angeles,"","","","","",JCL-NAE23/BACnet IP1.FAC-010.TF1-C,✓,BO3005687,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/BACnet IP1.FAC-010.TF1-C.Trend1,Los_Angeles,"","","","","","","",9010.ZN-305.TF1-C,"",2020-05-11T11:07:41.529Z UTC
@p:ubcv:r:25beec56-5244d1d2 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-021.TF1-S,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006529,"","",JCL-NAE23/BACnet IP1.FAC-021.TF1-S,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",",","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T10:18:19-07:00 Los_Angeles,"","",240,2020-01-20T20:16:48-08:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T20:25:21.411-07:00 Los_Angeles,"","","","","",JCL-NAE23/BACnet IP1.FAC-021.TF1-S,✓,BI3005708,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/BACnet IP1.FAC-021.TF1-S.Trend1,Los_Angeles,"","","","","","","",9010.ZN-106.TF1-S,"",2020-05-11T11:07:41.455Z UTC
@p:ubcv:r:24edab69-9fa7325c Swing Space Unsorted Points JCL-NAE23/Schedule.1st & 2nd light schedule,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),SCH3001176,"","",✓,JCL-NAE23/Schedule.1st & 2nd light schedule,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","",unknown,"","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2019-08-21T08:45:00-07:00 Los_Angeles,"","",182,2019-08-19T12:26:00-07:00 Los_Angeles,"","","","",✓,"",Number,"","","","","","",Scheduled Occupancy,"","","","","","","","",✓,"","","","","","","","","",✓,"","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","","",Los_Angeles,"","","","","","","","","",2020-03-10T11:08:05.233Z UTC
