id,bacnetConnRef,bacnetCur,bacnetPoint,connRef,cur,curConvert,curStatus,curVal,delta,deltaTempPoint,disMacro,elec,energy,entering,equipRef,flow,groupRef,his,hisCollectCov,hisCollectInterval,hisEnd,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,leaving,navName,opcConnRef,opcCur,opcPoint,point,power,quantityID,sensor,siteRef,sourceID,sqlConnRef,sqlPoint,temp,tz,unit,utilityPoint,volume,water,mod
@p:ubcv:r:263b76c4-b35ae30c J.B. MacDonald Elec Main Meter Power,"","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,✓,"",ok,104.41360473632812kW,"","",$equipRef $navName,✓,"","",@p:ubcv:r:20a65170-a2fbdfb9 J.B. MacDonald Elec Main Meter,"",@p:ubcv:r:21697fca-3e39d161 J.B. MacDonald Utilities,✓,8.35180173013604kW,15min,2020-05-12T14:52:57-07:00 Los_Angeles,"","",420104,2011-03-31T17:00:00-07:00 Los_Angeles,ok,"","",Number,"",Power,@p:ubcv:r:2549fd47-39d2c491 ION KepServer,ns=2;s=ION - Local.OPC DA.Buildings_MacDonald_198.Elec_Power,✓,✓,✓,116,✓,@p:ubcv:r:20a65170-8c86f206 J.B. MacDonald,82,@p:ubcv:r:23060489-d61f5459 ION DB,✓,"",Los_Angeles,kW,✓,"","",2020-05-12T08:00:09.829Z UTC
@p:ubcv:r:263b76c6-5dabb944 J.B. MacDonald Water Main Meter Consumption,"","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,✓,"",ok,136986.3125m³,"","",$equipRef $navName,"","","",@p:ubcv:r:20a65170-5ff1fffc J.B. MacDonald Water Main Meter,"",@p:ubcv:r:21697fca-3e39d161 J.B. MacDonald Utilities,✓,"",15min,2020-05-12T14:45:00-07:00 Los_Angeles,"",consumption,319752,2011-03-31T17:00:00-07:00 Los_Angeles,ok,✓,"",Number,"",Consumption,@p:ubcv:r:2549fd47-39d2c491 ION KepServer,ns=2;s=ION - Local.OPC DA.Buildings_MacDonald_198.Water_Volume,✓,✓,"",10394,✓,@p:ubcv:r:20a65170-8c86f206 J.B. MacDonald,82,@p:ubcv:r:23060489-d61f5459 ION DB,✓,"",Los_Angeles,m³,✓,✓,✓,2020-05-04T19:39:55.372Z UTC
@p:ubcv:r:20a65170-703feb3f J.B. MacDonald HW Main Meter Power,@p:ubcv:r:21cad14b-b612ca0b MCDN DES Meter,AI5,✓,@p:ubcv:r:21cad14b-b612ca0b MCDN DES Meter,✓,MW => kW,ok,6.000000052154064kW,"","",$equipRef $navName,"","","",@p:ubcv:r:20a65170-798a660c J.B. MacDonald HW Main Meter,"",@p:ubcv:r:21697fca-3e39d161 J.B. MacDonald Utilities,✓,5kW,15min,2020-05-12T14:46:00-07:00 Los_Angeles,"","",652077,2016-05-05T15:45:00-07:00 Los_Angeles,ok,"",✓,Number,"",Power,"","","",✓,✓,"",✓,@p:ubcv:r:20a65170-8c86f206 J.B. MacDonald,"","","","",Los_Angeles,kW,✓,"",✓,2020-05-12T08:00:09.828Z UTC
@p:ubcv:r:21dffdad-74af4f27 J.B. MacDonald HW Main Meter Entering Water Temp,@p:ubcv:r:21cad14b-b612ca0b MCDN DES Meter,AI9,✓,@p:ubcv:r:21cad14b-b612ca0b MCDN DES Meter,✓,"",ok,78.18000030517578°C,"","",$equipRef $navName,"","",✓,@p:ubcv:r:20a65170-798a660c J.B. MacDonald HW Main Meter,"",@p:ubcv:r:21697fca-3e39d161 J.B. MacDonald Utilities,✓,0.5°C,10min,2020-05-12T14:50:00-07:00 Los_Angeles,"",consumption,169441,2018-01-03T13:20:00-08:00 Los_Angeles,ok,"",✓,Number,"",Entering Water Temp,"","","",✓,"","",✓,@p:ubcv:r:20a65170-8c86f206 J.B. MacDonald,"","","",✓,Los_Angeles,°C,✓,"",✓,2020-04-28T00:03:35.797Z UTC
@p:ubcv:r:20a65170-9e3ec6c1 J.B. MacDonald HW Main Meter Energy,@p:ubcv:r:21cad14b-b612ca0b MCDN DES Meter,AI1,✓,@p:ubcv:r:21cad14b-b612ca0b MCDN DES Meter,✓,MWh => kWh,ok,7263599.609375kWh,"","",$equipRef $navName,"",✓,"",@p:ubcv:r:20a65170-798a660c J.B. MacDonald HW Main Meter,"",@p:ubcv:r:21697fca-3e39d161 J.B. MacDonald Utilities,✓,"",15min,2020-05-12T14:45:00-07:00 Los_Angeles,"",consumption,139546,2016-05-05T11:15:00-07:00 Los_Angeles,ok,✓,✓,Number,"",Energy,"","","",✓,"",10364,✓,@p:ubcv:r:20a65170-8c86f206 J.B. MacDonald,82,@p:ubcv:r:23060489-d61f5459 ION DB,✓,"",Los_Angeles,kWh,✓,"",✓,2020-04-28T00:03:35.798Z UTC
@p:ubcv:r:21dffdad-27b5b567 J.B. MacDonald HW Main Meter Flow,@p:ubcv:r:21cad14b-b612ca0b MCDN DES Meter,AI4,✓,@p:ubcv:r:21cad14b-b612ca0b MCDN DES Meter,✓,m³/h => L/s,ok,0.11944443815284304L/s,"","",$equipRef $navName,"","","",@p:ubcv:r:20a65170-798a660c J.B. MacDonald HW Main Meter,✓,@p:ubcv:r:21697fca-3e39d161 J.B. MacDonald Utilities,✓,0.25L/s,10min,2020-05-12T14:50:00-07:00 Los_Angeles,"",consumption,442406,2018-01-03T13:20:00-08:00 Los_Angeles,ok,"",✓,Number,"",Flow,"","","",✓,"","",✓,@p:ubcv:r:20a65170-8c86f206 J.B. MacDonald,"","","","",Los_Angeles,L/s,✓,"",✓,2020-04-28T00:03:35.799Z UTC
@p:ubcv:r:2388a048-b12a5f04 J.B. MacDonald HW Main Meter Water Delta Temp,"","","","","","","","",✓,✓,$equipRef $navName,"","","",@p:ubcv:r:20a65170-798a660c J.B. MacDonald HW Main Meter,"",@p:ubcv:r:21697fca-3e39d161 J.B. MacDonald Utilities,✓,"","","",deltaTemp,consumption,"","","","","",Number,"",Water Delta Temp,"","","",✓,"","","",@p:ubcv:r:20a65170-8c86f206 J.B. MacDonald,"","","",✓,Los_Angeles,°C,✓,"",✓,2020-04-28T00:03:35.8Z UTC
@p:ubcv:r:21dffdad-52c73971 J.B. MacDonald HW Main Meter Leaving Water Temp,@p:ubcv:r:21cad14b-b612ca0b MCDN DES Meter,AI10,✓,@p:ubcv:r:21cad14b-b612ca0b MCDN DES Meter,✓,"",ok,64.43000030517578°C,"","",$equipRef $navName,"","","",@p:ubcv:r:20a65170-798a660c J.B. MacDonald HW Main Meter,"",@p:ubcv:r:21697fca-3e39d161 J.B. MacDonald Utilities,✓,0.5°C,10min,2020-05-12T14:51:00-07:00 Los_Angeles,"",consumption,384872,2018-01-03T13:20:00-08:00 Los_Angeles,ok,"",✓,Number,✓,Leaving Water Temp,"","","",✓,"","",✓,@p:ubcv:r:20a65170-8c86f206 J.B. MacDonald,"","","",✓,Los_Angeles,°C,✓,"",✓,2020-04-28T00:03:35.801Z UTC
@p:ubcv:r:263b76c5-9a526902 J.B. MacDonald Elec Main Meter Energy,"","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,✓,"",ok,2955811.75kWh,"","",$equipRef $navName,✓,✓,"",@p:ubcv:r:20a65170-a2fbdfb9 J.B. MacDonald Elec Main Meter,"",@p:ubcv:r:21697fca-3e39d161 J.B. MacDonald Utilities,✓,"",15min,2020-05-12T14:45:00-07:00 Los_Angeles,"",consumption,319752,2011-03-31T17:00:00-07:00 Los_Angeles,ok,✓,"",Number,"",Energy,@p:ubcv:r:2549fd47-39d2c491 ION KepServer,ns=2;s=ION - Local.OPC DA.Buildings_MacDonald_198.Elec_Energy,✓,✓,"",10393,✓,@p:ubcv:r:20a65170-8c86f206 J.B. MacDonald,82,@p:ubcv:r:23060489-d61f5459 ION DB,✓,"",Los_Angeles,kWh,✓,"","",2020-05-04T19:39:55.371Z UTC
