id,ahu,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetDesc,bacnetHis,bacnetObjectId,bacnetPoint,bacnetWriteLevel,bmsName,bridgeName,chilled,chiller,cmd,co2,comp,condenser,connRef,cool,cooling,coolingTower,count,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,disMacro,discharge,domestic,effective,elec,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,feedback,flow,fsc3W2WConversion1830,fscVAVsetback1815,groupRef,heat,heatRecovery,heating,high,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,johnson,kind,lastSynced,lastTagged,leaving,low,mixed,mode,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,outside,point,pointType,power,pressure,primaryLoop,pump,quantityID,reliability,return,roomRef,run,runtime,scheduleOcc,scheduled,secondaryLoop,sensor,siteRef,sourceID,sp,speed,spray,sqlConnRef,sqlPoint,static,submeterAdd,tagTableRef,tank,temp,tlName,tt0724,tz,unit,utilityPoint,valve,vfd,volume,water,wifi,wifiId,writable,writeLevel,writeStatus,zachName,zone,mod
@p:ubcv:r:2422e64d-d0552979 Forest Sci Rm 1601 VAV-1-313 JCL-NAE47/N2-A.DC-313.VAV313OS,"","","","",@p:ubcv:r:20dc78d1-eb84e32a FSC (NAE-47),"","",TL3002472,"",✓,"",JCL-NAE47/N2-A.DC-313.VAV313OS,"","","","","","","",@p:ubcv:r:20dc78d1-eb84e32a FSC (NAE-47),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","Off,On","",@p:ubcv:r:2530fa26-2bd3e8ce Forest Sci Rm 1601 VAV-1-313,"","","","","","",@p:ubcv:r:25142b65-a20d3e4b Forest Sci Floor-01,"","","","",✓,"","","",2020-05-12T05:56:53-07:00 Los_Angeles,"","","",694,2019-03-13T21:19:36-07:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T14:37:07.888-07:00 Los_Angeles,"","","","","",Occupancy Sensor,"",BI3001088,✓,"","","","",✓,"","","","","","","","",@p:ubcv:r:251d6747-9ff72e58 Forest Sci Rm 1601,"","","","","",✓,@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:23e65d3d-46a2b516 .+(\.|-| )VAV\d+OS,"","",JCL-NAE47/N2-A.DC-313.VAV313OS.Trend1,"",Los_Angeles,"","","","","","","","","","","",FS.OCC.VAV313OS,"",2020-04-08T18:52:50.158Z UTC
@p:ubcv:r:24d5cf58-31c57a65 Forest Sci Rm 4310 VAV-215 JCL-NAE48/N2-A.DC-215.EXFLOWSP,"",✓,"","",@p:ubcv:r:21e6b93c-c1e4dddd FSC (NAE-48),"","",TL3010211,"",✓,"",JCL-NAE48/N2-A.DC-215.EXFLOWSP,"","","","","","","",@p:ubcv:r:21e6b93c-c1e4dddd FSC (NAE-48),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2530fa26-9164279c Forest Sci Rm 4310 VAV-215,✓,"","",✓,"","",@p:ubcv:r:251d6745-0d02bb16 Forest Sci Floor-04,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",26914,2019-07-31T21:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:41:08.546-07:00 Los_Angeles,"","","","","",Exhaust Air Flow Sp,"",AO3000865,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6746-a704b5a4 Forest Sci Rm 4310,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"",✓,"","","","","","",@p:ubcv:r:2538b6aa-d8b9ab23 .+(\.|-| )EXFLOWSP,"","",JCL-NAE48/N2-A.DC-215.EXFLOWSP.Trend1,"",Los_Angeles,L/s,"","","","","","","","","","",FS.VAV215.EXFLOWSP,"",2020-04-30T11:09:57.25Z UTC
@p:ubcv:r:2422e65a-94904f89 Forest Sci Rm 2430 VAV-2-153 JCL-NAE45/N2-A.DC-153.ZN-T,"",✓,"","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","",TL3002479,"",✓,"",JCL-NAE45/N2-A.DC-153.ZN-T,"","","","","","","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2530fa27-71ba934b Forest Sci Rm 2430 VAV-2-153,"","","","","","",@p:ubcv:r:251d6745-6944eec8 Forest Sci Floor-02,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",37841,2019-03-18T04:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:35:46.959-07:00 Los_Angeles,"","","","","",Zone Temp,"",AI3000928,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6748-ee1d4853 Forest Sci Rm 2430,"","","","","",✓,@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE45/N2-A.DC-153.ZN-T.Trend1,"",Los_Angeles,°C,"","","","","","","","","","",FS.VAV153.ZN-T,✓,2020-04-30T11:10:45.889Z UTC
@p:ubcv:r:2422e63e-c4749834 Forest Sci EF-01 JCL-NAE48/Programming.FS.MISC.FS-LE.E-SP1,"","","","",@p:ubcv:r:21e6b93c-c1e4dddd FSC (NAE-48),"","",TL3003270,"",✓,"",JCL-NAE48/Programming.FS.MISC.FS-LE.E-SP1,"","","","","","","",@p:ubcv:r:21e6b93c-c1e4dddd FSC (NAE-48),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:252f6aee-febc2d17 Forest Sci EF-01,"","","","","","",@p:ubcv:r:22bc2023-4941fc31 Forest Sci Unsorted Points,"","","","",✓,"","","",2020-01-21T07:30:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [8] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",28198,2019-03-18T04:30:00-07:00 Los_Angeles,fault,"","","",✓,"",Number,2020-05-12T01:13:13.331-07:00 Los_Angeles,"","","","","",JCL-NAE48/Programming.FS.MISC.FS-LE.E-SP1,✓,AV3003234,"","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","","","","",JCL-NAE48/Programming.FS.MISC.FS-LE.E-SP1.PointHistory,"",Los_Angeles,_,"","","","","","","","","","",E-SP1,"",2020-04-30T11:09:57.278Z UTC
@p:ubcv:r:24d5d000-e8cc7b3c Forest Sci Rm 2330 VAV-2-144 JCL-NAE45/N2-A.DC-144.SBOXCMD,"",✓,"","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","",TL3031314,"",✓,"",JCL-NAE45/N2-A.DC-144.SBOXCMD,"","","",✓,"","","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","","","","","","","",✓,"","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:2530fa2c-ab9309e1 Forest Sci Rm 2330 VAV-2-144,"","","","","","",@p:ubcv:r:251d6745-6944eec8 Forest Sci Floor-02,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",26844,2019-07-31T21:45:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:35:46.965-07:00 Los_Angeles,"","","","","",Discharge Air Damper Cmd,"",AO3000791,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d674c-1f79fa92 Forest Sci Rm 2330,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:2538b61b-b2bb6db7 .+(\.|-| )SBOXCMD,"","",JCL-NAE45/N2-A.DC-144.SBOXCMD.Trend1,"",Los_Angeles,_,"","","","","","","","","","",FS.VAV144.SBOXCMD,"",2020-04-30T11:10:45.917Z UTC
@p:ubcv:r:2422e65a-16d066b4 Forest Sci Rm 2231 VAV-2-128 JCL-NAE45/N2-A.DC-128.ZN-T,"",✓,"","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","",TL3001918,"",✓,"",JCL-NAE45/N2-A.DC-128.ZN-T,"","","","","","","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2530fa26-346d3307 Forest Sci Rm 2231 VAV-2-128,"","","","","","",@p:ubcv:r:251d6745-6944eec8 Forest Sci Floor-02,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",37841,2019-03-18T04:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:35:46.966-07:00 Los_Angeles,"","","","","",Zone Temp,"",AI3000543,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6747-d7d16bf7 Forest Sci Rm 2231,"","","","","",✓,@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE45/N2-A.DC-128.ZN-T.Trend1,"",Los_Angeles,°C,"","","","","","","","","","",FS.VAV128.ZN-T,✓,2020-04-30T11:10:45.924Z UTC
@p:ubcv:r:24d5d001-5dbeb53b Forest Sci Rm 2301 VAV-2-131 JCL-NAE45/N2-A.DC-131.EXFLOWSP,"",✓,"","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","",TL3031358,"",✓,"",JCL-NAE45/N2-A.DC-131.EXFLOWSP,"","","","","","","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2530fa28-f776d602 Forest Sci Rm 2301 VAV-2-131,✓,"","",✓,"","",@p:ubcv:r:251d6745-6944eec8 Forest Sci Floor-02,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",26844,2019-07-31T21:45:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:35:46.968-07:00 Los_Angeles,"","","","","",Exhaust Air Flow Sp,"",AO3000600,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6748-75aebfa7 Forest Sci Rm 2301,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"",✓,"","","","","","",@p:ubcv:r:2538b6aa-d8b9ab23 .+(\.|-| )EXFLOWSP,"","",JCL-NAE45/N2-A.DC-131.EXFLOWSP.Trend1,"",Los_Angeles,L/s,"","","","","","","","","","",FS.VAV131.EXFLOWSP,"",2020-04-30T11:10:45.928Z UTC
@p:ubcv:r:227275fc-e3d8485c Forest Sci CT-1B JCL-NAE45/FC-B.45B-FEC005.CT1B-HI-S,"","","","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","",TL3012644,"",✓,"",JCL-NAE45/FC-B.45B-FEC005.CT1B-HI-S,"","","","","","","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","Off,On","",@p:ubcv:r:25e85829-abe6cec5 Forest Sci CT-1B,"","","","","","",@p:ubcv:r:21698352-13c5efc9 Forest Sci Hydronic Systems,"","","",✓,✓,"","","",2020-05-12T14:09:27-07:00 Los_Angeles,"","","",5507,2018-04-10T12:03:01-07:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T14:35:45.41-07:00 Los_Angeles,2018-12-07T09:45:29.038-08:00 Los_Angeles,"","","","",High Speed Status,"",BI3012642,"","","","","",✓,"","","","","","","","","","","","","","",✓,@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","",✓,"","","","","",@p:ubcv:r:23e65d3d-f3e45d9a .+(\.|-| )CT\d\w-HI-S,"","",JCL-NAE45/FC-B.45B-FEC005.CT1B-HI-S.Trend1,"",Los_Angeles,"","","","","","","","","","","",FS.CW.CT1B-HI-S,"",2020-04-30T11:10:45.932Z UTC
@p:ubcv:r:251c1d07-cf1efdec Forest Sci Unsorted Points JCL-NAE47/N2-A.FEC-006.CC-O,"","","","",@p:ubcv:r:20dc78d1-eb84e32a FSC (NAE-47),"","",TL3014009,"",✓,"",JCL-NAE47/N2-A.FEC-006.CC-O,"","","","","","","",@p:ubcv:r:20dc78d1-eb84e32a FSC (NAE-47),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:22bc2023-23490bd7 Forest Sci Unsorted Points,"","","","","","",@p:ubcv:r:22bc2023-4941fc31 Forest Sci Unsorted Points,"","","","",✓,"","","",2020-05-12T14:37:00-07:00 Los_Angeles,"","","",327997,2019-09-23T16:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:37:08.861-07:00 Los_Angeles,"","","","","",JCL-NAE47/N2-A.FEC-006.CC-O,✓,AO3013993,"","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","","","","",JCL-NAE47/N2-A.FEC-006.CC-O.Trend1,"",Los_Angeles,%,"","","","","","","","","","",CC-O,"",2020-04-09T19:02:14.493Z UTC
@p:ubcv:r:24d5cf59-d4ae25a9 Forest Sci Rm 4330B VAV-227 JCL-NAE48/N2-A.DC-227.EBOXCMD,"",✓,"","",@p:ubcv:r:21e6b93c-c1e4dddd FSC (NAE-48),"","",TL3010297,"",✓,"",JCL-NAE48/N2-A.DC-227.EBOXCMD,"","","",✓,"","","",@p:ubcv:r:21e6b93c-c1e4dddd FSC (NAE-48),"","","","","","","","",✓,"","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2530fa27-7a0ddbc9 Forest Sci Rm 4330B VAV-227,✓,"","","","","",@p:ubcv:r:251d6745-0d02bb16 Forest Sci Floor-04,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",26914,2019-07-31T21:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:41:08.561-07:00 Los_Angeles,"","","","","",Exhaust Air Damper Cmd,"",AO3001043,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6747-79eb3b28 Forest Sci Rm 4330B,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:23e65d3d-c45fbca5 .+(\.|-| |_)EBOXCMD,"","",JCL-NAE48/N2-A.DC-227.EBOXCMD.Trend1,"",Los_Angeles,_,"","","","","","","","","","",FS.VAV227.EBOXCMD,"",2020-04-30T11:09:57.303Z UTC
@p:ubcv:r:2604be18-2119dfeb Forest Sci Rm 3401 VAV-182 JCL-NAE44/N2-A.DC-182.OCC-S,"","","","",@p:ubcv:r:2465e590-2523377f FSC (NAE-44),"","",TL3004248,"","","",JCL-NAE44/N2-A.DC-182.OCC-S,"","","","","","","",@p:ubcv:r:2465e590-2523377f FSC (NAE-44),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","Inactive,Active","",@p:ubcv:r:2530fa26-4adbe3e8 Forest Sci Rm 3401 VAV-182,"","","","","","",@p:ubcv:r:251d6745-fbd471a9 Forest Sci Floor-03,"","","","",✓,"","","",2020-05-11T11:14:56-07:00 Los_Angeles,"","","",76,2020-03-17T08:42:37-07:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T14:31:57.585-07:00 Los_Angeles,"","","","","",JCL-NAE44/N2-A.DC-182.OCC-S,✓,BI3004241,"","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","","","","",JCL-NAE44/N2-A.DC-182.OCC-S.Trend1,"",Los_Angeles,"","","","","","","","","","","",3530.AHU-01.VAV-182.OCC-S,"",2020-04-30T11:11:15.764Z UTC
@p:ubcv:r:24d5cf89-37c39ba7 Forest Sci Rm 2912 VAV-2-406 JCL-NAE47/N2-A.DC-406.SPFLOWSP,"",✓,"","",@p:ubcv:r:20dc78d1-eb84e32a FSC (NAE-47),"","",TL3013776,"",✓,"",JCL-NAE47/N2-A.DC-406.SPFLOWSP,"","","","","","","",@p:ubcv:r:20dc78d1-eb84e32a FSC (NAE-47),"","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:2530fa26-c1cd86c6 Forest Sci Rm 2912 VAV-2-406,"","","",✓,"","",@p:ubcv:r:251d6745-6944eec8 Forest Sci Floor-02,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",26952,2019-07-31T21:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:37:08.64-07:00 Los_Angeles,"","","","","",Discharge Air Flow Sp,"",AO3000752,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6747-c07cfa95 Forest Sci Rm 2912,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"",✓,"","","","","","",@p:ubcv:r:23e65d3d-28cc8339 .+(\.|-| )SU?PFLOW?SP,"","",JCL-NAE47/N2-A.DC-406.SPFLOWSP.Trend1,"",Los_Angeles,L/s,"","","","","","","","","","",FS.VAV406.SPFLOWSP,"",2020-04-09T19:02:14.5Z UTC
@p:ubcv:r:24d5cf58-d57d0fc2 Forest Sci Rm 4236 VAV-213 JCL-NAE48/N2-A.DC-213.EXFLOWSP,"",✓,"","",@p:ubcv:r:21e6b93c-c1e4dddd FSC (NAE-48),"","",TL3010209,"",✓,"",JCL-NAE48/N2-A.DC-213.EXFLOWSP,"","","","","","","",@p:ubcv:r:21e6b93c-c1e4dddd FSC (NAE-48),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2530fa2f-42d55b28 Forest Sci Rm 4236 VAV-213,✓,"","",✓,"","",@p:ubcv:r:251d6745-0d02bb16 Forest Sci Floor-04,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",26914,2019-07-31T21:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:41:08.57-07:00 Los_Angeles,"","","","","",Exhaust Air Flow Sp,"",AO3000833,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6752-5cd80aff Forest Sci Rm 4236,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"",✓,"","","","","","",@p:ubcv:r:2538b6aa-d8b9ab23 .+(\.|-| )EXFLOWSP,"","",JCL-NAE48/N2-A.DC-213.EXFLOWSP.Trend1,"",Los_Angeles,L/s,"","","","","","","","","","",FS.VAV213.EXFLOWSP,"",2020-04-30T11:09:57.335Z UTC
@p:ubcv:r:24662580-b1690cd4 Forest Sci Rm 3229 VAV-177 JCL-NAE44/N2-A.DC-177.BXHTCMD,"","","","",@p:ubcv:r:2465e590-2523377f FSC (NAE-44),"","",TL3003590,"",✓,"",JCL-NAE44/N2-A.DC-177.BXHTCMD,"","","",✓,"","","",@p:ubcv:r:2465e590-2523377f FSC (NAE-44),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2530fa29-441117b6 Forest Sci Rm 3229 VAV-177,"","","","","","",@p:ubcv:r:251d6745-fbd471a9 Forest Sci Floor-03,"","",✓,"",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",35034,2019-05-08T11:15:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:31:59.55-07:00 Los_Angeles,"","","","","",Heating Valve Cmd,"",AO3000288,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d674a-cef83299 Forest Sci Rm 3229,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:24f073e3-d5637f59 .+(\.|-| )BXHTCMD,"","",JCL-NAE44/N2-A.DC-177.BXHTCMD.Trend1,"",Los_Angeles,_,"",✓,"","","","","","","","",FS.VAV177.BXHTCMD,"",2020-04-30T11:11:15.778Z UTC
@p:ubcv:r:24d5d001-60e63e48 Forest Sci Rm 2215 VAV-2-127 JCL-NAE45/N2-A.DC-127.SUPFLOW,"",✓,"","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","",TL3031454,"",✓,"",JCL-NAE45/N2-A.DC-127.SUPFLOW,"","","","","","","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:2530fa27-c0f2a4f3 Forest Sci Rm 2215 VAV-2-127,"","","",✓,"","",@p:ubcv:r:251d6745-6944eec8 Forest Sci Floor-02,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",26844,2019-07-31T21:45:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:35:47.01-07:00 Los_Angeles,"","","","","",Discharge Air Flow,"",AI3000532,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6748-e28605bd Forest Sci Rm 2215,"","","","","",✓,@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:2573299e-4bf282a5 .+(\.|-| )SUPFLOW,"","",JCL-NAE45/N2-A.DC-127.SUPFLOW.Trend1,"",Los_Angeles,L/s,"","","","","","","","","","",FS.VAV127.SUPFLOW,"",2020-04-30T11:10:46.077Z UTC
@p:ubcv:r:251c1d13-4a5842ba Forest Sci Rm 3640 VAV-3-719 JCL-NAE46/N2-A.DC-719.OCCCMD,"",✓,"","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","",TL3014415,"",✓,"",JCL-NAE46/N2-A.DC-719.OCCCMD,"","","","","","","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","Unoccupied,Occupied","",@p:ubcv:r:2530fa39-4a5e42a2 Forest Sci Rm 3640 VAV-3-719,"","","","","","",@p:ubcv:r:251d6745-fbd471a9 Forest Sci Floor-03,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",22056,2019-09-23T05:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T14:33:18.882-07:00 Los_Angeles,"","","","",✓,Zone Occupancy Mode,"",BO3000714,✓,"","","","",✓,"","","","","","","","",@p:ubcv:r:251d675d-2998f0ff Forest Sci Rm 3640,"","","","","",✓,@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:23e65d3e-a87ebc9b .+(\.|-| )OCCC?M?D,"","",JCL-NAE46/N2-A.DC-719.OCCCMD.Trend1,"",Los_Angeles,"","","","","","","","","","","","",✓,2020-04-08T18:52:53.377Z UTC
@p:ubcv:r:24d5d001-8bbf9061 Forest Sci Rm 3301 VAV-3-167 JCL-NAE45/N2-A.DC-167.SBOXCMD,"",✓,"","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","",TL3031327,"",✓,"",JCL-NAE45/N2-A.DC-167.SBOXCMD,"","","",✓,"","","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","","","","","","","",✓,"","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:2530fa29-26364aaa Forest Sci Rm 3301 VAV-3-167,"","","","","","",@p:ubcv:r:251d6745-fbd471a9 Forest Sci Floor-03,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",26844,2019-07-31T21:45:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:35:47.011-07:00 Los_Angeles,"","","","","",Discharge Air Damper Cmd,"",AO3000995,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d674a-97c24703 Forest Sci Rm 3301,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:2538b61b-b2bb6db7 .+(\.|-| )SBOXCMD,"","",JCL-NAE45/N2-A.DC-167.SBOXCMD.Trend1,"",Los_Angeles,_,"","","","","","","","","","",FS.VAV167.SBOXCMD,"",2020-04-30T11:10:46.084Z UTC
@p:ubcv:r:24d5cf59-4da15ba2 Forest Sci Rm 4301 VAV-214 JCL-NAE48/N2-A.DC-214.SPFLOWSP,"",✓,"","",@p:ubcv:r:21e6b93c-c1e4dddd FSC (NAE-48),"","",TL3010439,"",✓,"",JCL-NAE48/N2-A.DC-214.SPFLOWSP,"","","","","","","",@p:ubcv:r:21e6b93c-c1e4dddd FSC (NAE-48),"","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:2530fa2e-501bb459 Forest Sci Rm 4301 VAV-214,"","","",✓,"","",@p:ubcv:r:251d6745-0d02bb16 Forest Sci Floor-04,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",26915,2019-07-31T21:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:41:08.58-07:00 Los_Angeles,"","","","","",Discharge Air Flow Sp,"",AO3000846,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6750-3f560289 Forest Sci Rm 4301,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"",✓,"","","","","","",@p:ubcv:r:23e65d3d-28cc8339 .+(\.|-| )SU?PFLOW?SP,"","",JCL-NAE48/N2-A.DC-214.SPFLOWSP.Trend1,"",Los_Angeles,L/s,"","","","","","","","","","",FS.VAV214.SPFLOWSP,"",2020-04-30T11:09:57.388Z UTC
@p:ubcv:r:2422e648-c02720ad Forest Sci Rm 1604 VAV-1-315 JCL-NAE47/N2-A.DC-315.SUPFLOW,"",✓,"","",@p:ubcv:r:20dc78d1-eb84e32a FSC (NAE-47),"","",TL3010790,"",✓,"",JCL-NAE47/N2-A.DC-315.SUPFLOW,"","","","","","","",@p:ubcv:r:20dc78d1-eb84e32a FSC (NAE-47),"","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:2530fa28-e3e803d7 Forest Sci Rm 1604 VAV-1-315,"","","",✓,"","",@p:ubcv:r:25142b65-a20d3e4b Forest Sci Floor-01,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",37529,2019-03-17T04:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:37:08.65-07:00 Los_Angeles,"","","","","",Discharge Air Flow,"",AI3000619,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6749-0e22a8ce Forest Sci Rm 1604,"","","","","",✓,@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:2573299e-4bf282a5 .+(\.|-| )SUPFLOW,"","",JCL-NAE47/N2-A.DC-315.SUPFLOW.Trend1,"",Los_Angeles,L/s,"","","","","","","","","","",FS.VAV315.SUPFLOW,"",2020-04-09T19:02:14.506Z UTC
