id,bacnetConnRef,bacnetCur,bacnetPoint,connRef,cur,curConvert,curStatus,curVal,delta,deltaTempPoint,disMacro,energy,entering,equipRef,flow,groupRef,his,hisCollectCov,hisCollectInterval,hisEnd,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,leaving,navName,point,power,quantityID,sensor,siteRef,sourceID,sqlConnRef,sqlPoint,temp,tz,unit,utilityPoint,water,mod
@p:ubcv:r:22610092-2ca3690e Gage Res - All HW Main Meter Energy,@p:ubcv:r:21cacd8c-c5938537 Gage DES Meter,AI1,✓,@p:ubcv:r:21cacd8c-c5938537 Gage DES Meter,✓,MWh => kWh,ok,3.74391015625E7kWh,"","",$equipRef $navName,✓,"",@p:ubcv:r:22610092-7fe6f9e6 Gage Res - All HW Main Meter,"",@p:ubcv:r:22610092-72d4f3b6 Gage Res - All Utilities,✓,"",15min,2020-05-12T14:45:00-07:00 Los_Angeles,"",consumption,72229,2018-04-11T10:30:00-07:00 Los_Angeles,ok,✓,✓,Number,"",Energy,✓,"","",✓,@p:ubcv:r:22610092-08b288b7 Gage Res - All,285,@p:ubcv:r:23060489-d61f5459 ION DB,✓,"",Los_Angeles,kWh,✓,✓,2020-04-28T00:03:36.135Z UTC
@p:ubcv:r:2388a048-e6e8f5f0 Gage Res - All HW Main Meter Water Delta Temp,"","","","","","","","",✓,✓,$equipRef $navName,"","",@p:ubcv:r:22610092-7fe6f9e6 Gage Res - All HW Main Meter,"",@p:ubcv:r:22610092-72d4f3b6 Gage Res - All Utilities,✓,"","","",deltaTemp,consumption,"","","","","",Number,"",Water Delta Temp,✓,"","","",@p:ubcv:r:22610092-08b288b7 Gage Res - All,"","","",✓,Los_Angeles,°C,✓,✓,2020-04-28T00:03:36.136Z UTC
@p:ubcv:r:22610092-ae698230 Gage Res - All HW Main Meter Leaving Water Temp,@p:ubcv:r:21cacd8c-c5938537 Gage DES Meter,AI10,✓,@p:ubcv:r:21cacd8c-c5938537 Gage DES Meter,✓,"",ok,70.76000213623047°C,"","",$equipRef $navName,"","",@p:ubcv:r:22610092-7fe6f9e6 Gage Res - All HW Main Meter,"",@p:ubcv:r:22610092-72d4f3b6 Gage Res - All Utilities,✓,0.5°C,10min,2020-05-12T14:47:58-07:00 Los_Angeles,"",consumption,385485,2018-04-11T10:30:00-07:00 Los_Angeles,ok,"",✓,Number,✓,Leaving Water Temp,✓,"","",✓,@p:ubcv:r:22610092-08b288b7 Gage Res - All,"","","",✓,Los_Angeles,°C,✓,✓,2020-04-28T00:03:36.137Z UTC
@p:ubcv:r:22610092-d9833040 Gage Res - All HW Main Meter Flow,@p:ubcv:r:21cacd8c-c5938537 Gage DES Meter,AI4,✓,@p:ubcv:r:21cacd8c-c5938537 Gage DES Meter,✓,L/h => L/s,ok,0.004599999851650661L/s,"","",$equipRef $navName,"","",@p:ubcv:r:22610092-7fe6f9e6 Gage Res - All HW Main Meter,✓,@p:ubcv:r:22610092-72d4f3b6 Gage Res - All Utilities,✓,0.25L/s,10min,2020-05-12T14:40:00-07:00 Los_Angeles,"",consumption,108486,2018-04-11T10:30:00-07:00 Los_Angeles,ok,"",✓,Number,"",Flow,✓,"","",✓,@p:ubcv:r:22610092-08b288b7 Gage Res - All,"","","","",Los_Angeles,L/s,✓,✓,2020-04-28T00:03:36.138Z UTC
@p:ubcv:r:22610092-76776284 Gage Res - All HW Main Meter Power,@p:ubcv:r:21cacd8c-c5938537 Gage DES Meter,AI5,✓,@p:ubcv:r:21cacd8c-c5938537 Gage DES Meter,✓,"",ok,0.24000000953674316kW,"","",$equipRef $navName,"","",@p:ubcv:r:22610092-7fe6f9e6 Gage Res - All HW Main Meter,"",@p:ubcv:r:22610092-72d4f3b6 Gage Res - All Utilities,✓,5kW,15min,2020-05-12T14:45:00-07:00 Los_Angeles,"","",72457,2018-04-11T10:30:00-07:00 Los_Angeles,ok,"",✓,Number,"",Power,✓,✓,"",✓,@p:ubcv:r:22610092-08b288b7 Gage Res - All,"","","","",Los_Angeles,kW,✓,✓,2020-05-12T08:00:09.81Z UTC
@p:ubcv:r:22610092-2296575d Gage Res - All HW Main Meter Entering Water Temp,@p:ubcv:r:21cacd8c-c5938537 Gage DES Meter,AI9,✓,@p:ubcv:r:21cacd8c-c5938537 Gage DES Meter,✓,"",ok,83.31999969482422°C,"","",$equipRef $navName,"",✓,@p:ubcv:r:22610092-7fe6f9e6 Gage Res - All HW Main Meter,"",@p:ubcv:r:22610092-72d4f3b6 Gage Res - All Utilities,✓,0.5°C,10min,2020-05-12T14:40:00-07:00 Los_Angeles,"",consumption,161197,2018-04-11T10:30:00-07:00 Los_Angeles,ok,"",✓,Number,"",Entering Water Temp,✓,"","",✓,@p:ubcv:r:22610092-08b288b7 Gage Res - All,"","","",✓,Los_Angeles,°C,✓,✓,2020-04-28T00:03:36.14Z UTC
