id,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,boiler,bypass,chilled,cmd,co2,connRef,cooling,cur,curStatus,curVal,damper,delta,differential,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,feedback,filter,flow,gas,groupRef,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,kind,lastSynced,lastTagged,leaving,lowLim,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,outside,point,power,pressure,pump,quantityID,return,run,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,volume,water,zone,mod
@p:ubcv:r:23d4fa3b-68ca70c6 Ponderosa West Unsorted Points PON_WEST_FC305_MODE,"","",@p:ubcv:r:23d4f5e4-43d141ce PONDW PON_WEST_FC305_CP710127 (710127),"",TL9,✓,PON_WEST_FC305_MODE,"","","","","",@p:ubcv:r:23d4f5e4-43d141ce PONDW PON_WEST_FC305_CP710127 (710127),"","","","","","","",$equipRef $bmsName,"","","","","","","OCCUPIED,OS,NSB_HTG,OVR,DAYSB_ON,DAYSB_OFF,UNOCCUPIED,PURGE","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T15:00:01-07:00 Los_Angeles,"","",899,2019-01-14T05:00:01-08:00 Los_Angeles,ok,"","","",Str,2020-05-12T15:48:04.139-07:00 Los_Angeles,"","","",PON_WEST_FC305_MODE,✓,MSV1,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",PON_WEST_FC305_MODE_TL,Los_Angeles,"","","","","","",2020-04-08T18:52:26.962Z UTC
@p:ubcv:r:23d4fc1d-cd31e6ec Ponderosa West Unsorted Points PON_WEST_FC409_FC,"","",@p:ubcv:r:23d4f678-7daa6762 PONDW PON_WEST_FC409_CP710143 (710143),"",TL20,✓,PON_WEST_FC409_FC,"","","","","",@p:ubcv:r:23d4f678-7daa6762 PONDW PON_WEST_FC409_CP710143 (710143),"","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:00:01-07:00 Los_Angeles,"","",732,2019-01-14T05:00:01-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:58:02.584-07:00 Los_Angeles,"","","",PON_WEST_FC409_FC,✓,BO1,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",PON_WEST_FC409_FC_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:53:04.699Z UTC
@p:ubcv:r:23d4fcac-c3ce2260 Ponderosa West Unsorted Points PON_WEST_HRV1_WHL_SPD_C,"","",@p:ubcv:r:23d4ef8b-d12e04e1 PONDW PON_WEST_HRV1_DC01_CP710300 (710300),"",TL48,✓,PON_WEST_HRV1_WHL_SPD_C,"","","","","",@p:ubcv:r:23d4ef8b-d12e04e1 PONDW PON_WEST_HRV1_DC01_CP710300 (710300),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:48:33-07:00 Los_Angeles,"","",64025,2019-01-17T03:59:03-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:58:03.023-07:00 Los_Angeles,"","","",PON_WEST_HRV1_WHL_SPD_C,✓,AO9,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",PON_WEST_HRV1_WHEEL_SPD_TL,Los_Angeles,%,"","","","","",2020-04-09T19:02:37.109Z UTC
@p:ubcv:r:23d4fa26-b9ede0aa Ponderosa West Unsorted Points PON_WEST_FC304_HCV,"","",@p:ubcv:r:23d4f5e4-f3e045d0 PONDW PON_WEST_FC304_CP710126 (710126),"",TL3,✓,PON_WEST_FC304_HCV,"","","",✓,"",@p:ubcv:r:23d4f5e4-f3e045d0 PONDW PON_WEST_FC304_CP710126 (710126),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,✓,"",✓,"","","",2020-05-12T15:53:00-07:00 Los_Angeles,"","",322434,2019-01-18T06:23:00-08:00 Los_Angeles,ok,"",✓,"",Number,2020-05-12T15:54:22.773-07:00 Los_Angeles,2019-01-23T16:52:58.363-08:00 Los_Angeles,"","",Heating Valve Cmd,"",AO4,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","",@p:ubcv:r:2453b6df-d7db47fd .+_(P|\d+)?HCV(_AV|_TL)?,"",PON_WEST_FC304_HCV_TL,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:02:36.914Z UTC
@p:ubcv:r:23d4f947-1001cd1f Ponderosa West Unsorted Points PON_WEST_FC209_HCV,"","",@p:ubcv:r:23d4f5e4-7b2a516a PONDW PON_WEST_FC209_CP710115 (710115),"",TL3,✓,PON_WEST_FC209_HCV,"","","",✓,"",@p:ubcv:r:23d4f5e4-7b2a516a PONDW PON_WEST_FC209_CP710115 (710115),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,✓,"",✓,"","","",2020-05-12T15:54:59-07:00 Los_Angeles,"","",322423,2019-01-18T06:21:09-08:00 Los_Angeles,ok,"",✓,"",Number,2020-05-12T15:55:22.159-07:00 Los_Angeles,2019-01-23T16:53:00.846-08:00 Los_Angeles,"","",Heating Valve Cmd,"",AO4,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","",@p:ubcv:r:2453b6df-d7db47fd .+_(P|\d+)?HCV(_AV|_TL)?,"",PON_WEST_FC209_HCV_TL,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:02:36.849Z UTC
@p:ubcv:r:23d4fb72-0f65a495 Ponderosa West Unsorted Points PON_WEST_FC404_SAT,✓,"",@p:ubcv:r:23d4f5e4-b3b47fdb PONDW PON_WEST_FC404_CP710138 (710138),"",TL4,✓,PON_WEST_FC404_SAT,"","","","","",@p:ubcv:r:23d4f5e4-b3b47fdb PONDW PON_WEST_FC404_CP710138 (710138),"","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:49:01-07:00 Los_Angeles,"","",322480,2019-01-18T06:29:05-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:49:40.241-07:00 Los_Angeles,2019-01-23T16:53:10.062-08:00 Los_Angeles,"","",Discharge Air Temp,"",AI3,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","",@p:ubcv:r:24c508d8-1a2e5947 .+_SAT(_MUX)?(_TL)?,✓,PON_WEST_FC404_SAT_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:36.987Z UTC
@p:ubcv:r:23d4f868-14e2a268 Ponderosa West Unsorted Points PON_WEST_FC103_MODE,"","",@p:ubcv:r:23d4f5e4-f0bd8a09 PONDW PON_WEST_FC103_CP710103 (710103),"",TL9,✓,PON_WEST_FC103_MODE,"","","","","",@p:ubcv:r:23d4f5e4-f0bd8a09 PONDW PON_WEST_FC103_CP710103 (710103),"","","","","","","",$equipRef $bmsName,"","","","","","","OCCUPIED,OS,NSB_HTG,OVR,DAYSB_ON,DAYSB_OFF,UNOCCUPIED,PURGE","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T15:00:01-07:00 Los_Angeles,"","",696,2019-01-14T05:00:01-08:00 Los_Angeles,ok,"","","",Str,2020-05-12T15:56:43.809-07:00 Los_Angeles,"","","",PON_WEST_FC103_MODE,✓,MSV1,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",PON_WEST_FC103_MODE_TL,Los_Angeles,"","","","","","",2020-04-08T18:52:26.979Z UTC
@p:ubcv:r:23d4f95b-09542980 Ponderosa West Unsorted Points PON_WEST_FC210_SAT,✓,"",@p:ubcv:r:23d4f5e4-c74fd4d7 PONDW PON_WEST_FC210_CP710116 (710116),"",TL4,✓,PON_WEST_FC210_SAT,"","","","","",@p:ubcv:r:23d4f5e4-c74fd4d7 PONDW PON_WEST_FC210_CP710116 (710116),"","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:51:00-07:00 Los_Angeles,"","",317513,2019-01-18T06:21:52-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:50:43.554-07:00 Los_Angeles,2019-01-23T16:53:03.499-08:00 Los_Angeles,"","",Discharge Air Temp,"",AI3,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","",@p:ubcv:r:24c508d8-1a2e5947 .+_SAT(_MUX)?(_TL)?,✓,PON_WEST_FC210_SAT_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:36.853Z UTC
@p:ubcv:r:23d4f830-914695a4 Ponderosa West Unsorted Points PON_WEST_SUPPLY_HW_MU_USAGE_THIS_YEAR_AV,"","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"",TL10000,✓,PON_WEST_SUPPLY_HW_MU_USAGE_THIS_YEAR_AV,"","","","","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-09T08:02:47-07:00 Los_Angeles,"","",62,2018-09-05T09:07:29-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:19.201-07:00 Los_Angeles,"","","",PON_WEST_SUPPLY_HW_MU_USAGE_THIS_YEAR_AV,✓,AV10035,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",PON_WEST_SUPPLY_HW_MU_USAGE_THIS_YEAR_AV_COV_TL,Los_Angeles,L,"","","","","",2020-05-07T12:20:49.99Z UTC
@p:ubcv:r:23d4f841-a3c68782 Ponderosa West Unsorted Points PON_WEST_FC101_RT_SP,✓,"",@p:ubcv:r:23d4f5e4-cf65ce2a PONDW PON_WEST_FC101_CP710101 (710101),"",TL6,✓,PON_WEST_FC101_RT_SP,"","","","","",@p:ubcv:r:23d4f5e4-cf65ce2a PONDW PON_WEST_FC101_CP710101 (710101),"","","","","","","",$equipRef $bmsName,"",✓,"","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:50:53-07:00 Los_Angeles,"","",322463,2019-01-18T06:22:42-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:50:43.21-07:00 Los_Angeles,2019-01-23T16:53:05.2-08:00 Los_Angeles,"","",Zone Temp Effective Sp,"",AV7,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"",✓,"","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,✓,PON_WEST_FC101_RT_SP_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:36.775Z UTC
@p:ubcv:r:23d4fa3b-16857872 Ponderosa West Unsorted Points PON_WEST_FC305_FC,"","",@p:ubcv:r:23d4f5e4-43d141ce PONDW PON_WEST_FC305_CP710127 (710127),"",TL20,✓,PON_WEST_FC305_FC,"","","","","",@p:ubcv:r:23d4f5e4-43d141ce PONDW PON_WEST_FC305_CP710127 (710127),"","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:00:01-07:00 Los_Angeles,"","",794,2019-01-14T20:59:59-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:48:04.501-07:00 Los_Angeles,"","","",PON_WEST_FC305_FC,✓,BO1,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",PON_WEST_FC305_FC_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:53:04.727Z UTC
@p:ubcv:r:23d4fca5-689454b6 Ponderosa West Unsorted Points BTU_HRV_HTG_KWH_ENERGY_TOTAL_MUX,"","",@p:ubcv:r:23d4ef8b-468d255d PONDW PON_WEST_HRV2_HRV3_MUA2_CP710200 (710200),"",TL140,✓,BTU_HRV_HTG_KWH_ENERGY_TOTAL_MUX,"","","","","",@p:ubcv:r:23d4ef8b-468d255d PONDW PON_WEST_HRV2_HRV3_MUA2_CP710200 (710200),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","",43466,2019-01-16T11:15:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:57:22.483-07:00 Los_Angeles,"","","",BTU_HRV_HTG_KWH_ENERGY_TOTAL_MUX,✓,AV1011,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",MV_Pond-West_EM-W12-Energy,Los_Angeles,kWh,"","","","","",2020-04-09T19:02:37.07Z UTC
@p:ubcv:r:23d4fa81-750d161d Ponderosa West Unsorted Points PON_WEST_FC308_RT_AV,✓,"",@p:ubcv:r:23d4f5e4-f6bb18e7 PONDW PON_WEST_FC308_CP710130 (710130),"",TL5,✓,PON_WEST_FC308_RT_AV,"","","","","",@p:ubcv:r:23d4f5e4-f6bb18e7 PONDW PON_WEST_FC308_CP710130 (710130),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:53:00-07:00 Los_Angeles,"","",322355,2019-01-18T06:32:08-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:53:36.299-07:00 Los_Angeles,2019-01-23T16:52:51.234-08:00 Los_Angeles,"","",Zone Temp,"",AV10,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,PON_WEST_FC308_RT_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:36.938Z UTC
@p:ubcv:r:23d4f831-e0c972f4 Ponderosa West Unsorted Points PON_WEST_DHW_TANK_4_T,"","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"",TL119,✓,PON_WEST_DHW_TANK_4_T,"","","","","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:53:28-07:00 Los_Angeles,"","",43114,2019-01-17T22:14:04-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:20.64-07:00 Los_Angeles,"","","",PON_WEST_DHW_TANK_4_T,✓,AI3608,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",PON_WEST_DHW_TNK_4_T_POLL_TL,Los_Angeles,°C,"","","","","",2020-05-07T12:20:50.008Z UTC
@p:ubcv:r:23d4fbb4-54e56d73 Ponderosa West Unsorted Points PON_WEST_FC406_FS_BV,"","",@p:ubcv:r:23d4f5e4-00fe3eb4 PONDW PON_WEST_FC406_CP710140 (710140),"",TL21,✓,PON_WEST_FC406_FS_BV,"","","","","",@p:ubcv:r:23d4f5e4-00fe3eb4 PONDW PON_WEST_FC406_CP710140 (710140),"","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:00:01-07:00 Los_Angeles,"","",710,2019-01-14T05:00:01-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:51:45.514-07:00 Los_Angeles,"","","",PON_WEST_FC406_FS_BV,✓,BV4,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",PON_WEST_FC406_FS_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:53:01.477Z UTC
@p:ubcv:r:23d4fcae-ebd0e4ac Ponderosa West Unsorted Points PON_WEST_MUA1_FZ,"","",@p:ubcv:r:23d4ef8b-e83e0daf PONDW PON_WEST_MUA1_CP710400 (710400),"",TL104,✓,PON_WEST_MUA1_FZ,"","","","","",@p:ubcv:r:23d4ef8b-e83e0daf PONDW PON_WEST_MUA1_CP710400 (710400),"","","","","","","",$equipRef $bmsName,"","","","","","","Normal,ALARM","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-04-28T12:25:39-07:00 Los_Angeles,"","",29,2019-01-29T12:58:40-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:57:58.636-07:00 Los_Angeles,"","","",PON_WEST_MUA1_FZ,✓,BI3,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",PON_WEST_MUA1_FZ_TL,Los_Angeles,"","","","","","",2020-04-08T18:49:21.654Z UTC
@p:ubcv:r:23d4fb52-ac3da347 Ponderosa West Unsorted Points PON_WEST_FC403_HCV,"","",@p:ubcv:r:23d4f5e4-34e04706 PONDW PON_WEST_FC403_CP710137 (710137),"",TL3,✓,PON_WEST_FC403_HCV,"","","",✓,"",@p:ubcv:r:23d4f5e4-34e04706 PONDW PON_WEST_FC403_CP710137 (710137),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,✓,"",✓,"","","",2020-05-12T15:46:59-07:00 Los_Angeles,"","",322379,2019-01-18T06:34:28-08:00 Los_Angeles,ok,"",✓,"",Number,2020-05-12T15:46:53.748-07:00 Los_Angeles,2019-01-23T16:53:00.848-08:00 Los_Angeles,"","",Heating Valve Cmd,"",AO4,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","",@p:ubcv:r:2453b6df-d7db47fd .+_(P|\d+)?HCV(_AV|_TL)?,"",PON_WEST_FC403_HCV_TL,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:02:36.98Z UTC
@p:ubcv:r:23d4faba-05106372 Ponderosa West Unsorted Points PON_WEST_FC310_FC,"","",@p:ubcv:r:23d4f5e4-3b5d484b PONDW PON_WEST_FC310_CP710132 (710132),"",TL20,✓,PON_WEST_FC310_FC,"","","","","",@p:ubcv:r:23d4f5e4-3b5d484b PONDW PON_WEST_FC310_CP710132 (710132),"","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:00:01-07:00 Los_Angeles,"","",958,2019-01-14T05:00:01-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:56:43.914-07:00 Los_Angeles,"","","",PON_WEST_FC310_FC,✓,BO1,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",PON_WEST_FC310_FC_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:53:04.806Z UTC
@p:ubcv:r:23d4f819-c73cf00f Ponderosa West Unsorted Points BTU_W_ACAD_DHW_KWH_ENERGY_TOTAL_MUX,"","",@p:ubcv:r:23d4ee53-e3135191 PONDW 904.0 PONDEROSA WEST MAPLE (710000),"",TL25,✓,BTU_W_ACAD_DHW_KWH_ENERGY_TOTAL_MUX,"","","","","",@p:ubcv:r:23d4ee53-e3135191 PONDW 904.0 PONDEROSA WEST MAPLE (710000),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","",138150,2019-01-17T03:50:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:47:41.383-07:00 Los_Angeles,"","","",BTU_W_ACAD_DHW_KWH_ENERGY_TOTAL_MUX,✓,AV1032,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",BTU_W_ACAD_DHW_KWH_ENERGY_TOTAL_MUX_TL,Los_Angeles,kWh,"","","","","",2020-04-09T19:02:36.595Z UTC
@p:ubcv:r:23d4f819-98714f18 Ponderosa West Unsorted Points BTU_W_ACAD_DHW_KW_MUX,"","",@p:ubcv:r:23d4ee53-e3135191 PONDW 904.0 PONDEROSA WEST MAPLE (710000),"",TL24,✓,BTU_W_ACAD_DHW_KW_MUX,"","","","","",@p:ubcv:r:23d4ee53-e3135191 PONDW 904.0 PONDEROSA WEST MAPLE (710000),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","",138150,2019-01-17T03:50:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:47:41.388-07:00 Los_Angeles,"","","",BTU_W_ACAD_DHW_KW_MUX,✓,AV1031,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",BTU_W_ACAD_DHW_KW_MUX_TL,Los_Angeles,kW,"","","","","",2020-04-09T19:02:36.596Z UTC
@p:ubcv:r:2646b99f-ffed2c24 Ponderosa West Unsorted Points PON_WEST_HP_CMP4_BV_COV_TL,"","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"",TL197,"",PON_WEST_HP_CMP4_BV_COV_TL,"","","","","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","","","","","","",ok,"","","",Bool,2020-05-12T15:55:18.079-07:00 Los_Angeles,"","","",PON_WEST_HP_CMP4_BV_COV_TL,✓,"","","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",PON_WEST_HP_CMP4_BV_COV_TL,Los_Angeles,"","","","","","",2020-05-07T12:20:50.05Z UTC
@p:ubcv:r:23d4f831-e620ba0e Ponderosa West Unsorted Points PON_WEST_BLR_P11_VFD_SPD_FB,"","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"",TL135,✓,PON_WEST_BLR_P11_VFD_SPD_FB,"","","","","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:53:28-07:00 Los_Angeles,"","",44055,2019-01-15T10:13:30-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:20.662-07:00 Los_Angeles,2019-01-23T16:53:15.629-08:00 Los_Angeles,"","",PON_WEST_BLR_P11_VFD_SPD_FB,✓,AI1302,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",PON_WEST_BLR_P11_SPD_FB_POLL_TL,Los_Angeles,%,"","","","","",2020-05-07T12:20:50.066Z UTC
@p:ubcv:r:23d4fca5-8243c0ef Ponderosa West Unsorted Points P8 PON_WEST_HRV3_P8S_BV,"","",@p:ubcv:r:23d4ef8b-468d255d PONDW PON_WEST_HRV2_HRV3_MUA2_CP710200 (710200),"",TL63,✓,PON_WEST_HRV3_P8S_BV,"","","","","",@p:ubcv:r:23d4ef8b-468d255d PONDW PON_WEST_HRV2_HRV3_MUA2_CP710200 (710200),"","","","","","","",$equipRef $equipName $bmsName,"","","","","","","OFF,ON",P8,@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-11T22:04:12-07:00 Los_Angeles,"","",470,2018-07-21T16:33:47-07:00 Los_Angeles,ok,"",✓,"",Bool,2020-05-12T15:57:19.375-07:00 Los_Angeles,2019-01-23T16:53:12.811-08:00 Los_Angeles,"","","Run ","",BV29,"","","","",✓,"","",✓,"","",✓,"",✓,@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","",@p:ubcv:r:23e65d0f-1634db40 .+_P\d+S(_BV)?(_\d+)?(_TL)?,"",MV_PON_WEST_HRV3_P8S_BV_TL,Los_Angeles,"","","","",✓,"",2020-05-12T11:03:27.081Z UTC
