id,bacnetConnRef,bacnetHis,bacnetPoint,bmsName,connRef,consumption,cur,curConvert,curStatus,curVal,disMacro,disabled,elec,energy,entering,enum,equipRef,flow,groupRef,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,lastSynced,leaving,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,point,pointType,power,primaryLoop,quantityID,sensor,siemens,siteRef,sourceID,sqlConnRef,sqlPoint,sqlSource,submeterAdd,temp,tlName,toTag,tz,unit,unknownConn,utilityPoint,volume,water,mod
@p:ubcv:r:25547e6e-558016f9 Osborne Unsorted Points OCA2BD,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL94,✓,OCA2BD,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:26-07:00 Los_Angeles,"","","",221922,2019-11-05T08:39:43-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.777-07:00 Los_Angeles,"",OCA2BD,✓,AV32,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_94,"",Los_Angeles,_,"","","","",2020-04-09T19:15:01.809Z UTC
@p:ubcv:r:25547744-52d0efd7 Osborne Unsorted Points OCA2SFF,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL155,✓,OCA2SFF,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2019-10-29T16:22:46-07:00 Los_Angeles,"","","",2,2019-10-25T11:19:45-07:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:32.998-07:00 Los_Angeles,"",OCA2SFF,✓,AV54,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_155,"",Los_Angeles,Hz,"","","","",2020-04-30T11:03:00.254Z UTC
@p:ubcv:r:25547744-ece7fb0d Osborne Unsorted Points OCA2RE,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL140,✓,OCA2RE,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:28-07:00 Los_Angeles,"","","",221948,2019-11-05T08:09:45-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:49:34.793-07:00 Los_Angeles,"",OCA2RE,✓,BV11,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_140,"",Los_Angeles,"","","","","",2020-02-12T22:12:46.355Z UTC
@p:ubcv:r:25547e6e-764077ba Osborne Unsorted Points OCA1RFF,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL61,✓,OCA1RFF,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:24-07:00 Los_Angeles,"","","",221923,2019-11-05T08:39:41-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.809-07:00 Los_Angeles,"",OCA1RFF,✓,AV21,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_61,"",Los_Angeles,Hz,"","","","",2020-04-09T19:01:56.632Z UTC
@p:ubcv:r:25547744-0ef764a6 Osborne Unsorted Points OCVA5VRT,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL240,✓,OCVA5VRT,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2019-10-25T11:19:49-07:00 Los_Angeles,"","","",1,2019-10-25T11:19:49-07:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:32.855-07:00 Los_Angeles,"",OCVA5VRT,✓,AV70,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_240,"",Los_Angeles,_,"","","","",2020-04-30T11:03:00.481Z UTC
@p:ubcv:r:25547e6e-a031198d Osborne Unsorted Points OCA1MT,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL49,✓,OCA1MT,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:23-07:00 Los_Angeles,"","","",221923,2019-11-05T08:39:40-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.825-07:00 Los_Angeles,"",OCA1MT,✓,AI0,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_49,"",Los_Angeles,°C,"","","","",2020-04-09T19:01:56.634Z UTC
@p:ubcv:r:25547744-84e5c6ea Osborne Unsorted Points OCA1MRST,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL46,✓,OCA1MRST,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-03-25T12:39:41-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [133] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",1779,2019-10-31T11:51:02-07:00 Los_Angeles,fault,"","",Number,2020-05-10T22:25:50.96-07:00 Los_Angeles,"",OCA1MRST,✓,AV17,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_46,"",Los_Angeles,_,"","","","",2020-04-09T19:15:01.813Z UTC
@p:ubcv:r:25547744-f7856d2c Osborne Unsorted Points OCA1CO,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL13,✓,OCA1CO,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:21-07:00 Los_Angeles,"","","",221948,2019-11-05T08:09:38-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.841-07:00 Los_Angeles,"",OCA1CO,✓,AV3,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_13,"",Los_Angeles,_,"","","","",2020-04-09T19:15:01.814Z UTC
@p:ubcv:r:25547744-bc63cfc6 Osborne Unsorted Points OCVA1P1,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL189,✓,OCVA1P1,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:30-07:00 Los_Angeles,"","","",221948,2019-11-05T08:09:47-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:49:34.857-07:00 Los_Angeles,"",OCVA1P1,✓,BO4,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_189,"",Los_Angeles,"","","","","",2020-02-12T22:12:59.849Z UTC
@p:ubcv:r:263d6ce3-9f240b6b Osborne Unsorted Points OCA1BI,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL283,"",OCA1BI,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",1335,2020-04-28T18:15:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.874-07:00 Los_Angeles,"",OCA1BI,"",AV78,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",304200_TrendLog_283,✓,Los_Angeles,_,"","","","",2020-04-30T11:02:59.577Z UTC
@p:ubcv:r:25547744-1303f21f Osborne Unsorted Points OCA1RE,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL55,✓,OCA1RE,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-04-27T15:35:32-07:00 Los_Angeles,"","","",7,2019-10-25T11:19:41-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:49:33.289-07:00 Los_Angeles,"",OCA1RE,✓,BV4,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_55,"",Los_Angeles,"","","","","",2020-04-30T11:03:00.494Z UTC
@p:ubcv:r:25547744-29c4463b Osborne Unsorted Points OCR102,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL179,✓,OCR102,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:30-07:00 Los_Angeles,"","","",221948,2019-11-05T08:09:47-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.892-07:00 Los_Angeles,"",OCR102,✓,AV63,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_179,"",Los_Angeles,m²,"","","","",2020-04-09T19:01:56.637Z UTC
@p:ubcv:r:25547744-d8262042 Osborne Unsorted Points OCA2SP,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL160,✓,OCA2SP,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:29-07:00 Los_Angeles,"","","",221948,2019-11-05T08:09:46-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.907-07:00 Los_Angeles,"",OCA2SP,✓,AI3,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_160,"",Los_Angeles,Pa,"","","","",2020-04-09T19:01:56.638Z UTC
@p:ubcv:r:25547744-b4b6cbbd Osborne Unsorted Points OCA1ECM,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL19,✓,OCA1ECM,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","MIN OA,FREE CLG",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2019-10-25T16:22:51-07:00 Los_Angeles,"","","",2,2019-10-25T11:19:38-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:49:32.954-07:00 Los_Angeles,"",OCA1ECM,✓,BV2,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_19,"",Los_Angeles,"","","","","",2020-04-30T11:03:00.492Z UTC
@p:ubcv:r:25547744-29677b7f Osborne Unsorted Points OCA1WUS,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL265,✓,OCA1WUS,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:26-07:00 Los_Angeles,"","","",221948,2019-11-05T08:09:43-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.923-07:00 Los_Angeles,"",OCA1WUS,✓,AV85,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_265,"",Los_Angeles,°C,"","","","",2020-04-30T11:03:00.221Z UTC
@p:ubcv:r:25547744-ed8c264c Osborne Unsorted Points OCA1RFO,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL62,✓,OCA1RFO,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-04-27T15:29:47-07:00 Los_Angeles,"","","",814,2019-11-01T14:23:09-07:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:33.304-07:00 Los_Angeles,"",OCA1RFO,✓,AV22,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_62,"",Los_Angeles,%,"","","","",2020-04-30T11:03:00.209Z UTC
@p:ubcv:r:25547744-eedbc9c3 Osborne Unsorted Points OCA2I05,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL112,✓,OCA2I05,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:26-07:00 Los_Angeles,"","","",221948,2019-11-05T08:09:43-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.938-07:00 Los_Angeles,"",OCA2I05,✓,AV39,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_112,"",Los_Angeles,_,"","","","",2020-04-09T19:15:01.815Z UTC
@p:ubcv:r:21dffdae-8beb3ba2 Osborne Heating Plant $bmsName,@p:ubcv:r:ref,"",✓,"",@p:ubcv:r:ref,"",✓,"","","",$equipRef $bmsName,"","","",✓,"",@p:ubcv:r:21dffdae-51f0df31 Osborne Heating Plant,"",@p:ubcv:r:21dff50a-81d61250 Osborne Hydronic Systems,✓,0.5°C,10min,"","","","",cov,"","",ok,"",✓,Number,"","",Entering Water Temp,"",AI9,"","","",✓,"","",✓,"",✓,"",@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","",✓,"","",Los_Angeles,°C,✓,"","",✓,2020-02-03T20:00:17.671Z UTC
@p:ubcv:r:25547744-bdefcb80 Osborne Unsorted Points OCA2RFV,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL149,✓,OCA2RFV,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:28-07:00 Los_Angeles,"","","",221948,2019-11-05T08:09:45-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.956-07:00 Los_Angeles,"",OCA2RFV,✓,AO18,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_149,"",Los_Angeles,_,"","","","",2020-04-09T19:15:01.817Z UTC
@p:ubcv:r:25547744-df2b70f5 Osborne Unsorted Points OCA2RVFD,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL1,✓,OCA2RVFD,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:28-07:00 Los_Angeles,"","","",221947,2019-11-05T08:09:45-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:49:34.971-07:00 Los_Angeles,"",OCA2RVFD,✓,BV0,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_1,"",Los_Angeles,"","","","","",2020-02-12T22:08:32.601Z UTC
@p:ubcv:r:25547744-a801afe6 Osborne Unsorted Points OCVA3VRT,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL217,✓,OCVA3VRT,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:31-07:00 Los_Angeles,"","","",221948,2019-11-05T08:09:48-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.987-07:00 Los_Angeles,"",OCVA3VRT,✓,AV68,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_217,"",Los_Angeles,%,"","","","",2020-04-09T19:01:56.643Z UTC
@p:ubcv:r:25547744-f6bed060 Osborne Unsorted Points OCVA2HV,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL199,✓,OCVA2HV,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-04-24T10:50:34-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [42] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",200111,2019-11-05T08:09:47-08:00 Los_Angeles,fault,"","",Number,2020-05-10T22:25:51.036-07:00 Los_Angeles,"",OCVA2HV,✓,AO7,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_199,"",Los_Angeles,%,"","","","",2020-04-09T19:01:56.644Z UTC
@p:ubcv:r:25547744-252444ce Osborne Unsorted Points OCT101:VLV COMD,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL280,✓,OCT101:VLV COMD,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2019-11-05T09:54:59-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [39] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",9,2019-11-05T09:51:49-08:00 Los_Angeles,fault,"","",Number,2020-05-10T22:25:50.945-07:00 Los_Angeles,"",OCT101:VLV COMD,✓,AO12352,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",304200_TrendLog_280,"",Los_Angeles,%,"","","","",2020-04-09T19:01:56.645Z UTC
@p:ubcv:r:25547744-e606084f Osborne Unsorted Points OCA1OTPH,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL253,✓,OCA1OTPH,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:23:38-07:00 Los_Angeles,"","","",3504,2019-11-04T19:33:50-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:35.007-07:00 Los_Angeles,"",OCA1OTPH,✓,AV73,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_253,"",Los_Angeles,°C,"","","","",2020-04-30T11:03:00.201Z UTC
@p:ubcv:r:25547744-a657d457 Osborne Unsorted Points OCA2SFF,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL156,✓,OCA2SFF,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:28-07:00 Los_Angeles,"","","",221948,2019-11-05T08:09:45-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:35.023-07:00 Los_Angeles,"",OCA2SFF,✓,AV54,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_156,"",Los_Angeles,Hz,"","","","",2020-04-09T19:01:56.647Z UTC
@p:ubcv:r:25547744-785ed22f Osborne Unsorted Points OCA2MO,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL123,✓,OCA2MO,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T14:00:06-07:00 Los_Angeles,"","","",1830,2019-11-01T14:24:08-07:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:35.039-07:00 Los_Angeles,"",OCA2MO,✓,AV44,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_123,"",Los_Angeles,_,"","","","",2020-04-30T11:03:00.237Z UTC
@p:ubcv:r:25547744-3b971b6a Osborne Unsorted Points OCA2TD,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL165,✓,OCA2TD,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:29-07:00 Los_Angeles,"","","",221948,2019-11-05T08:09:46-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:35.055-07:00 Los_Angeles,"",OCA2TD,✓,AV57,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_165,"",Los_Angeles,°C,"","","","",2020-04-09T19:01:56.649Z UTC
@p:ubcv:r:25547744-5de274a0 Osborne Unsorted Points OCA1SVFD,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL79,✓,OCA1SVFD,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-04-09T19:05:11-07:00 Los_Angeles,"","","",5,2019-10-25T11:19:42-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:49:33.315-07:00 Los_Angeles,"",OCA1SVFD,✓,BV8,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_79,"",Los_Angeles,"","","","","",2020-04-30T11:03:00.499Z UTC
@p:ubcv:r:25547e6e-93b10893 Osborne Unsorted Points APO_304200_TL_250,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL250,✓,APO_304200_TL_250,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","","","","","","","",ok,"","","",2020-05-12T15:49:35.066-07:00 Los_Angeles,"",APO_304200_TL_250,✓,"","","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_250,"",Los_Angeles,"","","","","",2020-04-30T11:03:00.515Z UTC
@p:ubcv:r:25547e6e-716b7048 Osborne Unsorted Points OCA1LT,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL32,✓,OCA1LT,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-04-17T14:47:30-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [134] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",191889,2019-11-05T08:39:39-08:00 Los_Angeles,fault,"","",Bool,2020-05-10T22:25:50.967-07:00 Los_Angeles,"",OCA1LT,✓,BI1,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_32,"",Los_Angeles,"","","","","",2020-02-12T22:12:27.27Z UTC
@p:ubcv:r:25547744-a94e01ce Osborne Unsorted Points OCA1BK,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL8,✓,OCA1BK,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2019-10-25T16:22:52-07:00 Los_Angeles,"","","",2,2019-10-25T11:19:37-07:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:32.965-07:00 Los_Angeles,"",OCA1BK,✓,AV2,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_8,"",Los_Angeles,ppm,"","","","",2020-04-30T11:03:00.112Z UTC
