id,ahu,ahuMode,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,bypass,capacity,chilled,close,cmd,co,co2,condenser,connRef,cool,cooling,covTest,cur,curConvert,curStatus,curVal,current,damper,delta,deltaTempPoint,differential,disMacro,discharge,effective,elec,elecMeterLoad,emergency,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,feedback,filter,flow,groupRef,header,heat,heating,heatingMode,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,hvac,inMind,kind,lastSynced,lastTagged,leaving,level,lowLim,max,min,mixed,mode,motion,navName,noTagMatch,objectId,occ,occumancy,opcConnRef,opcCur,opcPoint,open,outside,perimeterHeat,point,pointType,pool,power,pressure,primaryLoop,primarySide,pump,quantityID,return,roomRef,run,runtime,scheduleOcc,secondaryLoop,secondarySide,sensor,shortName,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,tags,tank,temp,test2019,testUnits,tlName,tz,unit,utilityPoint,uv,valve,vavMode,volt,voltage,volume,water,waterMeterLoad,zone,zones,mod
@p:ubcv:r:22174bdc-5c4060d6 Aquatic Centre Unsorted Points AqC_PANEL_62M1_PWR_MTR_TOTAL_Wh_CURRENT,"","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"",TL1115,✓,AqC_PANEL_62M1_PWR_MTR_TOTAL_Wh_CURRENT,"","","","","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2275204e-26f14f81 Aquatic Centre Unsorted Points,✓,"","","","","",@p:ubcv:r:22399dc2-20e826e4 Aquatic Centre Unsorted Points,"","","","","",✓,"","","",2020-05-12T11:05:01-07:00 Los_Angeles,"","","",574993,2018-02-14T05:49:49-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:05:36.192-07:00 Los_Angeles,2018-11-28T16:32:32.476-08:00 Los_Angeles,"","","","","","","","",AqC_PANEL_62M1_PWR_MTR_TOTAL_Wh_CURRENT,✓,AV678,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_PANEL_62M1_PWR_MTR_TOTAL_Wh_CURRENT_POLL_TL,Los_Angeles,Wh,"","","","","","","","","","","",2020-04-09T19:02:43.535Z UTC
@p:ubcv:r:25fa7a4f-ec33757d Aquatic Centre Cooling Plant CH-2 AqC_CHS_HRC2_Chiller_kW_AV,"","","","","",@p:ubcv:r:25fa79c0-87130efe AqC AqC eBMGR BSMT Systems (770700),"",TL2,"",AqC_CHS_HRC2_Chiller_kW_AV,"","","","","","","","",@p:ubcv:r:25fa79c0-87130efe AqC AqC eBMGR BSMT Systems (770700),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2232e47b-12cf8ef3 Aquatic Centre Cooling Plant CH-2,✓,"","","","","",@p:ubcv:r:22178d4c-e4a410c4 Aquatic Centre Hydronic Systems,"","","","","",✓,"","","",2020-03-11T14:30:00-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [45] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",1852,2020-03-10T07:39:00-07:00 Los_Angeles,fault,"","","","","",Number,2020-05-12T01:13:13.238-07:00 Los_Angeles,"","","","","","","","","",AqC_CHS_HRC2_Chiller_kW_AV,✓,AV12,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_CHS_HRC2_Chiller_kW_TL,Los_Angeles,°C,"","","","","","","","","","","",2020-04-09T19:02:43.773Z UTC
@p:ubcv:r:22174bdd-54bf42b1 Aquatic Centre Pool-25M AqC_25M_PL_PF3_EFFLUENT_PRES,"","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"",TL449,✓,AqC_25M_PL_PF3_EFFLUENT_PRES,"","","","","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2220ba99-75db63ca Aquatic Centre Pool-25M,✓,"","","","","",@p:ubcv:r:2217879b-57ff289f Aquatic Centre Pools,"","","","","",✓,"","","",2020-05-12T11:05:14-07:00 Los_Angeles,"","","",575070,2018-02-14T06:11:51-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:05:36.801-07:00 Los_Angeles,2018-11-28T16:32:45.153-08:00 Los_Angeles,"","","","","","","","",AqC_25M_PL_PF3_EFFLUENT_PRES,✓,AI4207,"","","","","","","","",✓,"",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_25M_PL_PF3_EFFLUENT_PRES_POLL_TL,Los_Angeles,psi,"","","","","","","","","","","",2020-04-09T19:02:43.536Z UTC
@p:ubcv:r:22174bde-69bc7b46 Aquatic Centre Unsorted Points AqC_PANEL_62M1_PWR_MTR_PHASE_C_VOLTAGE,"","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"",TL893,✓,AqC_PANEL_62M1_PWR_MTR_PHASE_C_VOLTAGE,"","","","","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2275204e-26f14f81 Aquatic Centre Unsorted Points,✓,"","","","","",@p:ubcv:r:22399dc2-20e826e4 Aquatic Centre Unsorted Points,"","","","","",✓,"","","",2020-05-12T11:05:06-07:00 Los_Angeles,"","","",576239,2018-02-14T06:24:21-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:05:33.686-07:00 Los_Angeles,2018-11-28T16:32:51.033-08:00 Los_Angeles,"","","","","","","","",AqC_PANEL_62M1_PWR_MTR_PHASE_C_VOLTAGE,✓,AV884,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_PANEL_62M1_PWR_MTR_PHASE_C_VOLTAGE_POLL_TL,Los_Angeles,V,"","","","","","","","","","","",2020-04-09T19:02:43.537Z UTC
@p:ubcv:r:2221dd04-60073014 Aquatic Centre Rm 186 VAV10 AqC_VAV10_RM186_DMP,"","",✓,"","",@p:ubcv:r:220f90c8-d78797b6 AqC AqC VAV10 RM186 CP770410 (770410),"",TL6,✓,AqC_VAV10_RM186_DMP,"","","","",✓,"","","",@p:ubcv:r:220f90c8-d78797b6 AqC AqC VAV10 RM186 CP770410 (770410),"","","","","","","","",✓,"","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:2220dabd-01b8aa8b Aquatic Centre Rm 186 VAV10,✓,"","","","","",@p:ubcv:r:220fb223-5e713045 Aquatic Centre Floor 1,"","","","","",✓,"","","",2020-05-12T10:58:48-07:00 Los_Angeles,"","","",116551,2018-02-21T03:37:31-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:07:16.25-07:00 Los_Angeles,2019-04-11T16:04:13.577-07:00 Los_Angeles,"","","","","","","","",Discharge Air Damper Cmd,"",AV16,"","","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:2220dabd-14795c65 Aquatic Centre Rm 186,"","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:23e65d0e-f295c554 (.+_)?VAV.+_DMP(_TL)?,"","","","","",AqC_VAV10_RM186_DMP_TL,Los_Angeles,%,"","","","","","","","","","","",2020-04-09T19:02:43.005Z UTC
@p:ubcv:r:22174bde-b270ec79 Aquatic Centre Leisur Pool P35 AqC_LSR_PL_WF7_PP35_S_BV,"","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"",TL749,✓,AqC_LSR_PL_WF7_PP35_S_BV,"","","","","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"","","","","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","","OFF,ON",P35,@p:ubcv:r:22399d46-dda54b36 Aquatic Centre Leisur Pool,✓,"","","","","",@p:ubcv:r:2217879b-57ff289f Aquatic Centre Pools,"","","","","",✓,"","","",2020-05-04T15:00:49-07:00 Los_Angeles,"","","",1851,2018-02-09T20:57:49-08:00 Los_Angeles,ok,"",✓,"","","",Bool,2020-05-12T11:05:29.586-07:00 Los_Angeles,2018-11-28T16:32:51.871-08:00 Los_Angeles,"","","","","","","","",Run Status,"",BV64,"","","","","","","","",✓,"","","","","","",✓,"","","",✓,"","","","",✓,"",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:23ee302d-7106181c .+_P(B|P|CH)\d+\w?\w?_S(TATUS|_BV|_AV)?(_TL)?,"","","","","",AqC_LSR_PL_WF7_PP35_S_BV_COV_TL,Los_Angeles,"","","","","","","","",✓,"","","",2020-05-12T11:03:27.313Z UTC
@p:ubcv:r:22174be2-a3760f78 Aquatic Centre AHU-03 AqC_AHU3_PL_CEILING_SAD,"","",✓,"","",@p:ubcv:r:21cb0172-b73e99bf AQUA Main Router (770000),"",TL95,✓,AqC_AHU3_PL_CEILING_SAD,"","","","",✓,"","","",@p:ubcv:r:21cb0172-b73e99bf AQUA Main Router (770000),"","","","","","","","",✓,"","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:2220ba73-8ac3c405 Aquatic Centre AHU-03,✓,"","","","","",@p:ubcv:r:2203b248-4c49a08f Aquatic Centre Air Systems,"","","","","",✓,"","","",2020-05-12T11:00:51-07:00 Los_Angeles,"","","",576537,2018-02-14T06:00:36-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:01:09.388-07:00 Los_Angeles,2019-01-23T16:53:10.82-08:00 Los_Angeles,"","","","","","","","",Discharge Air Damper Cmd,"",AO2202,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:23e65d0e-d78921f0 .+_SAD(_\d+)?(_TL)?,"","","","","",AqC_AHU3_PL_CEILING_SAD_POLL_TL,Los_Angeles,%,"","","","","","","","","","","",2020-04-09T19:02:42.102Z UTC
@p:ubcv:r:22174bde-e1f4dd07 Aquatic Centre Leisur Pool P34 AqC_LSR_PL_WF6_PP34_S_BV,"","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"",TL748,✓,AqC_LSR_PL_WF6_PP34_S_BV,"","","","","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"","","","","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","","OFF,ON",P34,@p:ubcv:r:22399d46-dda54b36 Aquatic Centre Leisur Pool,✓,"","","","","",@p:ubcv:r:2217879b-57ff289f Aquatic Centre Pools,"","","","","",✓,"","","",2020-05-04T13:59:02-07:00 Los_Angeles,"","","",1452,2018-02-09T20:57:47-08:00 Los_Angeles,ok,"",✓,"","","",Bool,2020-05-12T11:05:29.409-07:00 Los_Angeles,2018-11-28T16:32:59.273-08:00 Los_Angeles,"","","","","","","","",Run Status,"",BV63,"","","","","","","","",✓,"","","","","","",✓,"","","",✓,"","","","",✓,"",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:23ee302d-7106181c .+_P(B|P|CH)\d+\w?\w?_S(TATUS|_BV|_AV)?(_TL)?,"","","","","",AqC_LSR_PL_WF6_PP34_S_BV_COV_TL,Los_Angeles,"","","","","","","","",✓,"","","",2020-05-12T11:03:27.141Z UTC
@p:ubcv:r:22174bde-f16ecc7f Aquatic Centre Unsorted Points AqC_WFCP_WF9_PP28_ENAB_BV_MUXED_CP770500,"","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"",TL759,✓,AqC_WFCP_WF9_PP28_ENAB_BV_MUXED_CP770500,"","","","","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","OFF,ON","",@p:ubcv:r:2275204e-26f14f81 Aquatic Centre Unsorted Points,✓,"","","","","",@p:ubcv:r:22399dc2-20e826e4 Aquatic Centre Unsorted Points,"","","","","",✓,"","","",2020-03-24T20:15:13-07:00 Los_Angeles,"","","",2841,2018-02-09T19:43:54-08:00 Los_Angeles,ok,"","","","","",Bool,2020-05-12T11:05:28.794-07:00 Los_Angeles,2018-11-28T16:32:29.977-08:00 Los_Angeles,"","","","","","","","",AqC_WFCP_WF9_PP28_ENAB_BV_MUXED_CP770500,✓,BV74,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_WFCP_WF9_PP28_ENAB_BV_MUXED_CP770500_COV_TL,Los_Angeles,"","","","","","","","","","","","",2020-04-08T18:49:57.783Z UTC
@p:ubcv:r:22174be1-f8c56d33 Aquatic Centre AHU-03 AqC_AHU3_PL_CEILING_SAD_AV,"","","","","",@p:ubcv:r:21cb0172-b73e99bf AQUA Main Router (770000),"",TL277,✓,AqC_AHU3_PL_CEILING_SAD_AV,"","","","","","","","",@p:ubcv:r:21cb0172-b73e99bf AQUA Main Router (770000),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2220ba73-8ac3c405 Aquatic Centre AHU-03,✓,"","","","","",@p:ubcv:r:2203b248-4c49a08f Aquatic Centre Air Systems,"","","","","",✓,"","","",2020-05-12T11:00:54-07:00 Los_Angeles,"","","",576513,2018-02-14T05:50:36-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:01:09.392-07:00 Los_Angeles,2018-11-28T16:32:31.845-08:00 Los_Angeles,"","","","","","","","",AqC_AHU3_PL_CEILING_SAD_AV,✓,AV93,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_AHU3_PL_CEILING_SAD_AV_POLL_TL,Los_Angeles,%,"","","","","","","","","","","",2020-04-09T19:02:42.105Z UTC
@p:ubcv:r:22174974-8875d93f Aquatic Centre HP P13 AqC_HP_P13_C,"","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","",TL191,✓,AqC_HP_P13_C,"","","","",✓,"","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","","","","","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","","OFF,ON",P13,@p:ubcv:r:2220ba9b-1a8a0faa Aquatic Centre HP,✓,"","","","","",@p:ubcv:r:2203b248-4c49a08f Aquatic Centre Air Systems,"","","","","",✓,"","","",2020-05-12T09:33:43-07:00 Los_Angeles,"","","",921,2017-12-14T22:49:11-08:00 Los_Angeles,ok,"",✓,"","","",Bool,2020-05-12T11:01:37.241-07:00 Los_Angeles,2019-01-23T16:53:13.233-08:00 Los_Angeles,"","","","","","","","",Run Cmd,"",BO3801,"","","","","","","","",✓,"","","","","","",✓,"","","",✓,"","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:244ba6df-17358a53 .+_PC?H?\d+[A-Z]?_P?C(_\d+)?(_TL)?,"","","","","",AqC_HP_P13_C_COV_TL,Los_Angeles,"","","","","","","","",✓,"","","",2020-05-12T11:03:27.305Z UTC
@p:ubcv:r:22174bdd-814666ac Aquatic Centre Leisur Pool AqC_LSR_PL_PWS_FM1_FLW,"","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"",TL431,✓,AqC_LSR_PL_PWS_FM1_FLW,"","","","","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22399d46-dda54b36 Aquatic Centre Leisur Pool,✓,"","","","","",@p:ubcv:r:2217879b-57ff289f Aquatic Centre Pools,"","","","","",✓,"","","",2020-05-12T11:04:53-07:00 Los_Angeles,"","","",575113,2018-02-14T06:13:27-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:05:34.303-07:00 Los_Angeles,2018-11-28T16:32:33.667-08:00 Los_Angeles,"","","","","","","","",AqC_LSR_PL_PWS_FM1_FLW,✓,AI3102,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_LSR_PL_PWS_FM1_FLW_POLL_TL,Los_Angeles,g/min,"","","","","","","","","","","",2020-04-09T19:02:43.541Z UTC
@p:ubcv:r:2220c120-2cc57e73 Aquatic Centre Rm 116 EF-01 AqC_EF01_S,"","",✓,"","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","",TL69,✓,AqC_EF01_S,"","","","","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2220de79-ac54a7fd Aquatic Centre Rm 116 EF-01,✓,✓,✓,"","","",@p:ubcv:r:220fb223-5e713045 Aquatic Centre Floor 1,"","","","","",✓,"","","",2020-05-12T11:01:17-07:00 Los_Angeles,"","","",570390,2018-02-21T09:18:06-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:01:40.134-07:00 Los_Angeles,2019-01-23T16:52:52.623-08:00 Los_Angeles,"","","","","","","","","Exhaust Fan Run ","",AI3403,"","","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:2220de79-40094c76 Aquatic Centre Rm 116,✓,"","","","",✓,"",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:24413a2c-c7fd0c25 (.+_)?EF_?(\d+)?(_A_\d+)?_F?S(_.+)?(_TL)?,"","","","","",AqC_EF01_S_POLL_TL,Los_Angeles,A,"","","","","","","","","","","",2020-04-30T13:07:27.76Z UTC
@p:ubcv:r:22174976-71d87e23 Aquatic Centre AHU-01 SF-2 AqC_AHU1_SF2_VFD_MOTOR_CURRENT,"","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","",TL516,✓,AqC_AHU1_SF2_VFD_MOTOR_CURRENT,"","","","","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","","","","","","","",✓,"","","","",$equipRef $bmsName,"","",✓,"","","","","","","",@p:ubcv:r:222c7004-93b01ddd Aquatic Centre AHU-01 SF-2,✓,"","","","","",@p:ubcv:r:2203b248-4c49a08f Aquatic Centre Air Systems,"","","","","",✓,"","","",2020-05-12T11:01:12-07:00 Los_Angeles,"","","",575328,2018-02-14T04:59:00-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:01:40.61-07:00 Los_Angeles,2019-01-23T16:52:51.86-08:00 Los_Angeles,"","","","","","","","",Current,"",AV503,"","","","","","","","",✓,"","","","","","","","","","","","","","","",✓,"",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:24412591-54ceff90 .+_MOTOR_CURRENT(_TL)?,"","","","","",AqC_AHU1_SF2_VFD_MOTOR_CURRENT_POLL_TL,Los_Angeles,A,"","","","","","","","","","","",2020-04-30T13:07:27.837Z UTC
@p:ubcv:r:22174bdd-b78afa25 Aquatic Centre Heating Plant PHE-4 AqC_BHW_PHE4_VLV_AV,"","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"",TL694,✓,AqC_BHW_PHE4_VLV_AV,"","","","","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:24107ec1-b6c13285 Aquatic Centre Heating Plant PHE-4,✓,"","","","","",@p:ubcv:r:22178d4c-e4a410c4 Aquatic Centre Hydronic Systems,"","","","","",✓,"","","",2020-05-12T11:05:17-07:00 Los_Angeles,"","","",576072,2018-02-14T05:45:51-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:05:38.101-07:00 Los_Angeles,2018-11-28T16:32:37.891-08:00 Los_Angeles,"","","","","","","","",AqC_BHW_PHE4_VLV_AV,✓,AV182,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_BHW_PHE4_VLV_AV_POLL_TL,Los_Angeles,%,"","","","","","","","","","","",2020-04-09T19:02:43.542Z UTC
@p:ubcv:r:2220c121-424a253d Aquatic Centre other Rm FF-5 AqC_FF5_C,"","",✓,"","",@p:ubcv:r:220f7dfd-96fb25ec AqC AqC eBCON Pool Storage (770400),"",TL81,✓,AqC_FF5_C,"","","","",✓,"","","",@p:ubcv:r:220f7dfd-96fb25ec AqC AqC eBCON Pool Storage (770400),"","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","OFF,ON","",@p:ubcv:r:2220de79-dbd4590e Aquatic Centre other Rm FF-5,✓,"",✓,"","","",@p:ubcv:r:220fb223-5e713045 Aquatic Centre Floor 1,"","","","","",✓,"","","",2020-03-31T21:35:12-07:00 Los_Angeles,"","","",4,2017-05-01T09:03:45-07:00 Los_Angeles,ok,"","","","","",Bool,2020-05-12T11:07:36.295-07:00 Los_Angeles,2019-01-23T16:52:50.324-08:00 Los_Angeles,"","","","","","","","",Discharge Fan Run Cmd,"",BO1204,"","","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:2220de79-e1a0bada Aquatic Centre other Rm,✓,"","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:23e65d0f-f5c975bd .+_FF\d+_(FF_)?(FAN_)?C(_TL)?,"","","","","",AqC_FF5_C_COV_TL,Los_Angeles,"","","","","","","","","","","","",2020-04-08T18:54:35.449Z UTC
@p:ubcv:r:22174be1-9ff65c63 Aquatic Centre AHU-01 AqC_AHU1_FIL,"","","","","",@p:ubcv:r:21cb0172-b73e99bf AQUA Main Router (770000),"",TL19,✓,AqC_AHU1_FIL,"","","","","","","","",@p:ubcv:r:21cb0172-b73e99bf AQUA Main Router (770000),"","","","","","","","","",✓,"",✓,$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:2220ba05-add03185 Aquatic Centre AHU-01,✓,"","","",✓,"",@p:ubcv:r:2203b248-4c49a08f Aquatic Centre Air Systems,"","","","",200Pa,✓,"","","",2020-05-12T11:01:00-07:00 Los_Angeles,"","","",575599,2018-02-14T05:50:34-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:01:10.131-07:00 Los_Angeles,2019-01-23T16:52:53.109-08:00 Los_Angeles,"","",0Pa,"","","","","",Discharge Air Filter DP,"",AI1503,"","","","","","","","",✓,"","","",✓,"","","","","","","","","","","",✓,"",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:23e65d0e-4bdac866 (.+)?AHU(_)?\d+[A-Z]?_FILT?_?(S|DP|PRES|DP)?(_TL)?,"","","","","",AqC_AHU1_FIL_POLL_TL,Los_Angeles,Pa,"","","","","","","","","","","",2020-04-09T19:02:42.108Z UTC
@p:ubcv:r:22174974-70bc5aeb Aquatic Centre Cooling Plant AqC_CHS_CWS_LEAD_PUMP_SPD_AV,"","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","",TL219,✓,AqC_CHS_CWS_LEAD_PUMP_SPD_AV,"","","","","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2220ba9a-23eb0eee Aquatic Centre Cooling Plant,✓,"","","","","",@p:ubcv:r:22178d4c-e4a410c4 Aquatic Centre Hydronic Systems,"","","","","",✓,"","","",2020-05-12T11:01:02-07:00 Los_Angeles,"","","",576338,2018-02-14T04:59:06-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:01:38.982-07:00 Los_Angeles,2018-11-28T16:32:51.271-08:00 Los_Angeles,"","","","","","","","",AqC_CHS_CWS_LEAD_PUMP_SPD_AV,✓,AV121,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_CHS_CWS_LEAD_PUMP_SPD_AV_POLL_TL,Los_Angeles,%,"","","","","","","","","","","",2020-04-30T13:07:28.014Z UTC
@p:ubcv:r:22174be0-172d3a8c Aquatic Centre AHU-01 SF-1 AqC_AHU1_SF1_VFD_ENAB,"","","","","",@p:ubcv:r:21cb0172-b73e99bf AQUA Main Router (770000),"",TL126,✓,AqC_AHU1_SF1_VFD_ENAB,"","","","",✓,"","","",@p:ubcv:r:21cb0172-b73e99bf AQUA Main Router (770000),"","","","","","","","","","","","",$equipRef $bmsName,"","","",@p:ubcv:r:209ccd9c-246d318e Aquatic Centre Elec Main Meter,"",✓,"","","OFF,ON","",@p:ubcv:r:222c7004-0d46397b Aquatic Centre AHU-01 SF-1,✓,"","","","","",@p:ubcv:r:2203b248-4c49a08f Aquatic Centre Air Systems,"","","","","",✓,"","","",2020-04-17T10:33:30-07:00 Los_Angeles,"","","",188,2017-08-03T16:21:17-07:00 Los_Angeles,ok,"","","","","",Bool,2020-05-12T11:01:08.025-07:00 Los_Angeles,2019-01-23T16:53:03.426-08:00 Los_Angeles,"","","","","","","","",Discharge Fan Enable Cmd,"",BO1103,"","","","","","","","",✓,"","","","","","","","","","","",✓,"","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_AHU1_SF1_VFD_ENAB_COV_TL,Los_Angeles,"","","","","","","","","","","","",2020-04-08T18:49:18.478Z UTC
