id,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,cmd,connRef,cooling,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,disMacro,discharge,effective,energy,entering,enum,equipName,equipRef,flow,groupRef,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,jci,kind,lastSynced,leaving,low,mixed,mode,navName,noTagMatch,objectId,occ,outside,point,power,pump,quantityID,return,run,scheduled,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,temp,tlName,tz,unit,utilityPoint,water,zachName,zone,mod
@p:ubcv:r:25a64582-62c17a92 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-4.RP014-T,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001951,"",JCL-NAE09/N2-A.DC-4.RP014-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.77-07:00 Los_Angeles,"","","","",JCL-NAE09/N2-A.DC-4.RP014-T,✓,AI3000942,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/N2-A.DC-4.RP014-T.Trend1,Los_Angeles,°C,"","",CS-LF.RP014-T,"",2020-04-09T19:01:58.581Z UTC
@p:ubcv:r:25a64582-edd1f80d Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-30.RP024-T,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001941,"",JCL-NAE09/N2-A.DC-30.RP024-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.771-07:00 Los_Angeles,"","","","",JCL-NAE09/N2-A.DC-30.RP024-T,✓,AI3000937,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/N2-A.DC-30.RP024-T.Trend1,Los_Angeles,°C,"","",CS-GF.RP024-T,"",2020-04-09T19:01:58.582Z UTC
@p:ubcv:r:2388a048-01ee1929 Continuing Studies HW Main Meter Water Delta Temp,"","","","","","","","","","","","","","","",✓,✓,$equipRef $navName,"","","","","","",@p:ubcv:r:21693dee-e0b76a42 Continuing Studies HW Main Meter,"",@p:ubcv:r:21697fca-a27b68c3 Continuing Studies Utilities,"",✓,"","","","",deltaTemp,consumption,"","","","","","",Number,"","","","","",Water Delta Temp,"","","","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","",✓,"",Los_Angeles,°C,✓,✓,"","",2020-04-28T00:03:36.153Z UTC
@p:ubcv:r:25a64582-90b08156 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-35.RP003-T,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001064,"",JCL-NAE09/N2-A.DC-35.RP003-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.773-07:00 Los_Angeles,"","","","",JCL-NAE09/N2-A.DC-35.RP003-T,✓,AI3000231,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/N2-A.DC-35.RP003-T.Trend1,Los_Angeles,°C,"","",CS-UF.RP003-T,"",2020-04-09T19:01:58.583Z UTC
@p:ubcv:r:25a64582-d744c20e Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-23.ZN-T,✓,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001589,"",JCL-NAE09/N2-A.DC-23.ZN-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.775-07:00 Los_Angeles,"","","","",Zone Temp,"",AI3000646,"","",✓,"","","","","","",✓,@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE09/N2-A.DC-23.ZN-T.Trend1,Los_Angeles,°C,"","",VAV023.ZN-T,✓,2020-04-09T19:01:58.584Z UTC
@p:ubcv:r:25a64582-76157df3 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-24.RP020-T,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001929,"",JCL-NAE09/N2-A.DC-24.RP020-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.776-07:00 Los_Angeles,"","","","",JCL-NAE09/N2-A.DC-24.RP020-T,✓,AI3000931,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/N2-A.DC-24.RP020-T.Trend1,Los_Angeles,°C,"","",CS-GF.RP020-T,"",2020-04-09T19:01:58.585Z UTC
@p:ubcv:r:25a64582-293af80a Continuing Studies Unsorted Points JCL-NAE09/FC-2.FEC-004.Parameters.Effective leaving water tempera,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3008175,"",JCL-NAE09/FC-2.FEC-004.Parameters.Effective leaving water tempera,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T11:00:13-07:00 Los_Angeles,"","",4483,2020-01-04T11:46:20-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.778-07:00 Los_Angeles,"","","","",JCL-NAE09/FC-2.FEC-004.Parameters.Effective leaving water tempera,✓,AV3008162,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/FC-2.FEC-004.Parameters.Effective leaving water tempera.Trend1,Los_Angeles,°C,"","",Effective leaving water temperature set point,"",2020-04-09T19:01:58.586Z UTC
@p:ubcv:r:25a64582-7078528d Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-6.SP1-P,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001953,"",JCL-NAE09/N2-A.DC-6.SP1-P,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.78-07:00 Los_Angeles,"","","","",JCL-NAE09/N2-A.DC-6.SP1-P,✓,AI3000943,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/N2-A.DC-6.SP1-P.Trend1,Los_Angeles,Pa,"","",CS-AHU1.SP1-P,"",2020-04-09T19:01:58.587Z UTC
@p:ubcv:r:25a64582-65a208aa Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-26.RP021-T,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001933,"",JCL-NAE09/N2-A.DC-26.RP021-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.782-07:00 Los_Angeles,"","","","",JCL-NAE09/N2-A.DC-26.RP021-T,✓,AI3000933,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/N2-A.DC-26.RP021-T.Trend1,Los_Angeles,°C,"","",CS-GF.RP021-T,"",2020-04-09T19:01:58.588Z UTC
@p:ubcv:r:25a64582-98a1c9a3 Continuing Studies Unsorted Points JCL-NAE09/FC-2.FEC-005.DA-T,✓,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3007553,"",JCL-NAE09/FC-2.FEC-005.DA-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",18086,2020-01-06T03:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.784-07:00 Los_Angeles,"","","","",Discharge Air Temp,"",AI3007536,"","",✓,"","","","","","",✓,@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,✓,JCL-NAE09/FC-2.FEC-005.DA-T.Trend1,Los_Angeles,°C,"","",AHU-01.DA-T,"",2020-04-09T19:01:58.589Z UTC
@p:ubcv:r:25a64582-0277de43 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-35.RP001-T,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001060,"",JCL-NAE09/N2-A.DC-35.RP001-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.785-07:00 Los_Angeles,"","","","",JCL-NAE09/N2-A.DC-35.RP001-T,✓,AI3000229,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/N2-A.DC-35.RP001-T.Trend1,Los_Angeles,°C,"","",CS-UF.RP001-T,"",2020-04-09T19:01:58.59Z UTC
@p:ubcv:r:25a64582-a059b30e Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-18.ZN-T,✓,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001473,"",JCL-NAE09/N2-A.DC-18.ZN-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.787-07:00 Los_Angeles,"","","","",Zone Temp,"",AI3000553,"","",✓,"","","","","","",✓,@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE09/N2-A.DC-18.ZN-T.Trend1,Los_Angeles,°C,"","",VAV018.ZN-T,✓,2020-04-09T19:01:58.591Z UTC
@p:ubcv:r:25a64582-6423059c Continuing Studies Unsorted Points JCL-NAE09/FC-2.FEC-005.DA-DP,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3007556,"",JCL-NAE09/FC-2.FEC-005.DA-DP,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",18086,2020-01-06T03:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.793-07:00 Los_Angeles,"","","","",JCL-NAE09/FC-2.FEC-005.DA-DP,✓,AI3007539,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/FC-2.FEC-005.DA-DP.Trend1,Los_Angeles,Pa,"","",AHU-01.DA-DP,"",2020-04-09T19:01:58.592Z UTC
@p:ubcv:r:25a64582-dbebb2bb Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-27.ZN-T,✓,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001679,"",JCL-NAE09/N2-A.DC-27.ZN-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.796-07:00 Los_Angeles,"","","","",Zone Temp,"",AI3000724,"","",✓,"","","","","","",✓,@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE09/N2-A.DC-27.ZN-T.Trend1,Los_Angeles,°C,"","",VAV027.ZN-T,✓,2020-04-09T19:01:58.593Z UTC
@p:ubcv:r:25a64582-133d4d3d Continuing Studies Unsorted Points JCL-NAE09/FC-2.FEC-005.OA-T,✓,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3007570,"",JCL-NAE09/FC-2.FEC-005.OA-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",18086,2020-01-06T03:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.799-07:00 Los_Angeles,"","","","",Outside Air Temp,"",AI3007549,"",✓,✓,"","","","","","",✓,@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","",@p:ubcv:r:23e65d3d-5671e7b8 .+(\.|-| |_)OA(_|-)T,✓,JCL-NAE09/FC-2.FEC-005.OA-T.Trend1,Los_Angeles,°C,"","",AHU-01.OA-T,"",2020-04-09T19:01:58.594Z UTC
@p:ubcv:r:25a64582-eba2fd2d Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-15.ZN-T,✓,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001404,"",JCL-NAE09/N2-A.DC-15.ZN-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.801-07:00 Los_Angeles,"","","","",Zone Temp,"",AI3000502,"","",✓,"","","","","","",✓,@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE09/N2-A.DC-15.ZN-T.Trend1,Los_Angeles,°C,"","",VAV015.ZN-T,✓,2020-04-09T19:01:58.595Z UTC
@p:ubcv:r:25a64582-bab53c4e Continuing Studies Unsorted Points JCL-NAE09/FC-2.FEC-005.RHCV-O,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3007557,"",JCL-NAE09/FC-2.FEC-005.RHCV-O,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",18086,2020-01-06T03:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.803-07:00 Los_Angeles,"","","","",JCL-NAE09/FC-2.FEC-005.RHCV-O,✓,AO3007540,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/FC-2.FEC-005.RHCV-O.Trend1,Los_Angeles,%,"","",AHU-01.RHCV-O,"",2020-04-09T19:01:58.596Z UTC
@p:ubcv:r:25a64582-e9b95880 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-30.ZN-T,✓,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001747,"",JCL-NAE09/N2-A.DC-30.ZN-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.805-07:00 Los_Angeles,"","","","",Zone Temp,"",AI3000798,"","",✓,"","","","","","",✓,@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE09/N2-A.DC-30.ZN-T.Trend1,Los_Angeles,°C,"","",VAV030.ZN-T,✓,2020-04-09T19:01:58.597Z UTC
@p:ubcv:r:25a64582-009bfe40 Continuing Studies Unsorted Points JCL-NAE09/FC-2.FEC-005.Parameters.EFFHTG-SP,✓,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3007627,"",JCL-NAE09/FC-2.FEC-005.Parameters.EFFHTG-SP,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"",✓,"","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,✓,✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",18086,2020-01-06T03:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.807-07:00 Los_Angeles,"","","","",Zone Temp Effective Heating Sp,"",AV3007604,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"",✓,"","","",@p:ubcv:r:2538b55e-15822785 .+(\.|-| )(EFF|ACT)HTG-?SP,✓,JCL-NAE09/FC-2.FEC-005.Parameters.EFFHTG-SP.Trend2,Los_Angeles,°C,"","",AHU-01.DAT-EFFHTG-SP,✓,2020-04-09T19:01:58.598Z UTC
