id,bacnetConnRef,bacnetCur,bacnetPoint,connRef,cur,curConvert,curStatus,curVal,delta,deltaTempPoint,disMacro,energy,entering,equipRef,flow,groupRef,his,hisCollectCov,hisCollectInterval,hisEnd,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,leaving,navName,point,power,quantityID,sensor,siteRef,sourceID,sqlConnRef,sqlPoint,temp,tz,unit,utilityPoint,water,mod
@p:ubcv:r:21dffdae-bcb5ca53 Vanier - Mawdsley HW Main Meter Leaving Water Temp,@p:ubcv:r:21f93751-b3a1dddb PV Mawdsley DES Meter,AI10,✓,@p:ubcv:r:21f93751-b3a1dddb PV Mawdsley DES Meter,✓,"",ok,27.65999984741211°C,"","",$equipRef $navName,"","",@p:ubcv:r:215ea6f6-cd8ed01b Vanier - Mawdsley HW Main Meter,"",@p:ubcv:r:21697fca-2edc4ae2 Vanier - Mawdsley Utilities,✓,0.5°C,10min,2020-05-13T09:00:00-07:00 Los_Angeles,"",consumption,137727,2018-01-22T16:10:00-08:00 Los_Angeles,ok,"",✓,Number,✓,Leaving Water Temp,✓,"","",✓,@p:ubcv:r:215ea6f6-c659c65f Vanier - Mawdsley,"","","",✓,Los_Angeles,°C,✓,✓,2020-04-28T00:03:35.411Z UTC
@p:ubcv:r:215ea6f6-705f3de3 Vanier - Mawdsley HW Main Meter Energy,@p:ubcv:r:21f93751-b3a1dddb PV Mawdsley DES Meter,AI1,✓,@p:ubcv:r:21f93751-b3a1dddb PV Mawdsley DES Meter,✓,MWh => kWh,ok,4599858.3984375kWh,"","",$equipRef $navName,✓,"",@p:ubcv:r:215ea6f6-cd8ed01b Vanier - Mawdsley HW Main Meter,"",@p:ubcv:r:21697fca-2edc4ae2 Vanier - Mawdsley Utilities,✓,"",15min,2020-05-13T09:00:00-07:00 Los_Angeles,"",consumption,168889,2015-07-03T08:45:00-07:00 Los_Angeles,ok,✓,✓,Number,"",Energy,✓,"",10555,✓,@p:ubcv:r:215ea6f6-c659c65f Vanier - Mawdsley,285,@p:ubcv:r:23060489-d61f5459 ION DB,✓,"",Los_Angeles,kWh,✓,✓,2020-04-28T00:03:35.412Z UTC
@p:ubcv:r:21dffdae-b0e42f56 Vanier - Mawdsley HW Main Meter Entering Water Temp,@p:ubcv:r:21f93751-b3a1dddb PV Mawdsley DES Meter,AI9,✓,@p:ubcv:r:21f93751-b3a1dddb PV Mawdsley DES Meter,✓,"",ok,78.2699966430664°C,"","",$equipRef $navName,"",✓,@p:ubcv:r:215ea6f6-cd8ed01b Vanier - Mawdsley HW Main Meter,"",@p:ubcv:r:21697fca-2edc4ae2 Vanier - Mawdsley Utilities,✓,0.5°C,10min,2020-05-13T09:00:00-07:00 Los_Angeles,"",consumption,245808,2018-01-22T16:10:00-08:00 Los_Angeles,ok,"",✓,Number,"",Entering Water Temp,✓,"","",✓,@p:ubcv:r:215ea6f6-c659c65f Vanier - Mawdsley,"","","",✓,Los_Angeles,°C,✓,✓,2020-04-28T00:03:35.413Z UTC
@p:ubcv:r:215ea6f6-df8af450 Vanier - Mawdsley HW Main Meter Power,@p:ubcv:r:21f93751-b3a1dddb PV Mawdsley DES Meter,AI5,✓,@p:ubcv:r:21f93751-b3a1dddb PV Mawdsley DES Meter,✓,"",ok,21kW,"","",$equipRef $navName,"","",@p:ubcv:r:215ea6f6-cd8ed01b Vanier - Mawdsley HW Main Meter,"",@p:ubcv:r:21697fca-2edc4ae2 Vanier - Mawdsley Utilities,✓,9.507885222429053kW,15min,2020-05-13T09:05:21-07:00 Los_Angeles,"","",676103,2016-05-05T14:15:00-07:00 Los_Angeles,ok,"",✓,Number,"",Power,✓,✓,"",✓,@p:ubcv:r:215ea6f6-c659c65f Vanier - Mawdsley,"","","","",Los_Angeles,kW,✓,✓,2020-05-13T08:00:08.53Z UTC
@p:ubcv:r:21dffdae-18c27d10 Vanier - Mawdsley HW Main Meter Flow,@p:ubcv:r:21f93751-b3a1dddb PV Mawdsley DES Meter,AI4,✓,@p:ubcv:r:21f93751-b3a1dddb PV Mawdsley DES Meter,✓,L/h => L/s,ok,0.09999999999999999L/s,"","",$equipRef $navName,"","",@p:ubcv:r:215ea6f6-cd8ed01b Vanier - Mawdsley HW Main Meter,✓,@p:ubcv:r:21697fca-2edc4ae2 Vanier - Mawdsley Utilities,✓,0.25L/s,10min,2020-05-13T09:00:00-07:00 Los_Angeles,"",consumption,126250,2018-01-22T16:10:00-08:00 Los_Angeles,ok,"",✓,Number,"",Flow,✓,"","",✓,@p:ubcv:r:215ea6f6-c659c65f Vanier - Mawdsley,"","","","",Los_Angeles,L/s,✓,✓,2020-04-28T00:03:35.415Z UTC
@p:ubcv:r:2388a048-dd2a809b Vanier - Mawdsley HW Main Meter Water Delta Temp,"","","","","","","","",✓,✓,$equipRef $navName,"","",@p:ubcv:r:215ea6f6-cd8ed01b Vanier - Mawdsley HW Main Meter,"",@p:ubcv:r:21697fca-2edc4ae2 Vanier - Mawdsley Utilities,✓,"","","",deltaTemp,consumption,"","","","","",Number,"",Water Delta Temp,✓,"","","",@p:ubcv:r:215ea6f6-c659c65f Vanier - Mawdsley,"","","",✓,Los_Angeles,°C,✓,✓,2020-04-28T00:03:35.416Z UTC
