id,ahu,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bacnetWriteLevel,bmsName,bypass,chilled,chiller,cmd,condenser,connRef,cooling,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,domestic,effective,elec,elecMeterLoad,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,filter,flow,groupRef,heat,heatRecovery,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,johnson,kind,lastSynced,lastTagged,leaving,low,lowLim,min,mixed,mixing,mode,mslMultiPts,mslNameMatch,mslOk,navName,newFixed,noTagMatch,objectId,occ,old,opcConnRef,opcCur,opcPoint,outside,point,pointRef,pointType,power,preheat,pressure,primaryLoop,proj_1830_3W2W,pump,quantityID,reheat,reheating,return,roomRef,run,runtime,scheduleOcc,scheduled,secondaryLoop,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,tags,temp,tlName,tz,unit,utilityPoint,valve,volume,water,waterMeterLoad,writable,writeLevel,writeStatus,zachName,zone,mod
@p:ubcv:r:2566f1ac-5544256e Michael Smith Unsorted Points JCL-NAE50/FCB-02.FAC-004.CH01CWE-T,"","","","",@p:ubcv:r:21e6bb0d-38120850 MSL (NAE-50),"",TL3022662,"","",JCL-NAE50/FCB-02.FAC-004.CH01CWE-T,"","","","","",@p:ubcv:r:21e6bb0d-38120850 MSL (NAE-50),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:228cc75f-bfc8e6a9 Michael Smith Unsorted Points,"","","","",@p:ubcv:r:228cc355-20fdff17 Michael Smith Unsorted Points,"","","","",✓,"","","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",8442,2019-11-18T11:00:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:40:38.075-07:00 Los_Angeles,"","","","","","","","","","","",JCL-NAE50/FCB-02.FAC-004.CH01CWE-T,"",✓,AI3022660,"","","","","","",✓,"","","","","","","","","","","","","","","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","","","","",JCL-NAE50/FCB-02.FAC-004.CH01CWE-T.Trend1,Los_Angeles,°C,"","","","","","","","",0830.CHWS.CH01CWE-T,"",2020-05-08T12:01:33.818Z UTC
@p:ubcv:r:263d6e6f-40221c0e Michael Smith Unsorted Points JCL-NAE49/FC-2.FEC-008.PH-O,"","","","",@p:ubcv:r:21e6ba93-3780c55b MSL (NAE-49),"",TL3009053,"","",JCL-NAE49/FC-2.FEC-008.PH-O,"","","","","",@p:ubcv:r:21e6ba93-3780c55b MSL (NAE-49),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:228cc75f-bfc8e6a9 Michael Smith Unsorted Points,"","","","",@p:ubcv:r:228cc355-20fdff17 Michael Smith Unsorted Points,"","","","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",1846,2020-04-29T20:10:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:40:37.955-07:00 Los_Angeles,"","","","","","","","","","","",JCL-NAE49/FC-2.FEC-008.PH-O,"",✓,AO3009037,"","","","","","",✓,"","","","","","","","","","","","","","","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","","","","",JCL-NAE49/FC-2.FEC-008.PH-O.Trend1,Los_Angeles,%,"","","","","","","","",0830.AHU-03.PH-O,"",2020-04-30T11:09:41.485Z UTC
@p:ubcv:r:23f5d38d-0bc3ca3a Michael Smith Lab 273a SAV-2-67 JCL-NAE39/FCB-01.FAC-015.SAV-2-67 SAD-O,"",✓,"","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3001159,✓,"",JCL-NAE39/FCB-01.FAC-015.SAV-2-67 SAD-O,"","","",✓,"",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:240b3246-458fd566 Michael Smith Lab 273a SAV-2-67,"","","",✓,@p:ubcv:r:228ca8a1-55b7da7b Michael Smith Floor 2,"","","","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",64021,2019-02-11T11:00:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:46:25.472-07:00 Los_Angeles,2019-04-11T16:04:13.929-07:00 Los_Angeles,"","","","","","","","","","",Discharge Air Flow Cmd,"","",AO3000508,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:24b25be7-5b0c5412 Michael Smith Lab 273a,"","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","",@p:ubcv:r:2459fe31-850926c3 .+(\.|-| )SAD-(O|C),"","",JCL-NAE39/FCB-01.FAC-015.SAV-2-67 SAD-O.Trend1,Los_Angeles,L/s,"","","","","","","","",0830.AHU-01.ZN-273.SAV-2-67.SAD-O,"",2020-04-09T19:02:08.282Z UTC
@p:ubcv:r:228cab80-50c90ded Michael Smith Lab 363 FE-3-27 JCL-NAE39/FCB-02.FAC-007.FE-3-27 EA-F,"",✓,"","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3001541,✓,"",JCL-NAE39/FCB-02.FAC-007.FE-3-27 EA-F,"","","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:240b353b-e137eef0 Michael Smith Lab 363 FE-3-27,✓,"","",✓,@p:ubcv:r:228ca8a1-9f282015 Michael Smith Floor 3,"","","","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",86310,2018-05-14T01:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:46:25.485-07:00 Los_Angeles,2018-07-30T13:54:05.486-07:00 Los_Angeles,"","","","","","","","","","",Fumehood Exhaust Air Flow,"","",AI3001336,"",✓,"","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:228ca8a1-a54d2962 Michael Smith Lab 363,"","","","","",✓,@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","",@p:ubcv:r:240c19f0-42164483 .+(\.|-| )EA-F,"","",JCL-NAE39/FCB-02.FAC-007.FE-3-27 EA-F.Trend1,Los_Angeles,L/s,"","","","","","","","",0830.AHU-01.ZN-363.FE-3-27.EA-F,"",2020-04-09T19:02:08.286Z UTC
@p:ubcv:r:24edab6a-cc7347a2 Michael Smith Unsorted Points JCL-NAE50/Schedule.Level 2 Schedule.Level 2 VAV box schedule,"","","","",@p:ubcv:r:21e6bb0d-38120850 MSL (NAE-50),SCH3019048,"",✓,"",JCL-NAE50/Schedule.Level 2 Schedule.Level 2 VAV box schedule,"","","","","",@p:ubcv:r:21e6bb0d-38120850 MSL (NAE-50),"","","",unknown,"","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:228cc75f-bfc8e6a9 Michael Smith Unsorted Points,"","","","",@p:ubcv:r:228cc355-20fdff17 Michael Smith Unsorted Points,"","","","",✓,"","","",2019-08-21T08:45:00-07:00 Los_Angeles,"","","",182,2019-08-19T12:26:00-07:00 Los_Angeles,"","","","",✓,"",Number,"","","","","","","","","","","","",Scheduled Occupancy,"","","","","","","","","",✓,"","","","","","","","","","","","","","","",✓,"","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","",@p:ubcv:r:24ede125-239d50ec .+(S|s)chedule(.+)?,"","","",Los_Angeles,°C,"","","","","","","","","","",2020-05-08T12:01:33.826Z UTC
@p:ubcv:r:24241de9-9ef0e99a Michael Smith Lab 269 Aircuity JCL-NAE39/BACnet IP connection.083-Airquity.ZN-269.AI-105004,"","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3005905,✓,"",JCL-NAE39/BACnet IP connection.083-Airquity.ZN-269.AI-105004,"","","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:24391cdf-eb8aee95 Michael Smith Lab 269 Aircuity,"","","","",@p:ubcv:r:228ca8a1-55b7da7b Michael Smith Floor 2,"","","","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",39704,2019-03-19T02:45:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:46:25.488-07:00 Los_Angeles,"","","","","","","","","","","",JCL-NAE39/BACnet IP connection.083-Airquity.ZN-269.AI-105004,"",✓,AI3005379,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:228ca8a1-b5d4d3db Michael Smith Lab 269,"","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","","","","",JCL-NAE39/BACnet IP connection.083-Airquity.ZN-269.AI-105004.Trend1,Los_Angeles,°C,"","","","","","","","",0830.AHU-01.ZN-269A.RA-T,"",2020-04-09T19:02:08.287Z UTC
@p:ubcv:r:229b4c77-efb91f11 Michael Smith Lab 385b SAV-3-79 JCL-NAE39/FCB-02.FAC-014.SAV-3-79 ZN-T,"",✓,"","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3002821,✓,"",JCL-NAE39/FCB-02.FAC-014.SAV-3-79 ZN-T,"","","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:240b3246-f6de498d Michael Smith Lab 385b SAV-3-79,"","","","",@p:ubcv:r:228ca8a1-9f282015 Michael Smith Floor 3,"","","","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",85571,2018-05-25T03:45:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:46:25.494-07:00 Los_Angeles,2018-12-07T09:45:28.68-08:00 Los_Angeles,"","","","","","","","","","",Zone Temp,"","",AI3002673,"",✓,"","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:24b25f66-f6eae8e3 Michael Smith Lab 385b,"","","","","",✓,@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE39/FCB-02.FAC-014.SAV-3-79 ZN-T.Trend1,Los_Angeles,°C,"","","","","","","","",0830.AHU-01.ZN-385.SAV-3-79.ZN-T,✓,2020-04-09T19:02:08.288Z UTC
@p:ubcv:r:228cab7e-a5b3b6f2 Michael Smith Rm 392 VAV-3111 JCL-NAE50/N2-A.DC-136.ZN-T,"",✓,"","",@p:ubcv:r:21e6bb0d-38120850 MSL (NAE-50),"",TL3002769,✓,"",JCL-NAE50/N2-A.DC-136.ZN-T,"","","","","",@p:ubcv:r:21e6bb0d-38120850 MSL (NAE-50),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:228ca8a2-869727aa Michael Smith Rm 392 VAV-3111,"","","","",@p:ubcv:r:228ca8a1-9f282015 Michael Smith Floor 3,"","","","",✓,"","","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",65146,2018-05-14T01:30:00-07:00 Los_Angeles,ok,"","","",✓,✓,Number,2020-05-12T15:40:38.076-07:00 Los_Angeles,2018-12-07T09:45:29.021-08:00 Los_Angeles,"","","","","","","","","","",Zone Temp,"","",AI3001079,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:228ca8a2-e0d5a76f Michael Smith Rm 392,"","","","","",✓,@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE50/N2-A.DC-136.ZN-T.Trend1,Los_Angeles,°C,"","","","","","","","",MS.Lvl3.SV3111.ZN-T,✓,2020-05-08T12:01:33.83Z UTC
@p:ubcv:r:240c2c17-72d75fac Michael Smith Lab 375b SAV-3-48 JCL-NAE39/FCB-02.FAC-010.SAV-3-48 SAD-O,"",✓,"","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3002213,✓,"",JCL-NAE39/FCB-02.FAC-010.SAV-3-48 SAD-O,"","","",✓,"",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:240b3245-2e117250 Michael Smith Lab 375b SAV-3-48,"","","",✓,@p:ubcv:r:228ca8a1-9f282015 Michael Smith Floor 3,"","","","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",62540,2019-02-28T09:50:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:46:25.499-07:00 Los_Angeles,2019-04-11T16:04:13.725-07:00 Los_Angeles,"","","","","","","","","","",Discharge Air Flow Cmd,"","",AO3001909,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:240c3a96-4f5fce5b Michael Smith Lab 375b,"","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","",@p:ubcv:r:2459fe31-850926c3 .+(\.|-| )SAD-(O|C),"","",JCL-NAE39/FCB-02.FAC-010.SAV-3-48 SAD-O.Trend1,Los_Angeles,L/s,"","","","","","","","","0830.AHU-01.ZN-375a,b,c.SAV-3-48.SAD-O","",2020-04-09T19:02:08.289Z UTC
@p:ubcv:r:23f5d38d-77b3f049 Michael Smith Lab 259a SAV-2-30 JCL-NAE39/FCB-01.FAC-009.SAV-2-30 SA-F,"",✓,"","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3000899,✓,"",JCL-NAE39/FCB-01.FAC-009.SAV-2-30 SA-F,"","","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:240b3246-4f33d65b Michael Smith Lab 259a SAV-2-30,"","","",✓,@p:ubcv:r:228ca8a1-55b7da7b Michael Smith Floor 2,"","","","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",64022,2019-02-11T11:00:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:46:25.502-07:00 Los_Angeles,2019-04-11T16:04:13.88-07:00 Los_Angeles,"","","","","","","","","","",Discharge Air Flow,"","",AI3000310,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:24b25970-3e669603 Michael Smith Lab 259a,"","","","","",✓,@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","",@p:ubcv:r:23e65d3d-a163c209 .+(\.|-| )(S|D)A-F,"","",JCL-NAE39/FCB-01.FAC-009.SAV-2-30 SA-F.Trend1,Los_Angeles,L/s,"","","","","","","","",0830.AHU-01.ZN-259.SAV-2-30.SA-F,"",2020-04-09T19:02:08.29Z UTC
@p:ubcv:r:24241de9-2807561b Michael Smith Lab 267 Aircuity JCL-NAE39/BACnet IP connection.083-Airquity.ZN-267.AI-104009,"","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3005895,✓,"",JCL-NAE39/BACnet IP connection.083-Airquity.ZN-267.AI-104009,"","","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:24391cdf-9d5b19b3 Michael Smith Lab 267 Aircuity,"","","","",@p:ubcv:r:228ca8a1-55b7da7b Michael Smith Floor 2,"","","","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",39704,2019-03-19T02:45:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:46:25.509-07:00 Los_Angeles,"","","","","","","","","","","",JCL-NAE39/BACnet IP connection.083-Airquity.ZN-267.AI-104009,"",✓,AI3005360,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:228ca8a1-73e603d0 Michael Smith Lab 267,"","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","","","","",JCL-NAE39/BACnet IP connection.083-Airquity.ZN-267.AI-104009.Trend1,Los_Angeles,°C,"","","","","","","","",0830.AHU-01.ZN-267.RA-T,"",2020-04-09T19:02:08.292Z UTC
@p:ubcv:r:24241ddd-c626d3b7 Michael Smith AHU-01/02 AHU-02 JCL-NAE50/FCB-02.FAC-013.SAD-C,"",✓,"","",@p:ubcv:r:21e6bb0d-38120850 MSL (NAE-50),"",TL3016391,✓,"",JCL-NAE50/FCB-02.FAC-013.SAD-C,"","","",✓,"",@p:ubcv:r:21e6bb0d-38120850 MSL (NAE-50),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","Close,Open","",@p:ubcv:r:22062343-86a052bb Michael Smith AHU-01/02 AHU-02,"","","",✓,@p:ubcv:r:2203b248-30508864 Michael Smith Air Systems,"","","","",✓,"","","",2020-04-28T07:48:41-07:00 Los_Angeles,"","","",346,2017-11-23T11:22:53-08:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T15:40:38.08-07:00 Los_Angeles,"","","","","","","","","","","",Discharge Air Flow Cmd,"","",BO3016260,"","","","","","",✓,"","","","","","","","","","","","","","","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","",@p:ubcv:r:2459fe31-850926c3 .+(\.|-| )SAD-(O|C),"","",JCL-NAE50/FCB-02.FAC-013.SAD-C.Trend1,Los_Angeles,"","","","","","","","","",0830.AHU-02.SAD-C,"",2020-05-08T12:01:33.84Z UTC
@p:ubcv:r:25d9954e-ef5628d3 Michael Smith Unsorted Points JCL-NAE39/FCB-01.FAC-008.Parameters.SAV-2-19 ZNT-STATE,"","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3011160,"","",JCL-NAE39/FCB-01.FAC-008.Parameters.SAV-2-19 ZNT-STATE,"","","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Heating,Satisfied,Cooling,Temperature Unreliable","",@p:ubcv:r:228cc75f-bfc8e6a9 Michael Smith Unsorted Points,"","","","",@p:ubcv:r:228cc355-20fdff17 Michael Smith Unsorted Points,"","","","",✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T12:58:54-07:00 Los_Angeles,"","","",318,2020-02-14T09:11:55-08:00 Los_Angeles,ok,"","","",✓,"",Str,2020-05-12T15:46:25.239-07:00 Los_Angeles,"","","","","","","","","","","",JCL-NAE39/FCB-01.FAC-008.Parameters.SAV-2-19 ZNT-STATE,"",✓,MSV3011118,"","","","","","",✓,"","","","","","","","","","","","","","","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","","","","",JCL-NAE39/FCB-01.FAC-008.Parameters.SAV-2-19 ZNT-STATE.Trend1,Los_Angeles,"","","","","","","","","",SAV-2-19.ZNT-STATE,"",2020-04-08T18:55:36.338Z UTC
@p:ubcv:r:23f5d38d-b3bd4060 Michael Smith Lab 273b SAV-2-70 JCL-NAE39/FCB-01.FAC-015.SAV-2-70 SAD-O,"",✓,"","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3001162,✓,"",JCL-NAE39/FCB-01.FAC-015.SAV-2-70 SAD-O,"","","",✓,"",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:240b3245-0a134788 Michael Smith Lab 273b SAV-2-70,"","","",✓,@p:ubcv:r:228ca8a1-55b7da7b Michael Smith Floor 2,"","","","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",64021,2019-02-11T11:00:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:46:25.522-07:00 Los_Angeles,2019-04-11T16:04:13.773-07:00 Los_Angeles,"","","","","","","","","","",Discharge Air Flow Cmd,"","",AO3000510,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:24b25be9-37f3bbc5 Michael Smith Lab 273b,"","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","",@p:ubcv:r:2459fe31-850926c3 .+(\.|-| )SAD-(O|C),"","",JCL-NAE39/FCB-01.FAC-015.SAV-2-70 SAD-O.Trend1,Los_Angeles,L/s,"","","","","","","","",0830.AHU-01.ZN-273.SAV-2-70.SAD-O,"",2020-04-09T19:02:08.296Z UTC
@p:ubcv:r:228cc7c0-de529bb5 Michael Smith LEF EF-2A JCL-NAE50/FCB-02.VND-009.OUTPUT SPEED,"","","","",@p:ubcv:r:21e6bb0d-38120850 MSL (NAE-50),"",TL3016096,✓,"",JCL-NAE50/FCB-02.VND-009.OUTPUT SPEED,"","","","","",@p:ubcv:r:21e6bb0d-38120850 MSL (NAE-50),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:229b41e6-0e8f5685 Michael Smith LEF EF-2A,✓,✓,"","",@p:ubcv:r:2203b248-30508864 Michael Smith Air Systems,"","","","",✓,"","","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",65897,2018-05-13T03:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:40:38.253-07:00 Los_Angeles,2018-07-30T13:54:05.462-07:00 Los_Angeles,"","","","","","","","","","","Exhaust Fan Speed ","","",AV3015404,"","","","","","",✓,"","","","","","","","","","","","","","","","","","",✓,@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","",✓,"","",@p:ubcv:r:2465ec95-c779bb49 .+(\.|-| )OUTPUT SPEED,"","",JCL-NAE50/FCB-02.VND-009.OUTPUT SPEED.Trend1,Los_Angeles,rpm,"","","","","","","","",EF2A.OUTPUT SPEED,"",2020-05-08T12:01:33.854Z UTC
@p:ubcv:r:24241de9-d8537459 Michael Smith Unsorted Points JCL-NAE39/BACnet IP connection.083-Airquity.AI-205057,"","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3005756,✓,"",JCL-NAE39/BACnet IP connection.083-Airquity.AI-205057,"","","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:228cc75f-bfc8e6a9 Michael Smith Unsorted Points,"","","","",@p:ubcv:r:228cc355-20fdff17 Michael Smith Unsorted Points,"","","","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",39704,2019-03-19T02:45:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:46:25.528-07:00 Los_Angeles,"","","","","","","","","","","",JCL-NAE39/BACnet IP connection.083-Airquity.AI-205057,"",✓,AI3004794,"","","","","","",✓,"","","","","","","","","","","","","","","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","","","","",JCL-NAE39/BACnet IP connection.083-Airquity.AI-205057.Trend1,Los_Angeles,ppm,"","","","","","","","",0830.AHU-01.DA3-CO,"",2020-04-09T19:02:08.298Z UTC
@p:ubcv:r:228cab7e-f27398b1 Michael Smith Rm 384 VAV-3103 JCL-NAE50/N2-A.DC-132.ZN-T,"",✓,"","",@p:ubcv:r:21e6bb0d-38120850 MSL (NAE-50),"",TL3002680,✓,"",JCL-NAE50/N2-A.DC-132.ZN-T,"","","","","",@p:ubcv:r:21e6bb0d-38120850 MSL (NAE-50),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:228ca8a2-9b426fd7 Michael Smith Rm 384 VAV-3103,"","","","",@p:ubcv:r:228ca8a1-9f282015 Michael Smith Floor 3,"","","","",✓,"","","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",65090,2018-05-14T01:30:00-07:00 Los_Angeles,ok,"","","",✓,✓,Number,2020-05-12T15:40:38.254-07:00 Los_Angeles,2018-12-07T09:45:29.045-08:00 Los_Angeles,"","","","","","","","","","",Zone Temp,"","",AI3000978,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:228ca8a2-16bf4fdf Michael Smith Rm 384,"","","","","",✓,@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE50/N2-A.DC-132.ZN-T.Trend1,Los_Angeles,°C,"","","","","","","","",MS.Lvl3.SV3103.ZN-T,✓,2020-05-08T12:01:33.859Z UTC
@p:ubcv:r:240c2c17-335122c4 Michael Smith Rm 381 SAV-3-61 JCL-NAE39/FCB-02.FAC-012.SAV-3-61 EFFHTG-O,"",✓,"","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3002026,✓,"",JCL-NAE39/FCB-02.FAC-012.SAV-3-61 EFFHTG-O,"","","",✓,"",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","","",@p:ubcv:r:240b3246-1c16fbbc Michael Smith Rm 381 SAV-3-61,"","","","",@p:ubcv:r:228ca8a1-9f282015 Michael Smith Floor 3,"","",✓,"",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",62540,2019-02-28T09:50:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:46:25.542-07:00 Los_Angeles,"","","","","","","","","","","",Zone Effective Heating Cmd,"","",AV3001801,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:257ac534-92dcb1f5 Michael Smith Rm 381,"","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","",@p:ubcv:r:23e65d3e-64c011d8 .+(\.|-| )EFFHTG-O,"","",JCL-NAE39/FCB-02.FAC-012.SAV-3-61 EFFHTG-O.Trend1,Los_Angeles,%,"","","","","","","","",0830.AHU-01.ZN-377.SAV-3-61.EFFHTG-O,✓,2020-04-09T19:02:08.301Z UTC
@p:ubcv:r:24edab6a-87a6ca61 Michael Smith Unsorted Points JCL-NAE50/Schedule.Level 3 VAV boxes.Level 3 VAV box schedule,"","","","",@p:ubcv:r:21e6bb0d-38120850 MSL (NAE-50),SCH3019049,"",✓,"",JCL-NAE50/Schedule.Level 3 VAV boxes.Level 3 VAV box schedule,"","","","","",@p:ubcv:r:21e6bb0d-38120850 MSL (NAE-50),"","","",unknown,"","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:228cc75f-bfc8e6a9 Michael Smith Unsorted Points,"","","","",@p:ubcv:r:228cc355-20fdff17 Michael Smith Unsorted Points,"","","","",✓,"","","",2019-08-21T08:45:00-07:00 Los_Angeles,"","","",182,2019-08-19T12:26:00-07:00 Los_Angeles,"","","","",✓,"",Number,"","","","","","","","","","","","",Scheduled Occupancy,"","","","","","","","","",✓,"","","","","","","","","","","","","","","",✓,"","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","",@p:ubcv:r:24ede125-239d50ec .+(S|s)chedule(.+)?,"","","",Los_Angeles,°C,"","","","","","","","","","",2020-05-08T12:01:33.864Z UTC
