id,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,bridgeName,chilled,cmd,co2,connRef,cooling,coolingTower,count,covTest,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,domestic,dupOld,effective,elec,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,filter,flow,gas,groupRef,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,kind,lastSynced,lastTagged,leaving,low,lowLim,mixed,mode,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,orchSchedMV,outside,point,pointType,power,preFilter,pressur,pressure,pump,quantityID,return,run,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,sqlSource,tagTableRef,temp,temporary,tlName,toTag,tz,unit,utilityPoint,valve,volume,water,wifi,wifiId,zachName,zone,mod
@p:ubcv:r:263d6e8f-fd6714b3 Orchard Commons Unsorted Points JCL-NAE53/BACnet IP1.Device-401111.Accumulator-0.Trend1,"","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"",TL3015559,"","",JCL-NAE53/BACnet IP1.Device-401111.Accumulator-0.Trend1,"","","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","","","folio::HisConfigErr: Missing 'kind' tag [@p:ubcv:r:263d6e8f-fd6714b3 ""Orchard Commons Unsorted Points JCL-NAE53/BACnet IP1.Device-401111.Accumulator-0.Trend1""]","","","","",fault,"","","",✓,"",2020-05-12T15:01:44.72-07:00 Los_Angeles,"","","","","","",JCL-NAE53/BACnet IP1.Device-401111.Accumulator-0.Trend1,"","","","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE53/BACnet IP1.Device-401111.Accumulator-0.Trend1,✓,Los_Angeles,"","","","","","","","","",2020-05-01T11:12:54.297Z UTC
@p:ubcv:r:238b4bab-2d8f54fe Orchard Commons Unsorted Points JCL-NAE54/FCB-02.VMA-033.DPR-O,✓,"","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3007854,"",✓,JCL-NAE54/FCB-02.VMA-033.DPR-O,"","",✓,"",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","",✓,"","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",50529,2018-11-23T03:45:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:26.123-07:00 Los_Angeles,2018-12-07T09:45:31.722-08:00 Los_Angeles,"","","","","",Discharge Air Damper Cmd,"",AO3006016,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","",@p:ubcv:r:23e65d3d-13728f49 .+(\.|-| )DPR(\d)?-(C|O),"","",JCL-NAE54/FCB-02.VMA-033.DPR-O.Trend1,"",Los_Angeles,%,"","","","","","",VAV-307.DPR-O,"",2020-04-14T16:50:02.886Z UTC
@p:ubcv:r:238b4bf1-a60ee299 Orchard Commons Unsorted Points JCL-NAE53/Programming.M&V Monitor.Variables.MV_orch_HP01_heat_rej__EMN03_kwh,"","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"",TL3010600,"",✓,JCL-NAE53/Programming.M&V Monitor.Variables.MV_orch_HP01_heat_rej__EMN03_kwh,"","","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:00:00-07:00 Los_Angeles,"","","",12976,2018-11-18T16:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:51:08.272-07:00 Los_Angeles,2018-11-25T13:45:23.544-08:00 Los_Angeles,"","","","","",JCL-NAE53/Programming.M&V Monitor.Variables.MV_orch_HP01_heat_rej__EMN03_kwh,✓,AV3010599,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE53/Programming.M&V Monitor.Variables.MV_orch_HP01_heat_rej__EMN03_kwh.Trend1,"",Los_Angeles,kWh,"","","","","","",MV_orch_HP01_heat_rej_EMN03_kwh,"",2020-05-01T11:12:54.104Z UTC
@p:ubcv:r:238b4bf0-d17cdb2a Orchard Commons Unsorted Points JCL-NAE53/FCB-01.VND-046.Supply Temperature,"","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"",TL3004349,"",✓,JCL-NAE53/FCB-01.VND-046.Supply Temperature,"","","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",50516,2018-11-23T03:45:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:51:08.531-07:00 Los_Angeles,2018-11-25T13:45:23.635-08:00 Los_Angeles,"","","","","",JCL-NAE53/FCB-01.VND-046.Supply Temperature,✓,AI3003407,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE53/FCB-01.VND-046.Supply Temperature.Trend1,"",Los_Angeles,°C,"","","","","","","Energy Meter DHW HX-6,7.Supply Temperature","",2020-05-01T11:12:53.689Z UTC
@p:ubcv:r:238b4baa-894e8f63 Orchard Commons Unsorted Points JCL-NAE54/FCB-01.FEC-043.CLG-O,"","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3007187,"",✓,JCL-NAE54/FCB-01.FEC-043.CLG-O,"",✓,✓,"",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),✓,"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",50529,2018-11-23T03:45:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:26.127-07:00 Los_Angeles,2018-12-07T09:45:30.887-08:00 Los_Angeles,"","","","","",Cooling Valve Cmd,"",AV3005432,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","",@p:ubcv:r:23e65d3d-51bf01a3 .+(\.|-| )CLG-(O|VLV),"","",JCL-NAE54/FCB-01.FEC-043.CLG-O.Trend1,"",Los_Angeles,%,"",✓,"",✓,"","",FC-403.CLG-DMD,"",2020-04-09T19:02:16.532Z UTC
@p:ubcv:r:238b4baa-4116673b Orchard Commons Unsorted Points JCL-NAE54/FCB-01.FEC-008.SF-S,✓,"","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3006576,"",✓,JCL-NAE54/FCB-01.FEC-008.SF-S,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","Off,On","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"",✓,"","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-04-14T13:40:52-07:00 Los_Angeles,"","","",2628,2018-11-21T20:00:10-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T15:46:24.883-07:00 Los_Angeles,2018-12-07T09:45:31.895-08:00 Los_Angeles,"","","","","",Discharge Fan Run Status,"",BI3004901,"","","","","","",✓,"","","","","","","","",✓,"",✓,@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","",@p:ubcv:r:23e65d3d-fc9f50e0 .+(\.|-| )SF(\d+)?-S(.Trend\d)?,"","",JCL-NAE54/FCB-01.FEC-008.SF-S.Trend1,"",Los_Angeles,"","","","","","","",FC-105.SF-S,"",2020-04-08T18:50:34.482Z UTC
@p:ubcv:r:25c6d5f1-17790a24 Orchard Commons AHU-03 JCL-NAE54/FCB-01.FEC-031.HTG-C,"","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3006956,"","",JCL-NAE54/FCB-01.FEC-031.HTG-C,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Off,On","",@p:ubcv:r:2332984f-de0a33ac Orchard Commons AHU-03,"","","","","",@p:ubcv:r:2332976f-64c26d05 Orchard Commons Air Systems,"","",✓,"","","",2020-05-04T11:14:39-07:00 Los_Angeles,"","","",648,2020-01-30T17:13:06-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T15:46:26.133-07:00 Los_Angeles,"","","","","","",JCL-NAE54/FCB-01.FEC-031.HTG-C,✓,BO3005233,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE54/FCB-01.FEC-031.HTG-C.Trend1,"",Los_Angeles,"","","","","","","","","",2020-04-08T18:50:16.428Z UTC
@p:ubcv:r:238b4bf1-8e73b344 Orchard Commons Unsorted Points P01 JCL-NAE53/FCB-01.FEC-021.P01-S,"","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"",TL3004792,"",✓,JCL-NAE53/FCB-01.FEC-021.P01-S,"","","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"","","","","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","","Off,On",P01,@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-04-14T13:50:09-07:00 Los_Angeles,"","","",51,2018-11-19T02:36:16-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T15:51:07.928-07:00 Los_Angeles,2018-12-07T09:45:30.984-08:00 Los_Angeles,"","","","","",Run Status,"",BI3003172,"","","","","","",✓,"","","","","",✓,"","",✓,"",✓,@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","",@p:ubcv:r:23e65d3d-742086c0 .+(\.|-|_)P\d+-(FS-)?S,"","",JCL-NAE53/FCB-01.FEC-021.P01-S.Trend1,"",Los_Angeles,"","","","","","","",HW-CHW.P01-S,"",2020-05-12T11:03:27.714Z UTC
@p:ubcv:r:22fe3fc3-bb34396d Orchard Commons Unsorted Points JCL-NAE53/FCB-02.FEC-039.EFFCLG-SP,✓,"","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"",TL3004660,"",✓,JCL-NAE53/FCB-02.FEC-039.EFFCLG-SP,"","","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),✓,"","","","","","","","","","","",$equipRef $bmsName,"","","",✓,"","","","","","",@p:ubcv:r:22fe3fc3-ff997264 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22fe3fc3-6cd24fc4 Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T11:30:02-07:00 Los_Angeles,"","","",884,2018-08-24T13:28:12-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:51:08.18-07:00 Los_Angeles,2018-12-07T09:45:29.959-08:00 Los_Angeles,"","","","","",Zone Temp Effective Cooling Sp,"",AV3003668,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"",✓,"","","","",@p:ubcv:r:240c1e06-1955c0a3 .+(\.|-| )(EFF|ACT)CLG-?SP,✓,"",JCL-NAE53/FCB-02.FEC-039.EFFCLG-SP.Trend1,"",Los_Angeles,°C,"","","","","","",FC-228.EFFCLG-SP,✓,2020-05-01T11:12:54.064Z UTC
@p:ubcv:r:238b4bac-0417eed8 Orchard Commons Unsorted Points JCL-NAE54/FCB-01.VND-053.AI-14,"","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3008409,"",✓,JCL-NAE54/FCB-01.VND-053.AI-14,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",50529,2018-11-23T03:45:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:26.135-07:00 Los_Angeles,2018-11-25T13:45:23.42-08:00 Los_Angeles,"","","","","",JCL-NAE54/FCB-01.VND-053.AI-14,✓,AI3006370,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE54/FCB-01.VND-053.AI-14.Trend1,"",Los_Angeles,inH₂O,"","","","","","",HRV-6.OUTSIDE_FILTER_DIF_PRES_SFP,"",2020-04-09T19:02:16.535Z UTC
@p:ubcv:r:22fe3fc3-a11bba05 Orchard Commons Unsorted Points JCL-NAE53/FCB-01.FEC-020.HP1-SP,"","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"",TL3004071,"",✓,JCL-NAE53/FCB-01.FEC-020.HP1-SP,"","","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22fe3fc3-ff997264 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22fe3fc3-6cd24fc4 Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",60702,2018-08-08T05:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:51:08.534-07:00 Los_Angeles,2018-08-12T08:44:57.186-07:00 Los_Angeles,"","","","","",JCL-NAE53/FCB-01.FEC-020.HP1-SP,✓,AO3003167,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE53/FCB-01.FEC-020.HP1-SP.Trend1,"",Los_Angeles,°C,"","","","","","",HP-1.HP1-SP,"",2020-05-01T11:12:53.784Z UTC
@p:ubcv:r:238b4baa-29348703 Orchard Commons Unsorted Points JCL-NAE54/FCB-01.FEC-008.OAD-O,✓,"","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3006590,"",✓,JCL-NAE54/FCB-01.FEC-008.OAD-O,"","",✓,"",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","",✓,"","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",76166,2018-11-22T15:50:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:26.14-07:00 Los_Angeles,2018-12-07T09:45:31.889-08:00 Los_Angeles,"","","","","",Outside Air Damper Cmd,"",AO3004908,"","","","","",✓,✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","",@p:ubcv:r:23e65d3d-0cd986e0 .+(\.|-| )OAD-O,"","",JCL-NAE54/FCB-01.FEC-008.OAD-O.Trend1,"",Los_Angeles,%,"","","","","","",FC-105.OAD-O,"",2020-04-14T16:50:02.893Z UTC
@p:ubcv:r:22fe3ff1-e74d585c Orchard Commons Unsorted Points JCL-NAE54/FCB-01.FEC-005.EFFHTG-SP,✓,"","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3006517,"",✓,JCL-NAE54/FCB-01.FEC-005.EFFHTG-SP,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","",✓,"","","","","","",@p:ubcv:r:22fe3fc3-ff997264 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22fe3fc3-6cd24fc4 Orchard Commons Unsorted Points,✓,"",✓,"","","",2020-05-12T11:30:03-07:00 Los_Angeles,"","","",29576,2018-08-03T23:00:07-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:26.142-07:00 Los_Angeles,2018-12-07T09:45:30.163-08:00 Los_Angeles,"","","","","",Zone Temp Effective Heating Sp,"",AV3004849,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"",✓,"","","","",@p:ubcv:r:2538b55e-15822785 .+(\.|-| )(EFF|ACT)HTG-?SP,✓,"",JCL-NAE54/FCB-01.FEC-005.EFFHTG-SP.Trend1,"",Los_Angeles,°C,"","","","","","",FC-102.EFFHTG-SP,✓,2020-04-09T19:02:16.538Z UTC
@p:ubcv:r:238b4bab-738dbdfd Orchard Commons Unsorted Points JCL-NAE54/FCB-02.FEC-035.HTG-O,"","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3007893,"",✓,JCL-NAE54/FCB-02.FEC-035.HTG-O,"","",✓,"",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,✓,"",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",50529,2018-11-23T03:45:00-08:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T15:46:26.144-07:00 Los_Angeles,2018-12-07T09:45:31.912-08:00 Los_Angeles,"","","","","",Heating Valve Cmd,"",AV3006052,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"","",JCL-NAE54/FCB-02.FEC-035.HTG-O.Trend1,"",Los_Angeles,%,"",✓,"",✓,"","",FC-406.HTG-DMD,"",2020-04-09T19:02:16.539Z UTC
@p:ubcv:r:22fe3ff2-572de3e5 Orchard Commons Unsorted Points JCL-NAE54/FCB-02.VMA-033.ZNT-SP,✓,"","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3007861,"",✓,JCL-NAE54/FCB-02.VMA-033.ZNT-SP,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","",✓,"","","","","","",@p:ubcv:r:22fe3fc3-ff997264 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22fe3fc3-6cd24fc4 Orchard Commons Unsorted Points,"","",✓,"","","",2020-04-14T13:40:52-07:00 Los_Angeles,"","","",16,2018-09-14T09:03:26-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:24.886-07:00 Los_Angeles,2018-12-07T09:45:30.153-08:00 Los_Angeles,"","","","","",Zone Temp Effective Sp,"",AV3006025,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"",✓,"","","","",@p:ubcv:r:23e65d3e-1fede0fa .+(\.|-| )ZNT-SP,✓,"",JCL-NAE54/FCB-02.VMA-033.ZNT-SP.Trend1,"",Los_Angeles,°C,"","","","","","",VAV-307.ZNT-SP,✓,2020-04-09T19:02:16.54Z UTC
@p:ubcv:r:238b4b67-a1982a54 Orchard Commons Unsorted Points JCL-NAE55/FCB-01.VND-057.Motor Voltage,"","","",@p:ubcv:r:21e6bcc5-271b8264 OCOM (NAE-55),"",TL3004010,"",✓,JCL-NAE55/FCB-01.VND-057.Motor Voltage,"","","","",@p:ubcv:r:21e6bcc5-271b8264 OCOM (NAE-55),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",25319,2018-11-22T16:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:47:41.9-07:00 Los_Angeles,2018-11-25T13:45:23.74-08:00 Los_Angeles,"","","","","",JCL-NAE55/FCB-01.VND-057.Motor Voltage,✓,AV3003278,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE55/FCB-01.VND-057.Motor Voltage.Trend1,"",Los_Angeles,V,"","","","","","",P-35 Integration.Motor Voltage,"",2020-04-09T19:02:17.346Z UTC
