id,bacnetConnRef,bacnetCur,bacnetPoint,connRef,cur,curConvert,curStatus,curVal,delta,deltaTempPoint,disMacro,elec,energy,entering,equipRef,flow,groupRef,his,hisCollectCov,hisCollectInterval,hisEnd,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,leaving,navName,opcConnRef,opcCur,opcPoint,point,power,quantityID,sensor,siteRef,sourceID,sqlConnRef,sqlPoint,temp,tz,unit,utilityPoint,water,mod
@p:ubcv:r:2388a048-e69328c8 Freddy Wood Theatre HW Main Meter Water Delta Temp,"","","","","","","","",✓,✓,$equipRef $navName,"","","",@p:ubcv:r:21e0298e-4bbf14d0 Freddy Wood Theatre HW Main Meter,"",@p:ubcv:r:21e0298e-84050746 Freddy Wood Theatre Utilities,✓,"","","",deltaTemp,consumption,"","","","","",Number,"",Water Delta Temp,"","","",✓,"","","",@p:ubcv:r:21e0298e-95e154b0 Freddy Wood Theatre,"","","",✓,Los_Angeles,°C,✓,✓,2020-04-28T00:03:36.189Z UTC
@p:ubcv:r:21e0298e-05b36cfc Freddy Wood Theatre HW Main Meter Energy,@p:ubcv:r:21cacd22-bbe24139 FRWO DES Meter,AI1,✓,@p:ubcv:r:21cacd22-bbe24139 FRWO DES Meter,✓,MWh => kWh,ok,2125134.033203125kWh,"","",$equipRef $navName,"",✓,"",@p:ubcv:r:21e0298e-4bbf14d0 Freddy Wood Theatre HW Main Meter,"",@p:ubcv:r:21e0298e-84050746 Freddy Wood Theatre Utilities,✓,"",15min,2020-05-12T14:45:00-07:00 Los_Angeles,"",consumption,137069,2016-05-05T11:15:00-07:00 Los_Angeles,ok,✓,✓,Number,"",Energy,"","","",✓,"",10364,✓,@p:ubcv:r:21e0298e-95e154b0 Freddy Wood Theatre,520,@p:ubcv:r:23060489-d61f5459 ION DB,✓,"",Los_Angeles,kWh,✓,✓,2020-04-28T00:03:36.19Z UTC
@p:ubcv:r:21e0298e-6ef92415 Freddy Wood Theatre HW Main Meter Leaving Water Temp,@p:ubcv:r:21cacd22-bbe24139 FRWO DES Meter,AI10,✓,@p:ubcv:r:21cacd22-bbe24139 FRWO DES Meter,✓,"",ok,37.62999725341797°C,"","",$equipRef $navName,"","","",@p:ubcv:r:21e0298e-4bbf14d0 Freddy Wood Theatre HW Main Meter,"",@p:ubcv:r:21e0298e-84050746 Freddy Wood Theatre Utilities,✓,0.5°C,10min,2020-05-12T14:45:16-07:00 Los_Angeles,"",consumption,235377,2018-01-03T16:20:00-08:00 Los_Angeles,ok,"",✓,Number,✓,Leaving Water Temp,"","","",✓,"","",✓,@p:ubcv:r:21e0298e-95e154b0 Freddy Wood Theatre,"","","",✓,Los_Angeles,°C,✓,✓,2020-04-28T00:03:36.191Z UTC
@p:ubcv:r:21e0298e-d4e3ad06 Freddy Wood Theatre HW Main Meter Entering Water Temp,@p:ubcv:r:21cacd22-bbe24139 FRWO DES Meter,AI9,✓,@p:ubcv:r:21cacd22-bbe24139 FRWO DES Meter,✓,"",ok,59.06999969482422°C,"","",$equipRef $navName,"","",✓,@p:ubcv:r:21e0298e-4bbf14d0 Freddy Wood Theatre HW Main Meter,"",@p:ubcv:r:21e0298e-84050746 Freddy Wood Theatre Utilities,✓,0.5°C,10min,2020-05-12T14:45:16-07:00 Los_Angeles,"",consumption,233935,2018-01-03T16:20:00-08:00 Los_Angeles,ok,"",✓,Number,"",Entering Water Temp,"","","",✓,"","",✓,@p:ubcv:r:21e0298e-95e154b0 Freddy Wood Theatre,"","","",✓,Los_Angeles,°C,✓,✓,2020-04-28T00:03:36.192Z UTC
@p:ubcv:r:263b769f-54b764a2 Freddy Wood Theatre Elec Main Meter Power,"","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,✓,"",ok,7.580061435699463kW,"","",$equipRef $navName,✓,"","",@p:ubcv:r:21e0298e-a1435765 Freddy Wood Theatre Elec Main Meter,"",@p:ubcv:r:21e0298e-84050746 Freddy Wood Theatre Utilities,✓,5kW,15min,2020-05-12T14:46:15-07:00 Los_Angeles,"","",327175,2010-12-31T16:00:00-08:00 Los_Angeles,ok,"","",Number,"",Power,@p:ubcv:r:2549fd47-39d2c491 ION KepServer,ns=2;s=ION - Local.OPC DA.Buildings_Freddy_wood_376.Elec_Power,✓,✓,✓,116,✓,@p:ubcv:r:21e0298e-95e154b0 Freddy Wood Theatre,73,@p:ubcv:r:23060489-d61f5459 ION DB,✓,"",Los_Angeles,kW,✓,"",2020-05-12T08:00:09.806Z UTC
@p:ubcv:r:263b76a0-18a85d06 Freddy Wood Theatre Elec Main Meter Energy,"","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,✓,"",ok,2241700.5kWh,"","",$equipRef $navName,✓,✓,"",@p:ubcv:r:21e0298e-a1435765 Freddy Wood Theatre Elec Main Meter,"",@p:ubcv:r:21e0298e-84050746 Freddy Wood Theatre Utilities,✓,"",15min,2020-05-12T14:45:00-07:00 Los_Angeles,"",consumption,328389,2010-12-31T16:00:00-08:00 Los_Angeles,ok,✓,"",Number,"",Energy,@p:ubcv:r:2549fd47-39d2c491 ION KepServer,ns=2;s=ION - Local.OPC DA.Buildings_Freddy_wood_376.Elec_Energy,✓,✓,"",10393,✓,@p:ubcv:r:21e0298e-95e154b0 Freddy Wood Theatre,73,@p:ubcv:r:23060489-d61f5459 ION DB,✓,"",Los_Angeles,kWh,✓,"",2020-05-04T19:39:55.11Z UTC
@p:ubcv:r:21e0298e-1aca4029 Freddy Wood Theatre HW Main Meter Flow,@p:ubcv:r:21cacd22-bbe24139 FRWO DES Meter,AI4,✓,@p:ubcv:r:21cacd22-bbe24139 FRWO DES Meter,✓,L/h => L/s,ok,0L/s,"","",$equipRef $navName,"","","",@p:ubcv:r:21e0298e-4bbf14d0 Freddy Wood Theatre HW Main Meter,✓,@p:ubcv:r:21e0298e-84050746 Freddy Wood Theatre Utilities,✓,0.25L/s,10min,2020-05-12T14:40:00-07:00 Los_Angeles,"",consumption,182235,2018-01-03T16:20:00-08:00 Los_Angeles,ok,"",✓,Number,"",Flow,"","","",✓,"","",✓,@p:ubcv:r:21e0298e-95e154b0 Freddy Wood Theatre,"","","","",Los_Angeles,L/s,✓,✓,2020-04-28T00:03:36.193Z UTC
@p:ubcv:r:21e0298e-c542ba0b Freddy Wood Theatre HW Main Meter Power,@p:ubcv:r:21cacd22-bbe24139 FRWO DES Meter,AI5,✓,@p:ubcv:r:21cacd22-bbe24139 FRWO DES Meter,✓,"",ok,0kW,"","",$equipRef $navName,"","","",@p:ubcv:r:21e0298e-4bbf14d0 Freddy Wood Theatre HW Main Meter,"",@p:ubcv:r:21e0298e-84050746 Freddy Wood Theatre Utilities,✓,5kW,15min,2020-05-12T14:45:00-07:00 Los_Angeles,"","",316205,2016-05-05T15:45:00-07:00 Los_Angeles,ok,"",✓,Number,"",Power,"","","",✓,✓,"",✓,@p:ubcv:r:21e0298e-95e154b0 Freddy Wood Theatre,"","","","",Los_Angeles,kW,✓,✓,2020-05-12T08:00:09.807Z UTC
