id,air,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,bridgeName,chilled,chiller,cmd,co2,connRef,cooling,count,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,flow,groupRef,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,lastSynced,lastTagged,leaving,mixed,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,outside,point,pointType,power,pressure,primaryLoop,pump,quantityID,return,run,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,static,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,volume,water,wifi,wifiId,zone,mod
@p:ubcv:r:215fd034-a89879c9 Wesbrook Building HW Main Meter Energy,"",@p:ubcv:r:21cad77d-21faf6c9 WESB DES Meter,AI1,"",✓,"","","","","","",@p:ubcv:r:21cad77d-21faf6c9 WESB DES Meter,"","",✓,MWh => kWh,ok,3159500kWh,"","","",$equipRef $navName,"","","","",✓,"","","",@p:ubcv:r:215fd034-9c6d2d4b Wesbrook Building HW Main Meter,"","","","",@p:ubcv:r:21697fca-2c797ea8 Wesbrook Building Utilities,"",✓,"",15min,"",2020-05-13T09:00:00-07:00 Los_Angeles,"","",consumption,90825,2017-09-27T10:30:00-07:00 Los_Angeles,ok,✓,✓,Number,"","","","",Energy,"","","","","","","",✓,"","","","","",10364,"","",✓,@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,99,"","",@p:ubcv:r:23060489-d61f5459 ION DB,✓,"","","","",Los_Angeles,kWh,✓,"","",✓,"","","",2020-04-28T00:03:35.177Z UTC
@p:ubcv:r:25a26ac7-b66c80b6 Wesbrook Building Heating Plant 864_AHU_03_RAT,✓,@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL65,"",864_AHU_03_RAT,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:10:00-07:00 Los_Angeles,"","","",38023,2020-01-01T19:35:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:51.638-07:00 Los_Angeles,"","","",Return Air Temp,"",AI2204,"","","","","",✓,"","","","","","",✓,"",✓,@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:23e65d0f-3b2d274c .+_RAT(_TL)?,✓,864_AHU_03_RAT_POLL_TL,Los_Angeles,°C,"","","","","","","",2020-04-09T19:02:09.76Z UTC
@p:ubcv:r:25a26b40-e35f44fc Wesbrook Building Heating Plant 864_AHU_03_MAD,✓,@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL85,"",864_AHU_03_MAD,"","","",✓,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","",✓,"","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:51.653-07:00 Los_Angeles,"","",✓,Mixed Air Damper Cmd,"",AO2401,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:245cb36b-079a5e5e .+_MAD(_AV)?(_TL)?,"",864_AHU_03_MAD_POLL_TL,Los_Angeles,%,"","","","","","","",2020-04-09T19:02:09.762Z UTC
@p:ubcv:r:25a26824-83cd5bb2 Wesbrook Building Unsorted Points WB_AC_02_EF_S_BV,✓,@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"",TL102,"",WB_AC_02_EF_S_BV,"","","","","",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,✓,✓,"",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-04-09T15:39:53-07:00 Los_Angeles,"","","",149,2019-12-30T07:34:00-08:00 Los_Angeles,ok,"","",Bool,2020-05-13T09:06:42.939-07:00 Los_Angeles,"","","","Exhaust Fan Run ","",BV23,"","","","","",✓,"","","","","","","",✓,✓,@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:24413a2c-c7fd0c25 (.+_)?EF_?(\d+)?(_A_\d+)?_F?S(_.+)?(_TL)?,"",WB_AC_02_EF_S_BV_COV_TL,Los_Angeles,"","","","","","","","",2020-05-07T11:09:52.082Z UTC
@p:ubcv:r:25a26b40-6a2c48f8 Wesbrook Building Heating Plant 864_AHU_03_VFD_RUN_STATUS,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL104,"",864_AHU_03_VFD_RUN_STATUS,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:15:00-08:00 Los_Angeles,ok,"","",Bool,2020-05-13T09:12:51.72-07:00 Los_Angeles,"","","",864_AHU_03_VFD_RUN_STATUS,✓,BI2401,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",864_AHU_03_VFD_RUN_STATUS_POLL_TL,Los_Angeles,"","","","","","","","",2020-04-08T18:49:21.61Z UTC
@p:ubcv:r:25a26ac7-332b6e46 Wesbrook Building Heating Plant 864_AHU_05_VFD_FBK,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL71,"",864_AHU_05_VFD_FBK,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:51.738-07:00 Los_Angeles,"","","",864_AHU_05_VFD_FBK,✓,AI2503,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",864_AHU_05_VFD_FBK_POLL_TL,Los_Angeles,%,"","","","","","","",2020-04-09T19:02:09.767Z UTC
@p:ubcv:r:25a265c3-21ae2719 Wesbrook Building Unsorted Points WB_AHU_02_VFD_ALARM,"",@p:ubcv:r:25a254b0-0406a172 WESB WB_AHU_02_MR400_CP540200 (540200),"",TL20,"",WB_AHU_02_VFD_ALARM,"","","","","",@p:ubcv:r:25a254b0-0406a172 WESB WB_AHU_02_MR400_CP540200 (540200),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-04-09T15:38:55-07:00 Los_Angeles,"","","",4,2020-01-08T08:02:27-08:00 Los_Angeles,ok,"","",Bool,2020-05-13T09:06:42.953-07:00 Los_Angeles,"","","",WB_AHU_02_VFD_ALARM,✓,BI1301,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",WB_AHU_02_VFD_ALARM_COV_TL,Los_Angeles,"","","","","","","","",2020-05-07T11:08:44.198Z UTC
@p:ubcv:r:25a265c3-6d95d1e0 Wesbrook Building Unsorted Points WB_AHU_02_VFD_SPD_FBK,"",@p:ubcv:r:25a254b0-0406a172 WESB WB_AHU_02_MR400_CP540200 (540200),"",TL28,"",WB_AHU_02_VFD_SPD_FBK,"","","","","",@p:ubcv:r:25a254b0-0406a172 WESB WB_AHU_02_MR400_CP540200 (540200),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:00:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:06:43.073-07:00 Los_Angeles,"","","",WB_AHU_02_VFD_SPD_FBK,✓,AI1302,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",WB_AHU_02_VFD_SPD_FBK_POLL_TL,Los_Angeles,%,"","","","","","","",2020-05-07T11:08:44.203Z UTC
@p:ubcv:r:25a26ac7-876b0ed2 Wesbrook Building Heating Plant 864_DHX1_LOAD_LWT,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL28,"",864_DHX1_LOAD_LWT,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:10:00-07:00 Los_Angeles,"","","",38023,2020-01-01T19:35:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:51.746-07:00 Los_Angeles,"","","",864_DHX1_LOAD_LWT,✓,AI1103,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",864_DHX1_LOAD_LWT_POLL_TL,Los_Angeles,°C,"","","","","","","",2020-04-09T19:02:09.768Z UTC
@p:ubcv:r:25a26b40-cbbac221 Wesbrook Building Heating Plant FORECAST_MONDAY_HIGH_OAT,✓,@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL159,"",FORECAST_MONDAY_HIGH_OAT,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T06:00:00-07:00 Los_Angeles,"","","",541,2019-12-29T18:00:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:51.75-07:00 Los_Angeles,"","","",Outside Air Temp,"",AV433,"","","","",✓,✓,"","","","","","","","",✓,@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:23e65d0f-fb64145f .+_OAT(\d)?(_AV)?(_TL)?,✓,FORECAST_MONDAY_HIGH_OAT_POLL_TL,Los_Angeles,°C,"","","","","","","",2020-04-09T19:02:09.769Z UTC
@p:ubcv:r:25a26824-a111085e Wesbrook Building Unsorted Points WB_CHIL_CH1_AVG_VLV_MUX,"",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"",TL105,"",WB_CHIL_CH1_AVG_VLV_MUX,"","","","","",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12908,2019-12-30T09:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:06:49.805-07:00 Los_Angeles,"","","",WB_CHIL_CH1_AVG_VLV_MUX,✓,AV385,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",WB_CHIL_CH1_AVG_VLV_MUX_POLL_TL,Los_Angeles,%,"","","","","","","",2020-05-07T11:09:52.119Z UTC
@p:ubcv:r:25a26824-9cb35e25 Wesbrook Building Unsorted Points P1 WB_HWS_REHEAT_P1_C,"",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"",TL33,"",WB_HWS_REHEAT_P1_C,"","","",✓,"",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","OFF,ON",P1,@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-04-09T15:39:04-07:00 Los_Angeles,"","","",154,2019-12-30T07:33:05-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-13T09:06:43.223-07:00 Los_Angeles,"","","",Run Cmd,"",BO2301,"","","","","",✓,"","","","",✓,"","",✓,"",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:244ba6df-17358a53 .+_PC?H?\d+[A-Z]?_P?C(_\d+)?(_TL)?,"",WB_HWS_REHEAT_P1_C_COV_TL,Los_Angeles,"","","","",✓,"","","",2020-05-13T11:00:59.049Z UTC
@p:ubcv:r:25a26b40-2a10dcad Wesbrook Building Heating Plant 864_AHU_01_VFD_SPD,✓,@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL83,"",864_AHU_01_VFD_SPD,"","","",✓,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"",✓,"",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:51.759-07:00 Los_Angeles,"","","",Discharge Fan Speed Cmd,"",AO2301,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","",✓,"","","",@p:ubcv:r:23ee3f1c-84aea70e .+_AHU_.+_VFD_SPD(_AV)?(_TL)?,"",864_AHU_01_VFD_SPD_POLL_TL,Los_Angeles,%,"","","","","","","",2020-04-09T19:02:09.77Z UTC
@p:ubcv:r:25a26824-e93fe4f6 Wesbrook Building Unsorted Points WB_AC_02_RAD,✓,@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"",TL80,"",WB_AC_02_RAD,"","","",✓,"",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"","","","","","",✓,"","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:06:49.905-07:00 Los_Angeles,"","","",Return Air Damper Cmd,"",AO1503,"","","","","",✓,"","","","","","",✓,"","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:23e65d0f-a354a86b .+_RAD(_TL)?,"",WB_AC_02_RAD_POLL_TL,Los_Angeles,%,"","","","","","","",2020-05-07T11:09:52.141Z UTC
@p:ubcv:r:25a26ac7-35f86347 Wesbrook Building Heating Plant 864_AHU_04_RHC_12B_SAT,✓,@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL198,"",864_AHU_04_RHC_12B_SAT,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12908,2019-12-30T09:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:51.766-07:00 Los_Angeles,"","","",Discharge Air Temp,"",AI3401,"","","","","",✓,"","","","","","","","",✓,@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:24c508d8-1a2e5947 .+_SAT(_MUX)?(_TL)?,✓,864_AHU_04_RHC_12B_SAT_TL,Los_Angeles,°C,"","","","","","","",2020-04-09T19:02:09.771Z UTC
@p:ubcv:r:25a265c3-edff12b4 Wesbrook Building Unsorted Points WB_AHU_02_VFD_C,"",@p:ubcv:r:25a254b0-0406a172 WESB WB_AHU_02_MR400_CP540200 (540200),"",TL21,"",WB_AHU_02_VFD_C,"","","","","",@p:ubcv:r:25a254b0-0406a172 WESB WB_AHU_02_MR400_CP540200 (540200),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",192,2019-12-31T04:37:03-08:00 Los_Angeles,ok,"","",Bool,2020-05-13T09:06:43.329-07:00 Los_Angeles,"","","",WB_AHU_02_VFD_C,✓,BO1101,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",WB_AHU_02_VFD_C_COV_TL,Los_Angeles,"","","","","","","","",2020-05-07T11:08:44.213Z UTC
@p:ubcv:r:25a26ac7-1143405e Wesbrook Building Heating Plant 864_AHU_05_RM111_RT,✓,@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL56,"",864_AHU_05_RM111_RT,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:51.802-07:00 Los_Angeles,"","","",Zone Temp,"",AI1707,"","","","","",✓,"","","","","","","","",✓,@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,864_AHU_05_RM111_RT_POLL_TL,Los_Angeles,°C,"","","","","","",✓,2020-04-09T19:02:09.775Z UTC
@p:ubcv:r:25a26b40-6b4a1415 Wesbrook Building Heating Plant 864_AHU_04_DX_ID1_OD1_CLG,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL203,"",864_AHU_04_DX_ID1_OD1_CLG,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-12T10:59:22-07:00 Los_Angeles,"","","",555,2019-11-15T13:15:30-08:00 Los_Angeles,ok,"","",Bool,2020-05-13T09:12:51.9-07:00 Los_Angeles,"","","",864_AHU_04_DX_ID1_OD1_CLG,✓,BO3101,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",864_AHU_04_ID1_OD1_CLG_TL,Los_Angeles,"","","","","","","","",2020-04-08T18:48:58.55Z UTC
@p:ubcv:r:25a26b40-c0ca3d58 Wesbrook Building HX-1 864_HX1_HWS_HWST,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL33,"",864_HX1_HWS_HWST,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:2634b966-c64cc42e Wesbrook Building HX-1,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:10:00-07:00 Los_Angeles,"","","",38023,2020-01-01T19:35:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-13T09:12:51.914-07:00 Los_Angeles,"",✓,"",Leaving Hot Water Temp,"",AI1301,"","","","","",✓,"","","","","","","","",✓,@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:23e65d0e-90aebcb3 .+_HWST(_AV)?(_\d+)?(_TL)?,✓,864_HX1_HWS_HWST_POLL_TL,Los_Angeles,°C,"","","",✓,"","","",2020-04-23T20:50:35.608Z UTC
@p:ubcv:r:25a265c3-b33a5712 Wesbrook Building Unsorted Points WB_AHU_02_SAT_SP,✓,@p:ubcv:r:25a254b0-0406a172 WESB WB_AHU_02_MR400_CP540200 (540200),"",TL2,"",WB_AHU_02_SAT_SP,"","","","","",@p:ubcv:r:25a254b0-0406a172 WESB WB_AHU_02_MR400_CP540200 (540200),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:00:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:06:43.602-07:00 Los_Angeles,"","","",Discharge Air Temp Sp,"",AV13,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"",✓,"","","","",@p:ubcv:r:23e65d0e-055565a9 .+_SAT(_RHCV)?_SP(_AV)?(_TL)?,✓,WB_AHU_02_SAT_SP_TL,Los_Angeles,°C,"","","","","","","",2020-05-07T11:08:44.229Z UTC
@p:ubcv:r:25a265c3-cb6be401 Wesbrook Building Unsorted Points WB_AHU_02_VFD_SPD,✓,@p:ubcv:r:25a254b0-0406a172 WESB WB_AHU_02_MR400_CP540200 (540200),"",TL7,"",WB_AHU_02_VFD_SPD,"","","",✓,"",@p:ubcv:r:25a254b0-0406a172 WESB WB_AHU_02_MR400_CP540200 (540200),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"",✓,"",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12908,2019-12-30T09:00:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:06:43.707-07:00 Los_Angeles,"","","",Discharge Fan Speed Cmd,"",AO1201,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","",✓,"","","",@p:ubcv:r:23ee3f1c-84aea70e .+_AHU_.+_VFD_SPD(_AV)?(_TL)?,"",WB_AHU_02_VFD_SPD_TL,Los_Angeles,%,"","","","","","","",2020-05-07T11:08:44.235Z UTC
@p:ubcv:r:25a26b40-069b3525 Wesbrook Building Heating Plant WB_AHU_03_DSP_SP,✓,@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL151,"",WB_AHU_03_DSP_SP,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12908,2019-12-30T09:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:51.931-07:00 Los_Angeles,"","","",Discharge Air Pressure Sp,"",AV251,"","","","","",✓,"","",✓,"","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"",✓,"","","",✓,@p:ubcv:r:23e65d0e-1a43991e (.+_)?AHU_?(\d+)?\w?(_\d+)?_DSP_SP(_AV)?(_TL)?,"",WB_AHU_03_DSP_SP_TL,Los_Angeles,Pa,"","","","","","","",2020-04-09T19:02:09.779Z UTC
@p:ubcv:r:25a26ac7-18a0c6d6 Wesbrook Building Heating Plant 864_AHU_04_RM160_LOBBY_RT,✓,@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL55,"",864_AHU_04_RM160_LOBBY_RT,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:51.939-07:00 Los_Angeles,"","","",Zone Temp,"",AI1706,"","","","","",✓,"","","","","","","","",✓,@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,864_AHU_04_RM160_LOBBY_RT_POLL_TL,Los_Angeles,°C,"","","","","","",✓,2020-04-09T19:02:09.78Z UTC
