id,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,chilled,cmd,connRef,cooling,coolingTower,cur,curStatus,curVal,damper,delta,differential,disMacro,discharge,domestic,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,filter,flow,groupRef,heatRecovery,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,kind,lastSynced,leaving,low,lowLim,mixed,mode,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,outside,perimeterHeat,point,pointType,power,preFilter,preheat,pressure,pump,quantityID,return,run,runtime,scheduleOcc,scheduled,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,volume,water,zachName,zone,mod
@p:ubcv:r:25a650df-b01c91dc Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.FAC-006.DAP-SP,✓,"",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3001762,"",JCL-NAE36/FCB-01.FAC-006.DAP-SP,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",17813,2020-01-05T12:20:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:29:02.524-07:00 Los_Angeles,"","","","","",Discharge Air Pressure Sp,"",AV3000537,"","","","","","",✓,"","","","",✓,"","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"",✓,"","","",@p:ubcv:r:23e65d3d-da2cf34c .+(\.|-| )DAP-SP,"",JCL-NAE36/FCB-01.FAC-006.DAP-SP.Trend1,Los_Angeles,Pa,"","","","",7320.AHU-03.DAP-SP,"",2020-04-09T19:02:08.132Z UTC
@p:ubcv:r:25a650df-a062ccef Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.FAC-004.LT-A,"",✓,@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3001890,"",JCL-NAE36/FCB-01.FAC-004.LT-A,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,"","","","","","","","Normal,Alarm","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",17798,2020-01-05T12:20:00-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:29:02.538-07:00 Los_Angeles,"",✓,"","","",Low Temp Alarm,"",BI3000612,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","",@p:ubcv:r:24f02881-3b6e10f7 .+(\.|-| |_)LT-A(LM)?,✓,JCL-NAE36/FCB-01.FAC-004.LT-A.Trend1,Los_Angeles,"","","","","",7320.AHU-01.LT-A,"",2020-04-08T18:55:24.969Z UTC
@p:ubcv:r:24662664-2e54de8c Coal & Mineral Unsorted Points JCL-NAE34/FCB-01.VMA-010.HTG-O,"","",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"",TL3003104,✓,JCL-NAE34/FCB-01.VMA-010.HTG-O,"",✓,@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"",✓,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",17418,2019-05-07T17:00:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:27:07.608-07:00 Los_Angeles,"","","","","",Heating Valve Cmd,"",AO3003103,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"",JCL-NAE34/FCB-01.VMA-010.HTG-O.Trend1,Los_Angeles,%,"",✓,"",✓,1840.HRV-03.VAV-3-002.HTG-O,"",2020-04-09T19:02:07.859Z UTC
@p:ubcv:r:25547e48-d9f51356 Coal & Mineral Unsorted Points P5 JCL-NAE33/FCB.33A-FEC005.P5-S,"","",@p:ubcv:r:255470d4-f181f989 MINL (NAE-33),"",TL3000110,✓,JCL-NAE33/FCB.33A-FEC005.P5-S,"","",@p:ubcv:r:255470d4-f181f989 MINL (NAE-33),"","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","Off,On",P5,@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T06:00:01-07:00 Los_Angeles,"","",284,2019-10-31T18:00:04-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.441-07:00 Los_Angeles,"","","","","",Run Status,"",BI3000108,"","","","","","",✓,"","","","","",✓,"","",✓,"","","",✓,@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","",@p:ubcv:r:23e65d3d-742086c0 .+(\.|-|_)P\d+-(FS-)?S,"",JCL-NAE33/FCB.33A-FEC005.P5-S.Trend1,Los_Angeles,"","","","","","","",2020-05-12T11:03:27.573Z UTC
@p:ubcv:r:25547e48-ac78714b Coal & Mineral Unsorted Points JCL-NAE33/FCB.33A-FEC008.MGL1V-O,"","",@p:ubcv:r:255470d4-f181f989 MINL (NAE-33),"",TL3000290,✓,JCL-NAE33/FCB.33A-FEC008.MGL1V-O,"","",@p:ubcv:r:255470d4-f181f989 MINL (NAE-33),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",9164,2019-10-31T12:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.738-07:00 Los_Angeles,"","","","","",JCL-NAE33/FCB.33A-FEC008.MGL1V-O,✓,AO3000289,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE33/FCB.33A-FEC008.MGL1V-O.Trend1,Los_Angeles,_,"","","","","","",2020-04-09T19:15:13.873Z UTC
@p:ubcv:r:25a650df-6d98873b Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.VND-014.OUTPUT SPEED,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3001671,"",JCL-NAE36/FCB-01.VND-014.OUTPUT SPEED,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"",✓,✓,"","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",11950,2020-01-05T00:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:29:02.554-07:00 Los_Angeles,"","","","","","Exhaust Fan Speed ","",AV3000299,"","","","","","",✓,"","","","","","","","","","","","",✓,@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","",✓,"","",@p:ubcv:r:2465ec95-c779bb49 .+(\.|-| )OUTPUT SPEED,"",JCL-NAE36/FCB-01.VND-014.OUTPUT SPEED.Trend1,Los_Angeles,rpm,"","","","",7320.AHU-3\SF03-VFD.OUTPUT SPEED,"",2020-04-09T19:02:08.133Z UTC
@p:ubcv:r:25a650df-d7dddcc8 Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.VND-027.KWH,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3001740,"",JCL-NAE36/FCB-01.VND-027.KWH,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,"","","","","",✓,"","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",11695,2020-01-06T00:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:29:02.576-07:00 Los_Angeles,"","","","","",Energy,"",AV3000483,"","","","","","",✓,"","","","","","","","","","","","",✓,@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","",@p:ubcv:r:23e65d3d-a1543fdf .+(\.|-| )KWH,"",JCL-NAE36/FCB-01.VND-027.KWH.Trend1,Los_Angeles,kWh,"","","","",7320.PHWS\P02-VSD.KWH,"",2020-04-09T19:02:08.135Z UTC
@p:ubcv:r:25a650df-ce92336d Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.VND-023.POWER,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3001723,"",JCL-NAE36/FCB-01.VND-023.POWER,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",11695,2020-01-06T00:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:29:02.593-07:00 Los_Angeles,"","","","","",Power,"",AV3000437,"","","","","","",✓,"",✓,"","","","","","","","","","",✓,@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","",@p:ubcv:r:2465eb72-f2244747 .+(\.|-| )POWER,"",JCL-NAE36/FCB-01.VND-023.POWER.Trend1,Los_Angeles,kW,"","","","",7320.SHWS\P05-VSD.POWER,"",2020-04-09T19:02:08.136Z UTC
@p:ubcv:r:24662664-283f499c Coal & Mineral Unsorted Points JCL-NAE34/FCB-01.VMA-009.SAFLOW-SP,✓,"",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"",TL3003033,✓,JCL-NAE34/FCB-01.VMA-009.SAFLOW-SP,"","",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","",✓,@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",17418,2019-05-07T17:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:27:07.614-07:00 Los_Angeles,"","","","","",Discharge Air Flow Sp,"",AV3003032,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"",✓,"","","",@p:ubcv:r:23e65d3d-dcc151d5 .+(\.|-| )SAF(LOW)?-SP,"",JCL-NAE34/FCB-01.VMA-009.SAFLOW-SP.Trend1,Los_Angeles,L/s,"","","","",1840.HRV-03.VAV-1-001.SAFLOW-SP,"",2020-04-09T19:02:07.863Z UTC
@p:ubcv:r:24662664-151010f4 Coal & Mineral Unsorted Points JCL-NAE34/FCB-01.FAC-006.ZN-T,✓,"",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"",TL3002916,✓,JCL-NAE34/FCB-01.FAC-006.ZN-T,"","",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",17418,2019-05-07T17:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:27:07.613-07:00 Los_Angeles,"","","","","",Zone Temp,"",AI3002915,"","","","","","",✓,"","","","","","","","","","","","",✓,@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE34/FCB-01.FAC-006.ZN-T.Trend1,Los_Angeles,°C,"","","","",1840.HV-02.ZN-T,✓,2020-04-09T19:02:07.862Z UTC
@p:ubcv:r:25547e48-b5903532 Coal & Mineral Unsorted Points JCL-NAE33/FCB.33A-FEC008.MGL3V-O,"","",@p:ubcv:r:255470d4-f181f989 MINL (NAE-33),"",TL3000296,✓,JCL-NAE33/FCB.33A-FEC008.MGL3V-O,"","",@p:ubcv:r:255470d4-f181f989 MINL (NAE-33),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",9164,2019-10-31T12:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.753-07:00 Los_Angeles,"","","","","",JCL-NAE33/FCB.33A-FEC008.MGL3V-O,✓,AO3000295,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE33/FCB.33A-FEC008.MGL3V-O.Trend1,Los_Angeles,_,"","","","","","",2020-04-09T19:15:13.875Z UTC
@p:ubcv:r:25a650df-09b56cc4 Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.VND-016.OUTPUT SPEED,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3001683,"",JCL-NAE36/FCB-01.VND-016.OUTPUT SPEED,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"",✓,✓,"","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",11933,2020-01-05T00:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:29:02.624-07:00 Los_Angeles,"","","","","","Exhaust Fan Speed ","",AV3000331,"","","","","","",✓,"","","","","","","","","","","","",✓,@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","",✓,"","",@p:ubcv:r:2465ec95-c779bb49 .+(\.|-| )OUTPUT SPEED,"",JCL-NAE36/FCB-01.VND-016.OUTPUT SPEED.Trend1,Los_Angeles,rpm,"","","","",7320.AHU-3\RF03b-VFD.OUTPUT SPEED,"",2020-04-09T19:02:08.137Z UTC
@p:ubcv:r:25547e48-cebd28cf Coal & Mineral Unsorted Points JCL-NAE33/FCB.33A-FEC006.UH1V-O,"","",@p:ubcv:r:255470d4-f181f989 MINL (NAE-33),"",TL3000157,✓,JCL-NAE33/FCB.33A-FEC006.UH1V-O,"","",@p:ubcv:r:255470d4-f181f989 MINL (NAE-33),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",9164,2019-10-31T12:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.76-07:00 Los_Angeles,"","","","","",JCL-NAE33/FCB.33A-FEC006.UH1V-O,✓,AO3000156,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE33/FCB.33A-FEC006.UH1V-O.Trend1,Los_Angeles,_,"","","","","","",2020-04-09T19:15:13.876Z UTC
