id,ahu,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,bridgeName,chemC_CPP,chilled,chiller,cmd,co2,condenser,connRef,cool,cooling,coolingTower,count,covTest,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,district,domestic,dump,effective,elec,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,filter,flow,groupRef,heat,heatRecovery,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,jci,johnson,kind,lastSynced,lastTagged,leaving,low,lowLim,mixed,mixing,mode,navName,noTagMatch,objectId,occ,occupancyIndicator,opcConnRef,opcCur,opcPoint,outside,point,pointRef,pointType,power,preFilter,pressure,proj_1830_3W2W,pump,quantityID,reliability,return,roomRef,run,runtime,scheduled,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,sump,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,volume,water,wifi,wifiId,zachName,zone,mod
@p:ubcv:r:22bc3c6b-95289c0a Chem Centre Lab Exhaust System EF-3 JCL-NAE21/N2-A.FEC-019.EF3-S,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3005299,"",✓,JCL-NAE21/N2-A.FEC-019.EF3-S,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","Off,On","",@p:ubcv:r:258d3e74-65c13dc6 Chem Centre Lab Exhaust System EF-3,✓,✓,"","",@p:ubcv:r:2203b248-bd64836a Chem Centre Air Systems,"","","","",✓,"","","",2020-03-10T08:53:16-07:00 Los_Angeles,"","","",31,2018-06-08T08:03:28-07:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:27:07.74-07:00 Los_Angeles,2018-12-07T09:45:29.635-08:00 Los_Angeles,"","","","","","",Exhaust Fan Run Status,"",BI3005171,"","","","","","",✓,"","","","","","","","","","","",✓,"","",✓,@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","","","",JCL-NAE21/N2-A.FEC-019.EF3-S.Trend1,Los_Angeles,"","","","","","","",LVL3-EXH.EF3-S,"",2020-04-08T18:55:50.616Z UTC
@p:ubcv:r:227a56cb-754e3496 Chem Centre CT-1A JCL-NAE21/N2-A.21ADX003.CT1A-C,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3001848,"",✓,JCL-NAE21/N2-A.21ADX003.CT1A-C,"","","","",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","",✓,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","Off,On","",@p:ubcv:r:22baaa74-06685b7a Chem Centre CT-1A,"","","","",@p:ubcv:r:21850253-72b2f96b Chem Centre Hydronic Systems,"","","","",✓,"","","",2020-04-24T09:27:54-07:00 Los_Angeles,"","","",121,2017-12-02T10:28:40-08:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:27:07.873-07:00 Los_Angeles,2018-12-07T09:45:29.535-08:00 Los_Angeles,"","","","","","",Run Cmd,"",BO3001847,"","","","","","",✓,"","","","","","","","","","","",✓,"","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","","","",JCL-NAE21/N2-A.21ADX003.CT1A-C.Trend,Los_Angeles,"","","","","","","",Cooling Tower.CT1A-C,"",2020-04-08T18:55:26.188Z UTC
@p:ubcv:r:227a56cb-ca1c1743 Chem Centre Heating Plant JCL-NAE21/N2-A.21ADX001.Max-Flow-SP,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3004874,"",✓,JCL-NAE21/N2-A.21ADX001.Max-Flow-SP,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:230df161-60c74ff2 Chem Centre Heating Plant,"","","","",@p:ubcv:r:21850253-72b2f96b Chem Centre Hydronic Systems,"","","","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",70272,2018-04-29T03:45:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:08.996-07:00 Los_Angeles,2018-08-09T16:08:04.93-07:00 Los_Angeles,"","","","","","",JCL-NAE21/N2-A.21ADX001.Max-Flow-SP,✓,AO3004852,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","","","",JCL-NAE21/N2-A.21ADX001.Max-Flow-SP.Trend1,Los_Angeles,L/h,"","","","","","",Heating Hot Water.Max-Flow-SP,"",2020-04-09T19:02:03.24Z UTC
@p:ubcv:r:25ba30ba-f63f601b Chem Centre Rm D137 VAV-121 JCL-NAE21/N2-A.21AVM121.SAF-SP,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3005722,"","",JCL-NAE21/N2-A.21AVM121.SAF-SP,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","","",@p:ubcv:r:230df185-bb52d99a Chem Centre Rm D137 VAV-121,"","","",✓,@p:ubcv:r:230df161-5f7ab9a0 Chem Centre Basement,"","","","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",10713,2020-01-21T02:00:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:08.998-07:00 Los_Angeles,"","","","","","","",Discharge Air Flow Sp,"",AO3000802,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"",✓,"","","","",@p:ubcv:r:23e65d3d-dcc151d5 .+(\.|-| )SAF(LOW)?-SP,"",JCL-NAE21/N2-A.21AVM121.SAF-SP.Trend1,Los_Angeles,L/s,"","","","","","",Analytical Research.SAF-SP,"",2020-04-09T19:02:03.241Z UTC
@p:ubcv:r:22bc3c33-e1731ffb Chem Centre Unsorted Points JCL-NAE21/N2-B.21BDX028.EV-D49-A,"",✓,✓,"",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3000371,"",✓,JCL-NAE21/N2-B.21BDX028.EV-D49-A,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","Alarm,Normal","",@p:ubcv:r:22837e91-b5747bd2 Chem Centre Unsorted Points,✓,✓,"","",@p:ubcv:r:22837e7d-3e9b0143 Chem Centre Unsorted Points,"","","","",✓,"","","",2020-03-10T08:53:16-07:00 Los_Angeles,"","","",11,2018-06-08T08:03:29-07:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:27:07.741-07:00 Los_Angeles,2018-12-07T09:45:29.642-08:00 Los_Angeles,"","","","","","",Exhaust Air Fan Alarm,"",BI3000369,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:258694ff-feac8f01 .+(\.|-| |_)(EF|EV)-.+-A(LM)?,"",JCL-NAE21/N2-B.21BDX028.EV-D49-A.Trend,Los_Angeles,"","","","","","","",LAB-D428.EV-D49-A,"",2020-04-08T18:55:32.685Z UTC
@p:ubcv:r:22bc3c6b-2f9d7ebb Chem Centre Unsorted Points JCL-NAE21/N2-A.VND-021.MWH,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3005225,"",✓,JCL-NAE21/N2-A.VND-021.MWH,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","",✓,"","","",@p:ubcv:r:22837e91-b5747bd2 Chem Centre Unsorted Points,"","","","",@p:ubcv:r:22837e7d-3e9b0143 Chem Centre Unsorted Points,"","","","",✓,"","","",2020-05-12T00:00:00-07:00 Los_Angeles,"","","",704,2018-06-09T00:00:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:07.917-07:00 Los_Angeles,2018-08-09T16:08:04.936-07:00 Los_Angeles,"","","","","","",Energy,"",AI3005224,"","","","","","",✓,"","","","","","","","","","","","","","",✓,@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:24818e7c-912c7dc9 .+(\.|-| )MWH,"",JCL-NAE21/N2-A.VND-021.MWH.Trend1,Los_Angeles,MWh,"","","","","","",EF1-VFD.MWH,"",2020-04-09T19:02:03.242Z UTC
@p:ubcv:r:227a56cb-5992d8dc Chem Centre CT-1A JCL-NAE21/N2-A.21ADX003.CT1A-S,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3001801,"",✓,JCL-NAE21/N2-A.21ADX003.CT1A-S,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","",✓,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","Off,On","",@p:ubcv:r:22baaa74-06685b7a Chem Centre CT-1A,"","","","",@p:ubcv:r:21850253-72b2f96b Chem Centre Hydronic Systems,"","","","",✓,"","","",2020-04-24T09:27:54-07:00 Los_Angeles,"","","",139,2018-02-22T09:35:01-08:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:27:07.875-07:00 Los_Angeles,2018-12-07T09:45:29.538-08:00 Los_Angeles,"","","","","","",Run Status,"",BI3001799,"","","","","","",✓,"","","","","","","","","","","",✓,"","",✓,@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:2480811b-4d73ab76 .+(\.|-| )CT\d?\w?-S,"",JCL-NAE21/N2-A.21ADX003.CT1A-S.Trend,Los_Angeles,"","","","","","","",Cooling Tower.CT1A-S,"",2020-04-08T18:55:26.773Z UTC
@p:ubcv:r:25ba30ba-6fe6a44e Chem Centre Unsorted Points JCL-NAE21/N2-A.21AVM170.HTG-VLV,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3005840,"","",JCL-NAE21/N2-A.21AVM170.HTG-VLV,"","","","",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22837e91-b5747bd2 Chem Centre Unsorted Points,"","","","",@p:ubcv:r:22837e7d-3e9b0143 Chem Centre Unsorted Points,"","",✓,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",10713,2020-01-21T02:00:00-08:00 Los_Angeles,ok,"",✓,✓,"",Number,2020-05-12T14:27:08.999-07:00 Los_Angeles,"","","","","","","",Heating Valve Cmd,"",AO3001481,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"",JCL-NAE21/N2-A.21AVM170.HTG-VLV.Trend1,Los_Angeles,%,"",✓,"",✓,"","",Grid F-20.HTG-VLV,"",2020-04-09T19:02:03.243Z UTC
@p:ubcv:r:22bc3c33-d74b3b1e Chem Centre Rm D123 Zone JCL-NAE21/N2-A.21AVA102.D121-T,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3002357,"",✓,JCL-NAE21/N2-A.21AVA102.D121-T,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:230df161-0fbef96c Chem Centre Rm D123 Zone,"","","","",@p:ubcv:r:230df161-5f7ab9a0 Chem Centre Basement,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",33462,2018-06-14T15:30:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:08.373-07:00 Los_Angeles,2019-03-12T13:56:58.343-07:00 Los_Angeles,"","","","","","",Zone Temp,"",AI3002355,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:230df161-7eed7b7d Chem Centre Rm D123,"","","",✓,@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:23e65d3e-7700b082 .+(\.|-| )D\d+(\(N\)|\(S\)|[A-Z])?-T,✓,JCL-NAE21/N2-A.21AVA102.D121-T.Trend,Los_Angeles,°C,"","","","","","",Basement Floor Zone Controls.D121-T,✓,2020-04-09T19:02:03.244Z UTC
@p:ubcv:r:22bc3c33-ea0bdb0a Chem Centre Lab D419 Zone JCL-NAE21/N2-A.21AVA174.D417-SP,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3003186,"",✓,JCL-NAE21/N2-A.21AVA174.D417-SP,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","",✓,"","","","","","",@p:ubcv:r:230df185-b3efb397 Chem Centre Lab D419 Zone,"","","","",@p:ubcv:r:230df185-0b3dda7c Chem Centre Floor 3,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",33462,2018-06-14T15:30:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:08.374-07:00 Los_Angeles,2018-12-07T09:45:29.64-08:00 Los_Angeles,"","","","","","",Zone Temp Effective Sp,"",AI3003185,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:230df185-9dced223 Chem Centre Lab D419,"","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"",✓,"","","","",@p:ubcv:r:23e65d3e-6c9c8ef7 .+(\.|-| )D\d+(\(N\)|\(S\)|[A-Z])?-SP,✓,JCL-NAE21/N2-A.21AVA174.D417-SP.Trend,Los_Angeles,°C,"","","","","","",Third Floor Zone Controls.D417-SP,✓,2020-04-09T19:02:03.245Z UTC
@p:ubcv:r:22bc3c33-9fda69c0 Chem Centre Unsorted Points JCL-NAE21/N2-A.21AVA177.North Stairwell-SP,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3003288,"",✓,JCL-NAE21/N2-A.21AVA177.North Stairwell-SP,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22837e91-b5747bd2 Chem Centre Unsorted Points,"","","","",@p:ubcv:r:22837e7d-3e9b0143 Chem Centre Unsorted Points,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",33462,2018-06-14T15:30:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:08.376-07:00 Los_Angeles,2018-08-08T17:09:40.375-07:00 Los_Angeles,"","","","","","",JCL-NAE21/N2-A.21AVA177.North Stairwell-SP,✓,AI3003287,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","","","",JCL-NAE21/N2-A.21AVA177.North Stairwell-SP.Trend,Los_Angeles,°C,"","","","","","",Third Floor Zone Controls.North Stairwell-SP,"",2020-04-09T19:02:03.246Z UTC
@p:ubcv:r:227a56cb-8bf51d0d Chem Centre Cooling Plant P-6B JCL-NAE21/N2-A.21ADX003.P6B-C,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3001838,"",✓,JCL-NAE21/N2-A.21ADX003.P6B-C,"","","","",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","Off,On",P6B,@p:ubcv:r:22baacb5-6800a6b1 Chem Centre Cooling Plant P-6B,"","","","",@p:ubcv:r:21850253-72b2f96b Chem Centre Hydronic Systems,"","","","",✓,"","","",2020-03-10T08:53:16-07:00 Los_Angeles,"","","",32,2017-08-03T16:20:37-07:00 Los_Angeles,ok,"",✓,✓,✓,Bool,2020-05-12T14:27:07.743-07:00 Los_Angeles,2018-12-07T09:45:29.534-08:00 Los_Angeles,"","","","","","",Pump Run Cmd,"",BO3001837,"","","","","","",✓,"","","","","","",✓,"","","","",✓,"","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:23e65d3d-55a2ccd7 .+(\.|-| )P\d+\w?-(C|E),"",JCL-NAE21/N2-A.21ADX003.P6B-C.Trend,Los_Angeles,"","","","",✓,"","",Cooling Tower.P6B-C,"",2020-04-08T18:55:25.812Z UTC
@p:ubcv:r:2590e4f0-3ca5fe95 Chem Centre Rm D138A VAV-117 JCL-NAE21/N2-A.21AVM117.SA-F,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3005551,"","",JCL-NAE21/N2-A.21AVM117.SA-F,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","","",@p:ubcv:r:230df184-f77fba5f Chem Centre Rm D138A VAV-117,"","","",✓,@p:ubcv:r:230df161-5f7ab9a0 Chem Centre Basement,"","","","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",13720,2019-12-20T18:15:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:09.004-07:00 Los_Angeles,"","","","","","","",Discharge Air Flow,"",AI3000688,"","","","","","",✓,"","","","","","","","","","","","","","",✓,@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:23e65d3d-a163c209 .+(\.|-| )(S|D)A-F,"",JCL-NAE21/N2-A.21AVM117.SA-F.Trend1,Los_Angeles,L/s,"","","","","","",Desks.SA-F,"",2020-04-09T19:02:03.247Z UTC
@p:ubcv:r:22bc3c34-2bc87b43 Chem Centre Unsorted Points JCL-NAE21/Programming.Weather Predictor.Tuesday OA-T,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3004098,"",✓,JCL-NAE21/Programming.Weather Predictor.Tuesday OA-T,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22837e91-b5747bd2 Chem Centre Unsorted Points,"","","","",@p:ubcv:r:22837e7d-3e9b0143 Chem Centre Unsorted Points,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",16735,2018-06-14T16:00:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:08.377-07:00 Los_Angeles,2018-12-07T09:45:29.536-08:00 Los_Angeles,"","","","","","",Outside Air Temp,"",AV3004097,"","","","","",✓,✓,"","","","","","","","","","","","","","",✓,@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:23e65d3d-5671e7b8 .+(\.|-| |_)OA(_|-)T,✓,JCL-NAE21/Programming.Weather Predictor.Tuesday OA-T.Trend1,Los_Angeles,°C,"","","","","","",Chemistry Centre.Tuesday OA-T,"",2020-04-09T19:02:03.248Z UTC
@p:ubcv:r:22bc3c33-83e7f3da Chem Centre Unsorted Points JCL-NAE21/N2-B.21BDX028.EV-D47-F,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3000345,"",✓,JCL-NAE21/N2-B.21BDX028.EV-D47-F,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22837e91-b5747bd2 Chem Centre Unsorted Points,✓,"","",✓,@p:ubcv:r:22837e7d-3e9b0143 Chem Centre Unsorted Points,"","","","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",66687,2018-06-16T03:15:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:09.008-07:00 Los_Angeles,2018-08-09T16:08:04.946-07:00 Los_Angeles,"","","","","","",Exhaust Air Flow,"",AI3000344,"","","","","","",✓,"","","","","","","","","","","","","","",✓,@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:24808299-5ddfbef9 .+(\.|-| )E(V|F)-?(E|D)?\d+-F(.+)?,"",JCL-NAE21/N2-B.21BDX028.EV-D47-F.Trend,Los_Angeles,L/s,"","","","","","",LAB-D428.EV-D47-F,"",2020-04-09T19:02:03.249Z UTC
@p:ubcv:r:227a56cb-0a105fee Chem Centre AHU-1A JCL-NAE21/N2-A.21ADX010.OAD-C,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3002107,"",✓,JCL-NAE21/N2-A.21ADX010.OAD-C,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","Close,Open","",@p:ubcv:r:230df161-81e6989a Chem Centre AHU-1A,"","","","",@p:ubcv:r:2203b248-bd64836a Chem Centre Air Systems,"","","","",✓,"","","",2020-03-10T08:53:16-07:00 Los_Angeles,"","","",26,2018-01-06T08:44:18-08:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:27:07.744-07:00 Los_Angeles,2018-08-09T16:08:04.947-07:00 Los_Angeles,"","","","","","",JCL-NAE21/N2-A.21ADX010.OAD-C,✓,BO3002106,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","","","",JCL-NAE21/N2-A.21ADX010.OAD-C.Trend,Los_Angeles,"","","","","","","",AHU-D1A.OAD-C,"",2020-04-08T18:52:56.957Z UTC
@p:ubcv:r:227a56cb-947b98a5 Chem Centre AHU-02 JCL-NAE21/N2-A.21ADX008.SAT-SP,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3004562,"",✓,JCL-NAE21/N2-A.21ADX008.SAT-SP,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","","",@p:ubcv:r:230df161-512f87fa Chem Centre AHU-02,"","","","",@p:ubcv:r:2203b248-bd64836a Chem Centre Air Systems,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",35873,2018-04-24T11:00:00-07:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T14:27:08.379-07:00 Los_Angeles,2018-12-07T09:45:34.368-08:00 Los_Angeles,"","","","","","",Discharge Air Temp Sp,"",AO3001972,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"",✓,"","","","",@p:ubcv:r:23e65d3d-b24f6d76 .+(\.|-| |_)SAT-SP,✓,JCL-NAE21/N2-A.21ADX008.SAT-SP.Trend1,Los_Angeles,°C,"","","","","","",AHU-D2.SAT-SP,"",2020-04-09T19:02:03.25Z UTC
@p:ubcv:r:227a56cb-6b6e1bc0 Chem Centre Cooling Plant P-6B JCL-NAE21/N2-A.21ADX003.P6B-S,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3001745,"",✓,JCL-NAE21/N2-A.21ADX003.P6B-S,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","Off,On",P6B,@p:ubcv:r:22baacb5-6800a6b1 Chem Centre Cooling Plant P-6B,"","","","",@p:ubcv:r:21850253-72b2f96b Chem Centre Hydronic Systems,"","","","",✓,"","","",2020-03-10T08:53:16-07:00 Los_Angeles,"","","",36,2017-10-20T15:44:38-07:00 Los_Angeles,ok,"","",✓,✓,Bool,2020-05-12T14:27:07.745-07:00 Los_Angeles,2018-12-07T09:45:29.538-08:00 Los_Angeles,"","","","","","",Pump Run Status,"",BI3001743,"","","","","","",✓,"","","","","","",✓,"","","","",✓,✓,"",✓,@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:2549f4de-0619d1f0 .+(\.|-| )P(CHWP)?E?\d+\w?-S,"",JCL-NAE21/N2-A.21ADX003.P6B-S.Trend,Los_Angeles,"","","","","","","",Cooling Tower.P6B-S,"",2020-04-08T18:55:39.136Z UTC
@p:ubcv:r:22bc3c33-a070d374 Chem Centre Unsorted Points JCL-NAE21/N2-A.21AVA129.DXXX-SP,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3002612,"",✓,JCL-NAE21/N2-A.21AVA129.DXXX-SP,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22837e91-b5747bd2 Chem Centre Unsorted Points,"","","","",@p:ubcv:r:22837e7d-3e9b0143 Chem Centre Unsorted Points,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",33462,2018-06-14T15:30:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:08.381-07:00 Los_Angeles,2018-08-09T16:08:04.949-07:00 Los_Angeles,"","","","","","",JCL-NAE21/N2-A.21AVA129.DXXX-SP,✓,AI3002611,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","","","",JCL-NAE21/N2-A.21AVA129.DXXX-SP.Trend,Los_Angeles,°C,"","","","","","",Main Floor Zone Controls.DXXX-SP,"",2020-04-09T19:02:03.251Z UTC
@p:ubcv:r:2590e4f1-b07f16cb Chem Centre Rm D327 Zone JCL-NAE21/N2-A.21AVM172.SA-F,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3005558,"","",JCL-NAE21/N2-A.21AVM172.SA-F,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","","",@p:ubcv:r:230df185-0be9e0f4 Chem Centre Rm D327 Zone,"","","",✓,@p:ubcv:r:230df184-6bbb79c1 Chem Centre Floor 2,"","","","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",13720,2019-12-20T18:15:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:09.01-07:00 Los_Angeles,"","","","","","","",Discharge Air Flow,"",AI3001557,"","","","","","",✓,"","","","","","","","","","","","","","",✓,@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:23e65d3d-a163c209 .+(\.|-| )(S|D)A-F,"",JCL-NAE21/N2-A.21AVM172.SA-F.Trend1,Los_Angeles,L/s,"","","","","","",Physical/Analytical Research.SA-F,"",2020-04-09T19:02:03.252Z UTC
