,uniqueId,min,max,mean,std,update_rate,endUseLabel,energy_no_energy,energy_yes_energy,sensor_no_sensor,sensor_yes_sensor,equipRef_Air_Equip,equipRef_Cooling,equipRef_Heating,equipRef_LEED,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
32,Elec Submeters DCB Utilities Energy OPC Copy Energy OPC Copy,1.180698024863596e-06,4.2790823633223285e-05,2.6366022209189137e-06,0.06622618026735791,0.9687500000000002,99_UNKNOWN,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0508038787227128e-08,6.569627023094452e-09,1.150833094775589e-08,8.532670822664671e-08,8.490246353341819e-08,1.0573513370985583e-08,3.082096151993875e-09,-4.247147743249198e-09,-3.6802210506043583e-09,-1.5054293928326848e-09,4.136425965755578e-09,2.1154889391225524e-08,8.532670822664671e-08,8.143527571186975e-08,1.9144627510733892e-08,8.128557785482971e-10,-4.374897143332737e-09,-3.3917095393267863e-09,1.0406838133641096e-08,6.5379646757335416e-09,1.132085701049093e-08,8.532670822664671e-08,8.478065363545499e-08,1.0559261506512196e-08,2.7743508378831766e-09,-4.021618377612701e-09,-4.2589946467485096e-09,1.0584946587934354e-08,6.922880411097494e-09,1.1476918125828334e-08,8.532670822664671e-08,8.530646391821766e-08,1.0593279810435907e-08,3.2483553376123184e-09,-4.150074590639498e-09,-3.449724892714422e-09,2.7617465060832405e-09,1.1799831789666035e-08,-2.7443605312500183e-09,-1.0594657748722197e-08,-2.7443605312500183e-09,1.7396891689382877e-07,-2.776979765617983e-09,2.7617465060832405e-09,9.594125263357317e-09,-8.422337956707621e-09,0.0,1.751207977142979e-07,-2.470006570366582e-09,0.0,1.2443175457169813e-07,-7.175185772360101e-07,-2.776979765617983e-09,-3.830319012699892e-09,-2.776979765617983e-09,-4.275577278123005e-09,-8.422337956707621e-09,-1.5238305135609087e-08,5.2805560597134056e-08,1.6530567830298086e-07,2.643370372722078e-07,2.0188663458152267e-07,-4.275577278123005e-09,0.0,0.0,-8.422337956707621e-09,2.7617465060832405e-09,0.0,-2.7443605312500183e-09,-4.275577278123005e-09,1.1088914150191144e-08,1.1884825098340812e-08,-1.116509612102866e-07,1.5690180580401838e-09,7.433679548339624e-10,-3.426755225316717e-09,5.024719304816762e-09,8.532670822664671e-08,8.25285843447309e-08,2.7617465060832405e-09,-3.3458955094455816e-09,-4.072264468565036e-08,-2.289326395126405e-08,2.7617465060832405e-09,2.7617465060832405e-09,2.7617465060832405e-09,1.5690180580401838e-09,-1.1591201630022228e-08,2.7617465060832405e-09,-3.6359175854287005e-08,6.433020500218567e-09,-1.2199044320928071e-08
33,Elec Submeters LEED-2N1PC3 Utilities 2N1PC3_EnergyPosSum 2N1PC3_EnergyPosSum,0.0030360085314239922,0.0030350828860264633,0.0030355467158640842,0.0,0.16666666666666669,05_OTHER,1,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Elec Submeters LEED-2N1PC3 Utilities 2N1PC3_EnergyPosSumNR 2N1PC3_EnergyPosSumNR,0.0030370972105818726,0.003036171233258119,0.003036635229420001,0.0,0.16666666666666669,05_OTHER,1,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Elec Submeters LEED-6DCLA Utilities 6DCLA_EnergyPosSum 6DCLA_EnergyPosSum,0.0006416986738428349,0.0006417211519432982,0.0006416321274947834,0.0005476701565505466,0.16666666666666669,03_LIGHTING_NORMAL,1,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.077059269728733e-09,-8.877789919335027e-08,3.069340984021677e-09,1.392680143062349e-08,3.069340984021677e-09,-7.188368068889822e-07,1.7442266537332175e-08,-5.077059269728733e-09,-3.2660470257872904e-09,2.6938994806845312e-08,0.0,-1.444457772916659e-07,-2.2794123943960693e-09,0.0,-7.360253440915465e-09,0.00014398146859934057,1.7442266537332175e-08,-4.258172161594989e-09,1.7442266537332175e-08,-4.274780522568289e-09,2.6938994806845312e-08,-8.819493160760969e-08,-1.2191175137616623e-07,9.814985479355211e-08,2.0238220816856753e-07,-4.0129293153755486e-07,-4.274780522568289e-09,0.0,0.0,2.6938994806845312e-08,-5.077059269728733e-09,0.0,3.069340984021677e-09,-4.274780522568289e-09,-1.4639614335208437e-08,-5.306215420546158e-08,-2.088589379389978e-08,0.0,0.0,0.0,0.0,0.0,0.0,-5.077059269728733e-09,0.0,2.0271506528382553e-08,-1.6303248416101005e-08,-5.077059269728733e-09,-5.077059269728733e-09,-5.077059269728733e-09,0.0,-2.318639940965301e-08,-5.077059269728733e-09,-2.6570217794513204e-08,0.0,1.321396140022553e-08
36,Elec Submeters LEED-6DCLA Utilities 6DCLA_EnergyPosSumNR 6DCLA_EnergyPosSumNR,0.0006416986738428349,0.0006417211519432982,0.0006416320984404836,0.0005474924160945171,0.16666666666666669,03_LIGHTING_NORMAL,1,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0802926005732755e-09,-8.815852389196171e-08,3.0636284706142686e-09,1.3922882655281095e-08,3.0636284706142686e-09,-7.179147564835041e-07,1.7424017337399444e-08,-5.0802926005732755e-09,-3.3462175696948822e-09,2.696255848893128e-08,0.0,-1.4507803580118564e-07,-2.352348435821471e-09,0.0,-6.795602435086599e-09,0.00014395542830223775,1.7424017337399444e-08,-4.2249124483379865e-09,1.7424017337399444e-08,-4.273738446425828e-09,2.696255848893128e-08,-8.802553789540702e-08,-1.221508265711529e-07,9.803209528660497e-08,2.0218020890964368e-07,-4.0171879524147437e-07,-4.273738446425828e-09,0.0,0.0,2.696255848893128e-08,-5.0802926005732755e-09,0.0,3.0636284706142686e-09,-4.273738446425828e-09,-1.4671969789595953e-08,-5.314144146716378e-08,-2.1037128312402757e-08,0.0,0.0,0.0,0.0,0.0,0.0,-5.0802926005732755e-09,0.0,2.0133909309576706e-08,-1.626695921223811e-08,-5.0802926005732755e-09,-5.0802926005732755e-09,-5.0802926005732755e-09,0.0,-2.3004781694328706e-08,-5.0802926005732755e-09,-2.6540341496827778e-08,0.0,1.3170514021043746e-08
37,Elec Submeters LEED-6DCMA Utilities 6DCMA_EnergyPosSum 6DCMA_EnergyPosSum,0.006278961320427923,0.006279132158833522,0.006279049725667412,0.005417858660938204,0.16666666666666669,05_OTHER,1,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6308293075565934e-08,-3.111691330314922e-06,4.774051627354216e-08,1.9947853171954107e-07,4.774051627354216e-08,-1.1609825414096066e-06,1.3055020689156093e-07,3.6308293075565934e-08,1.5340667948410514e-08,5.083199388494704e-08,0.0,2.3213609035640342e-06,2.2049077341027613e-08,0.0,2.1641719016980902e-06,0.00199197392142515,1.3055020689156093e-07,5.922555900833404e-08,1.3055020689156093e-07,1.5668258484809734e-08,5.083199388494704e-08,9.28660296747903e-07,1.2797178853529925e-06,-2.3233012423157674e-06,-3.176010017133649e-06,-3.427355909153699e-06,1.5668258484809734e-08,0.0,0.0,5.083199388494704e-08,3.6308293075565934e-08,0.0,4.774051627354216e-08,1.5668258484809734e-08,1.8129683374318794e-08,-2.3780847546807118e-07,1.7668022223428077e-07,0.0,0.0,0.0,0.0,0.0,0.0,3.6308293075565934e-08,0.0,-1.0634592702230244e-07,-6.638462114444288e-08,3.6308293075565934e-08,3.6308293075565934e-08,3.6308293075565934e-08,0.0,1.278491083736619e-07,3.6308293075565934e-08,-2.9005660754094067e-07,0.0,-1.1731173512923088e-07
38,Elec Submeters LEED-6DCMA Utilities 6DCMA_EnergyPosSumNR 6DCMA_EnergyPosSumNR,0.006278963552090016,0.006279132158833522,0.006279050221516884,0.005418993169956855,0.16666666666666669,05_OTHER,1,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6194942855040786e-08,-3.1106574726583873e-06,4.7645388387585255e-08,1.9939977221331537e-07,4.7645388387585255e-08,-1.1556148599032692e-06,1.305155620464708e-07,3.6194942855040786e-08,1.5271440456250865e-08,5.088596059262493e-08,0.0,2.323194152490073e-06,2.1982506175257288e-08,0.0,2.166950372400304e-06,0.001992346294866652,1.305155620464708e-07,5.9512307290846556e-08,1.305155620464708e-07,1.5732911041658444e-08,5.088596059262493e-08,9.307644455251228e-07,1.2839556543351656e-06,-2.3259735668303115e-06,-3.1804520515330286e-06,-3.4205231973081496e-06,1.5732911041658444e-08,0.0,0.0,5.088596059262493e-08,3.6194942855040786e-08,0.0,4.7645388387585255e-08,1.5732911041658444e-08,1.803568332653967e-08,-2.3886566650846273e-07,1.7686681573062122e-07,0.0,0.0,0.0,0.0,0.0,0.0,3.6194942855040786e-08,0.0,-1.0601527644296955e-07,-6.643066508648722e-08,3.6194942855040786e-08,3.6194942855040786e-08,3.6194942855040786e-08,0.0,1.2890038783654318e-07,3.6194942855040786e-08,-2.9002291833827706e-07,0.0,-1.1728512239644567e-07
39,Elec Submeters LEED-6EBLW1 Utilities 6EBLW1_EnergyPosSum 6EBLW1_EnergyPosSum,0.01370275488032959,0.013703876387194665,0.013703310295446178,0.013850970407373502,0.16666666666666669,04_LIGHTING_EMERGENCY,1,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.000583918162659e-08,-7.952085438576696e-06,1.219273196852492e-07,5.13181035242775e-07,1.219273196852492e-07,-2.825503161737111e-06,3.3683289723173896e-07,9.000583918162659e-08,4.125859532116912e-08,1.3319873525751304e-07,0.0,6.1148427717218505e-06,5.838246561691779e-08,0.0,5.512612462931103e-06,0.005058270530430708,3.3683289723173896e-07,1.534656690767795e-07,3.3683289723173896e-07,4.5309055996291e-08,1.3319873525751304e-07,2.438876541325191e-06,3.441968931904362e-06,-5.82187089535959e-06,-7.947194873497176e-06,-8.724217249792872e-06,4.5309055996291e-08,0.0,0.0,1.3319873525751304e-07,9.000583918162659e-08,0.0,1.219273196852492e-07,4.5309055996291e-08,5.1844741108684815e-08,-6.252743197404933e-07,4.555034682327274e-07,0.0,0.0,0.0,0.0,0.0,0.0,9.000583918162659e-08,0.0,-2.6470159439256943e-07,-1.6830859938641882e-07,9.000583918162659e-08,9.000583918162659e-08,9.000583918162659e-08,0.0,3.1829636809438074e-07,9.000583918162659e-08,-7.472967289946016e-07,0.0,-3.0216647980145553e-07
40,Elec Submeters LEED-6EBLW1 Utilities 6EBLW1_EnergyPosSumNR 6EBLW1_EnergyPosSumNR,0.01370275488032959,0.01370387341255242,0.013703309303747229,0.013850639645836693,0.16666666666666669,04_LIGHTING_EMERGENCY,1,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.975921979676479e-08,-7.947893888998263e-06,1.213019012505299e-07,5.129091869088868e-07,1.213019012505299e-07,-2.818233287443075e-06,3.3674757693509403e-07,8.975921979676479e-08,4.148343784559991e-08,1.3347663643434256e-07,0.0,6.105833224266084e-06,5.8575916070356086e-08,0.0,5.513410350203522e-06,0.005057592429427609,3.3674757693509403e-07,1.536649390443623e-07,3.3674757693509403e-07,4.5616925045462525e-08,1.3347663643434256e-07,2.4390461382622263e-06,3.4410291334032354e-06,-5.827962089462367e-06,-7.95848696503409e-06,-8.697215146305341e-06,4.5616925045462525e-08,0.0,0.0,1.3347663643434256e-07,8.975921979676479e-08,0.0,1.213019012505299e-07,4.5616925045462525e-08,5.215173732168653e-08,-6.276550915225039e-07,4.5821319971888293e-07,0.0,0.0,0.0,0.0,0.0,0.0,8.975921979676479e-08,0.0,-2.636298626859805e-07,-1.6817817054797597e-07,8.975921979676479e-08,8.975921979676479e-08,8.975921979676479e-08,0.0,3.186654070176403e-07,8.975921979676479e-08,-7.470576913798943e-07,0.0,-3.0188208393080444e-07
41,Elec Submeters LEED-6ETLC1 Utilities 6ETLC1_EnergyPosSum 6ETLC1_EnergyPosSum,0.02135340730644503,0.021353992897982146,0.021353708874673607,0.018442589677326912,0.16666666666666669,04_LIGHTING_EMERGENCY,1,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2385720332621125e-07,-1.0593755817240176e-05,1.625497052427625e-07,6.777420223157124e-07,1.625497052427625e-07,-3.938311560394474e-06,4.4426901048263265e-07,1.2385720332621125e-07,5.239972493607943e-08,1.7336365720234057e-07,0.0,7.92697316238622e-06,7.524067270768449e-08,0.0,7.362335408279801e-06,0.006778413964662226,4.4426901048263265e-07,2.0163669658920467e-07,4.4426901048263265e-07,5.3350597178235035e-08,1.7336365720234057e-07,3.1687772948847116e-06,4.378210063787347e-06,-7.891318850305631e-06,-1.0786335918076697e-05,-1.1645328323354684e-05,5.3350597178235035e-08,0.0,0.0,1.7336365720234057e-07,1.2385720332621125e-07,0.0,1.625497052427625e-07,5.3350597178235035e-08,6.208919427133915e-08,-8.087325600312954e-07,6.010280796265382e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.2385720332621125e-07,0.0,-3.6012672777630466e-07,-2.2660398024950688e-07,1.2385720332621125e-07,1.2385720332621125e-07,1.2385720332621125e-07,0.0,4.335769009502915e-07,1.2385720332621125e-07,-9.875496789518745e-07,0.0,-3.994039800928725e-07
42,Elec Submeters LEED-6ETLC1 Utilities 6ETLC1_EnergyPosSumNR 6ETLC1_EnergyPosSumNR,0.021353411769769216,0.021353992897982146,0.021353711570855118,0.018446249970325384,0.16666666666666669,04_LIGHTING_EMERGENCY,1,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2332622244477818e-07,-1.059320833255544e-05,1.6199122217164323e-07,6.77617424850977e-07,1.6199122217164323e-07,-3.94825367383541e-06,4.442264902470448e-07,1.2332622244477818e-07,5.24802197728743e-08,1.735395066913274e-07,0.0,7.9155890492582e-06,7.531977593033199e-08,0.0,7.3611461357273225e-06,0.006780021882682607,4.442264902470448e-07,2.025265904822813e-07,4.442264902470448e-07,5.385643529951676e-08,1.735395066913274e-07,3.173318405323297e-06,4.380349442748898e-06,-7.910892343342127e-06,-1.0818825551437189e-05,-1.163280456585284e-05,5.385643529951676e-08,0.0,0.0,1.735395066913274e-07,1.2332622244477818e-07,0.0,1.6199122217164323e-07,5.385643529951676e-08,6.19653561421689e-08,-8.125165701967379e-07,6.039161231744975e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.2332622244477818e-07,0.0,-3.5906648780579437e-07,-2.2724465014420135e-07,1.2332622244477818e-07,1.2332622244477818e-07,1.2332622244477818e-07,0.0,4.3531282333607644e-07,1.2332622244477818e-07,-9.874479805571406e-07,0.0,-3.9853105206613936e-07
43,Elec Submeters LEED-6ETLE1 Utilities 6ETLE1_EnergyPosSum 6ETLE1_EnergyPosSum,0.041450823284545746,0.04145182412201649,0.041451363536367025,0.03548360790548554,0.16666666666666669,04_LIGHTING_EMERGENCY,1,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.407488185041031e-07,-2.0407366862504086e-05,3.130422287363666e-07,1.3045362037500838e-06,3.130422287363666e-07,-7.449937883178839e-06,8.517597649460986e-07,2.407488185041031e-07,1.0125319276573504e-07,3.2569524507760153e-07,0.0,1.5242629852979694e-05,1.4497163654292987e-07,0.0,1.4253883718525926e-05,0.013049788666294648,8.517597649460986e-07,3.929850146989556e-07,8.517597649460986e-07,1.0387917037415892e-07,3.2569524507760153e-07,6.120148113283045e-06,8.434476759468636e-06,-1.5289091034899246e-05,-2.0925303202019136e-05,-2.2393820114216105e-05,1.0387917037415892e-07,0.0,0.0,3.2569524507760153e-07,2.407488185041031e-07,0.0,3.130422287363666e-07,1.0387917037415892e-07,1.193512071107065e-07,-1.5565603156230628e-06,1.1609659101608986e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.407488185041031e-07,0.0,-6.923912933172728e-07,-4.3520761182460977e-07,2.407488185041031e-07,2.407488185041031e-07,2.407488185041031e-07,0.0,8.416531188345028e-07,2.407488185041031e-07,-1.8959371529232621e-06,0.0,-7.745365024294197e-07
44,Elec Submeters LEED-6ETLE1 Utilities 6ETLE1_EnergyPosSumNR 6ETLE1_EnergyPosSumNR,0.041450823284545746,0.04145182412201649,0.04145136725523807,0.03547118625087418,0.16666666666666669,04_LIGHTING_EMERGENCY,1,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4054929746483406e-07,-2.040121647494913e-05,3.12281057276502e-07,1.3067932217154966e-06,3.12281057276502e-07,-7.481550431179883e-06,8.51962335057536e-07,2.4054929746483406e-07,1.0085364901933835e-07,3.26037745724382e-07,0.0,1.5240351870443567e-05,1.446295645830793e-07,0.0,1.4218696607777e-05,0.013045021279000561,8.51962335057536e-07,3.9147720743536254e-07,8.51962335057536e-07,1.0446373495992001e-07,3.26037745724382e-07,6.1108206614180695e-06,8.421470530486979e-06,-1.5277988074212828e-05,-2.0902298200630727e-05,-2.243427188956828e-05,1.0446373495992001e-07,0.0,0.0,3.26037745724382e-07,2.4054929746483406e-07,0.0,3.12281057276502e-07,1.0446373495992001e-07,1.190090958976483e-07,-1.5576511290376803e-06,1.1582966579286217e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.4054929746483406e-07,0.0,-6.964776269281812e-07,-4.3531898740337714e-07,2.4054929746483406e-07,2.4054929746483406e-07,2.4054929746483406e-07,0.0,8.421672392083926e-07,2.4054929746483406e-07,-1.8959237978322753e-06,0.0,-7.722323281670204e-07
45,Elec Submeters LEED-6ETLW1 Utilities 6ETLW1_EnergyPosSum 6ETLW1_EnergyPosSum,0.009854542228617034,0.009855018019192868,0.009854783937816716,0.009049767227086739,0.16666666666666669,04_LIGHTING_EMERGENCY,1,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.044327740093383e-08,-5.195755626888296e-06,7.968126960014085e-08,3.333367145882417e-07,7.968126960014085e-08,-1.9309747761895704e-06,2.182291832151923e-07,6.044327740093383e-08,2.5512049661629776e-08,8.52795527514849e-08,0.0,3.865349595478778e-06,3.672198239527163e-08,0.0,3.615279923180512e-06,0.0033274576714156508,2.182291832151923e-07,9.882723035611947e-08,2.182291832151923e-07,2.598635450722034e-08,8.52795527514849e-08,1.5455478055642283e-06,2.1288606010905328e-06,-3.880245409913721e-06,-5.3031225946363645e-06,-5.7132146747563965e-06,2.598635450722034e-08,0.0,0.0,8.52795527514849e-08,6.044327740093383e-08,0.0,7.968126960014085e-08,2.598635450722034e-08,3.0108412284925326e-08,-3.9832752334022074e-07,2.9507606078481427e-07,0.0,0.0,0.0,0.0,0.0,0.0,6.044327740093383e-08,0.0,-1.770437378894631e-07,-1.1102752771233194e-07,6.044327740093383e-08,6.044327740093383e-08,6.044327740093383e-08,0.0,2.1480584245249133e-07,6.044327740093383e-08,-4.845348300387114e-07,0.0,-1.9495713688790145e-07
46,Elec Submeters LEED-6ETLW1 Utilities 6ETLW1_EnergyPosSumNR 6ETLW1_EnergyPosSumNR,0.009854538509180213,0.009855014300890062,0.009854779196256129,0.009048465634299162,0.16666666666666669,04_LIGHTING_EMERGENCY,1,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.054202466424618e-08,-5.195496241546762e-06,7.967882603698878e-08,3.336277315069633e-07,7.967882603698878e-08,-1.9390803940323724e-06,2.181052048510615e-07,6.054202466424618e-08,2.5386781489363826e-08,8.516499381437649e-08,0.0,3.872704692550878e-06,3.660477164240534e-08,0.0,3.612617608732235e-06,0.0033275504235225975,2.181052048510615e-07,9.856862956262299e-08,2.181052048510615e-07,2.607765359472887e-08,8.516499381437649e-08,1.546023726166757e-06,2.1331376999343434e-06,-3.875956612390908e-06,-5.2961617094791345e-06,-5.723722473714986e-06,2.607765359472887e-08,0.0,0.0,8.516499381437649e-08,6.054202466424618e-08,0.0,7.967882603698878e-08,2.607765359472887e-08,2.9770126885632565e-08,-3.9772100051354265e-07,2.9342084406377833e-07,0.0,0.0,0.0,0.0,0.0,0.0,6.054202466424618e-08,0.0,-1.7810006493454067e-07,-1.110293771800546e-07,6.054202466424618e-08,6.054202466424618e-08,6.054202466424618e-08,0.0,2.1354937480653718e-07,6.054202466424618e-08,-4.846422939592238e-07,0.0,-1.951986416053689e-07
47,Elec Submeters LEED-6N2LE1 Utilities 6N2LE1_EnergyPosSum 6N2LE1_EnergyPosSum,0.005452064680804002,0.005452050358432492,0.005451910033021016,0.003983982163936149,0.16666666666666669,03_LIGHTING_NORMAL,1,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.141455150394629e-09,-2.0191209944823073e-06,8.20085370967307e-09,1.1817150623812137e-07,8.20085370967307e-09,-3.347712689346474e-06,1.1288851687657211e-07,7.141455150394629e-09,8.8753267006945e-09,1.1533952227650048e-07,0.0,1.6086600578725392e-06,1.6287379394718204e-08,0.0,5.14386697918979e-07,0.0013111826883699766,1.1288851687657211e-07,-4.9573165638423945e-09,1.1288851687657211e-07,8.7255785071913e-09,1.1533952227650048e-07,5.546309304112322e-07,1.0311450512410133e-06,-8.428097904114793e-07,-1.1456437028168043e-06,-3.6269406144599818e-06,8.7255785071913e-09,0.0,0.0,1.1533952227650048e-07,7.141455150394629e-09,0.0,8.20085370967307e-09,8.7255785071913e-09,1.3909388033095444e-08,-2.3878174580543236e-07,1.2192922434785962e-07,0.0,0.0,0.0,0.0,0.0,0.0,7.141455150394629e-09,0.0,-3.5554395373064854e-08,-8.976392264627631e-08,7.141455150394629e-09,7.141455150394629e-09,7.141455150394629e-09,0.0,-3.4102066378577496e-08,7.141455150394629e-09,-2.2517900779359153e-07,0.0,-6.365722947614048e-08
