,uniqueId,mean,std,min,max,update_rate,endUseLabel,energy_no_energy,energy_yes_energy,sensor_no_sensor,sensor_yes_sensor,equipRef_Air_Equip,equipRef_Cooling,equipRef_Heating,equipRef_LEED,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
28,Rm 5206B EF-23 Floor 5 Energy EF_23_VFD_PWR(kWh),2.1021015010552044e-05,0.0005484420128252252,2.0910329715542806e-05,2.1131291686679047e-05,1.0,02_HEATING_COOLING_COMBINED,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-3.85741638937554e-07,0.0,-3.857416389375252e-07,-3.8574163893752584e-07,0.0,1.5218348668919137e-07,1.5218348668919238e-07,1.5218348668919246e-07,1.4407268059094093e-07,2.587437301418585e-07,-5.6083389372924335e-08,0.0,-4.000606979456515e-06,-4.586490917781458e-07,0.0,5.989565008064283e-06,-2.059918636840622e-06,0.0,-2.0599186368406516e-06,-2.059918636840652e-06
29,Rm 5206C EF-24 Floor 4 Energy EF_24_VFD_PWR(kWh),1.900768106234414e-05,0.0005342272369313466,1.889991250794027e-05,1.9115024255280875e-05,1.0,02_HEATING_COOLING_COMBINED,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-2.835377470337982e-07,0.0,-2.835377470337403e-07,-2.835377470337409e-07,0.0,1.235328173524663e-07,1.2353281735246743e-07,1.2353281735246753e-07,1.5246194586231177e-07,1.531156503513455e-07,2.205909265242752e-08,0.0,-2.7001424071030267e-06,-3.8698278491204344e-07,0.0,4.3248907268254975e-06,-1.4503253908495617e-06,0.0,-1.4503253908496049e-06,-1.4503253908496891e-06
30,Rm 6203G EF-13 Floor 6 Energy EF_13_VFD_PWR(kWh),4.751796622525329e-06,0.00013355453291236566,4.724854641370122e-06,4.7786308820325696e-06,1.0,02_HEATING_COOLING_COMBINED,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-7.088642168879309e-08,0.0,-7.088642168879819e-08,-7.088642168879827e-08,0.0,3.088538661005607e-08,3.08853866100563e-08,3.088538661005633e-08,3.8121008220781894e-08,3.82545743961616e-08,5.532232130752006e-09,0.0,-6.749476776213926e-07,-9.66509359659417e-08,0.0,1.080995642804134e-06,-3.625399640895371e-07,0.0,-3.625399640895567e-07,-3.6253996408955673e-07
31,Rm 6206B EF-11 Floor 6 Energy EF_11_VFD_PWR(kWh),2.8024111969359485e-05,0.0007900937663613664,2.786483795785519e-05,2.8182846951774886e-05,0.9999056959637871,02_HEATING_COOLING_COMBINED,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-4.036693752681227e-07,0.0,-4.036693752682111e-07,-4.036693752682113e-07,0.0,1.6292118533371392e-07,1.629211853337151e-07,1.629211853337153e-07,1.040525801195315e-07,2.7036748069281506e-07,-1.1486002057308186e-07,0.0,-4.206659414128907e-06,-5.869371154862262e-07,0.0,6.24092033944018e-06,-2.2610765233170918e-06,0.0,-2.2610765233170926e-06,-2.261076523317092e-06
32,Rm 6206D EF-12 Floor 6 Energy EF_12_VFD_PWR(kWh),1.876781147996036e-05,0.0003160502138768343,1.8705324298404524e-05,1.8829900911013246e-05,1.0,02_HEATING_COOLING_COMBINED,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.8865060054789137e-07,0.0,-1.8865060054789277e-07,-1.8865060054789267e-07,0.0,1.773001543779922e-07,1.7730015437799288e-07,1.7730015437799296e-07,7.50444113915366e-07,7.27593201406179e-07,6.405342544364548e-07,0.0,9.81388850610495e-07,1.7285693881539636e-07,0.0,1.82633648224678e-06,3.749124274721525e-07,0.0,3.749124274721529e-07,3.7491242747215287e-07
33,Rm B409B EF-33 Floor 0 Energy EF_33_VFD_PWR(kWh),7.132069330559712e-05,0.001993376520803228,7.091868569663677e-05,7.172231304167414e-05,1.0,02_HEATING_COOLING_COMBINED,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.059172776430264e-06,0.0,-1.0591727764304237e-06,-1.0591727764304256e-06,0.0,4.590132959962191e-07,4.59013295996221e-07,4.5901329599622136e-07,5.480818820554845e-07,5.81743719938878e-07,5.470084836866416e-08,0.0,-1.015603622120134e-05,-1.4510700217805855e-06,0.0,1.617108798319764e-05,-5.454943753395263e-06,0.0,-5.4549437533954414e-06,-5.4549437533954414e-06
34,Rm B503 EF-34 Floor 0 Energy EF_34_VFD_PWR(kWh),6.656597926339718e-05,0.001860484735002751,6.61907714122863e-05,6.694082409277382e-05,1.0,02_HEATING_COOLING_COMBINED,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-9.885608636713748e-07,0.0,-9.885608636712026e-07,-9.885608636712016e-07,0.0,4.284123780380218e-07,4.2841237803802474e-07,4.2841237803802496e-07,5.115431430863022e-07,5.429607322026867e-07,5.105417274629207e-08,0.0,-9.478967253512145e-06,-1.3543319277794744e-06,0.0,1.5093015426370768e-05,-5.0912807459500845e-06,0.0,-5.091280745950266e-06,-5.091280745950268e-06
35,Rm B605 EF-35 Floor 0 Energy EF_35_VFD_PWR(kWh),7.132121853390125e-05,0.0019934256284349426,7.091920058687615e-05,7.172284832968817e-05,0.9999056959637871,02_HEATING_COOLING_COMBINED,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0591725073180626e-06,0.0,-1.0591725073183284e-06,-1.0591725073183294e-06,0.0,4.5901301766042425e-07,4.590130176604258e-07,4.5901301766042615e-07,5.480808744080176e-07,5.817425518849395e-07,5.470019905855711e-08,0.0,-1.0156020423579827e-05,-1.45107196541844e-06,0.0,1.6171074835978036e-05,-5.454944283053383e-06,0.0,-5.454944283053585e-06,-5.4549442830535866e-06
36,LEF-2 EF-2A Air Systems Energy EF2_F1_VFD_PWR(kWh),0.0004581305793083658,0.012112870773155551,0.0004556898437299247,0.00046057107114870076,0.9225763862693321,05_OTHER,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-3.740685640102737e-06,0.0,-3.740685640100812e-06,-3.740685640100821e-06,0.0,1.1798692744226068e-10,1.1798692715352057e-10,1.179869271490585e-10,-1.2207681260903108e-05,8.701171072962557e-06,-1.8170520341397374e-05,0.0,-8.159354137616043e-05,-9.54041332209595e-06,0.0,6.785891548876653e-05,-4.3840958882992255e-05,0.0,-4.384095888299233e-05,-4.384095888299232e-05
37,LEF-2 EF-2B Air Systems Energy EF2_F2_VFD_PWR(kWh),0.00040186893395209453,0.010625327575683555,0.0003997279383656009,0.0004040097183837824,0.9225763862693321,05_OTHER,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-3.281302579505408e-06,0.0,-3.2813025795041853e-06,-3.2813025795041963e-06,0.0,1.0455864345982202e-10,1.045586434066183e-10,1.0455864340659256e-10,-1.070849393292971e-05,7.632608680532691e-06,-1.5939053495837908e-05,0.0,-7.1573277996042e-05,-8.368787126864646e-06,0.0,5.9525364836079916e-05,-3.8456981811291744e-05,0.0,-3.84569818112911e-05,-3.845698181129107e-05
38,LEF-2 EF-2C Air Systems Energy EF2_F3_VFD_PWR(kWh),0.00039182219634917916,0.010359693111102335,0.0003897347252987326,0.00039390946198377536,0.9225763862693321,05_OTHER,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-3.1992726455676122e-06,0.0,-3.199272645566711e-06,-3.199272645566726e-06,0.0,1.015116685885942e-10,1.015116682347324e-10,1.0151166823223768e-10,-1.0440780775628118e-05,7.441792883750462e-06,-1.5540576421320106e-05,0.0,-6.97839493100851e-05,-8.159560596686034e-06,0.0,5.803722566974745e-05,-3.7495555820104344e-05,0.0,-3.749555582010412e-05,-3.74955558201041e-05
39,LEF-3 EF-3A Air Systems Energy EF3_F1_VFD_PWR(kWh),0.0005853150155344192,0.01603141699217724,0.0005820763046865268,0.0005885551278664288,0.9227649943417575,05_OTHER,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-5.036703354135792e-06,0.0,-5.036703354134729e-06,-5.0367033541347575e-06,0.0,-1.0030316329015273e-07,-1.003031632905489e-07,-1.0030316329055287e-07,-1.7106048872624977e-05,1.194683718084352e-05,-2.5254641418025402e-05,0.0,-0.00011049887117643183,-1.3164920339843098e-05,0.0,9.019331131862216e-05,-5.972822992537671e-05,0.0,-5.972822992537486e-05,-5.9728229925374836e-05
40,LEF-3 EF-3B Air Systems Energy EF3_F2_VFD_PWR(kWh),0.0005722304878760208,0.01566873482428533,0.0005690650437490064,0.0005753974469943295,0.9227649943417575,05_OTHER,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-4.9142217052567735e-06,0.0,-4.914221705255665e-06,-4.914221705255688e-06,0.0,-1.0467454732299446e-07,-1.0467454732320977e-07,-1.0467454732320946e-07,-1.6742815389308715e-05,1.1681921964518094e-05,-2.4709733275569327e-05,0.0,-0.00010800780258982454,-1.2855251038432751e-05,0.0,8.807047264254855e-05,-5.837433364195382e-05,0.0,-5.837433364195325e-05,-5.837433364195323e-05
