,uniqueId,mean,std,min,max,update_rate,endUseLabel,energy_no_energy,energy_yes_energy,sensor_no_sensor,sensor_yes_sensor,equipRef_Air_Equip,equipRef_Cooling,equipRef_Heating,equipRef_LEED,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
41,LEF-3 EF-3C Air Systems Energy EF3_F3_VFD_PWR(kWh),0.000634370506298769,0.0173736800251814,0.0006308599678663019,0.0006378826955148717,0.9227649943417575,05_OTHER,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-5.359365007957345e-06,0.0,-5.359365007957305e-06,-5.359365007957323e-06,0.0,-1.7312388455671395e-07,-1.7312388455708834e-07,-1.7312388455708797e-07,-1.8789309186791064e-05,1.300105253107696e-05,-2.764793816780164e-05,0.0,-0.00011973168782153693,-1.4223881871550608e-05,0.0,9.675621412691728e-05,-6.46657048125633e-05,0.0,-6.46657048125605e-05,-6.466570481256048e-05
42,AHU-10 RF Air Systems Energy AHU10_RF_VFD_PWR(kWh)_TL,0.0,0.0,0.0,0.0,0.1656921916258016,02_HEATING_COOLING_COMBINED,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,AHU-10 SF Air Systems Energy AHU10_SF_VFD_PWR(kWh)_TL,0.0001277344859582023,0.00034720463736554125,0.0001276598615779403,0.00012777305589289388,0.1656921916258016,02_HEATING_COOLING_COMBINED,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,AHU-13 Air Systems Energy AHU13_SF_VFD_PWR(kWh)_TL,0.00040385342686154456,0.006409539763048412,0.0004025865746080079,0.00040512255978524003,0.1656921916258016,02_HEATING_COOLING_COMBINED,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,AHU-16 Air Systems Energy AHU16_SF_VFD_PWR(kWh),0.0014278983681173156,0.025753516094581153,0.001422773386514148,0.0014330205500641786,0.23868351565446996,02_HEATING_COOLING_COMBINED,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,CT-1A Hydronic Systems Energy CT1A_VFD_PWR(kWh),1.1748777646778162e-05,0.0005289855176698084,1.1615738415720701e-05,1.1880630930023983e-05,0.31780460203696714,01_SPACE_COOLING,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3666750059895063e-07,1.3666750059895121e-07,1.3666750059895145e-07,-2.669130077612458e-06,-3.506666496298053e-06,-2.093761072157915e-06,0.0,-3.4796088020247656e-06,-2.778234935957631e-06,0.0,-3.880253571713644e-06,0.0,0.0,0.0,0.0
47,CT-1B Hydronic Systems Energy CT1B_VFD_PWR(kWh),1.0727897993736388e-05,0.0006210379302227266,1.0591023371985156e-05,1.0874952573218675e-05,0.31780460203696714,01_SPACE_COOLING,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.783944128877462e-07,1.7839441288774724e-07,1.783944128877468e-07,-3.1646316365766094e-06,-4.154941127415319e-06,-2.4828729949832368e-06,0.0,-4.148103656896369e-06,-3.329440873983633e-06,0.0,-4.620685409006429e-06,0.0,0.0,0.0,0.0
48,CT-1C Hydronic Systems Energy CT1C_VFD_PWR(kWh),1.3220218512815549e-05,0.0009105827491990283,1.3000191877700006e-05,1.3442557891365403e-05,0.31780460203696714,01_SPACE_COOLING,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6582518382185129e-07,1.6582518382185107e-07,1.658251838218506e-07,-3.82805225870232e-06,-5.031452033371767e-06,-3.0029774439368937e-06,0.0,-4.929968611831868e-06,-3.9269743786461005e-06,0.0,-5.497605158986159e-06,0.0,0.0,0.0,0.0
49,Cooling Plant P-5A Hydronic Systems Energy CHWP_P5A_VFD_PWR(kWh)_TL,0.00040317004088446194,0.005853202441918204,0.0004020265145846783,0.00040431773789178474,0.16578649566201434,01_SPACE_COOLING,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Cooling Plant P-5B Hydronic Systems Energy CHWP_P5B_VFD_PWR(kWh)_TL,0.00044191661212471375,0.007657240111956048,0.00044040666091121954,0.0004434346861834432,0.16578649566201434,01_SPACE_COOLING,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Cooling Plant P-5C Hydronic Systems Energy CHWP_P5C_VFD_PWR(kWh)_TL,0.0003596319999572969,0.006396048626118427,0.00035837229961374536,0.00036090352509677046,0.16578649566201434,01_SPACE_COOLING,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Cooling Plant P-7A Hydronic Systems Energy CHWP_P7A_VFD_PWR(kWh)_TL,0.0005431627745516035,0.009950229133059419,0.0005411749204864856,0.0005450616165397462,0.16578649566201434,01_SPACE_COOLING,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Cooling Plant P-7B Hydronic Systems Energy CHWP_P7B_VFD_PWR(kWh)_TL,0.0005627248984637523,0.009555117902377855,0.0005608881875195683,0.0005646481723033936,0.16578649566201434,01_SPACE_COOLING,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Cooling Plant P-9A Hydronic Systems Energy CHWP_P9A_VFD_PWR(kWh)_TL,6.424156568786841e-05,0.0017438592345359984,6.390309226517593e-05,6.459737147059367e-05,0.16578649566201434,01_SPACE_COOLING,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Cooling Plant P-9B Hydronic Systems Energy CHWP_P9B_VFD_PWR(kWh)_TL,6.0945065381848854e-05,0.0016961815734353508,6.06039157282846e-05,6.127358359210163e-05,0.16578649566201434,01_SPACE_COOLING,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,EF-27 Air Systems Energy EF_27_VFD_PWR(kWh),2.2012819280028414e-05,0.0003970223379785402,2.1933811368881453e-05,2.2091784232426786e-05,0.23868351565446996,02_HEATING_COOLING_COMBINED,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Elec Submeters LEED-2N1PC3 Utilities 2N1PC3_EnergyPosSum 2N1PC3_EnergyPosSum,0.0030284959528045032,0.0,0.003028937264694145,0.0030280565905772957,9.430403621277228e-05,05_OTHER,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Elec Submeters LEED-2N1PC3 Utilities 2N1PC3_EnergyPosSumNR 2N1PC3_EnergyPosSumNR,0.00302958193803459,0.0,0.0030300234081738053,0.003029142418256936,9.430403621277228e-05,05_OTHER,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Elec Submeters LEED-6DCLA Utilities 6DCLA_EnergyPosSum 6DCLA_EnergyPosSum,0.0006391829868168915,0.0006867904433206496,0.0006391579769803695,0.0006392457456807694,0.00018860807242548905,03_LIGHTING_NORMAL,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Elec Submeters LEED-6DCLA Utilities 6DCLA_EnergyPosSumNR 6DCLA_EnergyPosSumNR,0.0006391829149803578,0.0006866657707789135,0.0006391579403753333,0.0006392456953809515,0.00018860807242548905,03_LIGHTING_NORMAL,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Elec Submeters LEED-6DCMA Utilities 6DCMA_EnergyPosSum 6DCMA_EnergyPosSum,0.0062804771821975275,0.0050031474772990565,0.006280371914309915,0.0062805847451495155,9.430403621277228e-05,05_OTHER,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Elec Submeters LEED-6DCMA Utilities 6DCMA_EnergyPosSumNR 6DCMA_EnergyPosSumNR,0.006280481538119752,0.005001756719099191,0.00628037655179282,0.006280588802648988,0.00018860807242548905,05_OTHER,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Elec Submeters LEED-6EBLW1 Utilities 6EBLW1_EnergyPosSum 6EBLW1_EnergyPosSum,0.01370758870842941,0.011046665390563325,0.013707360185268707,0.013707845214266004,0.00018860807242548905,04_LIGHTING_EMERGENCY,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Elec Submeters LEED-6EBLW1 Utilities 6EBLW1_EnergyPosSumNR 6EBLW1_EnergyPosSumNR,0.013707587240411455,0.011046704387326337,0.013707358413858714,0.013707843536364568,0.00018860807242548905,04_LIGHTING_EMERGENCY,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,Elec Submeters LEED-6ETLC1 Utilities 6ETLC1_EnergyPosSum 6ETLC1_EnergyPosSum,0.021359332997647668,0.017177980895435478,0.021358943427933184,0.021359736418906095,9.430403621277228e-05,04_LIGHTING_EMERGENCY,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Elec Submeters LEED-6ETLC1 Utilities 6ETLC1_EnergyPosSumNR 6ETLC1_EnergyPosSumNR,0.021359347934888934,0.01717377580320666,0.021358958656965715,0.021359750645546155,0.00018860807242548905,04_LIGHTING_EMERGENCY,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Elec Submeters LEED-6ETLE1 Utilities 6ETLE1_EnergyPosSum 6ETLE1_EnergyPosSum,0.04145980720101824,0.032611986591492455,0.04145919379639942,0.041460432082824815,0.00018860807242548905,04_LIGHTING_EMERGENCY,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,Elec Submeters LEED-6ETLE1 Utilities 6ETLE1_EnergyPosSumNR 6ETLE1_EnergyPosSumNR,0.04145964528563942,0.03260066373051643,0.04145903491133995,0.0414602683065512,9.430403621277228e-05,04_LIGHTING_EMERGENCY,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Elec Submeters LEED-6ETLW1 Utilities 6ETLW1_EnergyPosSum 6ETLW1_EnergyPosSum,0.009858971153548758,0.008297206048092023,0.009858715897976282,0.009859231498636482,0.0,04_LIGHTING_EMERGENCY,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,Elec Submeters LEED-6ETLW1 Utilities 6ETLW1_EnergyPosSumNR 6ETLW1_EnergyPosSumNR,0.009859042712779785,0.008304760689911754,0.009858786175807549,0.009859304109055328,0.00018860807242548905,04_LIGHTING_EMERGENCY,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Elec Submeters LEED-6N2LE1 Utilities 6N2LE1_EnergyPosSum 6N2LE1_EnergyPosSum,0.005449345123835425,0.002973818133214905,0.005449622650381835,0.005449305038131474,9.430403621277228e-05,03_LIGHTING_NORMAL,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Elec Submeters LEED-6N2LE1 Utilities 6N2LE1_EnergyPosSumNR 6N2LE1_EnergyPosSumNR,0.005449345972134851,0.0029759097988594067,0.005449623799946227,0.005449306240623887,9.430403621277228e-05,03_LIGHTING_NORMAL,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Elec Submeters LEED-6N3LO1 Utilities 6N3LO1_EnergyPosSum 6N3LO1_EnergyPosSum,0.001636220227837462,0.00048362820002782715,0.0016363516849142105,0.0016360856296221032,0.0,03_LIGHTING_NORMAL,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Elec Submeters LEED-6N3LO1 Utilities 6N3LO1_EnergyPosSumNR 6N3LO1_EnergyPosSumNR,0.0016362244596499402,0.00048438748005666664,0.0016363560481232413,0.0016360902943458472,0.00018860807242548905,03_LIGHTING_NORMAL,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,Elec Submeters LEED-6N4LC1 Utilities 6N4LC1_EnergyPosSum 6N4LC1_EnergyPosSum,0.0029637455211640397,0.0,0.0029641773976323417,0.0029633155526736254,9.430403621277228e-05,03_LIGHTING_NORMAL,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Elec Submeters LEED-6N4LC1 Utilities 6N4LC1_EnergyPosSumNR 6N4LC1_EnergyPosSumNR,0.0029637455211640397,0.0,0.0029641773976323417,0.0029633155526736254,9.430403621277228e-05,03_LIGHTING_NORMAL,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Elec Submeters LEED-6N4LE1 Utilities 6N4LE1_EnergyPosSum 6N4LE1_EnergyPosSum,0.006063667571816049,0.004288526621882096,0.00606374728337642,0.006063819887848264,9.430403621277228e-05,03_LIGHTING_NORMAL,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Elec Submeters LEED-6N4LE1 Utilities 6N4LE1_EnergyPosSumNR 6N4LE1_EnergyPosSumNR,0.006063667788198452,0.004288930319944208,0.006063747546031419,0.006063820281213738,9.430403621277228e-05,03_LIGHTING_NORMAL,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Elec Submeters LEED-6N4LW1 Utilities 6N4LW1_EnergyPosSum 6N4LW1_EnergyPosSum,0.0014049217839197596,0.0,0.0014051265088713275,0.0014047179634182124,9.430403621277228e-05,03_LIGHTING_NORMAL,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Elec Submeters LEED-6N4LW1 Utilities 6N4LW1_EnergyPosSumNR 6N4LW1_EnergyPosSumNR,0.0018774232164115682,0.0,0.0018776967941875344,0.0018771508472690537,9.430403621277228e-05,03_LIGHTING_NORMAL,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Elec Submeters LEED-6N6LC1 Utilities 6N6LC1_EnergyPosSum 6N6LC1_EnergyPosSum,7.339162098705612e-06,0.0,7.3402315600965564e-06,7.33809736206545e-06,9.430403621277228e-05,03_LIGHTING_NORMAL,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Elec Submeters LEED-6N6LC1 Utilities 6N6LC1_EnergyPosSumNR 6N6LC1_EnergyPosSumNR,7.339160650230596e-06,0.0,7.340230111410472e-06,7.338095913800576e-06,9.430403621277228e-05,03_LIGHTING_NORMAL,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Elec Submeters LEED-6N6LE1 Utilities 6N6LE1_EnergyPosSum 6N6LE1_EnergyPosSum,0.00719641196141804,0.005213541295473869,0.007196442154620923,0.007196639124508864,9.430403621277228e-05,03_LIGHTING_NORMAL,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Elec Submeters LEED-6N6LE1 Utilities 6N6LE1_EnergyPosSumNR 6N6LE1_EnergyPosSumNR,0.007196414620609877,0.005217144821345195,0.007196445576459819,0.007196642428491721,9.430403621277228e-05,03_LIGHTING_NORMAL,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Elec Submeters LEED-6N6LW1 Utilities 6N6LW1_EnergyPosSum 6N6LW1_EnergyPosSum,9.094307153148985e-05,0.0,9.095632373963971e-05,9.092987786998934e-05,9.430403621277228e-05,03_LIGHTING_NORMAL,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Elec Submeters LEED-6N6LW1 Utilities 6N6LW1_EnergyPosSumNR 6N6LW1_EnergyPosSumNR,9.094299616329879e-05,0.0,9.095624836046594e-05,9.092980251273233e-05,9.430403621277228e-05,03_LIGHTING_NORMAL,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Elec Submeters LEED-6NBLC1 Utilities 6NBLC1_EnergyPosSum 6NBLC1_EnergyPosSum,0.006329647289952949,0.0,0.006330569645026167,0.006328729009732637,9.430403621277228e-05,03_LIGHTING_NORMAL,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Elec Submeters LEED-6NBLC1 Utilities 6NBLC1_EnergyPosSumNR 6NBLC1_EnergyPosSumNR,0.006329944850648039,0.0,0.00633086724908175,0.006329026527258798,9.430403621277228e-05,03_LIGHTING_NORMAL,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Elec Submeters LEED-6NBLW1 Utilities 6NBLW1_EnergyPosSum 6NBLW1_EnergyPosSum,0.0021156222094468025,0.0015433528697020831,0.0021155643915926293,0.00211553108769315,0.00018860807242548905,03_LIGHTING_NORMAL,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,Elec Submeters LEED-6NBLW1 Utilities 6NBLW1_EnergyPosSumNR 6NBLW1_EnergyPosSumNR,0.002115622256883305,0.0015432040694104427,0.0021155644501613478,0.0021155311674128175,0.00018860807242548905,03_LIGHTING_NORMAL,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Elec Submeters LEED-6NBME1 Utilities 6NBME1_EnergyPosSum 6NBME1_EnergyPosSum,0.032273203165750115,0.003386254687914513,0.03227748277565926,0.032269275778321754,0.00018860807242548905,05_OTHER,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,Elec Submeters LEED-6NBME1 Utilities 6NBME1_EnergyPosSumNR 6NBME1_EnergyPosSumNR,0.032273175242207644,0.0033672589364818826,0.032277457788923325,0.03226924652326808,0.0,05_OTHER,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Elec Submeters LEED-6NBMW1 Utilities 6NBMW1_EnergyPosSum 6NBMW1_EnergyPosSum,0.10726857131659673,0.06589360118483503,0.10727067621896597,0.10726686257191614,0.00018860807242548905,05_OTHER,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Elec Submeters LEED-6NBMW1 Utilities 6NBMW1_EnergyPosSumNR 6NBMW1_EnergyPosSumNR,0.10726857175292595,0.06589412391971003,0.10727067665995237,0.10726686257191614,0.00018860807242548905,05_OTHER,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,Elec Submeters LEED-6NRMC1 Utilities 6NRMC1_EnergyPosSum 6NRMC1_EnergyPosSum,0.06859421947318205,0.05871634140021709,0.06859226291867276,0.06859621901926818,0.00018860807242548905,05_OTHER,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Elec Submeters LEED-6NRMC1 Utilities 6NRMC1_EnergyPosSumNR 6NRMC1_EnergyPosSumNR,0.06859424892080704,0.05871496825217341,0.06859229196635132,0.0685962475257975,0.00018860807242548905,05_OTHER,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,Elec Submeters LEED-6NRME1 Utilities 6NRME1_EnergyPosSum 6NRME1_EnergyPosSum,0.0968058712963181,0.054192555658877685,0.0968088327640204,0.09680295399682301,9.430403621277228e-05,05_OTHER,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Elec Submeters LEED-6NRME1 Utilities 6NRME1_EnergyPosSumNR 6NRME1_EnergyPosSumNR,0.09680605087765178,0.05418523511283567,0.0968090108330009,0.0968031349352174,0.00018860807242548905,05_OTHER,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Elec Submeters LEED-6NRMW1 Utilities 6NRMW1_EnergyPosSum 6NRMW1_EnergyPosSum,0.017860934947238432,0.010105660000263311,0.017861390399464706,0.017860395716030247,0.00018860807242548905,05_OTHER,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
