,hour,date,mean_9,std_9,max_9,min_9,mean_4,mean_12,mean_7,mean_14,mean_8,mean_16,mean_5,mean_6,mean_10,mean_3,std_4,std_12,std_7,std_14,std_8,std_16,std_5,std_6,std_10,std_3,max_4,max_12,max_7,max_14,max_8,max_16,max_5,max_6,max_10,max_3,min_4,min_12,min_7,min_14,min_8,min_16,min_5,min_6,min_10,min_3,std_18,max_18,min_18,max_1,mean_18,mean_1,std_1,min_1,min_17,mean_11,mean_19,max_17,std_2,min_2,max_11,std_0,std_19,min_15,min_11,std_17,std_15,std_13,max_2,min_13,max_0,mean_0,mean_15,mean_13,max_19,max_13,mean_2,max_15,min_19,min_0,mean_17,std_11,urate_0,urate_1,urate_2,urate_3,urate_4,urate_5,urate_6,urate_7,urate_8,urate_9,urate_10,urate_11,urate_12,urate_13,urate_14,urate_15,urate_16,urate_17,urate_18,urate_19
20,16,2020-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,923.859436,782.36691104,459.3176668815167,947.8865969999999,292.8618781186378,24.369999,790.629883,26545.613827229783,3.829061499532928,935.42926,774.118408,4.854381552184869,12.850856959876976,3.4935191776191425,872.0,848.405273,786692.5,1872.6477595770916,959.7178216146792,860.6083310405952,467.31311000000005,870.731262,724.8742855714285,984.114685,450.650696,-422.0,934.591202668874,3.934484444097934,4.142452624700501,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,739.0,0.0,109.0,0.0,151.0,0.0,211.0
21,17,2020-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,927.414307,787.7468335826088,455.13516262272725,953.624451,294.7717876792713,24.369999,794.700562,26940.814076826457,3.646014182047808,931.32428,777.607727,4.7099577982315965,3.3423003034340124,4.812374788598313,872.0,905.978149,786692.5,1960.581547456277,938.5227981684212,918.6121745672338,463.626434,930.011841,725.052857,947.657654,446.487061,-422.0,940.0304618749993,3.8148487786669776,3.8815072968852102,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,647.0,0.0,95.0,0.0,160.0,0.0,220.0
22,18,2020-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,926.350708,783.8931450937498,453.99890720848066,948.784363,292.7281543574241,24.369999,794.186951,26145.59563117948,3.4803627702672464,928.271912,777.087952,4.130512590022189,3.0909160178184556,14.021720078554365,872.0,74.942047,786692.5,1877.8418640663695,935.4314646213596,104.4894025312084,461.410065,157.336197,724.5885712857142,940.7741699999999,444.97168,-422.0,936.1465187500002,3.894716914452403,4.2387279459812675,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,753.0,0.0,103.0,0.0,172.0,0.0,283.0
23,19,2020-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,924.688416,784.3948721724137,454.34476822268897,945.9486079999999,292.69223280971005,24.369999,794.32782,26006.135333517388,3.3935745262043486,928.28009,778.589172,4.331932933070338,3.5898221529313794,29.445893566945497,872.0,0.732712,786692.5,1865.4402766952128,936.7140275809522,47.105324814350745,463.93957500000005,100.653175,724.5171427142857,944.495728,446.09436,-422.0,937.1529393655173,3.862098103044933,3.9457634502287084,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,878.0,0.0,105.0,0.0,145.0,0.0,238.0
24,2,2020-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,922.125732,785.1121930707068,452.1140027237357,939.329407,292.5221635413302,24.369999,795.477661,26255.080871891132,3.2921388928717854,924.684265,774.746338,3.57131433110607,3.1989515754389837,2.1822467410257107,872.0,72.326073,786692.5,1808.7100096183258,930.3007732368418,77.08566718884126,459.626251,82.417419,724.1599998571428,937.143005,446.603149,-422.0,930.9725904509806,3.6902097330485883,3.773905467218471,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,233.0,0.0,76.0,0.0,153.0,0.0,257.0
25,20,2020-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,924.1997680000001,784.621618794872,453.6983099416663,943.095276,293.01349486634507,24.369999,789.894836,25383.806050544914,3.300304365522736,929.008057,778.215637,4.094903080199763,3.2024023487669546,10.716952027610487,872.0,13.209661,786692.5,1786.1952235166673,933.3798969230768,35.5840583557484,462.1843569999999,71.062279,725.1957141428571,940.4559330000001,445.150513,-422.0,934.0277367599998,3.663209643959466,4.150729688521019,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,461.0,0.0,91.0,0.0,150.0,0.0,240.0
26,21,2020-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,923.913208,783.7041943333331,452.4124293851347,941.965088,292.8608663897983,24.369999,789.602478,26254.973253813812,3.447364833629305,925.02771,773.879211,3.7150183309814184,3.159007935685131,4.886301151021117,872.0,47.790146,786692.5,1890.3159610074492,933.1474624827584,60.9514165,460.295959,70.983597,724.8742855714285,941.040222,444.634796,-422.0,932.1516754852945,3.830815454149579,3.8723589631888475,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,278.0,0.0,116.0,0.0,136.0,0.0,296.0
27,22,2020-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,923.581116,784.9671544285715,450.5743215501617,941.780945,292.7593725862981,24.369999,793.426392,26190.187267611804,3.6525956882647126,924.741699,778.012634,3.7443726771321195,2.9238895812278396,3.681635808064868,872.0,57.295097,786692.5,1898.0812407047888,932.6993709770117,67.66163709302333,458.955017,77.331383,724.6599998571428,940.266357,441.783081,-422.0,932.7525952485546,3.647048918448628,3.793944674362884,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,258.0,0.0,87.0,0.0,173.0,0.0,309.0
28,23,2020-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,922.988953,785.0871115204086,451.9384443774315,939.233948,292.58025521154366,24.369999,794.595337,26403.7073328706,3.4031406566183313,924.747864,773.991272,3.4809153918406492,3.4844110285230445,2.8249141017365544,872.0,58.325245,786692.5,1914.647497161262,931.685061029703,67.86742357586209,460.000854,72.83017,724.2671427142857,940.514343,444.725037,-422.0,931.7962036133337,3.9855555146403776,3.7882814201698976,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,290.0,0.0,101.0,0.0,150.0,0.0,257.0
29,3,2020-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,921.128113,784.8783372291663,452.28638920754724,939.972412,292.5907890104142,24.369999,792.253784,26381.41187782989,3.456023446350887,924.243469,776.627319,3.587510046605594,3.349356472622619,3.794481655452519,872.0,63.801201000000006,786692.5,1831.3625635125197,931.0976420930231,72.3386799502075,459.854858,80.312912,724.3028569999999,935.150635,443.732361,-422.0,930.7546805947718,3.1811691482207474,3.7508168155086037,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,241.0,0.0,86.0,0.0,153.0,0.0,212.0
30,4,2020-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,922.799988,784.537102235294,451.8989257875001,947.532166,292.55731021597376,24.369999,788.875183,26058.732490674825,3.49542338112168,928.328247,777.160278,4.175310784099011,2.6390584979324387,1.634186877406759,872.0,71.905952,786692.5,1787.7485245748867,931.4884889824558,76.55845767916664,459.524841,80.939423,724.2314284285713,935.106995,443.620789,-422.0,930.8766982922081,3.376502584411451,3.836419080810281,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,240.0,0.0,57.0,0.0,154.0,0.0,240.0
31,5,2020-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,921.03241,785.0134103246756,452.07814507894733,939.771423,292.710829050516,24.369999,788.988708,26180.615358216128,3.472080460481892,928.250793,776.883057,3.772914827292717,2.8548192859192647,1.7083234923688906,872.0,70.581963,786692.5,1808.9300102233747,931.3879165749998,77.38910016525418,459.116821,81.134811,724.5528569999999,938.79718,444.157043,-422.0,929.5313763426572,3.1823712582907873,3.8024395556523634,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,236.0,0.0,40.0,0.0,143.0,0.0,228.0
32,6,2020-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,922.016541,784.1473454774778,452.5988955877863,941.925964,292.54106901832125,24.369999,792.529175,26194.11875786717,3.6718024967671483,926.368408,776.651245,3.891761864249718,3.6235076138955407,6.75250972393929,872.0,70.696808,786692.5,1799.4776215803854,933.806162292683,85.61339242516999,463.514404,96.988075,724.1957141428571,943.4151,442.740753,-422.0,931.1253067986577,3.3922251981622535,3.8828142016989764,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,294.0,0.0,123.0,0.0,149.0,0.0,262.0
33,7,2020-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,923.7795409999999,787.5370258888885,457.0404234465118,944.8520510000001,292.7660775483541,24.369999,798.943604,25864.213717676677,4.290236995448601,932.227234,777.215027,4.31358521903576,2.905352337341555,317.46358398705553,872.0,79.266502,786692.5,1753.7757423904582,936.167181729412,948.0940360074079,465.622192,1120.643188,724.6599998571428,943.081848,448.06802400000004,-422.0,935.0092614863016,4.739744900813141,5.95905031583533,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,675.0,0.0,85.0,0.0,146.0,0.0,215.0
34,8,2020-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,928.129883,793.3987450776701,459.46436266995045,961.4345700000001,293.3403528641007,24.369999,814.340149,24845.220032673624,3.2142693566357257,932.646606,781.990967,8.05071714186817,4.497588709612567,32.90739100957143,872.0,879.658936,786692.5,1676.3908500072855,941.4722290285715,946.4962423376966,466.33584599999995,1016.425293,725.8742855714285,949.2796019999998,452.36267100000003,-422.0,939.8206203602942,6.531934195444504,5.292528860814637,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,764.0,0.0,70.0,0.0,136.0,0.0,203.0
35,9,2020-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,929.509949,787.658204894231,459.0427525384616,945.6771240000002,293.21719169797996,24.369999,797.814941,26243.582051873374,3.2829533325744054,932.8206789999999,779.51709,3.954318006659747,4.355143518294098,26.745790683047037,872.0,810.974487,786692.5,1832.2546919771726,942.4773439906544,885.8128990455527,467.296875,936.887085,725.6242855714285,952.298035,451.724731,-422.0,938.2204960133337,3.6329387733703298,4.792855587018079,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,922.0,0.0,107.0,0.0,150.0,0.0,221.0
36,0,2020-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,916.79834,775.408833082569,451.3681763167259,935.756836,292.54106901832125,24.369999,782.503723,37350.61061143823,3.2103904149605955,932.488953,766.581665,3.890691886009215,3.2237753698228975,3.707690689148429,872.0,60.378742,2033303.25,2315.408334607931,940.8109785789474,68.37269306666667,457.400787,75.824905,724.1957141428571,949.126282,443.608276,-422.0,925.9855550217391,3.6606056650482905,3.876279677630146,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,225.0,0.0,95.0,0.0,138.0,0.0,281.0
37,1,2020-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,918.542969,775.9955719711542,450.89776697444137,936.206604,292.40904419287307,24.369999,783.922485,25796.38645560958,3.258971204518449,937.011353,767.462463,3.7487975983354622,2.6199801686378303,3.543136426175753,872.0,63.01552199999999,786692.5,1756.300502400588,940.0417666779663,70.33861381904758,457.754883,76.092461,723.9099998571428,942.974487,443.56488,-422.0,926.6816592721091,3.836578798342458,3.8298845567414506,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,210.0,0.0,59.0,0.0,147.0,0.0,313.0
38,10,2020-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.527466,788.9217924369743,460.9679717801726,945.5568240000001,293.0308474186285,24.369999,840.537537,26502.516394389637,3.386002163884327,938.270325,778.146484,4.0040834756958175,6.991340961380959,7.896819099402768,872.0,807.604492,786692.5,1851.3379719084985,952.2153859058818,843.198354050946,468.222137,858.415222,725.2314284285713,964.5853270000001,453.785034,-422.0,935.4558037062936,8.76261234325895,4.3045088216074925,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,687.0,0.0,85.0,0.0,143.0,0.0,232.0
39,11,2020-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,928.253967,787.3592614766357,460.3238062564105,949.0063480000001,293.1699737657324,24.369999,816.842957,26356.76771343274,3.390859837783397,954.317383,776.732178,4.2889440543038155,5.063348303253002,13.607055605130732,872.0,797.194946,786692.5,1833.5739252067074,963.2823767105269,841.9594805918928,469.04782100000006,867.98584,725.5171427142857,975.553772,453.295319,-422.0,937.4897292916663,4.928583527009885,4.302766281855805,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,740.0,0.0,76.0,0.0,120.0,0.0,234.0
40,12,2020-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,928.33606,789.3496913636368,458.89648765517245,948.0897220000002,293.28567257896606,24.369999,841.661865,26146.686675467434,3.7086338420298435,951.8458859999998,780.988464,4.223261751244844,3.5491089513077516,12.170283902698765,872.0,822.034485,786692.5,1809.073780741707,959.7413771386133,869.4804559044512,468.81481899999994,906.0651860000002,725.7671427142857,967.335144,451.66018700000006,-422.0,937.6457278707479,10.254719026279858,4.403615769984753,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,764.0,0.0,101.0,0.0,147.0,0.0,232.0
41,13,2020-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,926.270386,789.6043244945058,458.5663356790121,949.2546390000001,293.4943725058531,24.369999,797.694153,26440.73774814889,3.534528752432928,956.3101200000001,781.874023,4.240978047593447,6.697718421727505,8.732080663059095,872.0,837.988281,786692.5,1851.5744787753722,968.985988,872.3196880924938,466.772034,888.188721,726.1957141428571,981.6195069999999,451.254395,-422.0,939.183346,4.206288499902958,4.285340884338924,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,746.0,0.0,82.0,0.0,150.0,0.0,243.0
42,14,2020-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,928.515564,790.4374791704544,458.0896178915094,955.3259889999999,293.1374996983826,24.369999,802.995422,26201.411279206335,3.717393044774409,955.2205810000002,782.15802,5.419673541246961,4.6848355597163485,23.0153098725844,872.0,827.453125,786692.5,1855.409419552196,968.2973173608245,884.1754557686829,467.126953,922.050049,725.4457141428571,976.5172119999999,448.175751,-422.0,941.841490040541,4.534007304308364,4.301023742104117,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,562.0,0.0,97.0,0.0,148.0,0.0,212.0
43,15,2020-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,928.3617550000001,789.3860032857144,457.3167761638657,954.9641719999998,293.35507535662873,24.369999,799.194824,26309.72148117083,3.6268592781338977,950.194885,779.543518,4.8135813679093715,5.466113166037798,12.199599402693064,872.0,856.108398,786692.5,1873.9956897175991,964.3822886521737,913.2152649183681,468.18759199999994,934.220459,725.9099998571428,976.99408,449.599762,-422.0,941.295084578617,4.162928838571655,4.270529296449575,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,784.0,0.0,115.0,0.0,159.0,0.0,238.0
44,16,2020-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,927.301025,789.0851208260872,456.2842790188681,953.7243040000001,293.0311002044454,24.369999,795.438904,26456.816446437628,4.052881132281025,932.095154,780.016724,4.665453301455917,9.892423253623033,5.850782458815769,872.0,894.011475,786692.5,1903.6511113487852,946.6453298192769,930.8099442951877,465.294434,943.8905030000001,725.2314284285713,970.9407960000001,446.612549,-422.0,941.088456822369,3.720712955966923,4.163580919189719,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,769.0,0.0,83.0,0.0,152.0,0.0,212.0
45,17,2020-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,920.61261,776.109992648148,456.8712024519231,938.5512700000002,295.20568568292157,24.369999,784.600464,27499.922963038836,3.5257042289561222,942.633789,768.590637,3.669050531682837,3.7047477053995106,33.57124138814023,872.0,836.966248,786692.5,2029.80363006797,948.626194666667,882.9271626638066,464.955383,978.149902,725.9576189047618,954.460815,449.397491,-422.0,928.4290038962965,3.685920581055271,3.5998693095186236,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,583.0,0.0,75.0,0.0,135.0,0.0,208.0
46,18,2020-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,914.762878,774.7762714411764,452.79229603349285,935.524597,292.81090314238554,24.369999,783.849426,25988.987116994194,3.350457612083623,940.227905,762.124817,3.935152408592923,3.4429828802467535,57.99430552467329,872.0,16.410978,786692.5,1837.3197205941879,947.3953958854162,82.50434006585364,460.27829,491.690399,724.7671427142857,953.858948,445.896057,-422.0,925.0720186434107,3.883125725810044,4.203441516009584,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,410.0,0.0,96.0,0.0,129.0,0.0,209.0
