id,ahu,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,beatyAHU2_VAV_DMP,beatyDSP_MV,beatyFH,beatyRTU1_VAV_DMP,beatyRTU2_VAV_DMP,beatyRTU3_VAV_DMP,beatyRTU4_VAV_DMP,beatyRTU5_VAV_DMP,beaty_MAD_MV,bmsName,bypass,close,cmd,co2,connRef,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,filter,final,flow,groupRef,heat,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,lastSynced,lastTagged,leaving,mixed,mixing,mode,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,open,outside,perimeterHeat,point,pointType,power,pressure,proj_1830_3W2W,pump,quantityID,return,roomRef,run,runtime,scheduleOcc,secondarySide,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,static,tagTableRef,tags,temp,tlName,tz,unit,utilityPoint,valve,vavMode,volume,water,zone,mod
@p:ubcv:r:236ba216-21e4ca06 Beaty Rm 382 VAV-T17 VAV_T17_OperationMode,"","","","",@p:ubcv:r:236ba157-ef419f0a beatyBio VAV_T17_Lab_Support_382 (520213),"",TL13,✓,"","","","","","","","","",VAV_T17_OperationMode,"","","","",@p:ubcv:r:236ba157-ef419f0a beatyBio VAV_T17_Lab_Support_382 (520213),"","","","","","","","",$equipRef $bmsName,"","","","","","","Occupied,Standby,Unoccupied","",@p:ubcv:r:241993c9-b70a45ee Beaty Rm 382 VAV-T17,✓,"","","","","",@p:ubcv:r:241985f0-bf451612 Beaty Floor 3,"","",✓,"","","-1 enumNumberToStr(self, false)",2019-03-07T12:28:45-08:00 Los_Angeles,"","","",1,2019-03-07T12:28:45-08:00 Los_Angeles,ok,"","",Str,2020-05-12T14:03:23.564-07:00 Los_Angeles,2019-01-23T16:52:59.848-08:00 Los_Angeles,"","","",✓,Operation Mode,"",MSV3,"","","","","","",✓,"","","","","","","",@p:ubcv:r:241993c9-54d62c5b Beaty Rm 382,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"",✓,"","","","",@p:ubcv:r:254a170a-20a4f0b2 .+_OperationMode(_TL)?,"","",VAV_T17_OperationMode_TL,Los_Angeles,"","","",✓,"","","",2020-04-09T19:16:25.868Z UTC
@p:ubcv:r:236baa7b-f8299c61 Beaty Rm 384 VAV-T21 VAV_T21_NSB,"","","","",@p:ubcv:r:22ff8263-8649c7f1 beatyBio VAV_T21_Lab_Support_384 (520113),"",TL10,✓,"","","","","","","","","",VAV_T21_NSB,"","","","",@p:ubcv:r:22ff8263-8649c7f1 beatyBio VAV_T21_Lab_Support_384 (520113),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:241993c9-96a6fd4d Beaty Rm 384 VAV-T21,✓,"","","","","",@p:ubcv:r:241985f0-bf451612 Beaty Floor 3,"","",✓,"","","","","","","","","",ok,"","",Bool,2020-05-12T14:06:54.904-07:00 Los_Angeles,2018-11-28T16:32:36.143-08:00 Los_Angeles,"","","","",VAV_T21_NSB,✓,BV5,"","","","","","",✓,"","","","","","","",@p:ubcv:r:241993c9-e772f66b Beaty Rm 384,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","","","","",VAV_T21_NSB_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:28.313Z UTC
@p:ubcv:r:236ba25d-981a6e3b Beaty Rm 273 VAV-S16 VAV_S16_RTU_SAT_AV,"",✓,"","",@p:ubcv:r:236ba157-63611549 beatyBio VAV_S16_Lab_Support_273 (520206),"",TL7,✓,"","","","","","","","","",VAV_S16_RTU_SAT_AV,"","","","",@p:ubcv:r:236ba157-63611549 beatyBio VAV_S16_Lab_Support_273 (520206),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:24199aea-83826909 Beaty Rm 273 VAV-S16,✓,"","","","","",@p:ubcv:r:24199a22-79c45e36 Beaty Floor 2,"","",✓,"","","",2020-05-12T13:55:01-07:00 Los_Angeles,"","","",80586,2018-10-29T07:08:55-07:00 Los_Angeles,ok,"","",Number,2020-05-12T13:58:15.254-07:00 Los_Angeles,2019-04-11T16:04:13.921-07:00 Los_Angeles,"","","","",Discharge Air Temp,"",AV9,"","","","","","",✓,"","","","","","","",@p:ubcv:r:24199aea-b098c9da Beaty Rm 273,"","","","",✓,@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:23e65d0e-b77c9dc0 .+_(\d+)?SAT(_\d+)?(_AV)?(_TL)?,"",✓,VAV_S16_RTU_SAT_TL,Los_Angeles,°C,"","","","","","",2020-04-09T19:02:01.821Z UTC
@p:ubcv:r:236baa45-b814d441 Beaty Rm 394 VAV-T25 VAV_T25_OperationMode,"","","","",@p:ubcv:r:22ff8263-db4642e3 beatyBio VAV_T25_Lab_Support_394 (520117),"",TL13,✓,"","","","","","","","","",VAV_T25_OperationMode,"","","","",@p:ubcv:r:22ff8263-db4642e3 beatyBio VAV_T25_Lab_Support_394 (520117),"","","","","","","","",$equipRef $bmsName,"","","","","","","Occupied,Standby,Unoccupied","",@p:ubcv:r:241993c9-67127907 Beaty Rm 394 VAV-T25,✓,"","","","","",@p:ubcv:r:241985f0-bf451612 Beaty Floor 3,"","",✓,"","","-1 enumNumberToStr(self, false)","","","","","","",ok,"","",Str,2020-05-12T14:00:47.001-07:00 Los_Angeles,2019-01-23T16:53:05.78-08:00 Los_Angeles,"","","",✓,Operation Mode,"",MSV3,"","","","","","",✓,"","","","","","","",@p:ubcv:r:241993c9-3620fcac Beaty Rm 394,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"",✓,"","","","",@p:ubcv:r:254a170a-20a4f0b2 .+_OperationMode(_TL)?,"","",VAV_T25_OperationMode_TL,Los_Angeles,"","","",✓,"","","",2020-04-09T19:16:27.475Z UTC
@p:ubcv:r:236bab17-b6b51745 Beaty Unsorted Points EF6_ESP,"","","","",@p:ubcv:r:22ff788f-b22ee0f6 beatyBio 314.0 BioD_RTU1_3rd_Party_Rtr (520100),"",TL21,✓,"","",✓,"","","","","","",EF6_ESP,"","","","",@p:ubcv:r:22ff788f-b22ee0f6 beatyBio 314.0 BioD_RTU1_3rd_Party_Rtr (520100),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:22ff90eb-7efd2ec3 Beaty Unsorted Points,✓,"","","","","",@p:ubcv:r:22ff90eb-6a116659 Beaty Unsorted Points,"","",✓,"","","",2020-05-12T13:54:00-07:00 Los_Angeles,"","","",392851,2018-10-30T10:22:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T13:54:52.117-07:00 Los_Angeles,2018-11-28T16:32:57.173-08:00 Los_Angeles,"","","","",EF6_ESP,✓,AI9,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","","","","",EF6_ESP_TL,Los_Angeles,Pa,"","","","","","",2020-04-09T19:02:01.443Z UTC
@p:ubcv:r:236ba97b-ef036f41 Beaty Rm 162 VAV-G09 VAV_G09_Rtu_Discharge,"","","","",@p:ubcv:r:22ff9362-4038902f beatyBio VAV_G09_Lab_Support_162 (520301),"",TL8,✓,"","","","","","","","","",VAV_G09_Rtu_Discharge,"","","","",@p:ubcv:r:22ff9362-4038902f beatyBio VAV_G09_Lab_Support_162 (520301),"","","","","","","","",$equipRef $bmsName,"","","","","","","Heating Available,Deadband,Cooling Available","",@p:ubcv:r:241993c9-5a46b1a3 Beaty Rm 162 VAV-G09,✓,"","","","","",@p:ubcv:r:241984b8-5376fdd0 Beaty Floor 1,"","",✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T13:41:32-07:00 Los_Angeles,"","","",11817,2018-11-21T12:23:49-08:00 Los_Angeles,ok,"","",Str,2020-05-12T14:04:37.182-07:00 Los_Angeles,2018-11-28T16:32:33.741-08:00 Los_Angeles,"","","","",VAV_G09_Rtu_Discharge,✓,MSV4,"","","","","","",✓,"","","","","","","",@p:ubcv:r:241993c9-e91d513f Beaty Rm 162,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","","","","",VAV_G09_Rtu_Discharge_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:27.477Z UTC
@p:ubcv:r:236baa2a-f8a93894 Beaty Rm 396 VAV-T27 VAV_T27_WS,"","","","",@p:ubcv:r:22ff8263-b003cec4 beatyBio VAV_T27_Lab_Sup_AH3_DX_396 (520119),"",TL9,✓,"","","","","","","","","",VAV_T27_WS,"","","","",@p:ubcv:r:22ff8263-b003cec4 beatyBio VAV_T27_Lab_Sup_AH3_DX_396 (520119),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:2419953c-a464bca7 Beaty Rm 396 VAV-T27,✓,"","","","","",@p:ubcv:r:241985f0-bf451612 Beaty Floor 3,"","",✓,"","","","","","","","","",ok,"","",Bool,2020-05-12T13:58:04.813-07:00 Los_Angeles,2018-11-28T16:32:48.519-08:00 Los_Angeles,"","","","",VAV_T27_WS,✓,BV1,"","","","","","",✓,"","","","","","","",@p:ubcv:r:2419953c-aebe3428 Beaty Rm 396,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","","","","",VAV_T27_WS_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:25.874Z UTC
@p:ubcv:r:236ba8fe-82e0e14e Beaty Rm 262 VAV-S10 VAV_S10_FLW,"",✓,"","",@p:ubcv:r:22ff9362-f9b81480 beatyBio VAV_S10_Lab_Support_262_Dp (520311),"",TL3,✓,"","","","","","","","","",VAV_S10_FLW,"","","","",@p:ubcv:r:22ff9362-f9b81480 beatyBio VAV_S10_Lab_Support_262_Dp (520311),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:24199b29-3f06b0a0 Beaty Rm 262 VAV-S10,✓,"","","","",✓,@p:ubcv:r:24199a22-79c45e36 Beaty Floor 2,"","",✓,"","","",2020-05-12T13:50:30-07:00 Los_Angeles,"","","",80548,2018-10-29T07:30:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T13:56:35.134-07:00 Los_Angeles,2019-04-11T16:04:13.72-07:00 Los_Angeles,"","","","",Discharge Air Flow,"",AV18,"","","","","","",✓,"","","","","","","",@p:ubcv:r:24199b29-a532b8e4 Beaty Rm 262,"","","","",✓,@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:23e65d0e-9b79f931 (.+_)?VAV.+_FLW(_TL)?,"","",VAV_S10_FLW_TL,Los_Angeles,L/s,"","","","","","",2020-04-09T19:02:02.084Z UTC
@p:ubcv:r:236ba762-3137a5c6 Beaty AHU-03 RF AHU3_RF_SPD,"","","","",@p:ubcv:r:22ff98b1-a54a01e2 beatyBio BioD_AHU3 (520701),"",TL10,✓,"","","","","","","","","",AHU3_RF_SPD,"","",✓,"",@p:ubcv:r:22ff98b1-a54a01e2 beatyBio BioD_AHU3 (520701),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:254e1cca-2577dbf5 Beaty AHU-03 RF,✓,"",✓,"","","",@p:ubcv:r:21cb089a-0c38404b Beaty Hydronic Systems,"","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",145641,2018-10-30T13:20:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:08:46.772-07:00 Los_Angeles,2019-01-23T16:53:11.838-08:00 Los_Angeles,"","","","",Return Fan Speed Cmd,"",AO4,"","","","","","",✓,"","","","","","",✓,"","","","","","",@p:ubcv:r:209678da-364312db Beaty,"","",✓,"","","",@p:ubcv:r:23e65d0f-124b0c43 .+_RF(\d+)?(_VFD)?_SPD(_AV)?(_TL)?,"","",AHU3_RF_SPD_TL,Los_Angeles,%,"","","","","","",2020-04-09T19:02:02.649Z UTC
@p:ubcv:r:236ba293-45238274 Beaty HW Submeters Hot Water Meter  BioD_314_EM_1P_TOTAL_POWER,"","","","",@p:ubcv:r:23635473-ce9db8c3 beaetyBio Main Router (520000),"",TL70,✓,"","","","","","","","","",BioD_314_EM_1P_TOTAL_POWER,"","","","",@p:ubcv:r:23635473-ce9db8c3 beaetyBio Main Router (520000),"","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","@p:ubcv:r:2419b17e-d8d33dda Beaty HW Submeters Hot Water Meter ",✓,"","","","","",@p:ubcv:r:21697fca-fd27e8b7 Beaty Utilities,"","",✓,"","","",2020-05-12T13:45:00-07:00 Los_Angeles,"","","",54106,2018-10-26T21:15:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T13:59:54.314-07:00 Los_Angeles,2018-11-28T16:32:45.373-08:00 Los_Angeles,"","","","",Power,"",AV1156,"","","","","","",✓,"",✓,"","","","","","","","","","",✓,@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:23e65d0f-1a1d5719 .+_POWER(_TL)?,"","",BioD_314_EM_1P_TOTAL_TL,Los_Angeles,MWh,"","","","","","",2020-04-09T19:02:01.417Z UTC
@p:ubcv:r:236ba8bf-382a9aa5 Beaty Rm 362 VAV-T10 VAV_T10_WS,"","","","",@p:ubcv:r:22ff9362-e673a91a beatyBio VAV_T10_Lab_Support_362 (520316),"",TL9,✓,"","","","","","","","","",VAV_T10_WS,"","","","",@p:ubcv:r:22ff9362-e673a91a beatyBio VAV_T10_Lab_Support_362 (520316),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:241993c9-338511d0 Beaty Rm 362 VAV-T10,✓,"","","","","",@p:ubcv:r:241985f0-bf451612 Beaty Floor 3,"","",✓,"","","","","","","","","",ok,"","",Bool,2020-05-12T14:00:43.832-07:00 Los_Angeles,2018-11-28T16:32:57.512-08:00 Los_Angeles,"","","","",VAV_T10_WS,✓,BV1,"","","","","","",✓,"","","","","","","",@p:ubcv:r:241993c9-c21498ad Beaty Rm 362,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","","","","",VAV_T10_WS_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:25.88Z UTC
@p:ubcv:r:236baaba-638f8570 Beaty Rm 294 VAV-S25 VAV_S25_Dmp_Open,"",✓,"","",@p:ubcv:r:22ff8263-a9091387 beatyBio VAV_S25_Lab_Support_294 (520108),"",TL92,✓,"","","","","","","","","",VAV_S25_Dmp_Open,"","",✓,"",@p:ubcv:r:22ff8263-a9091387 beatyBio VAV_S25_Lab_Support_294 (520108),"","","","",✓,"","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:24199aea-44a3fb1d Beaty Rm 294 VAV-S25,✓,"","","","","",@p:ubcv:r:24199a22-79c45e36 Beaty Floor 2,"","",✓,"","","",2020-05-12T00:40:04-07:00 Los_Angeles,"","","",24967,2018-10-30T13:02:37-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T14:06:58.719-07:00 Los_Angeles,2019-01-23T16:52:49.166-08:00 Los_Angeles,"","","","",Discharge Air Damper Open Cmd,"",BO6,"","","",✓,"","",✓,"","","","","","","",@p:ubcv:r:24199aea-6bff4603 Beaty Rm 294,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:23e65d0e-77e156cc .+_Dmp_Open(_TL.)?,"","",VAV_S25_Dmp_Open_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:27.489Z UTC
@p:ubcv:r:236baaba-22c604bc Beaty Rm 294 VAV-S25 VAV_S25_DP,"",✓,"","",@p:ubcv:r:22ff8263-a9091387 beatyBio VAV_S25_Lab_Support_294 (520108),"",TL5,✓,"","","","","","","","","",VAV_S25_DP,"","","","",@p:ubcv:r:22ff8263-a9091387 beatyBio VAV_S25_Lab_Support_294 (520108),"","","","","",✓,"",✓,$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:24199aea-44a3fb1d Beaty Rm 294 VAV-S25,✓,"","","","","",@p:ubcv:r:24199a22-79c45e36 Beaty Floor 2,"","",✓,"","","",2020-05-12T13:59:49-07:00 Los_Angeles,"","","",80576,2018-10-29T07:40:05-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:06:59.939-07:00 Los_Angeles,2019-04-11T16:04:13.821-07:00 Los_Angeles,"","","","",Discharge Air Differential Pressure,"",AI5,"","","","","","",✓,"","",✓,"","","","",@p:ubcv:r:24199aea-6bff4603 Beaty Rm 294,"","","","",✓,@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:23e65d0e-247ed83f (.+_)?VAV(_)?\w?\d+\w?(_.+)?_DP(_TL)?,"","",VAV_S25_DP_TL,Los_Angeles,Pa,"","","","","","",2020-04-09T19:02:01.56Z UTC
@p:ubcv:r:236ba97e-bfa66971 Beaty Unsorted Points EF5_S_BV,"",✓,"","",@p:ubcv:r:22ff7a10-619f48f2 beatyBio 314.0 BioD_RTU3 (520300),"",TL23,✓,"","","","","","","","","",EF5_S_BV,"","","","",@p:ubcv:r:22ff7a10-619f48f2 beatyBio 314.0 BioD_RTU3 (520300),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:22ff90eb-7efd2ec3 Beaty Unsorted Points,✓,✓,✓,"","","",@p:ubcv:r:22ff90eb-6a116659 Beaty Unsorted Points,"","",✓,"","","",2020-03-05T16:17:11-08:00 Los_Angeles,"","","",38,2018-11-06T06:31:32-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T13:56:03.448-07:00 Los_Angeles,2018-11-28T16:33:01.251-08:00 Los_Angeles,"","","","","Exhaust Fan Run ","",BV5,"","","","","","",✓,"","","","","","","","",✓,"","","",✓,@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:24413a2c-c7fd0c25 (.+_)?EF_?(\d+)?(_A_\d+)?_F?S(_.+)?(_TL)?,"","",EF5_STATUS_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:25.884Z UTC
@p:ubcv:r:236ba798-d1093d65 Beaty Lab 363 VAV-T01 VAV_T01_Dmp_Open,"",✓,"","",@p:ubcv:r:22ff95cc-3259a4b5 beatyBio VAV_T01_Lab_363_South_Module_4 (520507),"",TL92,✓,"","","","","","","","","",VAV_T01_Dmp_Open,"","",✓,"",@p:ubcv:r:22ff95cc-3259a4b5 beatyBio VAV_T01_Lab_363_South_Module_4 (520507),"","","","",✓,"","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:24199361-a0f54e2d Beaty Lab 363 VAV-T01,✓,"","","","","",@p:ubcv:r:241985f0-bf451612 Beaty Floor 3,"","",✓,"","","",2020-05-12T14:03:10-07:00 Los_Angeles,"","","",104127,2018-10-27T04:46:16-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T14:04:34.237-07:00 Los_Angeles,2019-01-23T16:53:10.237-08:00 Los_Angeles,"","","","",Discharge Air Damper Open Cmd,"",BO6,"","","",✓,"","",✓,"","","","","","","",@p:ubcv:r:24199361-ba84cf5d Beaty Lab 363,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:23e65d0e-77e156cc .+_Dmp_Open(_TL.)?,"","",VAV_T01_Dmp_Open_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:26.7Z UTC
@p:ubcv:r:22ff9929-ae5eb8c3 Beaty Unsorted Points RM232_RT,"",✓,"","",@p:ubcv:r:22ff7a10-71ffb118 beatyBio 314.0 BioD_Lab_EX_HWS (520600),"",TL7,✓,"","","","","","","","","",RM232_RT,"","","","",@p:ubcv:r:22ff7a10-71ffb118 beatyBio 314.0 BioD_Lab_EX_HWS (520600),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:22ff90eb-7efd2ec3 Beaty Unsorted Points,✓,"","","","","",@p:ubcv:r:22ff90eb-6a116659 Beaty Unsorted Points,"","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",91468,2018-08-08T08:30:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:00:14.468-07:00 Los_Angeles,2019-01-23T16:53:23.683-08:00 Los_Angeles,"","","","",Zone Temp,"",AI103,"","","","","","",✓,"","","","","","","","","","","","",✓,@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,"",✓,RM232_RT_TL,Los_Angeles,°C,"","","","","",✓,2020-04-09T19:02:02.551Z UTC
@p:ubcv:r:236ba886-08f1baf6 Beaty Rm 157 VAV-G05 VAV_G05_Rtu_Discharge,"","","","",@p:ubcv:r:22ff942a-0dd4635a beatyBio VAV_G05_Lab_Support_157 (520401),"",TL8,✓,"","","","","","","","","",VAV_G05_Rtu_Discharge,"","","","",@p:ubcv:r:22ff942a-0dd4635a beatyBio VAV_G05_Lab_Support_157 (520401),"","","","","","","","",$equipRef $bmsName,"","","","","","","Heating Available,Deadband,Cooling Available","",@p:ubcv:r:241993c9-348eeb4c Beaty Rm 157 VAV-G05,✓,"","","","","",@p:ubcv:r:241984b8-5376fdd0 Beaty Floor 1,"","",✓,"","","-1 enumNumberToStr(self, false)",2020-05-11T00:19:36-07:00 Los_Angeles,"","","",6918,2018-11-19T12:23:38-08:00 Los_Angeles,ok,"","",Str,2020-05-12T14:00:14.281-07:00 Los_Angeles,2018-11-28T16:32:55.236-08:00 Los_Angeles,"","","","",VAV_G05_Rtu_Discharge,✓,MSV4,"","","","","","",✓,"","","","","","","",@p:ubcv:r:241993c9-f8cbe09b Beaty Rm 157,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","","","","",VAV_G05_Rtu_Discharge_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:28.328Z UTC
@p:ubcv:r:236baaae-99db973a Beaty Rm 295 VAV-S26 VAV_S26_DP,"",✓,"","",@p:ubcv:r:22ff8263-2bf9367c beatyBio VAV_S26_Lab_Support_295 (520109),"",TL5,✓,"","","","","","","","","",VAV_S26_DP,"","","","",@p:ubcv:r:22ff8263-2bf9367c beatyBio VAV_S26_Lab_Support_295 (520109),"","","","","",✓,"",✓,$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:24199aea-c419b4e3 Beaty Rm 295 VAV-S26,✓,"","","","","",@p:ubcv:r:24199a22-79c45e36 Beaty Floor 2,"","",✓,"","","",2020-05-12T13:50:52-07:00 Los_Angeles,"","","",80548,2018-10-29T07:40:30-07:00 Los_Angeles,ok,"","",Number,2020-05-12T13:56:35.301-07:00 Los_Angeles,2019-04-11T16:04:13.647-07:00 Los_Angeles,"","","","",Discharge Air Differential Pressure,"",AI5,"","","","","","",✓,"","",✓,"","","","",@p:ubcv:r:24199aea-5bb37a18 Beaty Rm 295,"","","","",✓,@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:23e65d0e-247ed83f (.+_)?VAV(_)?\w?\d+\w?(_.+)?_DP(_TL)?,"","",VAV_S26_DP_TL,Los_Angeles,Pa,"","","","","","",2020-04-09T19:02:01.572Z UTC
@p:ubcv:r:254f1cda-11da8055 Beaty RTU-2 AHU Run Status,✓,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",$equipRef $navName,"","","","","","","","",@p:ubcv:r:241996d2-c6d94238 Beaty RTU-2,"","","","","","",@p:ubcv:r:21cb089a-0c38404b Beaty Hydronic Systems,"","",✓,"","","","","",getAhuRuntime,"","","","","","",Bool,"","","","","","",AHU Run Status,"","","","","","","","",✓,"","","","","","","","",✓,✓,"","",✓,@p:ubcv:r:209678da-364312db Beaty,"","","","","","","","","","",Los_Angeles,"","","","","","","",2019-11-01T18:29:47.583Z UTC
@p:ubcv:r:236ba97b-474b1ad9 Beaty Rm 162 VAV-G09 VAV_G09_DP,"",✓,"","",@p:ubcv:r:22ff9362-4038902f beatyBio VAV_G09_Lab_Support_162 (520301),"",TL5,✓,"","","","","","","","","",VAV_G09_DP,"","","","",@p:ubcv:r:22ff9362-4038902f beatyBio VAV_G09_Lab_Support_162 (520301),"","","","","",✓,"",✓,$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:241993c9-5a46b1a3 Beaty Rm 162 VAV-G09,✓,"","","","","",@p:ubcv:r:241984b8-5376fdd0 Beaty Floor 1,"","",✓,"","","",2020-05-12T13:59:18-07:00 Los_Angeles,"","","",80553,2018-10-29T07:29:48-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:04:38.636-07:00 Los_Angeles,2019-04-11T16:04:14.116-07:00 Los_Angeles,"","","","",Discharge Air Differential Pressure,"",AI5,"","","","","","",✓,"","",✓,"","","","",@p:ubcv:r:241993c9-e91d513f Beaty Rm 162,"","","","",✓,@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:23e65d0e-247ed83f (.+_)?VAV(_)?\w?\d+\w?(_.+)?_DP(_TL)?,"","",VAV_G09_DP_TL,Los_Angeles,Pa,"","","","","","",2020-04-09T19:02:01.958Z UTC
@p:ubcv:r:23513447-9ad483c2 Beaty Heating Plant PRIM_HWS_P1_HWST,"","","","",@p:ubcv:r:22ff7a10-ae5d98fc beatyBio 314.0 BioD_PRIM_HWS (520700),"",TL3,✓,"","","","","","","","","",PRIM_HWS_P1_HWST,"","","","",@p:ubcv:r:22ff7a10-ae5d98fc beatyBio 314.0 BioD_PRIM_HWS (520700),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:2419ab1f-f2de4d6f Beaty Heating Plant,✓,"","","","","",@p:ubcv:r:21cb089a-0c38404b Beaty Hydronic Systems,"","",✓,"","","",2020-05-12T13:55:00-07:00 Los_Angeles,"","","",165759,2018-10-09T22:40:00-07:00 Los_Angeles,ok,"",✓,Number,2020-05-12T13:56:06.734-07:00 Los_Angeles,2019-01-23T16:52:57.777-08:00 Los_Angeles,✓,"","","",Leaving Hot Water Temp,"",AI11,"","","","","","",✓,"","","",✓,"","","","","","","","",✓,@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:23e65d0e-90aebcb3 .+_HWST(_AV)?(_\d+)?(_TL)?,"",✓,PRIM_P1_HWST_TL,Los_Angeles,°C,"","","","",✓,"",2020-04-09T19:02:02.597Z UTC
@p:ubcv:r:236ba25d-47adbb0b Beaty Rm 273 VAV-S16 VAV_S16_FLW,"",✓,"","",@p:ubcv:r:236ba157-63611549 beatyBio VAV_S16_Lab_Support_273 (520206),"",TL3,✓,"","","","","","","","","",VAV_S16_FLW,"","","","",@p:ubcv:r:236ba157-63611549 beatyBio VAV_S16_Lab_Support_273 (520206),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:24199aea-83826909 Beaty Rm 273 VAV-S16,✓,"","","","",✓,@p:ubcv:r:24199a22-79c45e36 Beaty Floor 2,"","",✓,"","","",2020-05-12T13:54:53-07:00 Los_Angeles,"","","",80586,2018-10-29T07:08:44-07:00 Los_Angeles,ok,"","",Number,2020-05-12T13:58:14.564-07:00 Los_Angeles,2019-04-11T16:04:13.412-07:00 Los_Angeles,"","","","",Discharge Air Flow,"",AV18,"","","","","","",✓,"","","","","","","",@p:ubcv:r:24199aea-b098c9da Beaty Rm 273,"","","","",✓,@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:23e65d0e-9b79f931 (.+_)?VAV.+_FLW(_TL)?,"","",VAV_S16_FLW_TL,Los_Angeles,L/s,"","","","","","",2020-04-09T19:02:01.823Z UTC
