id,bacnetConnRef,bacnetCur,bacnetPoint,connRef,cur,curConvert,curStatus,curVal,delta,deltaTempPoint,disMacro,energy,entering,equipRef,flow,groupRef,his,hisCollectCov,hisCollectInterval,hisEnd,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,leaving,navName,point,power,quantityID,sensor,siteRef,sourceID,sqlConnRef,sqlPoint,temp,tz,unit,utilityPoint,water,mod
@p:ubcv:r:21dffdae-ccfe2282 Vanier - Robson HW Main Meter Entering Water Temp,@p:ubcv:r:21f93610-743d8f79 PV Robson DES Meter,AI9,✓,@p:ubcv:r:21f93610-743d8f79 PV Robson DES Meter,✓,"",ok,74.13999938964844°C,"","",$equipRef $navName,"",✓,@p:ubcv:r:215ea42a-b70159a6 Vanier - Robson HW Main Meter,"",@p:ubcv:r:21697fca-063e543e Vanier - Robson Utilities,✓,0.5°C,10min,2020-05-13T09:10:00-07:00 Los_Angeles,"",consumption,251060,2018-01-22T16:00:00-08:00 Los_Angeles,ok,"",✓,Number,"",Entering Water Temp,✓,"","",✓,@p:ubcv:r:215ea42a-d2721ae9 Vanier - Robson,"","","",✓,Los_Angeles,°C,✓,✓,2020-04-28T00:03:35.574Z UTC
@p:ubcv:r:21dffdae-b9200be6 Vanier - Robson HW Main Meter Leaving Water Temp,@p:ubcv:r:21f93610-743d8f79 PV Robson DES Meter,AI10,✓,@p:ubcv:r:21f93610-743d8f79 PV Robson DES Meter,✓,"",ok,53.099998474121094°C,"","",$equipRef $navName,"","",@p:ubcv:r:215ea42a-b70159a6 Vanier - Robson HW Main Meter,"",@p:ubcv:r:21697fca-063e543e Vanier - Robson Utilities,✓,0.5°C,10min,2020-05-13T09:10:00-07:00 Los_Angeles,"",consumption,702635,2018-01-22T16:00:00-08:00 Los_Angeles,ok,"",✓,Number,✓,Leaving Water Temp,✓,"","",✓,@p:ubcv:r:215ea42a-d2721ae9 Vanier - Robson,"","","",✓,Los_Angeles,°C,✓,✓,2020-04-28T00:03:35.575Z UTC
@p:ubcv:r:215ea42a-484c8665 Vanier - Robson HW Main Meter Power,@p:ubcv:r:21f93610-743d8f79 PV Robson DES Meter,AI5,✓,@p:ubcv:r:21f93610-743d8f79 PV Robson DES Meter,✓,"",ok,0kW,"","",$equipRef $navName,"","",@p:ubcv:r:215ea42a-b70159a6 Vanier - Robson HW Main Meter,"",@p:ubcv:r:21697fca-063e543e Vanier - Robson Utilities,✓,5.702523488406421kW,15min,2020-05-13T09:07:52-07:00 Los_Angeles,"","",632506,2016-05-05T14:30:00-07:00 Los_Angeles,ok,"",✓,Number,"",Power,✓,✓,"",✓,@p:ubcv:r:215ea42a-d2721ae9 Vanier - Robson,"","","","",Los_Angeles,kW,✓,✓,2020-05-13T08:00:08.532Z UTC
@p:ubcv:r:215ea42a-9458b38d Vanier - Robson HW Main Meter Energy,@p:ubcv:r:21f93610-743d8f79 PV Robson DES Meter,AI1,✓,@p:ubcv:r:21f93610-743d8f79 PV Robson DES Meter,✓,MWh => kWh,ok,2568801.025390625kWh,"","",$equipRef $navName,✓,"",@p:ubcv:r:215ea42a-b70159a6 Vanier - Robson HW Main Meter,"",@p:ubcv:r:21697fca-063e543e Vanier - Robson Utilities,✓,"",15min,2020-05-13T09:00:00-07:00 Los_Angeles,"",consumption,168884,2015-07-03T08:45:00-07:00 Los_Angeles,ok,✓,✓,Number,"",Energy,✓,"",10557,✓,@p:ubcv:r:215ea42a-d2721ae9 Vanier - Robson,285,@p:ubcv:r:23060489-d61f5459 ION DB,✓,"",Los_Angeles,kWh,✓,✓,2020-04-28T00:03:35.577Z UTC
@p:ubcv:r:2388a048-3dd53a64 Vanier - Robson HW Main Meter Water Delta Temp,"","","","","","","","",✓,✓,$equipRef $navName,"","",@p:ubcv:r:215ea42a-b70159a6 Vanier - Robson HW Main Meter,"",@p:ubcv:r:21697fca-063e543e Vanier - Robson Utilities,✓,"","","",deltaTemp,consumption,"","","","","",Number,"",Water Delta Temp,✓,"","","",@p:ubcv:r:215ea42a-d2721ae9 Vanier - Robson,"","","",✓,Los_Angeles,°C,✓,✓,2020-04-28T00:03:35.578Z UTC
@p:ubcv:r:21dffdae-1dbe1493 Vanier - Robson HW Main Meter Flow,@p:ubcv:r:21f93610-743d8f79 PV Robson DES Meter,AI4,✓,@p:ubcv:r:21f93610-743d8f79 PV Robson DES Meter,✓,L/h => L/s,ok,0L/s,"","",$equipRef $navName,"","",@p:ubcv:r:215ea42a-b70159a6 Vanier - Robson HW Main Meter,✓,@p:ubcv:r:21697fca-063e543e Vanier - Robson Utilities,✓,0.25L/s,10min,2020-05-13T09:10:00-07:00 Los_Angeles,"",consumption,256693,2018-01-22T16:00:00-08:00 Los_Angeles,ok,"",✓,Number,"",Flow,✓,"","",✓,@p:ubcv:r:215ea42a-d2721ae9 Vanier - Robson,"","","","",Los_Angeles,L/s,✓,✓,2020-04-28T00:03:35.579Z UTC
