id,ahu,air,average,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,boiler,bypass,chilled,chiller,close,cmd,co2,condenser,connRef,cool,cooling,coolingTower,covTest,cur,curConvert,curStatus,curVal,custom,damper,delta,deltaTempPoint,differential,disMacro,disabled,discharge,district,effective,efficiency,elec,elecMeterLoad,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,feedback,filter,flow,groupRef,heat,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidifier,humidity,kind,lastSynced,lastTagged,leaving,load,lowLim,max,min,mixed,moaAHU_CMD,moaAHU_SA,moaAHU_SP,moaSteam,mode,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,open,outside,point,pointRef,pointType,power,preFilter,pressure,primaryLoop,ptTest,pump,quantityID,return,roomRef,run,runtime,secondaryLoop,sensor,setpointRef,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,static,tagTableRef,tags,temp,testUnits,tlName,tz,unit,utilityPoint,valve,vavMode,water,zone,mod
@p:ubcv:r:236b8142-17d63c0e MOA AHU-03 AHU03S_RM120E_RT,"",✓,"",✓,@p:ubcv:r:236b6da0-e08e245c MOA 570.0 MOA_AHU3 (510300),"",TL15,✓,AHU03S_RM120E_RT,"","","","","","","","",@p:ubcv:r:236b6da0-e08e245c MOA 570.0 MOA_AHU3 (510300),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:23777bc2-206f0665 MOA AHU-03,✓,"","","","","",@p:ubcv:r:2203b248-fb62c0af MOA Air Systems,"","","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",81346,2018-10-25T16:10:00-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:45:54.361-07:00 Los_Angeles,2020-04-08T11:37:14.514-07:00 Los_Angeles,"","","","","","","","","","","",Zone Temp,"",AI201,"","","","","","",✓,"","","","","","","","","","","","","","",✓,"",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,"",✓,"",AHU03_RM120E_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:01:58.725Z UTC
@p:ubcv:r:236b7fd8-e4c699e3 MOA Rm 221B VAV-221B VAV221B_DMP_OPEN,"",✓,"","",@p:ubcv:r:236b774d-0bb2b9e2 MOA MOA_VAV221B_RM221B (512209),"",TL92,✓,VAV221B_DMP_OPEN,"","","","","",✓,"","",@p:ubcv:r:236b774d-0bb2b9e2 MOA MOA_VAV221B_RM221B (512209),"","","","","","","","","",✓,"","","",$equipRef $bmsName,"","","","","","","","","","","OFF,ON","",@p:ubcv:r:23778c9a-9b0706fc MOA Rm 221B VAV-221B,✓,"","","","","",@p:ubcv:r:23778c9a-08edf20c MOA Floor 2,"","","",✓,"","","",2020-05-12T09:09:38-07:00 Los_Angeles,"","","",28290,2018-10-25T19:01:49-07:00 Los_Angeles,ok,"","","","",Bool,2020-05-12T15:50:41.782-07:00 Los_Angeles,2018-11-28T16:32:54.255-08:00 Los_Angeles,"","","","","","","","","","","",Discharge Air Damper Open Cmd,"",BO6,"","","","",✓,"",✓,"","","","","","","","","","",@p:ubcv:r:23778c9a-6fc656cd MOA Rm 221B,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:2412ca3a-8dd923d8 .+_DMP_OPEN(_TL)?,"","","",VAV221B_DMP_OPEN_TL*,Los_Angeles,"","","","","","",2020-04-08T18:54:51.8Z UTC
@p:ubcv:r:236b7eb6-edf2de9a MOA Rm 245P VAV-245P VAV245P_DMP_OPEN,"",✓,"","",@p:ubcv:r:236b774e-0b2f86c5 MOA MOA_VAV245P_RM245P (512222),"",TL92,✓,VAV245P_DMP_OPEN,"","","","","",✓,"","",@p:ubcv:r:236b774e-0b2f86c5 MOA MOA_VAV245P_RM245P (512222),"","","","","","","","","",✓,"","","",$equipRef $bmsName,"","","","","","","","","","","OFF,ON","",@p:ubcv:r:23778c9a-3f1076df MOA Rm 245P VAV-245P,✓,"","","","","",@p:ubcv:r:23778c9a-08edf20c MOA Floor 2,"","","",✓,"","","",2020-05-12T13:55:40-07:00 Los_Angeles,"","","",222840,2018-10-30T09:21:35-07:00 Los_Angeles,ok,"","","","",Bool,2020-05-12T15:50:40.526-07:00 Los_Angeles,2018-11-28T16:32:52.453-08:00 Los_Angeles,"","","","","","","","","","","",Discharge Air Damper Open Cmd,"",BO6,"","","","",✓,"",✓,"","","","","","","","","","",@p:ubcv:r:23778c9a-53d25cb6 MOA Rm 245P,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:2412ca3a-8dd923d8 .+_DMP_OPEN(_TL)?,"","","",VAV245P_Dmp_Open_TL*,Los_Angeles,"","","","","","",2020-04-08T18:54:51.804Z UTC
@p:ubcv:r:236b80b6-e14bd6de MOA Rm 132 VAV-21-03 VAV_21_03_HUMV,"","","","",@p:ubcv:r:236b7b54-8462eb22 MOA MOA_VAV_21_03_RM132 (512103),"",TL15,✓,VAV_21_03_HUMV,"","","","","","","","",@p:ubcv:r:236b7b54-8462eb22 MOA MOA_VAV_21_03_RM132 (512103),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:237794a4-5d648ce7 MOA Rm 132 VAV-21-03,✓,"","","","","",@p:ubcv:r:237794a4-65cdf3e9 MOA Floor 1,"","","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",80954,2018-10-27T21:30:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T15:49:37.728-07:00 Los_Angeles,2018-11-28T16:32:43.862-08:00 Los_Angeles,"","","","","","","","","","","","Humidifier Valve ","",AO4,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:237794a4-a794e70d MOA Rm 132,"","","",✓,"",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:2410474d-d4701ece .+_HUMV(_\d+)?(_TL)?,"","","",VAV_21_03_HUMV_TL,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:01:59.593Z UTC
@p:ubcv:r:22ad7bbb-03b01a4f MOA Cooling Plant CHW_FLW_MUX,"","","","",@p:ubcv:r:22ad79dc-291f7880 MOA 570.0 MOA_B1_B2_B3_HRC (511100),"",TL105,✓,CHW_FLW_MUX,"","","","","","","","",@p:ubcv:r:22ad79dc-291f7880 MOA 570.0 MOA_B1_B2_B3_HRC (511100),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:2378849e-c32da7dd MOA Cooling Plant,✓,"","","","","",@p:ubcv:r:216983cb-5b526e52 MOA Hydronic Systems,"","","",✓,"","","",2020-05-12T15:41:27-07:00 Los_Angeles,"","","",201452,2018-06-07T10:48:41-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:45:55.974-07:00 Los_Angeles,2018-11-28T16:32:35.879-08:00 Los_Angeles,"","","","","","","","","","","",CHW_FLW_MUX,✓,AV68,"","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","",CHW_FLW_MUX_POLL_TL,Los_Angeles,g/min,"","","","","",2020-04-09T19:01:59.197Z UTC
@p:ubcv:r:236b7f4a-e8a34349 MOA Rm 243 VAV-243 VAV243_RT_SP,"",✓,"","",@p:ubcv:r:236b774e-6461fc31 MOA MOA_VAV243_RM243 (512215),"",TL2,✓,VAV243_RT_SP,"","","","","","","","",@p:ubcv:r:236b774e-6461fc31 MOA MOA_VAV243_RM243 (512215),"","","","","","","","","","","","","",$equipRef $bmsName,"","","",✓,"","","","","","","","",@p:ubcv:r:23778c9a-e3a05a90 MOA Rm 243 VAV-243,✓,"","","","","",@p:ubcv:r:23778c9a-08edf20c MOA Floor 2,"","","",✓,"","","",2020-05-12T15:42:05-07:00 Los_Angeles,"","","",80569,2018-10-29T06:29:01-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:48:06.055-07:00 Los_Angeles,2019-01-23T16:53:13.275-08:00 Los_Angeles,"","","","","","","","","","","",Zone Temp Effective Sp,"",AV6,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:23778c9a-6f67ead2 MOA Rm 243,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"",✓,"","","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,"",✓,"",VAV243_RT_SP_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:01:59.827Z UTC
@p:ubcv:r:236b7d90-feabff49 MOA Unsorted Points RM101_AC2,"","","","",@p:ubcv:r:236b6da0-789dad45 MOA 570.0 MOA_WLD_VAV20_23 (512500),"",TL3,✓,RM101_AC2,"","","","","","","","",@p:ubcv:r:236b6da0-789dad45 MOA 570.0 MOA_WLD_VAV20_23 (512500),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:22ad7d9a-944f05af MOA Unsorted Points,✓,"","","","","",@p:ubcv:r:22ad7d9a-af0c2b15 MOA Unsorted Points,"","","",✓,"","","",2020-04-28T12:38:20-07:00 Los_Angeles,"","","",195,2018-12-17T07:09:09-08:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:48:01.606-07:00 Los_Angeles,2018-11-28T16:32:49.392-08:00 Los_Angeles,"","","","","","","","","","","",RM101_AC2,✓,AI301,"","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","",RM101_AC2_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:00.239Z UTC
@p:ubcv:r:236b7d96-27b8915d MOA AHU-24B AHU24B_RADFB,"",✓,"","",@p:ubcv:r:236b6da0-4ed4ef1e MOA 570.0 MOA_AHU24A_AHU24B (512400),"",TL47,✓,AHU24B_RADFB,"","","","","","","","",@p:ubcv:r:236b6da0-4ed4ef1e MOA 570.0 MOA_AHU24A_AHU24B (512400),"","","","","","","","","",✓,"","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:23777bc3-830e656e MOA AHU-24B,✓,"","","","","",@p:ubcv:r:2203b248-fb62c0af MOA Air Systems,"","","",✓,"","","",2020-05-12T15:38:43-07:00 Los_Angeles,"","","",80050,2018-10-29T06:21:36-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:44:39.283-07:00 Los_Angeles,2019-01-23T16:52:54.748-08:00 Los_Angeles,"","","","","","","","","","","","Return Air Damper ","",AI106,"","","","","","",✓,"","","","","","","","","",✓,"","","","",✓,"",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:254a29d7-4a60aca8 .+_RADFB(_TL)?,"","","",AHU24B_RADFB_TL,Los_Angeles,%,"","","","","",2020-04-09T19:02:00.189Z UTC
@p:ubcv:r:236b8123-392d77f1 MOA Rm 144 VAV-20-01 VAV_20_01_DMP,"",✓,"","",@p:ubcv:r:236b7695-2dc6cea1 MOA MOA_VAV_20_01_RM144 (512001),"",TL6,✓,VAV_20_01_DMP,"","","","","",✓,"","",@p:ubcv:r:236b7695-2dc6cea1 MOA MOA_VAV_20_01_RM144 (512001),"","","","","","","","","",✓,"","","",$equipRef $bmsName,"",✓,"","","","","","","","","","",@p:ubcv:r:237794a4-c8468bb5 MOA Rm 144 VAV-20-01,✓,"","","","","",@p:ubcv:r:237794a4-65cdf3e9 MOA Floor 1,"","","",✓,"","","",2020-05-12T15:31:07-07:00 Los_Angeles,"","","",80971,2018-10-27T21:17:33-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:40:33.901-07:00 Los_Angeles,2019-04-11T16:04:13.834-07:00 Los_Angeles,"","","","","","","","","","","",Discharge Air Damper Cmd,"",AV16,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:237794a4-38043e7d MOA Rm 144,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:23e65d0e-f295c554 (.+_)?VAV.+_DMP(_TL)?,"","","",VAV_20_01_DMP_TL,Los_Angeles,%,"","","","","",2020-04-09T19:01:59.407Z UTC
@p:ubcv:r:236b7e2f-77409dcc MOA Rm 214 VAV-23-02 VAV_23_02_FLW_SP,"",✓,"","",@p:ubcv:r:236b7c27-910a0158 MOA MOA_VAV_23_02_Archaeology_Research_RM214 (512302),"",TL4,✓,VAV_23_02_FLW_SP,"","","","","","","","",@p:ubcv:r:236b7c27-910a0158 MOA MOA_VAV_23_02_Archaeology_Research_RM214 (512302),"","","","","","","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","","","","","",@p:ubcv:r:237794d9-a847a37d MOA Rm 214 VAV-23-02,✓,"","","","",✓,@p:ubcv:r:23778c9a-08edf20c MOA Floor 2,"","","",✓,"","","",2020-05-12T15:33:43-07:00 Los_Angeles,"","","",71707,2018-10-27T20:54:51-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:42:44.546-07:00 Los_Angeles,2019-04-11T16:04:13.469-07:00 Los_Angeles,"","","","","","","","","","","",Discharge Air Flow Sp,"",AV5,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:237794d9-c2d2a2eb MOA Rm 214,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"",✓,"","","","",@p:ubcv:r:23e65d0e-5f6d8aaa (.+_)?(V|S)AVS?.+_FLO?W_SP(_LPS|_TL)?,"","","",VAV_23_02_FLW_SP_TL,Los_Angeles,L/s,"","","","","",2020-04-09T19:02:00.017Z UTC
@p:ubcv:r:236b8097-7f7523e9 MOA Rm 150 FC-02 FC02_RH_SP,"",✓,"","",@p:ubcv:r:236b772b-b0e25d51 MOA MOA_FC02_RM150 (512182),"",TL4,✓,FC02_RH_SP,"","","","","","","","",@p:ubcv:r:236b772b-b0e25d51 MOA MOA_FC02_RM150 (512182),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:2378725b-b5a807ae MOA Rm 150 FC-02,✓,"","","","","",@p:ubcv:r:237794a4-65cdf3e9 MOA Floor 1,"","","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",80973,2018-10-27T21:20:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:49:36.167-07:00 Los_Angeles,2019-01-23T16:52:49.304-08:00 Los_Angeles,"","","","","","","","","","","",Zone Relative Humidity Sp,"",AV14,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:2378725b-70889f0f MOA Rm 150,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"",✓,"","","","",@p:ubcv:r:23e65d0f-21ed9a49 .+_RH_SP(_TL)?,"","","",FC02_RH_SP_TL,Los_Angeles,%,"","","","",✓,2020-04-09T19:01:59.626Z UTC
@p:ubcv:r:23778935-214feb2c MOA AHU-24B AHU24_OA_DEWPOINT,"","","","","","","","",AHU24_OA_DEWPOINT,"","","","","","","","","","","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:23777bc3-830e656e MOA AHU-24B,✓,"","","","","",@p:ubcv:r:2203b248-fb62c0af MOA Air Systems,"","","",✓,"","","","","",computedPointRef,"","","","","","","","",Number,"",2018-11-28T16:32:47.625-08:00 Los_Angeles,"","","","","","","","","","","",AHU24_OA_DEWPOINT,✓,AV67,"","","","","","",✓,@p:ubcv:r:237788f4-d4067c97 MOA AHU-24A AHU24_OA_DEWPOINT,"","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","","",Los_Angeles,_,"","","","","",2020-03-19T20:05:21.327Z UTC
@p:ubcv:r:236b8129-8b8c98e6 MOA AHU-20B AHU20B_SUPPLY_DSP,"","","","",@p:ubcv:r:236b6da0-781aec0f MOA 570.0 MOA_AHU20A_AHU20B (512000),"",TL51,✓,AHU20B_SUPPLY_DSP,"","","","","","","","",@p:ubcv:r:236b6da0-781aec0f MOA 570.0 MOA_AHU20A_AHU20B (512000),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:23777bc2-7f0b4e45 MOA AHU-20B,✓,"","","","","",@p:ubcv:r:2203b248-fb62c0af MOA Air Systems,"","","",✓,"","","",2020-05-12T15:43:51-07:00 Los_Angeles,"","","",80551,2018-10-29T06:58:27-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:45:55.388-07:00 Los_Angeles,2018-11-28T16:32:33.182-08:00 Los_Angeles,"","","","","","","","","","","",AHU20B_SUPPLY_DSP,✓,AI113,"","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","",AHU20B_SUPPLY_DSP_TL,Los_Angeles,Pa,"","","","","",2020-04-09T19:01:59.364Z UTC
@p:ubcv:r:236b7ef8-20ff7dcd MOA Rm 245F VAV-245F VAV245F_OperationMode,"","","","",@p:ubcv:r:236b774e-5037ea57 MOA MOA_VAV245F_RM245F (512219),"",TL13,✓,VAV245F_OperationMode,"","","","","","","","",@p:ubcv:r:236b774e-5037ea57 MOA MOA_VAV245F_RM245F (512219),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","Occupied,Standby,Unoccupied","",@p:ubcv:r:23778c9a-81283003 MOA Rm 245F VAV-245F,✓,"","","","","",@p:ubcv:r:23778c9a-08edf20c MOA Floor 2,"","","",✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T09:00:01-07:00 Los_Angeles,"","","",2725,2018-10-25T19:00:01-07:00 Los_Angeles,ok,"","","","",Str,2020-05-12T15:46:59.905-07:00 Los_Angeles,2019-01-23T16:52:58.565-08:00 Los_Angeles,"","","","","","","","","","",✓,Operation Mode,"",MSV3,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:23778c9a-cb04899d MOA Rm 245F,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"",✓,"","","","",@p:ubcv:r:254a170a-20a4f0b2 .+_OperationMode(_TL)?,"","","",VAV245F_OperationMode_TL,Los_Angeles,"","","",✓,"","",2020-04-08T23:18:35.446Z UTC
@p:ubcv:r:236b7df7-bd0a2db8 MOA Rm 121 VAV-23-06 VAV_23_06_RT_AV,"",✓,"","",@p:ubcv:r:236b778e-34ab5eaa MOA MOA_VAV_23_06_MOA_LOA_RM121 (512306),"",TL1,✓,VAV_23_06_RT_AV,"","","","","","","","",@p:ubcv:r:236b778e-34ab5eaa MOA MOA_VAV_23_06_MOA_LOA_RM121 (512306),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:237794d9-06bb94aa MOA Rm 121 VAV-23-06,✓,"","","","","",@p:ubcv:r:237794a4-65cdf3e9 MOA Floor 1,"","","",✓,"","","",2020-05-12T15:43:19-07:00 Los_Angeles,"","","",80673,2018-10-27T20:49:29-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:49:38.577-07:00 Los_Angeles,2019-01-23T16:53:08.735-08:00 Los_Angeles,"","","","","","","","","","","",Zone Temp,"",AV24,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:237794d9-6f8c8582 MOA Rm 121,"","","",✓,"",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,"",✓,"",VAV_23_06_RT_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:00.08Z UTC
@p:ubcv:r:236b7d8e-cab07d7d MOA Unsorted Points EMG_EW216_AvgPress,"","","","",@p:ubcv:r:236b7cee-1f97ac7e MOA MOA_WLD_EF32_34_40 (512501),"",TL4,✓,EMG_EW216_AvgPress,"","","","","","","","",@p:ubcv:r:236b7cee-1f97ac7e MOA MOA_WLD_EF32_34_40 (512501),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:22ad7d9a-944f05af MOA Unsorted Points,✓,"","","","","",@p:ubcv:r:22ad7d9a-af0c2b15 MOA Unsorted Points,"","","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",80994,2018-10-27T20:50:00-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:49:28.908-07:00 Los_Angeles,2018-11-28T16:32:34.903-08:00 Los_Angeles,"","","","","","","","","","","",EMG_EW216_AvgPress,✓,AV11,"","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","",EMG_EW216_AvgPress_TL,Los_Angeles,psi,"","","","","",2020-04-09T19:02:00.241Z UTC
@p:ubcv:r:236b7d96-b33cbe6a MOA AHU-24A AHU24A_CCV,"","","","",@p:ubcv:r:236b6da0-4ed4ef1e MOA 570.0 MOA_AHU24A_AHU24B (512400),"",TL13,✓,AHU24A_CCV,"","",✓,"","",✓,"","",@p:ubcv:r:236b6da0-4ed4ef1e MOA 570.0 MOA_AHU24A_AHU24B (512400),✓,✓,"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:23777bc2-1f37037f MOA AHU-24A,✓,"","","","","",@p:ubcv:r:2203b248-fb62c0af MOA Air Systems,"","","",✓,"","","",2020-05-12T15:38:21-07:00 Los_Angeles,"","","",80050,2018-10-29T06:21:44-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:44:37.078-07:00 Los_Angeles,2019-01-23T16:53:06.866-08:00 Los_Angeles,"","","","","","","","","","","",Cooling Valve Cmd,"",AO7,"","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:23e65d0e-46fa10b2 .+_(\d+)?CCV(_TL)?,"","","",AHU24A_CCV_TL,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:02:00.196Z UTC
@p:ubcv:r:236b7d8e-d75c74c1 MOA Unsorted Points EmgEyeWash_RM216_Press,"","","","",@p:ubcv:r:236b7cee-1f97ac7e MOA MOA_WLD_EF32_34_40 (512501),"",TL2,✓,EmgEyeWash_RM216_Press,"","","","","","","","",@p:ubcv:r:236b7cee-1f97ac7e MOA MOA_WLD_EF32_34_40 (512501),"","","",✓,"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:22ad7d9a-944f05af MOA Unsorted Points,✓,"","","","","",@p:ubcv:r:22ad7d9a-af0c2b15 MOA Unsorted Points,"","","",✓,"","","",2020-05-12T15:30:10-07:00 Los_Angeles,"","",cov,357650,2018-10-30T11:59:34-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:49:28.417-07:00 Los_Angeles,2018-11-28T16:32:36.745-08:00 Los_Angeles,"","","","","","","","","","","",EmgEyeWash_RM216_Press,✓,AI6,"","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","",EyeWashShower_DP_COV_TL,Los_Angeles,psi,"","","","","",2020-04-09T19:02:00.242Z UTC
@p:ubcv:r:236b7d96-2fe1e7fd MOA AHU-24A AHU24A_ENABLE,✓,"","","",@p:ubcv:r:236b6da0-4ed4ef1e MOA 570.0 MOA_AHU24A_AHU24B (512400),"",TL14,✓,AHU24A_ENABLE,"","","","","",✓,"","",@p:ubcv:r:236b6da0-4ed4ef1e MOA 570.0 MOA_AHU24A_AHU24B (512400),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","",✓,"","","Off,On","",@p:ubcv:r:23777bc2-1f37037f MOA AHU-24A,✓,"","","","","",@p:ubcv:r:2203b248-fb62c0af MOA Air Systems,"","","",✓,"","","",2019-11-22T12:48:24-08:00 Los_Angeles,"","","",4,2019-11-01T13:33:15-07:00 Los_Angeles,ok,"","","","",Bool,2020-05-12T15:44:31.486-07:00 Los_Angeles,2019-01-23T16:53:22.839-08:00 Los_Angeles,"","","","","","","","","","","",Enable Cmd,"",BV12,"","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:23e65d0e-d77d97d7 (.+)?AHU(\d+|\d+\p{Upper}+)?_ENAB(LE)?(_TL)?,"","","",AHU24A_ENABLE_TL,Los_Angeles,"","","","","","",2020-04-08T18:53:37.073Z UTC
@p:ubcv:r:236b7e44-549b0348 MOA AHU-23A AHU23A_SAD,"",✓,"","",@p:ubcv:r:236b6da0-0cbf95bc MOA 570.0 MOA_AHU23A_AHU23B (512300),"",TL23,✓,AHU23A_SAD,"","","","","",✓,"","",@p:ubcv:r:236b6da0-0cbf95bc MOA 570.0 MOA_AHU23A_AHU23B (512300),"","","","","","","","","",✓,"","","",$equipRef $bmsName,"",✓,"","","","","","","","","","",@p:ubcv:r:23777bc2-249c0b8f MOA AHU-23A,✓,"","","","","",@p:ubcv:r:2203b248-fb62c0af MOA Air Systems,"","","",✓,"","","",2020-04-20T07:44:32-07:00 Los_Angeles,"","","",170,2018-11-08T16:19:20-08:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:45:52.142-07:00 Los_Angeles,2019-01-23T16:52:53.305-08:00 Los_Angeles,"","","","","","","","","","","",Discharge Air Damper Cmd,"",AO3,"","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:23e65d0e-d78921f0 .+_SAD(_\d+)?(_TL)?,"","","",AHU23A_SAD_TL,Los_Angeles,%,"","","","","",2020-04-09T19:01:59.968Z UTC
@p:ubcv:r:20c8ab78-1f64da4d MOA Cooling Plant Condensing Power,"","","","","","","","","","","",✓,"","","","","","","","","","","","","","","","","","","",$equipRef $navName,"","","","","","","","","","","","",@p:ubcv:r:2378849e-c32da7dd MOA Cooling Plant,"","","","","","",@p:ubcv:r:216983cb-5b526e52 MOA Hydronic Systems,"","","",✓,"","","","","",moaCondPwr,"","","","","","","","",Number,"","","","","","","","","","","","","",Condensing Power,"","","","","","","","",✓,"","",✓,"","","","","","","","","","","",✓,"",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","","",Los_Angeles,kW,"","","",✓,"",2019-11-29T00:07:54.99Z UTC
@p:ubcv:r:236bab26-7a511f88 MOA Unsorted Points 570_HWST_OAT_MAX_TL,"","","","",@p:ubcv:r:21c2d23f-8b6d9816 MOA DES HEX (511000),"",TL38,✓,570_HWST_OAT_MAX_TL,"","","","","","","","",@p:ubcv:r:21c2d23f-8b6d9816 MOA DES HEX (511000),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:22ad7d9a-944f05af MOA Unsorted Points,✓,"","","","","",@p:ubcv:r:22ad7d9a-af0c2b15 MOA Unsorted Points,"","","",✓,"","","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",54047,2018-10-27T14:15:00-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:38:55.389-07:00 Los_Angeles,2018-11-28T16:32:49.243-08:00 Los_Angeles,"","","","","","","","","","","",570_HWST_OAT_MAX_TL,✓,"","","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","","",Los_Angeles,_,"","","","","",2020-04-09T19:15:03.962Z UTC
