id,air,autoSorted,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bacnetWriteLevel,base,bmsName,bridgeName,chilled,chiller,cmd,condenser,connRef,cool,cooling,count,covTest,cur,curConvert,curErr,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,effective,elec,elecMeterLoad,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,flow,gas,groupRef,heat,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,hrv,kind,lastSynced,lastTagged,leaving,lowLim,mode,navName,navname,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,outside,point,pointType,power,pressure,primaryLoop,pump,quantityID,reliability,return,run,runtime,schedulable,scheduleOcc,scheduleRef,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,static,tagTableRef,temp,testName,testUnits,tlName,tz,unit,utilityPoint,valve,volume,water,wifi,wifiId,writable,writeLevel,writeStatus,zone,mod
@p:ubcv:r:236c92e3-18c6efdc Alumni Centre AHU-02 7970_AHU-02_HCVDIV-FB,"","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"",TL35,✓,"","",7970_AHU-02_HCVDIV-FB,"","","","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24c3be0d-d4c7182e Alumni Centre AHU-02,✓,"","","","",@p:ubcv:r:2203b248-28b6b255 Alumni Centre Air Systems,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",77549,2018-10-26T11:10:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T14:00:44.8-07:00 Los_Angeles,2018-11-28T16:32:59.254-08:00 Los_Angeles,"","","",7970_AHU-02_HCVDIV-FB,"",✓,AI1602,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","","","","","",AHU2_HCV_DIV_FB_TL,Los_Angeles,%,"","","","","","","","","","",2020-04-30T12:06:19.963Z UTC
@p:ubcv:r:236c92c8-7ad7b633 Alumni Centre FCU-13 FC13_CV,"","","",@p:ubcv:r:236c8e4c-ae594f99 ALUM FC13_STAIRS (670018),"",TL6,✓,"","",FC13_CV,"","","",✓,"",@p:ubcv:r:236c8e4c-ae594f99 ALUM FC13_STAIRS (670018),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24103b51-364dfc26 Alumni Centre FCU-13,✓,"","","","",@p:ubcv:r:24103e34-f6898d28 Alumni Centre 2nd Floor,"",✓,"",✓,"","","",2020-05-12T13:46:20-07:00 Los_Angeles,"","","",54148,2018-10-26T10:45:07-07:00 Los_Angeles,ok,"",✓,"",Number,2020-05-12T13:58:45.826-07:00 Los_Angeles,2018-11-28T16:33:00.06-08:00 Los_Angeles,"","","",Heating Valve Cmd,"","",AO3,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:23e65d0e-da0b9d25 .+_CV(_TL)?,"","","","",Los_Angeles,%,"",✓,"",✓,"","","","","","",2020-04-21T20:27:45.284Z UTC
@p:ubcv:r:236c934f-eba808cc Alumni Centre FCU-24 FC24_FS,✓,"","",@p:ubcv:r:236c9092-dd3e5882 ALUM FC24_RM_322 (670333),"",TL3,✓,"","",FC24_FS,"","","","","",@p:ubcv:r:236c9092-dd3e5882 ALUM FC24_RM_322 (670333),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:24103b51-222f7c33 Alumni Centre FCU-24,✓,"",✓,"","",@p:ubcv:r:24103e40-16f90877 Alumni Centre 3rd Floor,"","","",✓,"","","",2020-05-12T13:51:35-07:00 Los_Angeles,"","","",54148,2018-10-26T10:13:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:58:05.275-07:00 Los_Angeles,2018-11-28T16:32:38.826-08:00 Los_Angeles,"","","","Discharge Fan Run ","","",AI1,"","","","","",✓,"","","","","","","","",✓,"","","","",✓,@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:23e65d0f-92454441 FC\d+_F?S(_TL)?,"","","",FC24_FS_POLL_TL,Los_Angeles,A,"","","","","","","","","","",2020-04-09T19:02:29.816Z UTC
@p:ubcv:r:236c92e3-39e731bc Alumni Centre Cooling Plant ASHP_HW_DP_SP,"","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"",TL154,✓,"","",ASHP_HW_DP_SP,"","","","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"","","","","","","","","","",✓,"",✓,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:226d36c3-f12b22a5 Alumni Centre Cooling Plant,✓,"","","","",@p:ubcv:r:21cadcbf-9493aff0 Alumni Centre Hydronic Systems,"","","",✓,"","","",2020-05-12T14:00:35-07:00 Los_Angeles,"","","",368314,2018-10-31T04:15:36-07:00 Los_Angeles,ok,"",✓,"",Number,2020-05-12T14:00:46.184-07:00 Los_Angeles,2019-01-23T16:53:03.898-08:00 Los_Angeles,"","","",Hot Water Differential Pressure Sp,"","",AV37,"","","","","",✓,"","",✓,"","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"",✓,"","","","",@p:ubcv:r:23e65d0e-3929fead .+_(HW|BHW)_DP_SP(_TL)?,"","","",ASHP_HW_DP_SP_POLL_TL,Los_Angeles,psi,"","","",✓,"","","","","","",2020-04-30T12:06:20.026Z UTC
@p:ubcv:r:236c9297-e0d80b78 Alumni Centre FCU-09 FC09_CLG_MODE,"","","",@p:ubcv:r:236c8e4c-9af4a311 ALUM FC09_RM_103 (670014),"",TL1,✓,"","",FC09_CLG_MODE,"","","",✓,"",@p:ubcv:r:236c8e4c-9af4a311 ALUM FC09_RM_103 (670014),"",✓,"",✓,"","","","","","","","","",$equipRef $bmsName,"","","","","","","","OFF,ON","",@p:ubcv:r:24103b51-a3e30508 Alumni Centre FCU-09,✓,"","","","",@p:ubcv:r:24103e1f-a70591c9 Alumni Centre 1st Floor,"","","",✓,"","","",2020-03-16T17:46:24-07:00 Los_Angeles,"","",cov,2848,2018-10-26T11:08:52-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T13:56:08.836-07:00 Los_Angeles,2018-11-28T16:32:53.164-08:00 Los_Angeles,"","",✓,Heating Mode,"","",BV2,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:24c4e959-024a18e8 .+_CLG_MODE(_TL)?,"","","","",Los_Angeles,"","","","","","","","","","","",2020-04-08T18:51:00.176Z UTC
@p:ubcv:r:236c921d-6a8b596f Alumni Centre Heating Plant BLR_GAS_TOTAL_PULSES,"","","",@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"",TL106,✓,"","",BLR_GAS_TOTAL_PULSES,"","","","","",@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24c3bb2c-3094a993 Alumni Centre Heating Plant,✓,"","","","",@p:ubcv:r:21cadcbf-9493aff0 Alumni Centre Hydronic Systems,"","","",✓,"","","",2019-12-16T07:30:37-08:00 Los_Angeles,"","","",658,2018-10-27T05:43:57-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:58:47.52-07:00 Los_Angeles,2018-11-28T16:32:51.743-08:00 Los_Angeles,"","","",BLR_GAS_TOTAL_PULSES,"",✓,AV68,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","","","","","",BLR_GAS_TOTAL_PULSES_POLL_TL,Los_Angeles,_,"","","","","","","","","","",2020-04-09T19:15:22.799Z UTC
@p:ubcv:r:236c924c-5a558e5c Alumni Centre FCU-04 FC04_RT_SP,✓,"","",@p:ubcv:r:236c8e4c-7d049351 ALUM FC04_RM_LL102C (670004),"",TL7,✓,"","",FC04_RT_SP,"","","","","",@p:ubcv:r:236c8e4c-7d049351 ALUM FC04_RM_LL102C (670004),"","","","","","","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","","",@p:ubcv:r:24103b51-ff5509e8 Alumni Centre FCU-04,✓,"","","","",@p:ubcv:r:24103ec5-9a094bc6 Alumni Centre Basement,"","","",✓,"","","",2020-05-12T13:52:08-07:00 Los_Angeles,"","","",54152,2018-10-26T10:42:03-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:56:35.382-07:00 Los_Angeles,2019-01-23T16:53:09.687-08:00 Los_Angeles,"","","",Zone Temp Effective Sp,"","",AV3,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"",✓,"","","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,✓,"","",FC04_RT_SP_POLL_TL,Los_Angeles,°C,"","","","","","","","","",✓,2020-04-09T19:02:29.575Z UTC
@p:ubcv:r:226d2e19-f43e1a13 Alumni Centre Cooling Plant HWS_CWS_CWRT,"","","",@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"",TL26,✓,"","",HWS_CWS_CWRT,"","","","",✓,@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","",✓,"","",@p:ubcv:r:226d36c3-f12b22a5 Alumni Centre Cooling Plant,✓,"","","","",@p:ubcv:r:21cadcbf-9493aff0 Alumni Centre Hydronic Systems,"","","",✓,"","","",2020-05-12T13:55:00-07:00 Los_Angeles,"","","",218248,2018-04-15T16:10:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:58:49.994-07:00 Los_Angeles,2018-11-28T16:32:26.662-08:00 Los_Angeles,"","","",Entering Condenser Water Temp,Entering Chilled Water Temp,"",AI1503,"","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:2415a8df-8c691009 (.+_)?CWRT(_AV)?(_\d+)?(_TL)?,✓,"","",HWS_CWS_CWRT_TL,Los_Angeles,°C,"","","",✓,"","","","","","",2020-04-09T19:02:29.49Z UTC
@p:ubcv:r:236c92e3-ec248520 Alumni Centre Unsorted Points FIRE_ALARM,"","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"",TL56,✓,"","",FIRE_ALARM,"","","","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","Off,Fire","",@p:ubcv:r:227a4505-a944c966 Alumni Centre Unsorted Points,✓,"","","","",@p:ubcv:r:227a4505-b2ce3aaa Alumni Centre Unsorted Points,"","","",✓,"","","",2020-03-08T14:06:53-07:00 Los_Angeles,"","","",42,2018-11-02T20:49:50-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T14:00:43.548-07:00 Los_Angeles,2018-11-28T16:32:48.256-08:00 Los_Angeles,"","","",FIRE_ALARM,"",✓,BI2204,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","","","","","",FIRE_ALARM_TL,Los_Angeles,"","","","","","","","","","","",2020-04-30T12:06:20.068Z UTC
@p:ubcv:r:236c924c-f6545b9c Alumni Centre FCU-04 FC04_RT,✓,"","",@p:ubcv:r:236c8e4c-7d049351 ALUM FC04_RM_LL102C (670004),"",TL4,✓,"","",FC04_RT,"","","","","",@p:ubcv:r:236c8e4c-7d049351 ALUM FC04_RM_LL102C (670004),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24103b51-ff5509e8 Alumni Centre FCU-04,✓,"","","","",@p:ubcv:r:24103ec5-9a094bc6 Alumni Centre Basement,"","","",✓,"","","",2020-05-12T13:52:15-07:00 Los_Angeles,"","","",54152,2018-10-26T10:41:57-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:56:37.167-07:00 Los_Angeles,2019-01-23T16:53:16.855-08:00 Los_Angeles,"","","",Zone Temp,"","",AI101,"","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,"","",FC04_RT_POLL_TL,Los_Angeles,°C,"","","","","","","","","",✓,2020-04-09T19:02:29.576Z UTC
@p:ubcv:r:236c92d4-2dbd99ed Alumni Centre FCU-15 FC15_SAT_SP,✓,"","",@p:ubcv:r:236c8e4c-8df0a7b2 ALUM FC15_CORRIDOR_110 (670020),"",TL8,✓,"","",FC15_SAT_SP,"","","","","",@p:ubcv:r:236c8e4c-8df0a7b2 ALUM FC15_CORRIDOR_110 (670020),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:24103b51-08b0fa01 Alumni Centre FCU-15,✓,"","","","",@p:ubcv:r:24103e1f-a70591c9 Alumni Centre 1st Floor,"","","",✓,"","","",2020-05-12T13:51:20-07:00 Los_Angeles,"","","",54144,2018-10-26T10:56:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:56:13.793-07:00 Los_Angeles,2019-01-23T16:53:04.06-08:00 Los_Angeles,"","","",Discharge Air Temp Sp,"","",AV7,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"",✓,"","","","",@p:ubcv:r:23e65d0e-055565a9 .+_SAT(_RHCV)?_SP(_AV)?(_TL)?,✓,"","","",Los_Angeles,°C,"","","","","","","","","","",2020-04-21T20:27:45.349Z UTC
@p:ubcv:r:236c921d-ce6ed7e6 Alumni Centre Domestic Heating Plant DHW_2_T,"","","",@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"",TL45,✓,"","",DHW_2_T,"","","","","",@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24c3bb2d-4efcbbf4 Alumni Centre Domestic Heating Plant,✓,"","","","",@p:ubcv:r:21cadcbf-9493aff0 Alumni Centre Hydronic Systems,"","","",✓,"","","",2020-05-12T13:55:00-07:00 Los_Angeles,"","","",162440,2018-10-26T11:05:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:58:50.085-07:00 Los_Angeles,2018-11-28T16:32:27.941-08:00 Los_Angeles,"","","",DHW_2_T,"",✓,AI2104,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","","","","","",DHW_2_T_TL,Los_Angeles,°C,"","","","","","","","","","",2020-04-09T19:02:29.495Z UTC
@p:ubcv:r:236c92e2-dd2eb919 Alumni Centre AHU-01 AHU1_DSP_SP,✓,"","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"",TL141,✓,"","",AHU1_DSP_SP,"","","","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:24c3be0d-414d0cda Alumni Centre AHU-01,✓,"","","","",@p:ubcv:r:2203b248-28b6b255 Alumni Centre Air Systems,"","","",✓,"","","",2020-04-16T07:22:59-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [69] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",349719,2018-10-31T03:21:36-07:00 Los_Angeles,fault,"","","",Number,2020-05-11T00:31:14.135-07:00 Los_Angeles,2019-01-23T16:52:53.543-08:00 Los_Angeles,"","","",Discharge Air Pressure Sp,"","",AV15,"","","","","",✓,"","",✓,"","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"",✓,"","","",✓,@p:ubcv:r:23e65d0e-1a43991e (.+_)?AHU_?(\d+)?\w?(_\d+)?_DSP_SP(_AV)?(_TL)?,"","","",AHU1_DSP_SP_POLL_TL,Los_Angeles,Pa,"","","","","","","","","","",2020-04-09T19:02:29.712Z UTC
@p:ubcv:r:236c92e2-99f2a964 Alumni Centre AHU-01 7970_AHU-01_FLTD-P,"","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"",TL121,✓,"","",7970_AHU-01_FLTD-P,"","","","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"","","","","","","","","","",✓,"","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24c3be0d-414d0cda Alumni Centre AHU-01,✓,"","","","",@p:ubcv:r:2203b248-28b6b255 Alumni Centre Air Systems,"","",350Pa,✓,"","","",2020-05-12T14:00:35-07:00 Los_Angeles,"","","",368487,2018-10-31T03:23:36-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T14:00:46.19-07:00 Los_Angeles,2019-01-23T16:53:15.513-08:00 Los_Angeles,"",230Pa,"",7970_AHU-01_FLTD-P,"",✓,AI1101,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","","","","","",AHU1_FIL_S_POLL_TL,Los_Angeles,Pa,"","","","","","","","","","",2020-04-30T12:06:19.95Z UTC
@p:ubcv:r:236c935d-e0eb33ed Alumni Centre FCU-25 FC25_FS,✓,"","",@p:ubcv:r:236c9110-702f44eb ALUM FC25_RM_326 (670334),"",TL5,✓,"","",FC25_FS,"","","","","",@p:ubcv:r:236c9110-702f44eb ALUM FC25_RM_326 (670334),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:24103b51-cfbc09b8 Alumni Centre FCU-25,✓,"",✓,"","",@p:ubcv:r:24103e40-16f90877 Alumni Centre 3rd Floor,"","","",✓,"","","",2020-05-12T13:51:40-07:00 Los_Angeles,"","","",54146,2018-10-26T10:17:45-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:56:36.874-07:00 Los_Angeles,2018-11-28T16:33:00.129-08:00 Los_Angeles,"","","","Discharge Fan Run ","","",AI1,"","","","","",✓,"","","","","","","","",✓,"","","","",✓,@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:23e65d0f-92454441 FC\d+_F?S(_TL)?,"","","",FC25_FS_POLL_TL,Los_Angeles,A,"","","","","","","","","","",2020-04-09T19:02:29.822Z UTC
@p:ubcv:r:236c9313-ca9ebdfc Alumni Centre FCU-19 FC19_FS,✓,"","",@p:ubcv:r:236c9092-53a243bd ALUM FC19_RM_231 (670323),"",TL3,✓,"","",FC19_FS,"","","","","",@p:ubcv:r:236c9092-53a243bd ALUM FC19_RM_231 (670323),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:24103b51-48afcf33 Alumni Centre FCU-19,✓,"",✓,"","",@p:ubcv:r:24103e34-f6898d28 Alumni Centre 2nd Floor,"","","",✓,"","","",2020-05-12T13:49:31-07:00 Los_Angeles,"","","",54144,2018-10-26T10:24:34-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:56:05.606-07:00 Los_Angeles,2018-11-28T16:32:37.497-08:00 Los_Angeles,"","","","Discharge Fan Run ","","",AI1,"","","","","",✓,"","","","","","","","",✓,"","","","",✓,@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:23e65d0f-92454441 FC\d+_F?S(_TL)?,"","","",FC19_FS_POLL_TL,Los_Angeles,A,"","","","","","","","","","",2020-04-09T19:02:29.789Z UTC
@p:ubcv:r:236c921d-d7921d9e Alumni Centre Heating Plant DES Connection 797_EM_1P_FLOW,"","","",@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"",TL172,✓,"","",797_EM_1P_FLOW,"","","","","",@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24c4a9e1-e747c39e Alumni Centre Heating Plant DES Connection,✓,"","",✓,"",@p:ubcv:r:21cadcbf-9493aff0 Alumni Centre Hydronic Systems,"","","",✓,"","",L/h => L/s,2020-05-12T13:45:00-07:00 Los_Angeles,"","","",51184,2018-10-28T08:00:00-07:00 Los_Angeles,ok,"",✓,"",Number,2020-05-12T13:58:48.519-07:00 Los_Angeles,2018-11-28T16:32:56.914-08:00 Los_Angeles,"","","",Hot Water Flow,"","",AV1202,"","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:23e65d0e-df731a70 .+_EM_.+_FLOW(_TL)?,"","","",797_EM_1P_FLOW_TL,Los_Angeles,L/s,"","","",✓,"","","","","","",2020-04-16T23:57:01.696Z UTC
@p:ubcv:r:236c92e2-e0b6d6e0 Alumni Centre HRV-2 RF HRV2_RF_ENAB,"","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"",TL120,✓,"","",HRV2_RF_ENAB,"","","",✓,"",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","",✓,"","","OFF,ON","",@p:ubcv:r:25d750aa-f50debcd Alumni Centre HRV-2 RF,✓,"",✓,"","",@p:ubcv:r:2203b248-28b6b255 Alumni Centre Air Systems,"","","",✓,"","","",2019-10-23T09:12:47-07:00 Los_Angeles,"","","",1,2019-10-23T09:12:47-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T14:00:43.48-07:00 Los_Angeles,2018-11-28T16:32:36.079-08:00 Los_Angeles,"","","",Return Fan Enable Cmd,"","",BV29,"","","","","",✓,"","","","","","","",✓,"","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:245ce390-9b6f07da .+_RF_ENAB(_TL)?,"","","",HRV2_RF_ENAB_COV_TL,Los_Angeles,"","","","","","","","","","","",2020-04-30T12:06:20.096Z UTC
@p:ubcv:r:236c934f-e02f9ed8 Alumni Centre FCU-24 FC24_SAT_SP,✓,"","",@p:ubcv:r:236c9092-dd3e5882 ALUM FC24_RM_322 (670333),"",TL8,✓,"","",FC24_SAT_SP,"","","","","",@p:ubcv:r:236c9092-dd3e5882 ALUM FC24_RM_322 (670333),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:24103b51-222f7c33 Alumni Centre FCU-24,✓,"","","","",@p:ubcv:r:24103e40-16f90877 Alumni Centre 3rd Floor,"","","",✓,"","","",2020-05-12T13:51:42-07:00 Los_Angeles,"","","",54146,2018-10-26T10:58:02-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:58:07.657-07:00 Los_Angeles,2019-01-23T16:53:26.699-08:00 Los_Angeles,"","","",Discharge Air Temp Sp,"","",AV7,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"",✓,"","","","",@p:ubcv:r:23e65d0e-055565a9 .+_SAT(_RHCV)?_SP(_AV)?(_TL)?,✓,"","",FC24_SAT_SP_POLL_TL,Los_Angeles,°C,"","","","","","","","","","",2020-04-09T19:02:29.817Z UTC
@p:ubcv:r:236c936b-8a42b003 Alumni Centre FCU-33 FC33_FS,✓,"","",@p:ubcv:r:236c9110-499564e1 ALUM FC33_RM_312 (670340),"",TL3,✓,"","",FC33_FS,"","","","","",@p:ubcv:r:236c9110-499564e1 ALUM FC33_RM_312 (670340),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:24103b51-5103a827 Alumni Centre FCU-33,✓,"",✓,"","",@p:ubcv:r:24103e40-16f90877 Alumni Centre 3rd Floor,"","","",✓,"","","",2020-05-12T13:50:01-07:00 Los_Angeles,"","","",54146,2018-10-26T10:24:47-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:56:06.403-07:00 Los_Angeles,2018-11-28T16:32:57.653-08:00 Los_Angeles,"","","","Discharge Fan Run ","","",AI1,"","","","","",✓,"","","","","","","","",✓,"","","","",✓,@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:23e65d0f-92454441 FC\d+_F?S(_TL)?,"","","",FC33_FS_POLL_TL,Los_Angeles,A,"","","","","","","","","","",2020-04-09T19:02:29.829Z UTC
@p:ubcv:r:236c921d-e7a62864 Alumni Centre Heating Plant BLR_GAS_TOTAL_VOLUME,"","","",@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"",TL105,✓,"","",BLR_GAS_TOTAL_VOLUME,"","","","","",@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24c3bb2c-3094a993 Alumni Centre Heating Plant,✓,"","","","",@p:ubcv:r:21cadcbf-9493aff0 Alumni Centre Hydronic Systems,"","","",✓,"","","",2020-05-12T13:57:31-07:00 Los_Angeles,"","","",54151,2018-10-26T10:29:34-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:58:50.849-07:00 Los_Angeles,2018-11-28T16:32:37.126-08:00 Los_Angeles,"","","",BLR_GAS_TOTAL_VOLUME,"",✓,AV67,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","","","","","",BLR_GAS_TOTAL_VOLUME_POLL_TL,Los_Angeles,m³,"","","","","","","","","","",2020-04-09T19:02:29.498Z UTC
@p:ubcv:r:236c924c-2c20d0c3 Alumni Centre FCU-04 FC04_CLG_MODE,"","","",@p:ubcv:r:236c8e4c-7d049351 ALUM FC04_RM_LL102C (670004),"",TL1,✓,"","",FC04_CLG_MODE,"","","",✓,"",@p:ubcv:r:236c8e4c-7d049351 ALUM FC04_RM_LL102C (670004),"",✓,"",✓,"","","","","","","","","",$equipRef $bmsName,"","","","","","","","OFF,ON","",@p:ubcv:r:24103b51-ff5509e8 Alumni Centre FCU-04,✓,"","","","",@p:ubcv:r:24103ec5-9a094bc6 Alumni Centre Basement,"","","",✓,"","","",2019-11-18T13:05:55-08:00 Los_Angeles,"","",cov,6093,2018-10-26T10:57:48-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T13:56:33.153-07:00 Los_Angeles,2018-11-28T16:32:33.9-08:00 Los_Angeles,"","",✓,Heating Mode,"","",BV2,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:24c4e959-024a18e8 .+_CLG_MODE(_TL)?,"","","",FC04_CLG_MODE_COV_TL,Los_Angeles,"","","","","","","","","","","",2020-04-08T18:50:54.138Z UTC
