id,air,autoSorted,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bacnetWriteLevel,base,bmsName,bridgeName,chilled,chiller,cmd,condenser,connRef,cool,cooling,count,covTest,cur,curConvert,curErr,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,effective,elec,elecMeterLoad,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,flow,gas,groupRef,heat,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,hrv,kind,lastSynced,lastTagged,leaving,lowLim,mode,navName,navname,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,outside,point,pointType,power,pressure,primaryLoop,pump,quantityID,reliability,return,run,runtime,schedulable,scheduleOcc,scheduleRef,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,static,tagTableRef,temp,testName,testUnits,tlName,tz,unit,utilityPoint,valve,volume,water,wifi,wifiId,writable,writeLevel,writeStatus,zone,mod
@p:ubcv:r:236c92e3-62f66bd9 Alumni Centre HRV-1 HRV1_FZ,"","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"",TL49,✓,"","",HRV1_FZ,"","","","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","OFF,ON","",@p:ubcv:r:24103921-9087c055 Alumni Centre HRV-1,✓,"","","","",@p:ubcv:r:2203b248-28b6b255 Alumni Centre Air Systems,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",76151,2018-10-26T11:10:00-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T14:00:44.419-07:00 Los_Angeles,2018-11-28T16:32:56.979-08:00 Los_Angeles,"","","",HRV1_FZ,"",✓,BI1403,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","","","","","",HRV1_FZ_TL,Los_Angeles,"","","","","","","","","","","",2020-04-30T12:06:20.069Z UTC
@p:ubcv:r:236c92e3-fd67ef90 Alumni Centre HW Submeters BTU-101 BTU101_RTN_TEMP,"","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"",TL98,✓,"","",BTU101_RTN_TEMP,"","","","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","",✓,"","",@p:ubcv:r:25250410-cb0970df Alumni Centre HW Submeters BTU-101,✓,"","","","",@p:ubcv:r:21697fca-7bb972f1 Alumni Centre Utilities,"","","",✓,"","","",2020-05-12T14:00:36-07:00 Los_Angeles,"","","",375418,2018-10-30T18:29:34-07:00 Los_Angeles,ok,"",✓,"",Number,2020-05-12T14:00:46.371-07:00 Los_Angeles,2018-11-28T16:32:51.751-08:00 Los_Angeles,"","","",Entering Hot Water Temp,"","",AV1060,"","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:24c4abea-706bbc56 .+_RTN_TEMP(_TL)?,✓,"","",BTU101_RTN_TEMP_POLL_TL,Los_Angeles,°C,"","","",✓,"","","","","","",2020-04-30T12:06:20.033Z UTC
@p:ubcv:r:236c92e2-0b6e0d56 Alumni Centre AHU-02 7970_AHU-02_FLTD-P,"","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"",TL124,✓,"","",7970_AHU-02_FLTD-P,"","","","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"","","","","","","","","","",✓,"","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24c3be0d-d4c7182e Alumni Centre AHU-02,✓,"","","","",@p:ubcv:r:2203b248-28b6b255 Alumni Centre Air Systems,"","",430Pa,✓,"","","",2020-05-12T14:00:35-07:00 Los_Angeles,"","","",368540,2018-10-31T03:23:36-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T14:00:45.611-07:00 Los_Angeles,2019-01-23T16:53:12.371-08:00 Los_Angeles,"",280Pa,"",7970_AHU-02_FLTD-P,"",✓,AI1801,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","","","","","",AHU2_FIL_S_POLL_TL,Los_Angeles,Pa,"","","","","","","","","","",2020-04-30T12:06:19.962Z UTC
@p:ubcv:r:226d2e1a-48959180 Alumni Centre Heating Plant HWS_CWS_HW_DP,"","","",@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"",TL56,✓,"","",HWS_CWS_HW_DP,"","","","","",@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"","","","","","","","","","",✓,"",✓,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24c3bb2c-3094a993 Alumni Centre Heating Plant,✓,"","","","",@p:ubcv:r:21cadcbf-9493aff0 Alumni Centre Hydronic Systems,"","","",✓,"","","",2020-05-12T13:55:00-07:00 Los_Angeles,"","","",219440,2018-04-11T11:15:00-07:00 Los_Angeles,ok,"",✓,"",Number,2020-05-12T13:58:48.806-07:00 Los_Angeles,2019-01-23T16:53:27.116-08:00 Los_Angeles,"","","",Hot Water Differential Pressure,"","",AI1701,"","","","","",✓,"","",✓,"","","","","","","","","","",✓,@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:23e65d0e-b37e30b8 .+_HW_DP(_TL)?,"","","",HWS_CWS_HW_DP_TL,Los_Angeles,psi,"","","",✓,"","","","","","",2020-04-09T19:02:29.388Z UTC
@p:ubcv:r:236c921d-7afda9a5 Alumni Centre Heating Plant BLR_GAS_THISMONTH_BASE,"","","",@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"",TL103,✓,"","",BLR_GAS_THISMONTH_BASE,"","","","","",@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24c3bb2c-3094a993 Alumni Centre Heating Plant,✓,"","","","",@p:ubcv:r:21cadcbf-9493aff0 Alumni Centre Hydronic Systems,"","","",✓,"","","",2020-05-12T13:57:19-07:00 Los_Angeles,"","","",392841,2018-10-31T04:01:53-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:58:50.972-07:00 Los_Angeles,2018-11-28T16:32:36.983-08:00 Los_Angeles,"","","",BLR_GAS_THISMONTH_BASE,"",✓,AV64,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","","","","","",BLR_GAS_THISMONTH_BASE_POLL_TL,Los_Angeles,m³,"","","","","","","","","","",2020-04-09T19:02:29.39Z UTC
@p:ubcv:r:236c92e3-30b861fe Alumni Centre AHU-02 7970_AHU-02_EFFDAT-SP,"","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"",TL78,✓,"","",7970_AHU-02_EFFDAT-SP,"","","","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24c3be0d-d4c7182e Alumni Centre AHU-02,✓,"","","","",@p:ubcv:r:2203b248-28b6b255 Alumni Centre Air Systems,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",368677,2018-10-31T04:28:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T14:00:45.617-07:00 Los_Angeles,2019-01-23T16:53:02.649-08:00 Los_Angeles,"","","",7970_AHU-02_EFFDAT-SP,"",✓,AV32,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","","","","","",AHU2_SAT_SP_AV_POLL_TL,Los_Angeles,°C,"","","","","","","","","","",2020-04-30T12:06:20.006Z UTC
@p:ubcv:r:236c9256-8da5fffb Alumni Centre FCU-05 FC05_SAT_SP,✓,"","",@p:ubcv:r:236c8e4c-35e103b9 ALUM FC05_RM_LL118 (670005),"",TL8,✓,"","",FC05_SAT_SP,"","","","","",@p:ubcv:r:236c8e4c-35e103b9 ALUM FC05_RM_LL118 (670005),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:24103b51-08fde0de Alumni Centre FCU-05,✓,"","","","",@p:ubcv:r:24103ec5-9a094bc6 Alumni Centre Basement,"","","",✓,"","","",2020-05-12T13:44:44-07:00 Los_Angeles,"","","",54151,2018-10-26T10:48:16-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:52:25.161-07:00 Los_Angeles,2019-01-23T16:52:58.758-08:00 Los_Angeles,"","","",Discharge Air Temp Sp,"","",AV7,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"",✓,"","","","",@p:ubcv:r:23e65d0e-055565a9 .+_SAT(_RHCV)?_SP(_AV)?(_TL)?,✓,"","",FC05_SAT_SP_POLL_TL,Los_Angeles,°C,"","","","","","","","","","",2020-04-09T19:02:29.58Z UTC
@p:ubcv:r:236c92e2-cf4f852b Alumni Centre HRV-1 RF HRV1_RF_ENAB,"","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"",TL118,✓,"","",HRV1_RF_ENAB,"","","",✓,"",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","",✓,"","","OFF,ON","",@p:ubcv:r:25d750aa-f2046daf Alumni Centre HRV-1 RF,✓,"",✓,"","",@p:ubcv:r:2203b248-28b6b255 Alumni Centre Air Systems,"","","",✓,"","","",2019-10-23T09:12:47-07:00 Los_Angeles,"","","",1,2019-10-23T09:12:47-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T14:00:43.367-07:00 Los_Angeles,2018-11-28T16:32:40.038-08:00 Los_Angeles,"","","",Return Fan Enable Cmd,"","",BV26,"","","","","",✓,"","","","","","","",✓,"","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:245ce390-9b6f07da .+_RF_ENAB(_TL)?,"","","",HRV1_RF_ENAB_COV_TL,Los_Angeles,"","","","","","","","","","","",2020-04-30T12:06:20.092Z UTC
@p:ubcv:r:236c931f-3aba353d Alumni Centre FCU-20 FC20_T,✓,"","",@p:ubcv:r:236c9092-18ca1d89 ALUM FC20_CORRIDOR_230 (670324),"",TL5,✓,"","",FC20_T,"","","","","",@p:ubcv:r:236c9092-18ca1d89 ALUM FC20_CORRIDOR_230 (670324),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:24103b51-2697460c Alumni Centre FCU-20,✓,"","","","",@p:ubcv:r:24103e34-f6898d28 Alumni Centre 2nd Floor,"","","",✓,"","","",2020-05-12T13:50:04-07:00 Los_Angeles,"","","",54144,2018-10-26T10:25:09-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:52:26.395-07:00 Los_Angeles,2018-11-28T16:32:50.762-08:00 Los_Angeles,"","","",Discharge Air Temp,"","",AI2,"","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:23e65d0e-eee35397 FC\d+_T(_TL)?,✓,"","",FC20_T_POLL_TL,Los_Angeles,°C,"","","","","","","","","","",2020-04-09T19:02:29.79Z UTC
@p:ubcv:r:236c92e2-27d6ba4d Alumni Centre AHU-01 7970_AHU-01_ZN-H,"","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"",TL12,✓,"","",7970_AHU-01_ZN-H,"","","","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24c3be0d-414d0cda Alumni Centre AHU-01,✓,"","","","",@p:ubcv:r:2203b248-28b6b255 Alumni Centre Air Systems,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",77548,2018-10-26T11:10:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T14:00:44.508-07:00 Los_Angeles,2019-01-23T16:53:10.531-08:00 Los_Angeles,"","","",7970_AHU-01_ZN-H,"",✓,AI201003,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","","","","","",AHU1_RH_TL,Los_Angeles,%,"","","","","","","","","","",2020-04-30T12:06:19.956Z UTC
@p:ubcv:r:236c9280-f548d683 Alumni Centre FCU-07 FC07_RT,✓,"","",@p:ubcv:r:236c8e4c-c9b8f9aa ALUM FC07_RM_104 (670012),"",TL4,✓,"","",FC07_RT,"","","","","",@p:ubcv:r:236c8e4c-c9b8f9aa ALUM FC07_RM_104 (670012),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24103b51-461046d2 Alumni Centre FCU-07,✓,"","","","",@p:ubcv:r:24103e1f-a70591c9 Alumni Centre 1st Floor,"","","",✓,"","","",2020-05-12T13:51:05-07:00 Los_Angeles,"","","",54157,2018-10-26T10:41:06-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:58:45.519-07:00 Los_Angeles,2019-01-23T16:53:00.659-08:00 Los_Angeles,"","","",Zone Temp,"","",AI101,"","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,"","","",Los_Angeles,°C,"","","","","","","","","",✓,2020-04-21T20:27:45.259Z UTC
@p:ubcv:r:236c92ee-14a1df53 Alumni Centre FCU-16 FC16_SAT_SP,✓,"","",@p:ubcv:r:236c9092-664e06c0 ALUM FC16_CORRIDOR_200 (670320),"",TL8,✓,"","",FC16_SAT_SP,"","","","","",@p:ubcv:r:236c9092-664e06c0 ALUM FC16_CORRIDOR_200 (670320),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:24103b51-613176bf Alumni Centre FCU-16,✓,"","","","",@p:ubcv:r:24103e34-f6898d28 Alumni Centre 2nd Floor,"","","",✓,"","","",2020-05-12T13:52:00-07:00 Los_Angeles,"","","",54141,2018-10-26T10:56:02-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:54:15.264-07:00 Los_Angeles,2019-01-23T16:52:53.878-08:00 Los_Angeles,"","","",Discharge Air Temp Sp,"","",AV7,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"",✓,"","","","",@p:ubcv:r:23e65d0e-055565a9 .+_SAT(_RHCV)?_SP(_AV)?(_TL)?,✓,"","",FC16_SAT_SP_POLL_TL,Los_Angeles,°C,"","","","","","","","","","",2020-04-09T19:02:29.766Z UTC
@p:ubcv:r:236c92e3-b3d542ed Alumni Centre AHU-02 AHU2_DAY_RT_SP,✓,"","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"",TL173,✓,"","",AHU2_DAY_RT_SP,"","","","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"","","","","","","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","","",@p:ubcv:r:24c3be0d-d4c7182e Alumni Centre AHU-02,✓,"","","","",@p:ubcv:r:2203b248-28b6b255 Alumni Centre Air Systems,"","","",✓,"","","",2020-05-12T14:00:35-07:00 Los_Angeles,"","","",368735,2018-10-31T04:15:36-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T14:00:45.623-07:00 Los_Angeles,2019-01-23T16:53:00.598-08:00 Los_Angeles,"","","",Zone Temp Effective Sp,"","",AV1030,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"",✓,"","","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,✓,"","",AHU2_DAY_RT_SP_POLL_TL,Los_Angeles,°C,"","","","","","","","","",✓,2020-04-30T12:06:20.018Z UTC
@p:ubcv:r:236c925f-1c894f0c Alumni Centre FCU-31 FC31_CCV,"","","",@p:ubcv:r:236c8e4c-9811651e ALUM FC31_RM_LL142 (670006),"",TL5,✓,"","",FC31_CCV,"",✓,"",✓,"",@p:ubcv:r:236c8e4c-9811651e ALUM FC31_RM_LL142 (670006),"",✓,"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24103b51-7fdfb345 Alumni Centre FCU-31,✓,"","","","",@p:ubcv:r:24103ec5-9a094bc6 Alumni Centre Basement,"","","",✓,"","","",2020-05-12T13:46:52-07:00 Los_Angeles,"","","",54154,2018-10-26T10:22:01-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:56:16.233-07:00 Los_Angeles,2019-01-23T16:52:56.954-08:00 Los_Angeles,"","","",Cooling Valve Cmd,"","",AO3,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:23e65d0e-46fa10b2 .+_(\d+)?CCV(_TL)?,"","","",FC31_CCV_POLL_TL,Los_Angeles,%,"",✓,"",✓,"","","","","","",2020-04-09T19:02:29.584Z UTC
@p:ubcv:r:236c9297-4fef41e0 Alumni Centre FCU-09 FC09_RT_SP,✓,"","",@p:ubcv:r:236c8e4c-9af4a311 ALUM FC09_RM_103 (670014),"",TL7,✓,"","",FC09_RT_SP,"","","","","",@p:ubcv:r:236c8e4c-9af4a311 ALUM FC09_RM_103 (670014),"","","","","","","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","","",@p:ubcv:r:24103b51-a3e30508 Alumni Centre FCU-09,✓,"","","","",@p:ubcv:r:24103e1f-a70591c9 Alumni Centre 1st Floor,"","","",✓,"","","",2020-05-12T13:51:30-07:00 Los_Angeles,"","","",54146,2018-10-26T10:41:07-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:56:10.102-07:00 Los_Angeles,2019-01-23T16:53:11.916-08:00 Los_Angeles,"","","",Zone Temp Effective Sp,"","",AV3,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"",✓,"","","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,✓,"","","",Los_Angeles,°C,"","","","","","","","","",✓,2020-04-21T20:27:45.307Z UTC
@p:ubcv:r:236c925f-c8287839 Alumni Centre FCU-31 FC31_T,✓,"","",@p:ubcv:r:236c8e4c-9811651e ALUM FC31_RM_LL142 (670006),"",TL3,✓,"","",FC31_T,"","","","","",@p:ubcv:r:236c8e4c-9811651e ALUM FC31_RM_LL142 (670006),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:24103b51-7fdfb345 Alumni Centre FCU-31,✓,"","","","",@p:ubcv:r:24103ec5-9a094bc6 Alumni Centre Basement,"","","",✓,"","","",2020-05-12T13:46:52-07:00 Los_Angeles,"","","",54159,2018-10-26T10:07:02-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:56:16.844-07:00 Los_Angeles,2018-11-28T16:32:31.956-08:00 Los_Angeles,"","","",Discharge Air Temp,"","",AI2,"","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:23e65d0e-eee35397 FC\d+_T(_TL)?,✓,"","",FC31_T_POLL_TL,Los_Angeles,°C,"","","","","","","","","","",2020-04-09T19:02:29.585Z UTC
@p:ubcv:r:236c92e3-44db8b71 Alumni Centre HRV-2 HRV2_ENAB,"","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"",TL68,✓,"","",HRV2_ENAB,"","","",✓,"",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"","","","","","","","","","","","","",$equipRef $bmsName,"","","",@p:ubcv:r:2094eabc-e7446385 Alumni Centre Elec Main Meter,✓,"","","OFF,ON","",@p:ubcv:r:24103936-9990d1f5 Alumni Centre HRV-2,✓,"","","","",@p:ubcv:r:2203b248-28b6b255 Alumni Centre Air Systems,"","","",✓,"","","",2020-04-21T13:25:59-07:00 Los_Angeles,"","","",788,2018-11-02T20:49:50-07:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T14:00:43.927-07:00 Los_Angeles,2018-11-28T16:32:27.228-08:00 Los_Angeles,"","","",Enable Cmd,"","",BO2104,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:23e65d0e-7bceb457 HRV\d+_ENAB(_TL)?,"","","",HRV2_EN_COV_TL,Los_Angeles,"","","","","","","","","","","",2020-04-30T12:06:20.077Z UTC
@p:ubcv:r:236c922b-3dd5e759 Alumni Centre FCU-01 FC01_HTG_MODE,"","","",@p:ubcv:r:236c8e4c-455e800b ALUM FC01_RM_LL103 (670001),"",TL1,✓,"","",FC01_HTG_MODE,"","","",✓,"",@p:ubcv:r:236c8e4c-455e800b ALUM FC01_RM_LL103 (670001),"","","",✓,"","","","","","","","","",$equipRef $bmsName,"","","","","","","","OFF,ON","",@p:ubcv:r:24103b51-147a3892 Alumni Centre FCU-01,✓,"","","","",@p:ubcv:r:24103ec5-9a094bc6 Alumni Centre Basement,"",✓,"",✓,"","","",2020-03-12T17:02:18-07:00 Los_Angeles,"","",cov,9523,2018-10-26T11:17:59-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T14:04:37.285-07:00 Los_Angeles,2018-11-28T16:32:46.277-08:00 Los_Angeles,"","",✓,Heating Mode,"","",BV3,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:24c4e977-ebe714df .+_HTG_MODE(_TL)?,"","","",FC01_HTG_MODE_COV_TL,Los_Angeles,"","","","","","","","","","","",2020-04-08T18:50:58.04Z UTC
@p:ubcv:r:236c92a3-5340343e Alumni Centre FCU-10 FC10_RT_COV_TL,✓,"","",@p:ubcv:r:236c8e4c-723071c4 ALUM FC10_RM_100 (670015),"",TL10,✓,"","",FC10_RT_COV_TL,"","","","","",@p:ubcv:r:236c8e4c-723071c4 ALUM FC10_RM_100 (670015),"","","",✓,"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24103b51-793e06f9 Alumni Centre FCU-10,✓,"","","","",@p:ubcv:r:24103e1f-a70591c9 Alumni Centre 1st Floor,"","","",✓,"","","",2020-05-10T12:09:45-07:00 Los_Angeles,"","",cov,1066,2018-10-26T10:59:09-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:56:04.414-07:00 Los_Angeles,2019-01-23T16:52:59.587-08:00 Los_Angeles,"","","",Zone Temp,"","","","","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:244285d9-c450215a .+_RT(_GV)?(_COV_TL)?,✓,"","","",Los_Angeles,°C,"","","","","","","","","",✓,2020-04-21T20:27:45.336Z UTC
@p:ubcv:r:226d3019-1cf1dd32 Alumni Centre HW Submeters BTU-104 BTU104_SOFAR_TODAY,"","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"",TL94,✓,"","",BTU104_SOFAR_TODAY,"","","","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:252503eb-19dc03ba Alumni Centre HW Submeters BTU-104,✓,"","","","",@p:ubcv:r:21697fca-7bb972f1 Alumni Centre Utilities,"","","",✓,"","","",2020-05-12T14:00:36-07:00 Los_Angeles,"","","",514986,2018-04-19T23:43:20-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T14:00:46.381-07:00 Los_Angeles,2018-11-28T16:32:36.976-08:00 Los_Angeles,"","","",BTU104_SOFAR_TODAY,"",✓,AV1054,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","","","","","",BTU104_SOFAR_TODAY_POLL_TL,Los_Angeles,kWh,"","","","","","","","","","",2020-04-30T12:06:20.049Z UTC
@p:ubcv:r:236c9342-9234c8ca Alumni Centre FCU-23 FC23_SAT_SP,✓,"","",@p:ubcv:r:236c9092-1234de79 ALUM FC23_RM_324 (670332),"",TL8,✓,"","",FC23_SAT_SP,"","","","","",@p:ubcv:r:236c9092-1234de79 ALUM FC23_RM_324 (670332),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:24103b51-b196ba8f Alumni Centre FCU-23,✓,"","","","",@p:ubcv:r:24103e40-16f90877 Alumni Centre 3rd Floor,"","","",✓,"","","",2020-05-12T13:51:19-07:00 Los_Angeles,"","","",54148,2018-10-26T10:46:23-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:58:47.796-07:00 Los_Angeles,2019-01-23T16:53:10.766-08:00 Los_Angeles,"","","",Discharge Air Temp Sp,"","",AV7,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"",✓,"","","","",@p:ubcv:r:23e65d0e-055565a9 .+_SAT(_RHCV)?_SP(_AV)?(_TL)?,✓,"","",FC23_SAT_SP_POLL_TL,Los_Angeles,°C,"","","","","","","","","","",2020-04-09T19:02:29.808Z UTC
@p:ubcv:r:236c92ae-e0e93439 Alumni Centre FCU-11 FC11_RT_COV_TL,✓,"","",@p:ubcv:r:236c8e4c-a0d3e4c7 ALUM FC11_RM_100 (670016),"",TL16,✓,"","",FC11_RT_COV_TL,"","","","","",@p:ubcv:r:236c8e4c-a0d3e4c7 ALUM FC11_RM_100 (670016),"","","",✓,"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24103b51-088d012a Alumni Centre FCU-11,✓,"","","","",@p:ubcv:r:24103e1f-a70591c9 Alumni Centre 1st Floor,"","","",✓,"","","",2020-05-12T00:51:38-07:00 Los_Angeles,"","",cov,967,2018-10-29T00:24:30-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:56:04.62-07:00 Los_Angeles,2019-01-23T16:53:27.235-08:00 Los_Angeles,"","","",Zone Temp,"","","","","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:244285d9-c450215a .+_RT(_GV)?(_COV_TL)?,✓,"","","",Los_Angeles,°C,"","","","","","","","","",✓,2020-04-21T20:27:45.337Z UTC
