id,bacnetConnRef,bacnetCur,bacnetPoint,connRef,cur,curConvert,curStatus,curVal,delta,deltaTempPoint,disMacro,elec,energy,entering,equipRef,flow,groupRef,his,hisCollectCov,hisCollectInterval,hisEnd,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,leaving,navName,opcConnRef,opcCur,opcPoint,point,power,quantityID,sensor,siteRef,sourceID,sqlConnRef,sqlPoint,temp,tz,unit,utilityPoint,volume,water,mod
@p:ubcv:r:2093fa3b-d7af335c Chem East HW Main Meter Power,@p:ubcv:r:21cac94b-15a9a439 CHEME DES Meter,AI5,✓,@p:ubcv:r:21cac94b-15a9a439 CHEME DES Meter,✓,"",ok,0kW,"","",$equipRef $navName,"","","",@p:ubcv:r:2093fa3b-f1bcab3b Chem East HW Main Meter,"",@p:ubcv:r:21697fca-057619ef Chem East Utilities,✓,5kW,15min,2020-05-12T14:30:00-07:00 Los_Angeles,"","",567747,2016-09-12T11:45:00-07:00 Los_Angeles,ok,"",✓,Number,"",Power,"","","",✓,✓,"",✓,@p:ubcv:r:2093fa3b-d6e88670 Chem East,"","","","",Los_Angeles,kW,✓,"",✓,2020-05-12T08:00:09.774Z UTC
@p:ubcv:r:21dffdad-5b9132b3 Chem East HW Main Meter Leaving Water Temp,@p:ubcv:r:21cac94b-15a9a439 CHEME DES Meter,AI10,✓,@p:ubcv:r:21cac94b-15a9a439 CHEME DES Meter,✓,"",ok,52.09000015258789°C,"","",$equipRef $navName,"","","",@p:ubcv:r:2093fa3b-f1bcab3b Chem East HW Main Meter,"",@p:ubcv:r:21697fca-057619ef Chem East Utilities,✓,0.5°C,10min,2020-05-12T14:30:00-07:00 Los_Angeles,"",consumption,427535,2018-01-03T13:20:00-08:00 Los_Angeles,ok,"",✓,Number,✓,Leaving Water Temp,"","","",✓,"","",✓,@p:ubcv:r:2093fa3b-d6e88670 Chem East,"","","",✓,Los_Angeles,°C,✓,"",✓,2020-04-28T00:03:35.191Z UTC
@p:ubcv:r:2388a048-dda3455d Chem East HW Main Meter Water Delta Temp,"","","","","","","","",✓,✓,$equipRef $navName,"","","",@p:ubcv:r:2093fa3b-f1bcab3b Chem East HW Main Meter,"",@p:ubcv:r:21697fca-057619ef Chem East Utilities,✓,"","","",deltaTemp,consumption,"","","","","",Number,"",Water Delta Temp,"","","",✓,"","","",@p:ubcv:r:2093fa3b-d6e88670 Chem East,"","","",✓,Los_Angeles,°C,✓,"",✓,2020-04-28T00:03:35.192Z UTC
@p:ubcv:r:263b767b-ad4b179b Chem East Water Main Meter Consumption,"","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,✓,"",ok,61235.59375m³,"","",$equipRef $navName,"","","",@p:ubcv:r:2093fa3b-c50815dc Chem East Water Main Meter,"",@p:ubcv:r:21697fca-057619ef Chem East Utilities,✓,"",15min,2020-05-12T14:30:00-07:00 Los_Angeles,"",consumption,319731,2011-03-31T17:00:00-07:00 Los_Angeles,ok,✓,"",Number,"",Consumption,@p:ubcv:r:2549fd47-39d2c491 ION KepServer,ns=2;s=ION - Local.OPC DA.Buildings_Chem_east_144.Water_Volume,✓,✓,"",10394,✓,@p:ubcv:r:2093fa3b-d6e88670 Chem East,176,@p:ubcv:r:23060489-d61f5459 ION DB,✓,"",Los_Angeles,m³,✓,✓,✓,2020-05-04T19:39:54.923Z UTC
@p:ubcv:r:2093fa3b-81e02c86 Chem East HW Main Meter Energy,@p:ubcv:r:21cac94b-15a9a439 CHEME DES Meter,AI1,✓,@p:ubcv:r:21cac94b-15a9a439 CHEME DES Meter,✓,MWh => kWh,ok,4029539.794921875kWh,"","",$equipRef $navName,"",✓,"",@p:ubcv:r:2093fa3b-f1bcab3b Chem East HW Main Meter,"",@p:ubcv:r:21697fca-057619ef Chem East Utilities,✓,"",15min,2020-05-12T14:30:00-07:00 Los_Angeles,"",consumption,127098,2016-09-12T11:45:00-07:00 Los_Angeles,ok,✓,✓,Number,"",Energy,"","","",✓,"",10364,✓,@p:ubcv:r:2093fa3b-d6e88670 Chem East,176,@p:ubcv:r:23060489-d61f5459 ION DB,✓,"",Los_Angeles,kWh,✓,"",✓,2020-04-28T00:03:35.193Z UTC
@p:ubcv:r:21dffdad-44aea8b5 Chem East HW Main Meter Flow,@p:ubcv:r:21cac94b-15a9a439 CHEME DES Meter,AI4,✓,@p:ubcv:r:21cac94b-15a9a439 CHEME DES Meter,✓,m³/h => L/s,ok,0L/s,"","",$equipRef $navName,"","","",@p:ubcv:r:2093fa3b-f1bcab3b Chem East HW Main Meter,✓,@p:ubcv:r:21697fca-057619ef Chem East Utilities,✓,0.25L/s,10min,2020-05-12T14:30:00-07:00 Los_Angeles,"",consumption,383574,2018-01-03T13:20:00-08:00 Los_Angeles,ok,"",✓,Number,"",Flow,"","","",✓,"","",✓,@p:ubcv:r:2093fa3b-d6e88670 Chem East,"","","","",Los_Angeles,L/s,✓,"",✓,2020-04-28T00:03:35.194Z UTC
@p:ubcv:r:263b767a-13d208a8 Chem East Elec Main Meter Energy,"","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,✓,"",ok,4731738kWh,"","",$equipRef $navName,✓,✓,"",@p:ubcv:r:2093fa3b-3633a8af Chem East Elec Main Meter,"",@p:ubcv:r:21697fca-057619ef Chem East Utilities,✓,"",15min,2020-05-12T14:30:00-07:00 Los_Angeles,"",consumption,319731,2011-03-31T17:00:00-07:00 Los_Angeles,ok,✓,"",Number,"",Energy,@p:ubcv:r:2549fd47-39d2c491 ION KepServer,ns=2;s=ION - Local.OPC DA.Buildings_Chem_east_144.Elec_Energy,✓,✓,"",10393,✓,@p:ubcv:r:2093fa3b-d6e88670 Chem East,176,@p:ubcv:r:23060489-d61f5459 ION DB,✓,"",Los_Angeles,kWh,✓,"","",2020-05-04T19:39:54.918Z UTC
@p:ubcv:r:263b7679-2a3e5b00 Chem East Elec Main Meter Power,"","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,✓,"",ok,21.994596481323242kW,"","",$equipRef $navName,✓,"","",@p:ubcv:r:2093fa3b-3633a8af Chem East Elec Main Meter,"",@p:ubcv:r:21697fca-057619ef Chem East Utilities,✓,5kW,15min,2020-05-12T14:30:00-07:00 Los_Angeles,"","",323597,2011-03-31T17:00:00-07:00 Los_Angeles,ok,"","",Number,"",Power,@p:ubcv:r:2549fd47-39d2c491 ION KepServer,ns=2;s=ION - Local.OPC DA.Buildings_Chem_east_144.Elec_Power,✓,✓,✓,116,✓,@p:ubcv:r:2093fa3b-d6e88670 Chem East,176,@p:ubcv:r:23060489-d61f5459 ION DB,✓,"",Los_Angeles,kW,✓,"","",2020-05-12T08:00:09.775Z UTC
@p:ubcv:r:21dffdad-82edc80e Chem East HW Main Meter Entering Water Temp,@p:ubcv:r:21cac94b-15a9a439 CHEME DES Meter,AI9,✓,@p:ubcv:r:21cac94b-15a9a439 CHEME DES Meter,✓,"",ok,79.22000122070312°C,"","",$equipRef $navName,"","",✓,@p:ubcv:r:2093fa3b-f1bcab3b Chem East HW Main Meter,"",@p:ubcv:r:21697fca-057619ef Chem East Utilities,✓,0.5°C,10min,2020-05-12T14:30:00-07:00 Los_Angeles,"",consumption,180770,2018-01-03T13:20:00-08:00 Los_Angeles,ok,"",✓,Number,"",Entering Water Temp,"","","",✓,"","",✓,@p:ubcv:r:2093fa3b-d6e88670 Chem East,"","","",✓,Los_Angeles,°C,✓,"",✓,2020-04-28T00:03:35.195Z UTC
