id,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,bridgeName,connRef,count,cur,curConvert,curStatus,curVal,delta,deltaTempPoint,disMacro,elec,energy,entering,enum,equipRef,esc,flow,groupRef,his,hisCollectCov,hisCollectInterval,hisEnd,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,lastSynced,leaving,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,point,pointType,power,quantityID,reliability,sensor,siteRef,sourceID,sqlConnRef,sqlPoint,temp,tlName,toTag,tz,unit,unknown,utilityPoint,volume,water,wifi,wifiId,mod
@p:ubcv:r:261f61b3-86c7bdb6 Thunderbird Park Unsorted Points MMWF_HB_TRBL,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL188,"","",MMWF_HB_TRBL,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","OFF,ON",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-03-19T15:08:21-07:00 Los_Angeles,"","",134,2019-08-20T12:01:11-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T14:24:21.072-07:00 Los_Angeles,"",MMWF_HB_TRBL,✓,BV26,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_188,"",Los_Angeles,"",✓,"","","","","",2020-05-06T18:51:21.426Z UTC
@p:ubcv:r:261f61b3-b507e324 Thunderbird Park Unsorted Points IRHXDT,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL40,"","",IRHXDT,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",3534,2020-04-05T19:00:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:21.101-07:00 Los_Angeles,"",IRHXDT,✓,AV84,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",IRHXDT.TL1,"",Los_Angeles,°C,✓,"","","","","",2020-05-06T18:51:21.363Z UTC
@p:ubcv:r:261f61b3-6692da18 Thunderbird Park Unsorted Points LPHXST,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL21,"","",LPHXST,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",3523,2020-04-05T21:45:05-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:21.128-07:00 Los_Angeles,"",LPHXST,✓,AV21,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",LPHXST.TL1,"",Los_Angeles,°C,✓,"","","","","",2020-05-06T18:51:21.382Z UTC
@p:ubcv:r:261f61b2-59ba23e8 Thunderbird Park Unsorted Points BKHXDT,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL5,"","",BKHXDT,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",3523,2020-04-05T21:45:05-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:21.143-07:00 Los_Angeles,"",BKHXDT,✓,AV5,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BKHXDT.TL1,"",Los_Angeles,°C,✓,"","","","","",2020-05-06T18:51:21.295Z UTC
@p:ubcv:r:2645c32a-c2f125ef CEME Unsorted Points BACx_BHHXV1S,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL324,"","",BACx_BHHXV1S,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.926-07:00 Los_Angeles,"",BACx_BHHXV1S,"",AV487,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_BHHXV1S_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.204Z UTC
@p:ubcv:r:261f61b3-9413372d Thunderbird Park Unsorted Points IRHXHJ,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL41,"","",IRHXHJ,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",3523,2020-04-05T21:45:05-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:21.156-07:00 Los_Angeles,"",IRHXHJ,✓,AV79,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",IRHXHJ.TL1,"",Los_Angeles,MWh,✓,"","","","","",2020-05-06T18:51:21.365Z UTC
@p:ubcv:r:261f61b3-08ca4a47 Thunderbird Park Unsorted Points LPHXDT,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL20,"","",LPHXDT,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",3523,2020-04-05T21:45:05-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:21.17-07:00 Los_Angeles,"",LPHXDT,✓,AV23,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",LPHXDT.TL1,"",Los_Angeles,°C,✓,"","","","","",2020-05-06T18:51:21.378Z UTC
@p:ubcv:r:261f61b3-60bd2d2f Thunderbird Park Unsorted Points IRA1WFCNT,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL153,"","",IRA1WFCNT,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:15-07:00 Los_Angeles,"","",6355,2020-04-05T14:21:42-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:21.187-07:00 Los_Angeles,"",IRA1WFCNT,✓,AV347,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_153,"",Los_Angeles,_,✓,"","","","","",2020-05-06T18:51:21.36Z UTC
@p:ubcv:r:261f61b3-36257a4d Thunderbird Park Unsorted Points ANA2WFUOC,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL128,"","",ANA2WFUOC,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","OFF,ON",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-03-19T15:22:54-07:00 Los_Angeles,"","",239,2019-11-28T12:24:46-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T14:24:21.217-07:00 Los_Angeles,"",ANA2WFUOC,✓,BV9,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_128,"",Los_Angeles,"",✓,"","","","","",2020-05-06T18:51:21.408Z UTC
@p:ubcv:r:261f61b2-c1468b3b Thunderbird Park Unsorted Points BKHXST,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL3,"","",BKHXST,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",3523,2020-04-05T21:45:05-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:17.809-07:00 Los_Angeles,"",BKHXST,✓,AV3,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BKHXST.TL1,"",Los_Angeles,°C,✓,"","","","","",2020-05-06T18:51:21.303Z UTC
@p:ubcv:r:263b7670-5dd2d90c CEME Water Main Meter Consumption,"","","","","","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,"",✓,"",ok,195888.21875m³,"","",$equipRef $navName,"","","","",@p:ubcv:r:20966ced-cc865ab3 CEME Water Main Meter,"","",@p:ubcv:r:21697fca-cf4b94ab CEME Utilities,✓,"",15min,2020-05-12T14:15:00-07:00 Los_Angeles,"",consumption,319713,2011-03-31T17:00:00-07:00 Los_Angeles,ok,✓,"",Number,"","",Consumption,"","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,ns=2;s=ION - Local.OPC DA.Buildings_CEME_306.Water_Volume,✓,✓,"","",10394,"",✓,@p:ubcv:r:20966ced-944d8cc5 CEME,60,@p:ubcv:r:23060489-d61f5459 ION DB,✓,"","","",Los_Angeles,m³,"",✓,✓,✓,"","",2020-05-04T19:39:54.887Z UTC
@p:ubcv:r:2645c32a-4cda14c0 CEME Unsorted Points BACx_MDHX2V2S,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL274,"","",BACx_MDHX2V2S,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.939-07:00 Los_Angeles,"",BACx_MDHX2V2S,"",AV437,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_MDHX2V2S_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.269Z UTC
@p:ubcv:r:261f61b2-758402a2 Thunderbird Park Unsorted Points ANAGWFCNT,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL135,"","",ANAGWFCNT,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-03-23T16:54:30-07:00 Los_Angeles,"","",285,2020-02-25T16:08:23-08:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:21.234-07:00 Los_Angeles,"",ANAGWFCNT,✓,AV333,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_135,"",Los_Angeles,_,✓,"","","","","",2020-05-06T18:51:21.179Z UTC
@p:ubcv:r:261f61b3-9990e54a Thunderbird Park Unsorted Points DLWF_HB_AL,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL198,"","",DLWF_HB_AL,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","FAULT,OK",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-11T07:51:19-07:00 Los_Angeles,"","",294,2020-01-07T10:20:42-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T14:24:21.251-07:00 Los_Angeles,"",DLWF_HB_AL,✓,BV18,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_198,"",Los_Angeles,"",✓,"","","","","",2020-05-06T18:51:21.415Z UTC
@p:ubcv:r:26221ada-582dc3f4 I.K. Barber Unsorted Points BAC_IBHXV1S,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL232,"","",BAC_IBHXV1S,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:26221699-80067c7d I.K. Barber Unsorted Points,"","",@p:ubcv:r:26221699-f5ca1254 I.K. Barber $bmsName,✓,"","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",4875,2020-04-08T18:20:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:21.269-07:00 Los_Angeles,"",BAC_IBHXV1S,"",AV397,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BAC_IBHXV1S_TL,✓,Los_Angeles,%,"","","","","","",2020-05-06T18:51:21.196Z UTC
@p:ubcv:r:261f61b3-9e2afe9a Thunderbird Park Unsorted Points GAHXDT,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL33,"","",GAHXDT,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",3523,2020-04-05T21:45:05-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:21.283-07:00 Los_Angeles,"",GAHXDT,✓,AV30,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",GAHXDT.TL1,"",Los_Angeles,°C,✓,"","","","","",2020-05-06T18:51:21.328Z UTC
@p:ubcv:r:261f61b3-168f4a35 Thunderbird Park Unsorted Points IRWF_HB_TRBL,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL228,"","",IRWF_HB_TRBL,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","OFF,ON",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-04-09T06:36:45-07:00 Los_Angeles,"","",9,2020-02-26T08:35:22-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T14:24:21.294-07:00 Los_Angeles,"",IRWF_HB_TRBL,✓,BV28,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",IRWF_HB_TRBL_TL_COV,"",Los_Angeles,"",✓,"","","","","",2020-05-06T18:51:21.422Z UTC
@p:ubcv:r:2645c32a-35581357 CEME Unsorted Points BACx_CEHX3VS,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL257,"","",BACx_CEHX3VS,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.323-07:00 Los_Angeles,"",BACx_CEHX3VS,"",AV420,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_CEHX3VS_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.215Z UTC
@p:ubcv:r:2645c32a-aa30e502 CEME Unsorted Points BACx_MCHX1VS,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL307,"","",BACx_MCHX1VS,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.952-07:00 Los_Angeles,"",BACx_MCHX1VS,"",AV470,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_MCHX1VS_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.265Z UTC
@p:ubcv:r:2645c32a-0aa4c046 CEME Unsorted Points BACx_GCHXV2S,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL247,"","",BACx_GCHXV2S,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.965-07:00 Los_Angeles,"",BACx_GCHXV2S,"",AV410,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_GCHXV2S_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.235Z UTC
@p:ubcv:r:261f61b3-dfda6ce8 Thunderbird Park Unsorted Points IBWF_AHU1_FLR1,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL114,"","",IBWF_AHU1_FLR1,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T13:59:05-07:00 Los_Angeles,"","",1539,2020-03-27T09:04:33-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:21.312-07:00 Los_Angeles,"",IBWF_AHU1_FLR1,✓,AV296,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_114,"",Los_Angeles,_,✓,"","","","","",2020-05-06T18:51:21.344Z UTC
@p:ubcv:r:261f61b3-f4b7789c Thunderbird Park Unsorted Points ANWF_HB_AL,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL196,"","",ANWF_HB_AL,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","FAULT,OK",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T13:48:25-07:00 Los_Angeles,"","",2346,2020-04-03T02:19:13-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T14:24:21.329-07:00 Los_Angeles,"",ANWF_HB_AL,✓,BV12,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_196,"",Los_Angeles,"",✓,"","","","","",2020-05-06T18:51:21.411Z UTC
@p:ubcv:r:261f61b3-a94dbda1 Thunderbird Park Unsorted Points DLWFCNT,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL204,"","",DLWFCNT,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T13:53:51-07:00 Los_Angeles,"","",4749,2020-04-05T05:43:45-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:21.385-07:00 Los_Angeles,"",DLWFCNT,✓,AV362,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_204,"",Los_Angeles,_,✓,"","","","","",2020-05-06T18:51:21.317Z UTC
@p:ubcv:r:261f61b3-54ce3566 Thunderbird Park Unsorted Points MMWF_SUM,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL190,"","",MMWF_SUM,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:31-07:00 Los_Angeles,"","",1488,2020-04-01T18:07:03-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:21.345-07:00 Los_Angeles,"",MMWF_SUM,✓,AV383,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_190,"",Los_Angeles,_,✓,"","","","","",2020-05-06T18:51:21.398Z UTC
@p:ubcv:r:261f61b3-086365a9 Thunderbird Park Unsorted Points LSWF_HB_AL,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL200,"","",LSWF_HB_AL,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","FAULT,OK",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-10T22:36:43-07:00 Los_Angeles,"","",342,2019-12-26T03:11:31-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T14:24:21.362-07:00 Los_Angeles,"",LSWF_HB_AL,✓,BV17,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_200,"",Los_Angeles,"",✓,"","","","","",2020-05-06T18:51:21.423Z UTC
@p:ubcv:r:2645c32a-8cd6b043 CEME Unsorted Points BACx_KBHXV2S,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL289,"","",BACx_KBHXV2S,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.993-07:00 Los_Angeles,"",BACx_KBHXV2S,"",AV452,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_KBHXV2S_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.246Z UTC
@p:ubcv:r:20966ced-fc90d011 CEME HW Main Meter Energy,@p:ubcv:r:21f25962-c039ef6e CEME DES Meter,AI2,"","",✓,"","",@p:ubcv:r:21f25962-c039ef6e CEME DES Meter,"",✓,MWh => kWh,ok,810.0000023841858kWh,"","",$equipRef $navName,"",✓,"","",@p:ubcv:r:20966ced-a489ba2f CEME HW Main Meter,"","",@p:ubcv:r:21697fca-cf4b94ab CEME Utilities,✓,"",15min,2020-05-12T14:15:00-07:00 Los_Angeles,"",consumption,235860,2013-04-04T08:15:00-07:00 Los_Angeles,ok,✓,✓,Number,"","",Energy,"","","","","","",✓,"","",10364,"",✓,@p:ubcv:r:20966ced-944d8cc5 CEME,60,@p:ubcv:r:23060489-d61f5459 ION DB,✓,"","","",Los_Angeles,kWh,"",✓,"",✓,"","",2020-04-28T00:03:35.501Z UTC
@p:ubcv:r:2645c32a-8f08ba02 CEME Unsorted Points BACx_PPHX1V1S,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL309,"","",BACx_PPHX1V1S,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:19.006-07:00 Los_Angeles,"",BACx_PPHX1V1S,"",AV472,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_PPHX1V1S_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.286Z UTC
@p:ubcv:r:261f61b3-0de565c8 Thunderbird Park Unsorted Points GCHXHJ,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL67,"","",GCHXHJ,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",3678,2020-04-04T07:15:03-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:21.408-07:00 Los_Angeles,"",GCHXHJ,✓,AV73,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_67,"",Los_Angeles,MWh,✓,"","","","","",2020-05-06T18:51:21.335Z UTC
