id,air,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,cmd,co2,connRef,cur,curConvert,curStatus,curVal,delta,deltaTempPoint,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,fan,flow,groupRef,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,lastSynced,lastTagged,leaving,mode,navName,noTagMatch,objectId,point,pointType,power,pump,quantityID,run,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,sqlSource,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,volume,water,zone,mod
@p:ubcv:r:239068fc-d1fc323a Totem Cesnaem Unsorted Points MV_CALC_FC3_CU3_KWH,"",@p:ubcv:r:23906676-498db761 Totem 541.0 Totem CSNM residence (530000),"",TL69,✓,MV_CALC_FC3_CU3_KWH,"","",@p:ubcv:r:23906676-498db761 Totem 541.0 Totem CSNM residence (530000),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:30:00-07:00 Los_Angeles,"","",51245,2018-11-24T11:00:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:33:25.272-07:00 Los_Angeles,2018-11-28T16:32:34.474-08:00 Los_Angeles,"","",MV_CALC_FC3_CU3_KWH,✓,AV1078,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",MV_CALC_FC3_CU3_KWH_TL,Los_Angeles,kWh,"","","","","",2020-04-09T19:02:04.622Z UTC
@p:ubcv:r:23d5040d-235f5535 Totem Cesnaem Unsorted Points FCU_F22_EDH4_RESET,"",@p:ubcv:r:23d50328-ed5eaf89 Totem TOTEM_FCU_HRV6_EF1_EF2_LAUNDRY_CP792200 (530200),"",TL49,✓,FCU_F22_EDH4_RESET,"","",@p:ubcv:r:23d50328-ed5eaf89 Totem TOTEM_FCU_HRV6_EF1_EF2_LAUNDRY_CP792200 (530200),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",46455,2019-01-14T09:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:28:08.779-07:00 Los_Angeles,"","","",FCU_F22_EDH4_RESET,✓,AO1303,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",FCU_F22_EDH4_RESET_TL,Los_Angeles,%,"","","","","",2020-04-09T19:02:04.795Z UTC
@p:ubcv:r:23d5040d-7f912151 Totem Cesnaem Unsorted Points FCU_F24_STATUS,"",@p:ubcv:r:23d50328-ed5eaf89 Totem TOTEM_FCU_HRV6_EF1_EF2_LAUNDRY_CP792200 (530200),"",TL27,✓,FCU_F24_STATUS,"","",@p:ubcv:r:23d50328-ed5eaf89 Totem TOTEM_FCU_HRV6_EF1_EF2_LAUNDRY_CP792200 (530200),"","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T07:00:10-07:00 Los_Angeles,"","",944,2019-01-13T22:22:20-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T20:28:08.103-07:00 Los_Angeles,"","","",FCU_F24_STATUS,✓,BV32,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",FCU_F24_S_BV_TL,Los_Angeles,"","","","","","",2020-04-08T18:53:09.501Z UTC
@p:ubcv:r:23d5041c-9b406dac Totem Cesnaem Unsorted Points HRV_01_HCV_CMD_MSTR,"",@p:ubcv:r:23d50328-d9155fb3 Totem TOTEM_HRV1_CP792300 (530300),"",TL36,✓,HRV_01_HCV_CMD_MSTR,"","",@p:ubcv:r:23d50328-d9155fb3 Totem TOTEM_HRV1_CP792300 (530300),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",46455,2019-01-14T09:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:34.827-07:00 Los_Angeles,"","","",HRV_01_HCV_CMD_MSTR,✓,AV23,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",HRV_01_HCV_CMD_MSTR_TL,Los_Angeles,%,"","","","","",2020-04-09T19:02:04.823Z UTC
@p:ubcv:r:239068fa-d273184b Totem Cesnaem Unsorted Points MV_ELEC_METER07_TXBE1_EM_KW,"",@p:ubcv:r:23906676-498db761 Totem 541.0 Totem CSNM residence (530000),"",TL21,✓,MV_ELEC_METER07_TXBE1_EM_KW,"","",@p:ubcv:r:23906676-498db761 Totem 541.0 Totem CSNM residence (530000),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:30:00-07:00 Los_Angeles,"","",51245,2018-11-24T11:00:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:33:25.414-07:00 Los_Angeles,2018-11-28T16:32:44.209-08:00 Los_Angeles,"","",MV_ELEC_METER07_TXBE1_EM_KW,✓,AV1020,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",MV_ELEC_METER07_TXBE1_EM_KW_TL,Los_Angeles,kW,"","","","","",2020-04-09T19:02:04.623Z UTC
@p:ubcv:r:23d5040d-dacdd284 Totem Cesnaem Unsorted Points HRV_06_DISCHARGE_AIR_TEMP_SP,"",@p:ubcv:r:23d50328-ed5eaf89 Totem TOTEM_FCU_HRV6_EF1_EF2_LAUNDRY_CP792200 (530200),"",TL63,✓,HRV_06_DISCHARGE_AIR_TEMP_SP,"","",@p:ubcv:r:23d50328-ed5eaf89 Totem TOTEM_FCU_HRV6_EF1_EF2_LAUNDRY_CP792200 (530200),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",46455,2019-01-14T09:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:28:08.79-07:00 Los_Angeles,"","","",HRV_06_DISCHARGE_AIR_TEMP_SP,✓,AV66,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",HRV_06_DISCHARGE_AIR_TEMP_SP_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:04.796Z UTC
@p:ubcv:r:23d5040d-60468d39 Totem Cesnaem Unsorted Points MV_CALC_FCU_F23_EDH_KWH,"",@p:ubcv:r:23d50328-ed5eaf89 Totem TOTEM_FCU_HRV6_EF1_EF2_LAUNDRY_CP792200 (530200),"",TL85,✓,MV_CALC_FCU_F23_EDH_KWH,"","",@p:ubcv:r:23d50328-ed5eaf89 Totem TOTEM_FCU_HRV6_EF1_EF2_LAUNDRY_CP792200 (530200),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",46292,2019-01-15T10:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:28:08.8-07:00 Los_Angeles,"","","",MV_CALC_FCU_F23_EDH_KWH,✓,AV1086,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",MV_CALC_FCU_F23_KWH_EDH_TL,Los_Angeles,kWh,"","","","","",2020-04-09T19:02:04.797Z UTC
@p:ubcv:r:23d50403-fe929881 Totem Cesnaem Unsorted Points HRV_05_SF_STATUS,✓,@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL37,✓,HRV_05_SF_STATUS,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,✓,"","","","","","OFF,ON","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,✓,"",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-04-08T13:24:18-07:00 Los_Angeles,"","",12,2019-05-11T17:50:36-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T20:27:32.249-07:00 Los_Angeles,2019-01-23T16:53:12.72-08:00 Los_Angeles,"","",Discharge Fan Run Status,"",BV36,✓,"","","","",✓,"",✓,@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","",@p:ubcv:r:23e65d0f-9ad9dcb5 .+_SF_STATUS(_TL)?,"",HRV_05_SF_STATUS_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:15.649Z UTC
@p:ubcv:r:23d5041c-51ca195c Totem Cesnaem Unsorted Points HRV_01_DISCHARGE_AIR_FLOW,"",@p:ubcv:r:23d50328-d9155fb3 Totem TOTEM_HRV1_CP792300 (530300),"",TL30,✓,HRV_01_DISCHARGE_AIR_FLOW,"","",@p:ubcv:r:23d50328-d9155fb3 Totem TOTEM_HRV1_CP792300 (530300),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",46455,2019-01-14T09:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:35.339-07:00 Los_Angeles,"","","",HRV_01_DISCHARGE_AIR_FLOW,✓,AI7,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",HRV_01_DISCHARGE_AIR_FLOW_TL,Los_Angeles,ft/min,"","","","","",2020-04-09T19:02:04.825Z UTC
@p:ubcv:r:23d5040d-7d1a250a Totem Cesnaem Unsorted Points FCU_F23_ROOM_TEMP,✓,@p:ubcv:r:23d50328-ed5eaf89 Totem TOTEM_FCU_HRV6_EF1_EF2_LAUNDRY_CP792200 (530200),"",TL45,✓,FCU_F23_ROOM_TEMP,"","",@p:ubcv:r:23d50328-ed5eaf89 Totem TOTEM_FCU_HRV6_EF1_EF2_LAUNDRY_CP792200 (530200),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",46535,2019-01-13T13:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:28:08.83-07:00 Los_Angeles,"","","",Zone Temp,"",AI1402,✓,"","","","","","",✓,@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","",@p:ubcv:r:244374ce-e9e00b68 .+_RO?O?M(_\d+)?_T(EMP)?(_TL)?,✓,FCU_F23_ROOM_TEMP_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:04.798Z UTC
@p:ubcv:r:23d5041c-15c51723 Totem Cesnaem Unsorted Points HRV_01_DAMPER_ALARM_MSTR,"",@p:ubcv:r:23d50328-d9155fb3 Totem TOTEM_HRV1_CP792300 (530300),"",TL11,✓,HRV_01_DAMPER_ALARM_MSTR,"","",@p:ubcv:r:23d50328-d9155fb3 Totem TOTEM_HRV1_CP792300 (530300),"","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2019-03-07T12:28:35-08:00 Los_Angeles,"","",1,2019-03-07T12:28:35-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T20:27:31.634-07:00 Los_Angeles,"","","",HRV_01_DAMPER_ALARM_MSTR,✓,BV11,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",HRV_01_DAMPER_ALARM_MSTR_TL,Los_Angeles,"","","","","","",2020-04-08T18:53:59.007Z UTC
@p:ubcv:r:23d50402-351c8c29 Totem Cesnaem Unsorted Points DCW_P2_POWER_MUX,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL112,✓,DCW_P2_POWER_MUX,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2019-05-11T17:50:36-07:00 Los_Angeles,"","",1,2019-05-11T17:50:36-07:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:31.769-07:00 Los_Angeles,"","","",DCW_P2_POWER_MUX,✓,AV2006,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",DCW_P2_POWER_MUX_TL,Los_Angeles,kW,"","","","","",2020-04-09T19:02:04.718Z UTC
@p:ubcv:r:23d50425-26f204f9 Totem Cesnaem Unsorted Points HRV_02_SF_VFD_STATUS,"",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"",TL15,✓,HRV_02_SF_VFD_STATUS,"","",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-04-08T13:23:30-07:00 Los_Angeles,"","",40,2019-02-06T09:34:14-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T20:27:31.834-07:00 Los_Angeles,"","","",HRV_02_SF_VFD_STATUS,✓,BV13,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",HRV_02_SF_VFD_STATUS_TL,Los_Angeles,"","","","","","",2020-04-08T18:53:35.749Z UTC
@p:ubcv:r:23d5041c-b3e32105 Totem Cesnaem Unsorted Points HRV_01_LOWVAV_MODE_CMD,"",@p:ubcv:r:23d50328-d9155fb3 Totem TOTEM_HRV1_CP792300 (530300),"",TL5,✓,HRV_01_LOWVAV_MODE_CMD,"","",@p:ubcv:r:23d50328-d9155fb3 Totem TOTEM_HRV1_CP792300 (530300),"","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T12:33:18-07:00 Los_Angeles,"","",2040,2019-01-14T00:00:46-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T20:27:32.117-07:00 Los_Angeles,"","","",HRV_01_LOWVAV_MODE_CMD,✓,BO3,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",HRV_01_LOWVAV_C_TL,Los_Angeles,"","","","","","",2020-04-08T18:51:44.491Z UTC
@p:ubcv:r:23d50403-61b09843 Totem Cesnaem Unsorted Points BACNET_FC2A_HEATING_CALL_STATUS_MUX,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL163,✓,BACNET_FC2A_HEATING_CALL_STATUS_MUX,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","","","","","","",ok,"","",Bool,2020-05-12T20:27:32.851-07:00 Los_Angeles,"","","",BACNET_FC2A_HEATING_CALL_STATUS_MUX,✓,BV2023,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",BACNET_FC2A_HEATING_CALL_STATUS_MUX_TL,Los_Angeles,"","","","","","",2020-04-08T18:49:31.604Z UTC
@p:ubcv:r:23d50403-6b2d0fd4 Totem Cesnaem Unsorted Points MV_CALC_EF3_MECHRM_KWH,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL150,✓,MV_CALC_EF3_MECHRM_KWH,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",44779,2019-01-15T10:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:34.176-07:00 Los_Angeles,"","","",MV_CALC_EF3_MECHRM_KWH,✓,AV1063,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",MV_CALC_EF3_MECHRM_KWH_TL,Los_Angeles,kWh,"","","","","",2020-04-09T19:02:04.719Z UTC
@p:ubcv:r:23d50425-90cc1859 Totem Cesnaem Unsorted Points HRV_02_RETURN_AIR_TEMP_SP,"",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"",TL49,✓,HRV_02_RETURN_AIR_TEMP_SP,"","",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",46454,2019-01-14T09:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:32.578-07:00 Los_Angeles,"","","",HRV_02_RETURN_AIR_TEMP_SP,✓,AV18,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",HRV_02_RETURN_AIR_TEMP_SP_POLL_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:04.868Z UTC
@p:ubcv:r:23d50402-b575020b Totem Cesnaem Unsorted Points DHW_DHX1_LOAD_ENTERING_WATER_TEMP,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL11,✓,DHW_DHX1_LOAD_ENTERING_WATER_TEMP,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",45040,2019-01-14T09:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:34.218-07:00 Los_Angeles,"","","",DHW_DHX1_LOAD_ENTERING_WATER_TEMP,✓,AI1302,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",DHW_DHX1_LOAD_ENTERING_WATER_TEMP_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:04.72Z UTC
@p:ubcv:r:23d50403-0fa1bf5c Totem Cesnaem Unsorted Points HRV_02_HEAT_REQ_FLAG_MUX,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL46,✓,HRV_02_HEAT_REQ_FLAG_MUX,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-04-06T14:08:02-07:00 Los_Angeles,"","",66,2019-02-03T11:49:36-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T20:27:32.072-07:00 Los_Angeles,"","","",HRV_02_HEAT_REQ_FLAG_MUX,✓,BV49,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",HRV_02_HEAT_REQ_FLAG_MUX_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:06.655Z UTC
@p:ubcv:r:23d50403-e2630ace Totem Cesnaem Unsorted Points BACNET_FC2B_HEATING_CALL_STATUS_MUX,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL168,✓,BACNET_FC2B_HEATING_CALL_STATUS_MUX,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","","","","","","",ok,"","",Bool,2020-05-12T20:27:32.859-07:00 Los_Angeles,"","","",BACNET_FC2B_HEATING_CALL_STATUS_MUX,✓,BV2028,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",BACNET_FC2B_HEATING_CALL_STATUS_MUX_TL,Los_Angeles,"","","","","","",2020-04-08T18:49:32.226Z UTC
@p:ubcv:r:23d50425-6a12d256 Totem Cesnaem Unsorted Points RELIEF_L1_CENTRE_ROOF_DMP_ENAB_MUX,"",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"",TL67,✓,RELIEF_L1_CENTRE_ROOF_DMP_ENAB_MUX,"","",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-10T08:03:31-07:00 Los_Angeles,"","",489,2019-01-13T13:47:33-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T20:27:32.075-07:00 Los_Angeles,"","","",RELIEF_L1_CENTRE_ROOF_DMP_ENAB_MUX,✓,BV26,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",RELIEF_L1_CENTRE_ROOF_DMP_ENAB_MUX_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:24.995Z UTC
@p:ubcv:r:23d5040d-8e7d44b9 Totem Cesnaem Unsorted Points HRV_06_EDH3_RESET,"",@p:ubcv:r:23d50328-ed5eaf89 Totem TOTEM_FCU_HRV6_EF1_EF2_LAUNDRY_CP792200 (530200),"",TL52,✓,HRV_06_EDH3_RESET,"","",@p:ubcv:r:23d50328-ed5eaf89 Totem TOTEM_FCU_HRV6_EF1_EF2_LAUNDRY_CP792200 (530200),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",46455,2019-01-14T09:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:28:08.86-07:00 Los_Angeles,"","","",HRV_06_EDH3_RESET,✓,AO1402,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",HRV_06_EDH3_RESET_TL,Los_Angeles,%,"","","","","",2020-04-09T19:02:04.801Z UTC
@p:ubcv:r:23d50403-91843dee Totem Cesnaem Unsorted Points MV_CALC_CU2_FC2B_KW,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL193,✓,MV_CALC_CU2_FC2B_KW,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",44779,2019-01-15T10:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:34.274-07:00 Los_Angeles,"","","",MV_CALC_CU2_FC2B_KW,✓,AV1082,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",MV_CALC_CU2_FC2B_KW_TL,Los_Angeles,kW,"","","","","",2020-04-09T19:02:04.725Z UTC
