id,air,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,cmd,co2,connRef,cur,curConvert,curStatus,curVal,delta,deltaTempPoint,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,fan,flow,groupRef,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,lastSynced,lastTagged,leaving,mode,navName,noTagMatch,objectId,point,pointType,power,pump,quantityID,run,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,sqlSource,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,volume,water,zone,mod
@p:ubcv:r:23d50403-0714c71e Totem Cesnaem Unsorted Points DHW_DHX1_LOAD_LEAVING_WATER_TEMP,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL5,✓,DHW_DHX1_LOAD_LEAVING_WATER_TEMP,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",45040,2019-01-14T09:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:32.986-07:00 Los_Angeles,"","","",DHW_DHX1_LOAD_LEAVING_WATER_TEMP,✓,AI1104,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",DHW_DHX1_LOAD_LEAVING_WATER_TEMP_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:04.639Z UTC
@p:ubcv:r:23d50425-6e41e21d Totem Cesnaem Unsorted Points CENTRE_ROOF_DMPR_GRV_CMD,"",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"",TL9,✓,CENTRE_ROOF_DMPR_GRV_CMD,"","",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-10T08:03:31-07:00 Los_Angeles,"","",495,2019-01-13T13:47:33-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T20:27:32.059-07:00 Los_Angeles,"","","",CENTRE_ROOF_DMPR_GRV_CMD,✓,BO1403,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",CENTRE_ROOF_DMPR_GRV_CMD_TL,Los_Angeles,"","","","","","",2020-04-08T18:52:23.549Z UTC
@p:ubcv:r:23d50403-3372772d Totem Cesnaem Unsorted Points BACNET_FC2A_COOLING_CALL_STATUS_MUX,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL162,✓,BACNET_FC2A_COOLING_CALL_STATUS_MUX,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","","","","","","",ok,"","",Bool,2020-05-12T20:27:32.768-07:00 Los_Angeles,"","","",BACNET_FC2A_COOLING_CALL_STATUS_MUX,✓,BV2022,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",BACNET_FC2A_COOLING_CALL_STATUS_MUX_TL,Los_Angeles,"","","","","","",2020-04-08T18:49:31.692Z UTC
@p:ubcv:r:23d50403-ebfe1f94 Totem Cesnaem Unsorted Points BACNET_FC2B_RETURN_AIR_DEWPOINT_MUX,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL186,✓,BACNET_FC2B_RETURN_AIR_DEWPOINT_MUX,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",45042,2019-01-14T09:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:33.008-07:00 Los_Angeles,"","","",BACNET_FC2B_RETURN_AIR_DEWPOINT_MUX,✓,AV2027,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",BACNET_FC2B_RETURN_AIR_DEWPOINT_MUX_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:04.641Z UTC
@p:ubcv:r:22a97cf2-465e9119 Totem Cesnaem Elec Main Meter Power,"","","","","","","","",@p:ubcv:r:23060489-d61f5459 ION DB,"","","","","","",$equipRef $navName,"","",✓,"","","","","",@p:ubcv:r:216174bf-caa82118 Totem Cesnaem Elec Main Meter,"","","",@p:ubcv:r:21697fca-d9093e2e Totem Cesnaem Utilities,"",✓,"","","",2020-05-12T03:15:00-07:00 Los_Angeles,"","",63638,2018-04-12T22:15:00-07:00 Los_Angeles,ok,✓,"",Number,"","","","",Power,"","",✓,"",✓,"",116,"","",✓,@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,628,"","",@p:ubcv:r:23060489-d61f5459 ION DB,✓,✓,"","","",Los_Angeles,kW,✓,"","","","",2020-05-06T19:21:27.264Z UTC
@p:ubcv:r:23d50425-cc7d1846 Totem Cesnaem Unsorted Points HRV_03_SF_VFD_FEEDBACK_HZ,"",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"",TL41,✓,HRV_03_SF_VFD_FEEDBACK_HZ,"","",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",46454,2019-01-14T09:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:32.114-07:00 Los_Angeles,"","","",HRV_03_SF_VFD_FEEDBACK_HZ,✓,AI1504,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",HRV_03_SF_VFD_FEEDBACK_TL,Los_Angeles,Hz,"","","","","",2020-04-09T19:02:04.84Z UTC
@p:ubcv:r:239068fa-f2eb0f7d Totem Cesnaem Unsorted Points MV_BTU_TOTAL_BUILDING_BTU1_FLOW_MUX,"",@p:ubcv:r:23906676-498db761 Totem 541.0 Totem CSNM residence (530000),"",TL20,✓,MV_BTU_TOTAL_BUILDING_BTU1_FLOW_MUX,"","",@p:ubcv:r:23906676-498db761 Totem 541.0 Totem CSNM residence (530000),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:30:00-07:00 Los_Angeles,"","",50604,2018-11-26T13:00:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:33:22.488-07:00 Los_Angeles,2018-11-28T16:32:34.246-08:00 Los_Angeles,"","",MV_BTU_TOTAL_BUILDING_BTU1_FLOW_MUX,✓,AV2035,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",5410.DES.HW-F,Los_Angeles,gal/min,"","","","","",2020-04-09T19:02:04.6Z UTC
@p:ubcv:r:23d50403-1a5f3c72 Totem Cesnaem Unsorted Points DHW_DHX2_SOURCE_LEAVING_WATER_TEMP,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL14,✓,DHW_DHX2_SOURCE_LEAVING_WATER_TEMP,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",45040,2019-01-14T09:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:33.054-07:00 Los_Angeles,"","","",DHW_DHX2_SOURCE_LEAVING_WATER_TEMP,✓,AI1401,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",DHW_DHX2_SOURCE_LEAVING_WATER_TEMP_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:04.643Z UTC
@p:ubcv:r:23d50425-4eb877d5 Totem Cesnaem Unsorted Points HRV_03_SF_VFD_STATUS,"",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"",TL22,✓,HRV_03_SF_VFD_STATUS,"","",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-04-08T13:23:31-07:00 Los_Angeles,"","",180,2019-01-18T09:32:46-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T20:27:31.844-07:00 Los_Angeles,"","","",HRV_03_SF_VFD_STATUS,✓,BV20,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",HRV_03_SF_VFD_STATUS_TL,Los_Angeles,"","","","","","",2020-04-08T18:53:17.507Z UTC
@p:ubcv:r:23d50425-84734f71 Totem Cesnaem Unsorted Points HRV_02_RECIRC_MODE_CMD,"",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"",TL5,✓,HRV_02_RECIRC_MODE_CMD,"","",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2019-03-11T14:04:02-07:00 Los_Angeles,"","",4,2019-03-11T13:57:24-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T20:27:31.606-07:00 Los_Angeles,"","","",HRV_02_RECIRC_MODE_CMD,✓,BO1103,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",HRV_02_RECIRC_MODE_CMD_TL,Los_Angeles,"","","","","","",2020-04-08T18:51:36.839Z UTC
@p:ubcv:r:23d50425-73277621 Totem Cesnaem Unsorted Points MV_BACNET_VFD_HRV3_EF_KWH,"",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"",TL79,✓,MV_BACNET_VFD_HRV3_EF_KWH,"","",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",46292,2019-01-15T10:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:32.128-07:00 Los_Angeles,"","","",MV_BACNET_VFD_HRV3_EF_KWH,✓,AV1077,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",MV_BACNET_VFD_HRV3_EF_KWH_POLL_TL,Los_Angeles,kWh,"","","","","",2020-04-09T19:02:04.841Z UTC
@p:ubcv:r:23d50403-c2ba6967 Totem Cesnaem Unsorted Points HWS_HX1_VALVE_DEMAND,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL80,✓,HWS_HX1_VALVE_DEMAND,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",45041,2019-01-14T09:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:33.065-07:00 Los_Angeles,"","","",HWS_HX1_VALVE_DEMAND,✓,AV46,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",HWS_HX1_VALVE_DEMAND_TL,Los_Angeles,%,"","","","","",2020-04-09T19:02:04.644Z UTC
@p:ubcv:r:23d50403-9e1ef658 Totem Cesnaem Unsorted Points MV_CALC_FC2B_FAN_KWH,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL200,✓,MV_CALC_FC2B_FAN_KWH,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",44779,2019-01-15T10:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:33.075-07:00 Los_Angeles,"","","",MV_CALC_FC2B_FAN_KWH,✓,AV2031,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",MV_CALC_FC2B_FAN_KWH_TL,Los_Angeles,kWh,"","","","","",2020-04-09T19:02:04.645Z UTC
@p:ubcv:r:23d50425-611572f0 Totem Cesnaem Unsorted Points HRV_03_RETURN_AIR_FLOW,"",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"",TL38,✓,HRV_03_RETURN_AIR_FLOW,"","",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",46454,2019-01-14T09:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:32.152-07:00 Los_Angeles,"","","",HRV_03_RETURN_AIR_FLOW,✓,AI1401,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",HRV_03_RETURN_AIR_FLOW_TL,Los_Angeles,ft/min,"","","","","",2020-04-09T19:02:04.842Z UTC
@p:ubcv:r:23d50403-aaed4e49 Totem Cesnaem Unsorted Points MV_CALC_CU2_FC2B_KWH,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL194,✓,MV_CALC_CU2_FC2B_KWH,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",44779,2019-01-15T10:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:33.087-07:00 Los_Angeles,"","","",MV_CALC_CU2_FC2B_KWH,✓,AV1083,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",MV_CALC_CU2_FC2B_KWH_TL,Los_Angeles,kWh,"","","","","",2020-04-09T19:02:04.646Z UTC
@p:ubcv:r:23d5040d-8b3cb6ce Totem Cesnaem Unsorted Points MV_CALC_FCU_F24_EDH_KW,"",@p:ubcv:r:23d50328-ed5eaf89 Totem TOTEM_FCU_HRV6_EF1_EF2_LAUNDRY_CP792200 (530200),"",TL86,✓,MV_CALC_FCU_F24_EDH_KW,"","",@p:ubcv:r:23d50328-ed5eaf89 Totem TOTEM_FCU_HRV6_EF1_EF2_LAUNDRY_CP792200 (530200),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",46292,2019-01-15T10:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:28:08.331-07:00 Los_Angeles,"","","",MV_CALC_FCU_F24_EDH_KW,✓,AV1087,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",MV_CALC_FCU_F24_KW_EDH_TL,Los_Angeles,kW,"","","","","",2020-04-09T19:02:04.767Z UTC
@p:ubcv:r:23d50403-855085f4 Totem Cesnaem Unsorted Points DCW_P2_AFD_FAIL_MUX,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL126,✓,DCW_P2_AFD_FAIL_MUX,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2019-05-11T17:50:36-07:00 Los_Angeles,"","",1,2019-05-11T17:50:36-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T20:27:31.69-07:00 Los_Angeles,"","","",DCW_P2_AFD_FAIL_MUX,✓,BV2012,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",DCW_P2_AFD_FAIL_MUX_TL,Los_Angeles,"","","","","","",2020-04-08T18:49:18.296Z UTC
@p:ubcv:r:23d50425-f9a7fe45 Totem Cesnaem Unsorted Points HRV_02_EF_CFM_SP,"",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"",TL56,✓,HRV_02_EF_CFM_SP,"","",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",46455,2019-01-14T09:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:32.168-07:00 Los_Angeles,"","","",HRV_02_EF_CFM_SP,✓,AV44,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",HRV_02_EF_CFM_SP_POLL_TL,Los_Angeles,cfm,"","","","","",2020-04-09T19:02:04.843Z UTC
@p:ubcv:r:239068fb-9c2ede18 Totem Cesnaem Unsorted Points MV_ELEC_METER01_TXBL1_KW,"",@p:ubcv:r:23906676-498db761 Totem 541.0 Totem CSNM residence (530000),"",TL3,✓,MV_ELEC_METER01_TXBL1_KW,"","",@p:ubcv:r:23906676-498db761 Totem 541.0 Totem CSNM residence (530000),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:30:00-07:00 Los_Angeles,"","",51245,2018-11-24T11:00:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:33:23.201-07:00 Los_Angeles,2018-11-28T16:32:36.916-08:00 Los_Angeles,"","",MV_ELEC_METER01_TXBL1_KW,✓,AV1002,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",MV_ELEC_METER01_TXBL1_KW_TL,Los_Angeles,kW,"","","","","",2020-04-09T19:02:04.605Z UTC
@p:ubcv:r:23d50403-cac411d3 Totem Cesnaem Unsorted Points DCW_LEAD_PUMP_MUX,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL136,✓,DCW_LEAD_PUMP_MUX,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",44461,2019-01-16T11:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:33.097-07:00 Los_Angeles,"","","",DCW_LEAD_PUMP_MUX,✓,AV2009,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",DCW_LEAD_PUMP_MUX_TL,Los_Angeles,_,"","","","","",2020-04-09T19:15:06.477Z UTC
@p:ubcv:r:23d5040d-b90cb7d0 Totem Cesnaem Unsorted Points EF_F_01_OFF_TOO_LONG_BV,"",@p:ubcv:r:23d50328-ed5eaf89 Totem TOTEM_FCU_HRV6_EF1_EF2_LAUNDRY_CP792200 (530200),"",TL68,✓,EF_F_01_OFF_TOO_LONG_BV,"","",@p:ubcv:r:23d50328-ed5eaf89 Totem TOTEM_FCU_HRV6_EF1_EF2_LAUNDRY_CP792200 (530200),"","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2019-06-30T18:21:40-07:00 Los_Angeles,"","",4,2019-05-27T21:22:45-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T20:28:07.831-07:00 Los_Angeles,"","","",EF_F_01_OFF_TOO_LONG_BV,✓,BV51,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",EF_F_01_OFF_TOO_LONG_BV_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:24.405Z UTC
@p:ubcv:r:23d50403-4f65d3de Totem Cesnaem Unsorted Points HWS_P1_RETURN_WATER_TEMP,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL52,✓,HWS_P1_RETURN_WATER_TEMP,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",45041,2019-01-14T09:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:33.109-07:00 Los_Angeles,"","","",HWS_P1_RETURN_WATER_TEMP,✓,AI1505,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",HWS_P1_RETURN_WATER_TEMP_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:04.648Z UTC
@p:ubcv:r:23d5040d-ebc17a6d Totem Cesnaem Unsorted Points FCU_F22_EDH4_SAFE_TO_RUN,"",@p:ubcv:r:23d50328-ed5eaf89 Totem TOTEM_FCU_HRV6_EF1_EF2_LAUNDRY_CP792200 (530200),"",TL11,✓,FCU_F22_EDH4_SAFE_TO_RUN,"","",@p:ubcv:r:23d50328-ed5eaf89 Totem TOTEM_FCU_HRV6_EF1_EF2_LAUNDRY_CP792200 (530200),"","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T14:35:16-07:00 Los_Angeles,"","",821,2019-01-17T23:26:56-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T20:28:08.121-07:00 Los_Angeles,"","","",FCU_F22_EDH4_SAFE_TO_RUN,✓,BV16,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",FCU_F22_EDH4_SAFE_TO_RUN_TL,Los_Angeles,"","","","","","",2020-04-08T18:53:56.325Z UTC
