id,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,bridgeName,connRef,count,cur,curConvert,curErr,curStatus,curVal,delta,deltaTempPoint,disMacro,disabled,elec,energy,entering,enum,equipRef,flow,groupRef,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,lastSynced,leaving,navName,noTagMatch,objectId,occupancy,point,pointType,power,quantityID,reliability,sensor,siemens,siteRef,sourceID,sqlConnRef,sqlPoint,sqlSource,temp,tlName,toTag,tz,unit,unknown,utilityPoint,volume,water,wifi,wifiId,zachName,mod
@p:ubcv:r:263d7c6b-799605b2 Hebb Unsorted Points 6560_METER3E_PWR_MTR-TOTAL_APPARENT_POWER,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1113,"","",6560_METER3E_PWR_MTR-TOTAL_APPARENT_POWER,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:59-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:52.987-07:00 Los_Angeles,"",6560_METER3E_PWR_MTR-TOTAL_APPARENT_POWER,✓,AV2599,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER3E_PWR_MTR-TOTAL_APPARENT_POWER_POLL_TL,"",Los_Angeles,VA,✓,"","","","","","",2020-04-30T12:14:30.981Z UTC
@p:ubcv:r:263d7c6a-93d9fab1 Hebb Unsorted Points 6560_DES_DHX1V-O_CMD,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL889,"","",6560_DES_DHX1V-O_CMD,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:48-07:00 Los_Angeles,"","","",1389,2020-04-28T03:26:57-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:39.643-07:00 Los_Angeles,"",6560_DES_DHX1V-O_CMD,✓,AV416,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_DES_DHX1V-O_CMD_POLL_TL,"",Los_Angeles,%,✓,"","","","","","",2020-04-30T12:14:30.982Z UTC
@p:ubcv:r:263d7c6c-8fe82281 Hebb Unsorted Points 6560_SHW_HWST-SP0,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL282,"","",6560_SHW_HWST-SP0,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:52-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:40.753-07:00 Los_Angeles,"",6560_SHW_HWST-SP0,✓,AV26,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_SHW_HWST-SP0_POLL_TL,"",Los_Angeles,°C,✓,"","","","","","",2020-04-30T12:14:30.983Z UTC
@p:ubcv:r:263d7c6c-3afdf46f Hebb Unsorted Points 6560_SCHW_DISTRIBUTION_LAG_PUMP-A,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1276,"","",6560_SCHW_DISTRIBUTION_LAG_PUMP-A,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","","","","","","","",ok,"","",Bool,2020-05-12T14:40:34.354-07:00 Los_Angeles,"",6560_SCHW_DISTRIBUTION_LAG_PUMP-A,✓,BV36,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_SCHW_DISTRIBUTION_LAG_PUMP-A_COV_TL,"",Los_Angeles,"",✓,"","","","","","",2020-04-30T12:14:30.984Z UTC
@p:ubcv:r:263d7c6a-e7c5d850 Hebb Unsorted Points 6560_METER1C_PWR_MTR-TOTAL_APPARENT_POWER,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL631,"","",6560_METER1C_PWR_MTR-TOTAL_APPARENT_POWER,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:52-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:44.328-07:00 Los_Angeles,"",6560_METER1C_PWR_MTR-TOTAL_APPARENT_POWER,✓,AV1619,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER1C_PWR_MTR-TOTAL_APPARENT_POWER_POLL_TL,"",Los_Angeles,VA,✓,"","","","","","",2020-04-30T12:14:30.985Z UTC
@p:ubcv:r:263d7c6c-6ea02009 Hebb Unsorted Points 6560_DHW_RP1_MIN_RUN_EN-REQ,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1239,"","",6560_DHW_RP1_MIN_RUN_EN-REQ,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:08:03-07:00 Los_Angeles,"","","",390,2020-04-28T14:49:04-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T14:40:36.032-07:00 Los_Angeles,"",6560_DHW_RP1_MIN_RUN_EN-REQ,✓,BV128,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_DHW_RP1_MIN_RUN_EN-REQ_COV_TL,"",Los_Angeles,"",✓,"","","","","","",2020-04-30T12:14:30.987Z UTC
@p:ubcv:r:2388a048-10132efb Hebb HW Main Meter Water Delta Temp,"","","","","","","","","","","","","","",✓,✓,$equipRef $navName,"","","","","",@p:ubcv:r:20a64d9a-89b04cc2 Hebb HW Main Meter,"",@p:ubcv:r:21697fca-9b3b8c67 Hebb Utilities,✓,"","","","","",deltaTemp,consumption,"","","","","",Number,"","",Water Delta Temp,"","","",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","",✓,"","",Los_Angeles,°C,"",✓,"",✓,"","","",2020-04-28T00:03:35.231Z UTC
@p:ubcv:r:263d7c6c-4146fd9d Hebb Unsorted Points 6560_SCHW_DP-MIN_SP,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL332,"","",6560_SCHW_DP-MIN_SP,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:43-07:00 Los_Angeles,"","","",1389,2020-04-28T03:26:57-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:37.382-07:00 Los_Angeles,"",6560_SCHW_DP-MIN_SP,✓,AV71,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_SCHW_DP-MIN_SP_POLL_TL,"",Los_Angeles,kPa,✓,"","","","","","",2020-04-30T12:14:30.986Z UTC
@p:ubcv:r:263d7c6b-5d36bc4f Hebb Unsorted Points 6560_METER3G_PWR_MTR-PHASE_C_CURRENT,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1144,"","",6560_METER3G_PWR_MTR-PHASE_C_CURRENT,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:53-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:53.005-07:00 Los_Angeles,"",6560_METER3G_PWR_MTR-PHASE_C_CURRENT,✓,AV2724,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER3G_PWR_MTR-PHASE_C_CURRENT_POLL_TL,"",Los_Angeles,A,✓,"","","","","","",2020-04-30T12:14:30.988Z UTC
@p:ubcv:r:263d7c6b-1ec911b1 Hebb Unsorted Points 6560_METER2F_PWR_MTR-PHASE_C_REAL_POWER,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL780,"","",6560_METER2F_PWR_MTR-PHASE_C_REAL_POWER,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:57-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:04-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:53.02-07:00 Los_Angeles,"",6560_METER2F_PWR_MTR-PHASE_C_REAL_POWER,✓,AV2097,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER2F_PWR_MTR-PHASE_C_REAL_POWER_POLL_TL,"",Los_Angeles,kW,✓,"","","","","","",2020-04-30T12:14:30.989Z UTC
@p:ubcv:r:263d7c6b-9da75d11 Hebb Unsorted Points 6560_METER3H_PWR_MTR-PHASE_B_VOLTAGE,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1163,"","",6560_METER3H_PWR_MTR-PHASE_B_VOLTAGE,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:59-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:57.229-07:00 Los_Angeles,"",6560_METER3H_PWR_MTR-PHASE_B_VOLTAGE,✓,AV2790,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER3H_PWR_MTR-PHASE_B_VOLTAGE_POLL_TL,"",Los_Angeles,V,✓,"","","","","","",2020-04-30T12:14:30.99Z UTC
@p:ubcv:r:263d7c6b-dd0dbd83 Hebb Unsorted Points 6560_METER3C_PWR_MTR-PHASE_C_REACTIVE_POWER,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1058,"","",6560_METER3C_PWR_MTR-PHASE_C_REACTIVE_POWER,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:59-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:57.242-07:00 Los_Angeles,"",6560_METER3C_PWR_MTR-PHASE_C_REACTIVE_POWER,✓,AV2450,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER3C_PWR_MTR-PHASE_C_REACTIVE_POWER_POLL_TL,"",Los_Angeles,VAR,✓,"","","","","","",2020-04-30T12:14:30.991Z UTC
@p:ubcv:r:263d7c6b-c667344b Hebb Unsorted Points 6560_METER2E_PWR_MTR-PHASE_C_REACTIVE_POWER,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL760,"","",6560_METER2E_PWR_MTR-PHASE_C_REACTIVE_POWER,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:55-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:44.441-07:00 Los_Angeles,"",6560_METER2E_PWR_MTR-PHASE_C_REACTIVE_POWER,✓,AV2030,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER2E_PWR_MTR-PHASE_C_REACTIVE_POWER_POLL_TL,"",Los_Angeles,VAR,✓,"","","","","","",2020-04-30T12:14:30.992Z UTC
@p:ubcv:r:263d7c6d-b58aefbe Hebb Unsorted Points 6560_WWCH_HWRT_HI_LIMIT-PID_POLL_TL,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1349,"","",6560_WWCH_HWRT_HI_LIMIT-PID_POLL_TL,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","","","folio::HisConfigErr: Missing 'kind' tag [@p:ubcv:r:263d7c6d-b58aefbe ""Hebb Unsorted Points 6560_WWCH_HWRT_HI_LIMIT-PID_POLL_TL""]","","","","",fault,"","","",2020-05-11T17:48:53.681-07:00 Los_Angeles,"",6560_WWCH_HWRT_HI_LIMIT-PID_POLL_TL,✓,"","",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_WWCH_HWRT_HI_LIMIT-PID_POLL_TL,"",Los_Angeles,"",✓,"","","","","","",2020-04-30T12:14:30.994Z UTC
@p:ubcv:r:263d7c6c-eaaa820c Hebb Unsorted Points 6560_SCHW_P04-EN,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL173,"","",6560_SCHW_P04-EN,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","","","","","","","",ok,"","",Bool,2020-05-12T14:40:34.386-07:00 Los_Angeles,"",6560_SCHW_P04-EN,✓,BO1501,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_SCHW_P04-EN_COV_TL,"",Los_Angeles,"",✓,"","","","","","",2020-04-30T12:14:30.993Z UTC
@p:ubcv:r:263d7c6b-e973ee86 Hebb Unsorted Points 6560_METER2D_PWR_MTR-PHASE_C_REACTIVE_POWER,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL737,"","",6560_METER2D_PWR_MTR-PHASE_C_REACTIVE_POWER,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:57-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:03-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:57.25-07:00 Los_Angeles,"",6560_METER2D_PWR_MTR-PHASE_C_REACTIVE_POWER,✓,AV1960,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER2D_PWR_MTR-PHASE_C_REACTIVE_POWER_POLL_TL,"",Los_Angeles,VAR,✓,"","","","","","",2020-04-30T12:14:30.995Z UTC
@p:ubcv:r:263d7c6c-28bddce9 Hebb Unsorted Points 6560_SCHW_CWST-SP0,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL230,"","",6560_SCHW_CWST-SP0,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:52-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:44.453-07:00 Los_Angeles,"",6560_SCHW_CWST-SP0,✓,AV128,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_SCHW_CWST-SP0_POLL_TL,"",Los_Angeles,°C,✓,"","","","","","",2020-04-30T12:14:30.996Z UTC
@p:ubcv:r:263d7c6c-e8c3a907 Hebb Unsorted Points 6560_AHU-03_LT-A,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL151,"","",6560_AHU-03_LT-A,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","","","","","","","",ok,"","",Bool,2020-05-12T14:40:34.42-07:00 Los_Angeles,"",6560_AHU-03_LT-A,✓,BI2404,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_AHU-03_LT-A_COV_TL,"",Los_Angeles,"",✓,"","","","","","",2020-04-30T12:14:30.997Z UTC
@p:ubcv:r:263d7c6a-4b472733 Hebb Unsorted Points 6560_METER1B_PWR_MTR-PHASE_A_CURRENT,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL591,"","",6560_METER1B_PWR_MTR-PHASE_A_CURRENT,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:55-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:03-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:44.465-07:00 Los_Angeles,"",6560_METER1B_PWR_MTR-PHASE_A_CURRENT,✓,AV1532,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER1B_PWR_MTR-PHASE_A_CURRENT_POLL_TL,"",Los_Angeles,A,✓,"","","","","","",2020-04-30T12:14:30.998Z UTC
@p:ubcv:r:263d7c6a-ab26e42e Hebb Unsorted Points 6560_METER2C_PWR_MTR-PHASE_C_CURRENT,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL708,"","",6560_METER2C_PWR_MTR-PHASE_C_CURRENT,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:55-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:03-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:53.035-07:00 Los_Angeles,"",6560_METER2C_PWR_MTR-PHASE_C_CURRENT,✓,AV1884,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER2C_PWR_MTR-PHASE_C_CURRENT_POLL_TL,"",Los_Angeles,A,✓,"","","","","","",2020-04-30T12:14:30.999Z UTC
@p:ubcv:r:263d7c6b-27d40b3c Hebb Unsorted Points 6560_METER3C_PWR_MTR-PHASE_A_POWER_FACTOR,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1062,"","",6560_METER3C_PWR_MTR-PHASE_A_POWER_FACTOR,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:59-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:01-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:57.263-07:00 Los_Angeles,"",6560_METER3C_PWR_MTR-PHASE_A_POWER_FACTOR,✓,AV2454,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER3C_PWR_MTR-PHASE_A_POWER_FACTOR_POLL_TL,"",Los_Angeles,pf,✓,"","","","","","",2020-04-30T12:14:31Z UTC
@p:ubcv:r:263d7c6a-b6b0e73f Hebb Unsorted Points 6560_METER2B_PWR_MTR-PHASE_A_VOLTAGE,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL680,"","",6560_METER2B_PWR_MTR-PHASE_A_VOLTAGE,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:54-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:03-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:48.199-07:00 Los_Angeles,"",6560_METER2B_PWR_MTR-PHASE_A_VOLTAGE,✓,AV1809,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER2B_PWR_MTR-PHASE_A_VOLTAGE_POLL_TL,"",Los_Angeles,V,✓,"","","","","","",2020-04-30T12:14:31.001Z UTC
@p:ubcv:r:263d7c6c-e6673baf Hebb Unsorted Points 6560_WWCH_OA_BYPF-MAX_SP,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL258,"","",6560_WWCH_OA_BYPF-MAX_SP,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:52-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:01-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:44.478-07:00 Los_Angeles,"",6560_WWCH_OA_BYPF-MAX_SP,✓,AV153,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_WWCH_OA_BYPF-MAX_SP_POLL_TL,"",Los_Angeles,L/s,✓,"","","","","","",2020-04-30T12:14:31.002Z UTC
@p:ubcv:r:263d7c6a-6029213a Hebb Unsorted Points 6560_CWS_BTU-MODE2_CLG_ENERGY_MUX,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL902,"","",6560_CWS_BTU-MODE2_CLG_ENERGY_MUX,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:51-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:48.221-07:00 Los_Angeles,"",6560_CWS_BTU-MODE2_CLG_ENERGY_MUX,✓,AV432,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_CWS_BTU-MODE2_CLG_ENERGY_MUX_POLL_TL,"",Los_Angeles,kWh,✓,"","","","","","",2020-04-30T12:14:31.003Z UTC
@p:ubcv:r:263d7c6b-7c980ad9 Hebb Unsorted Points 6560_METER3H_PWR_MTR-PHASE_A_VOLTAGE,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1162,"","",6560_METER3H_PWR_MTR-PHASE_A_VOLTAGE,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:59-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:57.272-07:00 Los_Angeles,"",6560_METER3H_PWR_MTR-PHASE_A_VOLTAGE,✓,AV2789,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER3H_PWR_MTR-PHASE_A_VOLTAGE_POLL_TL,"",Los_Angeles,V,✓,"","","","","","",2020-04-30T12:14:31.004Z UTC
@p:ubcv:r:263d7c6a-2b567433 Hebb Unsorted Points 6560_METER1B_PWR_MTR-TOTAL_APPARENT_POWER,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL608,"","",6560_METER1B_PWR_MTR-TOTAL_APPARENT_POWER,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:55-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:44.49-07:00 Los_Angeles,"",6560_METER1B_PWR_MTR-TOTAL_APPARENT_POWER,✓,AV1549,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER1B_PWR_MTR-TOTAL_APPARENT_POWER_POLL_TL,"",Los_Angeles,VA,✓,"","","","","","",2020-04-30T12:14:31.005Z UTC
