id,bacnetConnRef,bacnetCur,bacnetPoint,connRef,cur,curConvert,curStatus,curVal,delta,deltaTempPoint,disMacro,elec,energy,entering,equipRef,flow,groupRef,his,hisCollectCov,hisCollectInterval,hisEnd,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,leaving,navName,opcConnRef,opcCur,opcPoint,point,power,quantityID,sensor,siteRef,sourceID,sqlConnRef,sqlPoint,temp,tz,unit,utilityPoint,volume,water,mod
@p:ubcv:r:21dffdae-7be5cb89 SPPH HW Main Meter Entering Water Temp,@p:ubcv:r:21cad5c9-f291930e SPPH DES Meter,AI9,✓,@p:ubcv:r:21cad5c9-f291930e SPPH DES Meter,✓,"",ok,74.16999816894531°C,"","",$equipRef $navName,"","",✓,@p:ubcv:r:20a66118-b1382b50 SPPH HW Main Meter,"",@p:ubcv:r:21697fca-959385fd SPPH Utilities,✓,0.5°C,10min,2020-05-12T20:10:00-07:00 Los_Angeles,"",consumption,193602,2018-01-03T14:20:00-08:00 Los_Angeles,ok,"",✓,Number,"",Entering Water Temp,"","","",✓,"","",✓,@p:ubcv:r:20a66118-a6dfc610 SPPH,"","","",✓,Los_Angeles,°C,✓,"",✓,2020-04-28T00:03:35.962Z UTC
@p:ubcv:r:263b76ef-f752d995 SPPH Elec Main Meter Power,"","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,✓,"",ok,105.84146881103516kW,"","",$equipRef $navName,✓,"","",@p:ubcv:r:20a66118-79bff89d SPPH Elec Main Meter,"",@p:ubcv:r:21697fca-959385fd SPPH Utilities,✓,5.1875kW,15min,2020-05-12T20:15:00-07:00 Los_Angeles,"","",415465,2011-03-31T17:00:00-07:00 Los_Angeles,ok,"","",Number,"",Power,@p:ubcv:r:2549fd47-39d2c491 ION KepServer,ns=2;s=ION - Local.OPC DA.Buildings_SPPH_513.Elec_Power,✓,✓,✓,116,✓,@p:ubcv:r:20a66118-a6dfc610 SPPH,104,@p:ubcv:r:23060489-d61f5459 ION DB,✓,"",Los_Angeles,kW,✓,"","",2020-05-12T08:00:09.881Z UTC
@p:ubcv:r:20a66118-2ffb6952 SPPH HW Main Meter Power,@p:ubcv:r:21cad5c9-f291930e SPPH DES Meter,AI5,✓,@p:ubcv:r:21cad5c9-f291930e SPPH DES Meter,✓,"",ok,10.300000190734863kW,"","",$equipRef $navName,"","","",@p:ubcv:r:20a66118-b1382b50 SPPH HW Main Meter,"",@p:ubcv:r:21697fca-959385fd SPPH Utilities,✓,5kW,15min,2020-05-12T20:17:29-07:00 Los_Angeles,"","",577015,2016-05-10T15:30:00-07:00 Los_Angeles,ok,"",✓,Number,"",Power,"","","",✓,✓,"",✓,@p:ubcv:r:20a66118-a6dfc610 SPPH,"","","","",Los_Angeles,kW,✓,"",✓,2020-05-12T08:00:09.882Z UTC
@p:ubcv:r:20a66118-6a91c746 SPPH HW Main Meter Energy,@p:ubcv:r:21cad5c9-f291930e SPPH DES Meter,AI1,✓,@p:ubcv:r:21cad5c9-f291930e SPPH DES Meter,✓,MWh => kWh,ok,1287829.9560546875kWh,"","",$equipRef $navName,"",✓,"",@p:ubcv:r:20a66118-b1382b50 SPPH HW Main Meter,"",@p:ubcv:r:21697fca-959385fd SPPH Utilities,✓,"",15min,2020-05-12T20:15:00-07:00 Los_Angeles,"",consumption,139492,2016-05-05T11:00:00-07:00 Los_Angeles,ok,✓,✓,Number,"",Energy,"","","",✓,"",10364,✓,@p:ubcv:r:20a66118-a6dfc610 SPPH,104,@p:ubcv:r:23060489-d61f5459 ION DB,✓,"",Los_Angeles,kWh,✓,"",✓,2020-04-28T00:03:35.964Z UTC
@p:ubcv:r:21dffdae-29b2e116 SPPH HW Main Meter Leaving Water Temp,@p:ubcv:r:21cad5c9-f291930e SPPH DES Meter,AI10,✓,@p:ubcv:r:21cad5c9-f291930e SPPH DES Meter,✓,"",ok,49.21999740600586°C,"","",$equipRef $navName,"","","",@p:ubcv:r:20a66118-b1382b50 SPPH HW Main Meter,"",@p:ubcv:r:21697fca-959385fd SPPH Utilities,✓,0.5°C,10min,2020-05-12T20:10:00-07:00 Los_Angeles,"",consumption,324596,2018-01-03T14:20:00-08:00 Los_Angeles,ok,"",✓,Number,✓,Leaving Water Temp,"","","",✓,"","",✓,@p:ubcv:r:20a66118-a6dfc610 SPPH,"","","",✓,Los_Angeles,°C,✓,"",✓,2020-04-28T00:03:35.965Z UTC
@p:ubcv:r:2388a048-1f641444 SPPH HW Main Meter Water Delta Temp,"","","","","","","","",✓,✓,$equipRef $navName,"","","",@p:ubcv:r:20a66118-b1382b50 SPPH HW Main Meter,"",@p:ubcv:r:21697fca-959385fd SPPH Utilities,✓,"","","",deltaTemp,consumption,"","","","","",Number,"",Water Delta Temp,"","","",✓,"","","",@p:ubcv:r:20a66118-a6dfc610 SPPH,"","","",✓,Los_Angeles,°C,✓,"",✓,2020-04-28T00:03:35.966Z UTC
@p:ubcv:r:263b76ee-5250ee6d SPPH Water Main Meter Consumption,"","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,✓,"",ok,38626.90234375m³,"","",$equipRef $navName,"","","",@p:ubcv:r:20a66118-4078e350 SPPH Water Main Meter,"",@p:ubcv:r:21697fca-959385fd SPPH Utilities,✓,"",15min,2020-05-12T20:15:00-07:00 Los_Angeles,"",consumption,319766,2011-03-31T17:00:00-07:00 Los_Angeles,ok,✓,"",Number,"",Consumption,@p:ubcv:r:2549fd47-39d2c491 ION KepServer,ns=2;s=ION - Local.OPC DA.Buildings_SPPH_513.Water_Volume,✓,✓,"",10394,✓,@p:ubcv:r:20a66118-a6dfc610 SPPH,104,@p:ubcv:r:23060489-d61f5459 ION DB,✓,"",Los_Angeles,m³,✓,✓,✓,2020-05-04T19:39:55.644Z UTC
@p:ubcv:r:21dffdae-5be1fa48 SPPH HW Main Meter Flow,@p:ubcv:r:21cad5c9-f291930e SPPH DES Meter,AI4,✓,@p:ubcv:r:21cad5c9-f291930e SPPH DES Meter,✓,L/h => L/s,ok,0.09999999999999999L/s,"","",$equipRef $navName,"","","",@p:ubcv:r:20a66118-b1382b50 SPPH HW Main Meter,✓,@p:ubcv:r:21697fca-959385fd SPPH Utilities,✓,0.25L/s,10min,2020-05-12T20:10:00-07:00 Los_Angeles,"",consumption,245384,2018-01-03T14:20:00-08:00 Los_Angeles,ok,"",✓,Number,"",Flow,"","","",✓,"","",✓,@p:ubcv:r:20a66118-a6dfc610 SPPH,"","","","",Los_Angeles,L/s,✓,"",✓,2020-04-28T00:03:35.967Z UTC
@p:ubcv:r:263b76ef-218313f2 SPPH Elec Main Meter Energy,"","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,✓,"",ok,6716144kWh,"","",$equipRef $navName,✓,✓,"",@p:ubcv:r:20a66118-79bff89d SPPH Elec Main Meter,"",@p:ubcv:r:21697fca-959385fd SPPH Utilities,✓,"",15min,2020-05-12T20:15:00-07:00 Los_Angeles,"",consumption,319766,2011-03-31T17:00:00-07:00 Los_Angeles,ok,✓,"",Number,"",Energy,@p:ubcv:r:2549fd47-39d2c491 ION KepServer,ns=2;s=ION - Local.OPC DA.Buildings_SPPH_513.Elec_Energy,✓,✓,"",10393,✓,@p:ubcv:r:20a66118-a6dfc610 SPPH,104,@p:ubcv:r:23060489-d61f5459 ION DB,✓,"",Los_Angeles,kWh,✓,"","",2020-05-04T19:39:55.64Z UTC
