id,bacnetConnRef,bacnetCur,bacnetPoint,connRef,cur,curConvert,curStatus,curVal,delta,deltaTempPoint,disMacro,elec,energy,entering,equipRef,flow,groupRef,his,hisCollectCov,hisCollectInterval,hisEnd,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,leaving,navName,opcConnRef,opcCur,opcPoint,point,power,quantityID,sensor,siteRef,sourceID,sqlConnRef,sqlPoint,temp,tz,unit,utilityPoint,volume,water,mod
@p:ubcv:r:209d2483-0285483c Kenny HW Main Meter Power,@p:ubcv:r:21cacf8c-93be938a KENN DES Meter,AI5,✓,@p:ubcv:r:21cacf8c-93be938a KENN DES Meter,✓,"",ok,21kW,"","",$equipRef $navName,"","","",@p:ubcv:r:209d2483-57daf7d4 Kenny HW Main Meter,"",@p:ubcv:r:21697fca-461471a1 Kenny Utilities,✓,5kW,15min,2020-05-12T14:56:25-07:00 Los_Angeles,"","",591660,2016-05-05T14:15:00-07:00 Los_Angeles,ok,"",✓,Number,"",Power,"","","",✓,✓,"",✓,@p:ubcv:r:209d2483-0946b300 Kenny,"","","","",Los_Angeles,kW,✓,"",✓,2020-05-12T08:00:09.832Z UTC
@p:ubcv:r:209d2483-b4c7d626 Kenny HW Main Meter Energy,@p:ubcv:r:21cacf8c-93be938a KENN DES Meter,AI1,✓,@p:ubcv:r:21cacf8c-93be938a KENN DES Meter,✓,MWh => kWh,ok,5452790.0390625kWh,"","",$equipRef $navName,"",✓,"",@p:ubcv:r:209d2483-57daf7d4 Kenny HW Main Meter,"",@p:ubcv:r:21697fca-461471a1 Kenny Utilities,✓,"",15min,2020-05-12T14:45:00-07:00 Los_Angeles,"",consumption,146227,2016-02-24T10:45:00-08:00 Los_Angeles,ok,✓,✓,Number,"",Energy,"","","",✓,"",10364,✓,@p:ubcv:r:209d2483-0946b300 Kenny,100,@p:ubcv:r:23060489-d61f5459 ION DB,✓,"",Los_Angeles,kWh,✓,"",✓,2020-04-28T00:03:35.458Z UTC
@p:ubcv:r:2388a048-76cb2933 Kenny HW Main Meter Water Delta Temp,"","","","","","","","",✓,✓,$equipRef $navName,"","","",@p:ubcv:r:209d2483-57daf7d4 Kenny HW Main Meter,"",@p:ubcv:r:21697fca-461471a1 Kenny Utilities,✓,"","","",deltaTemp,consumption,"","","","","",Number,"",Water Delta Temp,"","","",✓,"","","",@p:ubcv:r:209d2483-0946b300 Kenny,"","","",✓,Los_Angeles,°C,✓,"",✓,2020-04-28T00:03:35.459Z UTC
@p:ubcv:r:263b76b2-8796ba21 Kenny Elec Main Meter Power,"","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,✓,"",ok,53.07622528076172kW,"","",$equipRef $navName,✓,"","",@p:ubcv:r:209d2483-c38b817e Kenny Elec Main Meter,"",@p:ubcv:r:21697fca-461471a1 Kenny Utilities,✓,5kW,15min,2020-05-12T14:47:46-07:00 Los_Angeles,"","",406709,2011-03-31T17:00:00-07:00 Los_Angeles,ok,"","",Number,"",Power,@p:ubcv:r:2549fd47-39d2c491 ION KepServer,ns=2;s=ION - Local.OPC DA.Buildings_Kenny_732.Elec_Power,✓,✓,✓,116,✓,@p:ubcv:r:209d2483-0946b300 Kenny,100,@p:ubcv:r:23060489-d61f5459 ION DB,✓,"",Los_Angeles,kW,✓,"","",2020-05-12T08:00:09.833Z UTC
@p:ubcv:r:21dffdad-c1059fcc Kenny HW Main Meter Entering Water Temp,@p:ubcv:r:21cacf8c-93be938a KENN DES Meter,AI9,✓,@p:ubcv:r:21cacf8c-93be938a KENN DES Meter,✓,"",ok,80.48999786376953°C,"","",$equipRef $navName,"","",✓,@p:ubcv:r:209d2483-57daf7d4 Kenny HW Main Meter,"",@p:ubcv:r:21697fca-461471a1 Kenny Utilities,✓,0.5°C,10min,2020-05-12T14:50:00-07:00 Los_Angeles,"",consumption,166796,2018-01-03T14:00:00-08:00 Los_Angeles,ok,"",✓,Number,"",Entering Water Temp,"","","",✓,"","",✓,@p:ubcv:r:209d2483-0946b300 Kenny,"","","",✓,Los_Angeles,°C,✓,"",✓,2020-04-28T00:03:35.46Z UTC
@p:ubcv:r:21dffdad-5e46c4ce Kenny HW Main Meter Leaving Water Temp,@p:ubcv:r:21cacf8c-93be938a KENN DES Meter,AI10,✓,@p:ubcv:r:21cacf8c-93be938a KENN DES Meter,✓,"",ok,48.31999969482422°C,"","",$equipRef $navName,"","","",@p:ubcv:r:209d2483-57daf7d4 Kenny HW Main Meter,"",@p:ubcv:r:21697fca-461471a1 Kenny Utilities,✓,0.5°C,10min,2020-05-12T14:55:55-07:00 Los_Angeles,"",consumption,294728,2018-01-03T14:00:00-08:00 Los_Angeles,ok,"",✓,Number,✓,Leaving Water Temp,"","","",✓,"","",✓,@p:ubcv:r:209d2483-0946b300 Kenny,"","","",✓,Los_Angeles,°C,✓,"",✓,2020-04-28T00:03:35.461Z UTC
@p:ubcv:r:263b76b1-6c729676 Kenny Elec Main Meter Energy,"","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,✓,"",ok,3685847kWh,"","",$equipRef $navName,✓,✓,"",@p:ubcv:r:209d2483-c38b817e Kenny Elec Main Meter,"",@p:ubcv:r:21697fca-461471a1 Kenny Utilities,✓,"",15min,2020-05-12T14:45:00-07:00 Los_Angeles,"",consumption,319672,2011-03-31T17:00:00-07:00 Los_Angeles,ok,✓,"",Number,"",Energy,@p:ubcv:r:2549fd47-39d2c491 ION KepServer,ns=2;s=ION - Local.OPC DA.Buildings_Kenny_732.Elec_Energy,✓,✓,"",10393,✓,@p:ubcv:r:209d2483-0946b300 Kenny,100,@p:ubcv:r:23060489-d61f5459 ION DB,✓,"",Los_Angeles,kWh,✓,"","",2020-05-04T19:39:55.232Z UTC
@p:ubcv:r:21dffdad-6fe55bd2 Kenny HW Main Meter Flow,@p:ubcv:r:21cacf8c-93be938a KENN DES Meter,AI4,✓,@p:ubcv:r:21cacf8c-93be938a KENN DES Meter,✓,m³/h => L/s,ok,0.15833333134651184L/s,"","",$equipRef $navName,"","","",@p:ubcv:r:209d2483-57daf7d4 Kenny HW Main Meter,✓,@p:ubcv:r:21697fca-461471a1 Kenny Utilities,✓,0.25L/s,10min,2020-05-12T14:50:00-07:00 Los_Angeles,"",consumption,137206,2018-01-03T14:00:00-08:00 Los_Angeles,ok,"",✓,Number,"",Flow,"","","",✓,"","",✓,@p:ubcv:r:209d2483-0946b300 Kenny,"","","","",Los_Angeles,L/s,✓,"",✓,2020-04-28T00:03:35.462Z UTC
@p:ubcv:r:263b76b3-e42b650b Kenny Water Main Meter Consumption,"","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,✓,"",ok,172348.71875m³,"","",$equipRef $navName,"","","",@p:ubcv:r:209d2483-7cd0a269 Kenny Water Main Meter,"",@p:ubcv:r:21697fca-461471a1 Kenny Utilities,✓,"",15min,2020-05-12T14:45:00-07:00 Los_Angeles,"",consumption,319672,2011-03-31T17:00:00-07:00 Los_Angeles,ok,✓,"",Number,"",Consumption,@p:ubcv:r:2549fd47-39d2c491 ION KepServer,ns=2;s=ION - Local.OPC DA.Buildings_Kenny_732.Water_Volume,✓,✓,"",10394,✓,@p:ubcv:r:209d2483-0946b300 Kenny,100,@p:ubcv:r:23060489-d61f5459 ION DB,✓,"",Los_Angeles,m³,✓,✓,✓,2020-05-04T19:39:55.227Z UTC
