id,air,ancillaryImport,bacnetConnRef,bacnetHis,bacnetPoint,bmsName,chilled,cmd,connRef,cooling,cur,curConvert,curStatus,curVal,damper,disMacro,discharge,domestic,effective,elec,energy,entering,enum,equipName,equipRef,exhaust,fan,flow,gas,groupRef,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,kind,lastSynced,leaving,mixed,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,point,power,primaryLoop,pump,quantityID,run,sensor,siteRef,sourceID,sp,sqlConnRef,sqlPoint,tagTableRef,temp,tlName,tz,unit,unknownConn,utilityPoint,valve,water,zone,mod
@p:ubcv:r:247ec11a-bb4e387c Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.BACnet.AC-1.Binary Inputs.BI-24,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001568,✓,JCL-NAE60/FC-A.BACnet.AC-1.Binary Inputs.BI-24,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:13:05-07:00 Los_Angeles,"",9961,2019-05-23T14:56:59-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.452-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.BACnet.AC-1.Binary Inputs.BI-24,✓,BI3001218,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.BACnet.AC-1.Binary Inputs.BI-24.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:46.748Z UTC
@p:ubcv:r:247ec11a-3b55b30e Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC017.DEHUM-C,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3000222,✓,JCL-NAE60/FC-A.01A-FEC017.DEHUM-C,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-04T08:05:24-07:00 Los_Angeles,"",58,2019-05-25T08:00:48-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.267-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC017.DEHUM-C,✓,BO3000110,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC017.DEHUM-C.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:47.748Z UTC
@p:ubcv:r:247ec11a-2043bf5d Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC019.OCC-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001328,✓,JCL-NAE60/FC-A.01A-FEC019.OCC-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Occupied,Unoccupied","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T09:55:59-07:00 Los_Angeles,"",3184,2019-05-26T11:55:52-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.277-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC019.OCC-S,✓,BI3000886,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC019.OCC-S.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:52:39.233Z UTC
@p:ubcv:r:21dffdad-1dfd20e1 Doug Mitchell Thunderbird Sports Centre Heating Plant $bmsName,"","",@p:ubcv:r:ref,"",✓,"","","",@p:ubcv:r:ref,"",✓,"","","","",$equipRef $bmsName,"","","","","",✓,"","",@p:ubcv:r:21dffdad-4b5e45ee Doug Mitchell Thunderbird Sports Centre Heating Plant,"","","","",@p:ubcv:r:21dff50a-f356f5c2 Doug Mitchell Thunderbird Sports Centre Hydronic Systems,"",✓,0.5°C,10min,"","",cov,"","",ok,"",✓,"","",Number,"","","",Entering Water Temp,"",AI9,"","","",✓,"",✓,"","","",✓,@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","",✓,"",Los_Angeles,°C,✓,"","",✓,"",2020-02-03T20:00:17.745Z UTC
@p:ubcv:r:247ec11a-564785fa Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC020.RTU-1 N_ZN-H,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001413,✓,JCL-NAE60/FC-A.01A-FEC020.RTU-1 N_ZN-H,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"",31951,2019-05-26T20:45:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.369-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC020.RTU-1 N_ZN-H,✓,AI3000988,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC020.RTU-1 N_ZN-H.Trend1,Los_Angeles,%RH,"","","","","",2020-04-09T19:02:17.689Z UTC
@p:ubcv:r:247ec11a-3a75590a Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC021.ZN-T,✓,"",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001399,✓,JCL-NAE60/FC-A.01A-FEC021.ZN-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"",31980,2019-05-26T20:45:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.37-07:00 Los_Angeles,"","",Zone Temp,"",AI3000430,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE60/FC-A.01A-FEC021.ZN-T.Trend1,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:17.69Z UTC
@p:ubcv:r:247ec11a-f75a8a77 Doug Mitchell Thunderbird Sports Centre Unsorted Points P6 JCL-NAE60/FC-A.01A-FEC031.P6-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3002524,✓,JCL-NAE60/FC-A.01A-FEC031.P6-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $equipName $bmsName,"","","","","","","Off,On",P6,@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-01-14T21:40:35-08:00 Los_Angeles,"",16,2019-05-25T08:00:56-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.172-07:00 Los_Angeles,"","",Run Status,"",BI3002449,"","","",✓,"","",✓,"",✓,✓,@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3d-742086c0 .+(\.|-|_)P\d+-(FS-)?S,"",JCL-NAE60/FC-A.01A-FEC031.P6-S.Trend1,Los_Angeles,"","","","","","",2020-05-12T11:03:27.913Z UTC
@p:ubcv:r:247ec11a-043e1eb9 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC017.F14-C,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3000229,✓,JCL-NAE60/FC-A.01A-FEC017.F14-C,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-01-14T21:40:35-08:00 Los_Angeles,"",13,2019-05-25T08:00:48-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.175-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC017.F14-C,✓,BO3000109,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC017.F14-C.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:46.382Z UTC
@p:ubcv:r:247ec11a-507135c0 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC028.SF-C,✓,"",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001524,✓,JCL-NAE60/FC-A.01A-FEC028.SF-C,"",✓,@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,✓,"","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-03-27T09:37:02-07:00 Los_Angeles,"",19,2019-05-25T08:00:53-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.24-07:00 Los_Angeles,"","",Discharge Fan Run Cmd,"",BO3000895,"","","",✓,"","","","",✓,"",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3d-2b48d00a .+(\.|-| )SF(\d+)?-C,"",JCL-NAE60/FC-A.01A-FEC028.SF-C.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:48.106Z UTC
@p:ubcv:r:247ec11a-1ef62b7d Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC020.ZN-T,✓,"",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001398,✓,JCL-NAE60/FC-A.01A-FEC020.ZN-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"",32067,2019-05-26T20:45:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.372-07:00 Los_Angeles,"","",Zone Temp,"",AI3000987,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE60/FC-A.01A-FEC020.ZN-T.Trend1,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:17.691Z UTC
@p:ubcv:r:247ec11a-e48c56fb Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC005.PP4-C,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3000248,✓,JCL-NAE60/FC-A.01A-FEC005.PP4-C,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:15:14-07:00 Los_Angeles,"",3320,2019-05-25T08:01:03-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.292-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC005.PP4-C,✓,BO3000069,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC005.PP4-C.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:45.651Z UTC
@p:ubcv:r:247ec11a-046d425e Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC030.MAD-O,✓,"",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3002404,✓,JCL-NAE60/FC-A.01A-FEC030.MAD-O,"",✓,@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","",✓,$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"",8466,2019-05-22T09:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.304-07:00 Los_Angeles,"",✓,Mixed Air Damper Cmd,"",AO3002366,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3d-7228537e .+(\.|-| )MAD-O,"",JCL-NAE60/FC-A.01A-FEC030.MAD-O.Trend1,Los_Angeles,%,"","","","","",2020-04-09T19:02:17.692Z UTC
@p:ubcv:r:247ec11a-84aa8dc9 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC023.ZN-T,✓,"",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3000199,✓,JCL-NAE60/FC-A.01A-FEC023.ZN-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"",32033,2019-05-26T20:45:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.373-07:00 Los_Angeles,"","",Zone Temp,"",AI3000142,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE60/FC-A.01A-FEC023.ZN-T.Trend1,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:17.693Z UTC
@p:ubcv:r:247ec11a-5a296ca3 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC010.Rink A Dew Point,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3002278,✓,JCL-NAE60/FC-A.01A-FEC010.Rink A Dew Point,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"",16688,2019-05-24T01:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.375-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC010.Rink A Dew Point,✓,AV3001779,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC010.Rink A Dew Point.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:02:17.694Z UTC
@p:ubcv:r:247ec11a-30b12976 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC019.RTU-1 N_ZN-CO2,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001415,✓,JCL-NAE60/FC-A.01A-FEC019.RTU-1 N_ZN-CO2,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"",32006,2019-05-26T20:45:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.377-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC019.RTU-1 N_ZN-CO2,✓,AI3001327,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC019.RTU-1 N_ZN-CO2.Trend1,Los_Angeles,ppm,"","","","","",2020-04-09T19:02:17.695Z UTC
@p:ubcv:r:247ec11a-ecf44adf Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC031.DA-T,✓,"",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3002471,✓,JCL-NAE60/FC-A.01A-FEC031.DA-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"",8493,2019-05-22T09:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.306-07:00 Los_Angeles,"","",Discharge Air Temp,"",AI3002445,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,✓,JCL-NAE60/FC-A.01A-FEC031.DA-T.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:02:17.696Z UTC
@p:ubcv:r:247ec11a-e0a83935 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC019.EF-C,✓,"",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001535,✓,JCL-NAE60/FC-A.01A-FEC019.EF-C,"",✓,@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,✓,✓,"","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T10:05:59-07:00 Los_Angeles,"",2695,2019-05-26T12:05:52-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.282-07:00 Los_Angeles,"","",Exhaust Fan Run Cmd,"",BO3000887,"","","",✓,"","","","",✓,"",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3d-b8710d90 .+(\.|-| |_)EF-?(\d+)?\w?-C,"",JCL-NAE60/FC-A.01A-FEC019.EF-C.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:47.125Z UTC
@p:ubcv:r:247ec11a-6a57c0a9 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.BACnet.AC-2.Binary Inputs.BI-24,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001572,✓,JCL-NAE60/FC-A.BACnet.AC-2.Binary Inputs.BI-24,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T11:56:08-07:00 Los_Angeles,"",5715,2019-05-27T00:54:44-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.288-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.BACnet.AC-2.Binary Inputs.BI-24,✓,BI3001269,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.BACnet.AC-2.Binary Inputs.BI-24.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:46.901Z UTC
@p:ubcv:r:247ec11a-12d8e64b Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC020.HP-C,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001541,✓,JCL-NAE60/FC-A.01A-FEC020.HP-C,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-03-27T14:10:02-07:00 Los_Angeles,"",17,2019-05-25T08:00:54-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.244-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC020.HP-C,✓,BO3000947,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC020.HP-C.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:47.303Z UTC
@p:ubcv:r:247ec11a-d0e76cf2 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/Programming.RTU.Pressure select,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3002554,✓,JCL-NAE60/Programming.RTU.Pressure select,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:26:09-07:00 Los_Angeles,"",141528,2019-05-26T15:43:36-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.454-07:00 Los_Angeles,"","",JCL-NAE60/Programming.RTU.Pressure select,✓,AV3002553,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/Programming.RTU.Pressure select.Trend1,Los_Angeles,Pa,"","","","","",2020-04-09T19:02:17.697Z UTC
@p:ubcv:r:247ec11a-ab6c3b5d Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC016.MAD-O,✓,"",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001520,✓,JCL-NAE60/FC-A.01A-FEC016.MAD-O,"",✓,@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","",✓,$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"",16933,2019-05-22T09:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.378-07:00 Los_Angeles,"",✓,Mixed Air Damper Cmd,"",AO3000310,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3d-7228537e .+(\.|-| )MAD-O,"",JCL-NAE60/FC-A.01A-FEC016.MAD-O.Trend1,Los_Angeles,%,"","","","","",2020-04-09T19:02:17.698Z UTC
@p:ubcv:r:247ec11a-c8c1bcfe Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC023.RH-O,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3000297,✓,JCL-NAE60/FC-A.01A-FEC023.RH-O,"",✓,@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,✓,✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"",32043,2019-05-26T20:45:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:28:57.381-07:00 Los_Angeles,"","",Heating Valve Cmd,"",AO3000136,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3d-e0e662f6 .+(\.|-| )RH-O,"",JCL-NAE60/FC-A.01A-FEC023.RH-O.Trend1,Los_Angeles,%,"","",✓,✓,"",2020-04-09T19:02:17.699Z UTC
