id,bacnetConnRef,bacnetCur,bacnetPoint,connRef,cur,curConvert,curStatus,curVal,delta,deltaTempPoint,disMacro,energy,entering,equipRef,flow,groupRef,his,hisCollectCov,hisCollectInterval,hisEnd,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,leaving,navName,point,power,quantityID,sensor,siteRef,sourceID,sqlConnRef,sqlPoint,temp,tz,unit,utilityPoint,water,mod
@p:ubcv:r:215ea336-42bc9b47 Vanier - Kootenay HW Main Meter Energy,@p:ubcv:r:21f93a40-889004be PV Kootenay DES Meter,AI1,✓,@p:ubcv:r:21f93a40-889004be PV Kootenay DES Meter,✓,MWh => kWh,ok,2671688.232421875kWh,"","",$equipRef $navName,✓,"",@p:ubcv:r:215ea336-017934f4 Vanier - Kootenay HW Main Meter,"",@p:ubcv:r:21697fca-316aab12 Vanier - Kootenay Utilities,✓,"",15min,2020-05-13T09:00:00-07:00 Los_Angeles,"",consumption,168942,2015-07-03T08:45:00-07:00 Los_Angeles,ok,✓,✓,Number,"",Energy,✓,"",10553,✓,@p:ubcv:r:215ea336-0c1fc6f9 Vanier - Kootenay,285,@p:ubcv:r:23060489-d61f5459 ION DB,✓,"",Los_Angeles,kWh,✓,✓,2020-04-28T00:03:35.319Z UTC
@p:ubcv:r:21dffdae-55eeccea Vanier - Kootenay HW Main Meter Flow,@p:ubcv:r:21f93a40-889004be PV Kootenay DES Meter,AI4,✓,@p:ubcv:r:21f93a40-889004be PV Kootenay DES Meter,✓,L/h => L/s,ok,0.07999999999999999L/s,"","",$equipRef $navName,"","",@p:ubcv:r:215ea336-017934f4 Vanier - Kootenay HW Main Meter,✓,@p:ubcv:r:21697fca-316aab12 Vanier - Kootenay Utilities,✓,0.25L/s,10min,2020-05-13T09:00:00-07:00 Los_Angeles,"",consumption,228163,2018-01-22T16:20:00-08:00 Los_Angeles,ok,"",✓,Number,"",Flow,✓,"","",✓,@p:ubcv:r:215ea336-0c1fc6f9 Vanier - Kootenay,"","","","",Los_Angeles,L/s,✓,✓,2020-04-28T00:03:35.32Z UTC
@p:ubcv:r:215ea336-8cef632c Vanier - Kootenay HW Main Meter Power,@p:ubcv:r:21f93a40-889004be PV Kootenay DES Meter,AI5,✓,@p:ubcv:r:21f93a40-889004be PV Kootenay DES Meter,✓,"",ok,9.600000381469727kW,"","",$equipRef $navName,"","",@p:ubcv:r:215ea336-017934f4 Vanier - Kootenay HW Main Meter,"",@p:ubcv:r:21697fca-316aab12 Vanier - Kootenay Utilities,✓,8.683591591629348kW,15min,2020-05-13T09:00:00-07:00 Los_Angeles,"","",507162,2016-05-05T14:15:00-07:00 Los_Angeles,ok,"",✓,Number,"",Power,✓,✓,"",✓,@p:ubcv:r:215ea336-0c1fc6f9 Vanier - Kootenay,"","","","",Los_Angeles,kW,✓,✓,2020-05-13T08:00:08.528Z UTC
@p:ubcv:r:2388a048-1a35a988 Vanier - Kootenay HW Main Meter Water Delta Temp,"","","","","","","","",✓,✓,$equipRef $navName,"","",@p:ubcv:r:215ea336-017934f4 Vanier - Kootenay HW Main Meter,"",@p:ubcv:r:21697fca-316aab12 Vanier - Kootenay Utilities,✓,"","","",deltaTemp,consumption,"","","","","",Number,"",Water Delta Temp,✓,"","","",@p:ubcv:r:215ea336-0c1fc6f9 Vanier - Kootenay,"","","",✓,Los_Angeles,°C,✓,✓,2020-04-28T00:03:35.322Z UTC
@p:ubcv:r:21dffdae-bd615a50 Vanier - Kootenay HW Main Meter Entering Water Temp,@p:ubcv:r:21f93a40-889004be PV Kootenay DES Meter,AI9,✓,@p:ubcv:r:21f93a40-889004be PV Kootenay DES Meter,✓,"",ok,80.47000122070312°C,"","",$equipRef $navName,"",✓,@p:ubcv:r:215ea336-017934f4 Vanier - Kootenay HW Main Meter,"",@p:ubcv:r:21697fca-316aab12 Vanier - Kootenay Utilities,✓,0.5°C,10min,2020-05-13T09:00:00-07:00 Los_Angeles,"",consumption,297093,2018-01-22T16:20:00-08:00 Los_Angeles,ok,"",✓,Number,"",Entering Water Temp,✓,"","",✓,@p:ubcv:r:215ea336-0c1fc6f9 Vanier - Kootenay,"","","",✓,Los_Angeles,°C,✓,✓,2020-04-28T00:03:35.323Z UTC
@p:ubcv:r:21dffdae-11cd0687 Vanier - Kootenay HW Main Meter Leaving Water Temp,@p:ubcv:r:21f93a40-889004be PV Kootenay DES Meter,AI10,✓,@p:ubcv:r:21f93a40-889004be PV Kootenay DES Meter,✓,"",ok,48.619998931884766°C,"","",$equipRef $navName,"","",@p:ubcv:r:215ea336-017934f4 Vanier - Kootenay HW Main Meter,"",@p:ubcv:r:21697fca-316aab12 Vanier - Kootenay Utilities,✓,0.5°C,10min,2020-05-13T09:00:00-07:00 Los_Angeles,"",consumption,690600,2018-01-22T16:20:00-08:00 Los_Angeles,ok,"",✓,Number,✓,Leaving Water Temp,✓,"","",✓,@p:ubcv:r:215ea336-0c1fc6f9 Vanier - Kootenay,"","","",✓,Los_Angeles,°C,✓,✓,2020-04-28T00:03:35.324Z UTC
