id,navName,disMacro,point,his,siteRef,equipRef,hisEnd,hisSize,hisStart,kind,unit,tz,sensor,ancillaryImport,gas,groupRef,hisMode,energy,mod
@p:ubcv:r:252a61ef-ba01af45 UBC Football Academic Centre Gas Main Meter Energy,Energy,$equipRef $navName,✓,✓,@p:ubcv:r:24c0d38a-8bc5213c UBC Football Academic Centre,@p:ubcv:r:2527d65f-a3d02556 UBC Football Academic Centre Gas Main Meter,2020-01-01T00:00:00-08:00 Los_Angeles,116644,2015-10-01T00:15:00-07:00 Los_Angeles,Number,GJ,Los_Angeles,✓,✓,✓,@p:ubcv:r:2527d65f-2f1e7442 UBC Football Academic Centre Utilities,consumption,✓,2020-04-28T00:03:35.143Z UTC
