id,ahu,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetDesc,bacnetHis,bacnetPoint,bmsName,boiler,chilled,cmd,connRef,cooling,curStatus,damper,delta,differential,disMacro,discharge,effective,enable,entering,enum,equipName,equipRef,exhaust,fan,flow,groupRef,heating,his,hisConvert,hisEnd,hisErr,hisFunc,hisSize,hisStart,hisStatus,hot,ionaSchedMV,ionaSched_MV,jci,kind,lastSynced,lastTagged,leaving,low,mode,navName,noTagMatch,objectId,occ,outside,point,pointType,pressure,pump,roomRef,run,runtime,scheduleOcc,scheduled,sensor,siteRef,sp,speed,tagTableRef,temp,testUnits,tlName,tz,unit,valve,water,zone,mod
@p:ubcv:r:238b4042-349af4b6 Iona Rm 103 VAV-13 JCL-NAE51/N2-1.TU-13.Parameters.SUPFLOSP,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3005148,✓,JCL-NAE51/N2-1.TU-13.Parameters.SUPFLOSP,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24e5e631-f0d77b28 Iona Rm 103 VAV-13,"","",✓,@p:ubcv:r:24e4acd5-b7295d37 Iona Floor 1,"",✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"","",12833,2018-11-21T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:49:28.571-07:00 Los_Angeles,2018-12-07T09:45:31.791-08:00 Los_Angeles,"","","",Discharge Air Flow Sp,"",AO3004536,"","",✓,"","","",@p:ubcv:r:24e5e631-fa9cf963 Iona Rm 103,"","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,✓,"",@p:ubcv:r:23e65d3d-28cc8339 .+(\.|-| )SU?PFLOW?SP,"","",JCL-NAE51/N2-1.TU-13.Parameters.SUPFLOSP.Trend1,Los_Angeles,L/s,"","","",2020-04-09T19:02:15.443Z UTC
@p:ubcv:r:238b4042-1363f5f1 Iona AHU-02 SF JCL-NAE51/N2-1.AHU2.SF-S,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3005458,✓,JCL-NAE51/N2-1.AHU2.SF-S,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,✓,"","","","Off,On","",@p:ubcv:r:24ef2171-31e04a74 Iona AHU-02 SF,"",✓,"",@p:ubcv:r:24e48e78-2438be4f Iona Air Systems,"",✓,"",2020-05-12T13:01:55-07:00 Los_Angeles,"","",805,2019-01-14T13:48:08-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:49:28.433-07:00 Los_Angeles,2018-12-07T09:45:31.506-08:00 Los_Angeles,"","","",Discharge Fan Run Status,"",BI3005402,"","",✓,"","","","",✓,✓,"","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3d-fc9f50e0 .+(\.|-| )SF(\d+)?-S(.Trend\d)?,"","",JCL-NAE51/N2-1.AHU2.SF-S.Trend1,Los_Angeles,"","","","",2020-04-08T18:50:23.209Z UTC
@p:ubcv:r:238b4077-fd16e317 Iona Rm 532 VAV-050 JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-17.HWR-T,"","","","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","",TL3000771,✓,JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-17.HWR-T,"","","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","","","","",$equipRef $bmsName,"","","",✓,"","",@p:ubcv:r:24e5e632-1ff5bdd6 Iona Rm 532 VAV-050,"","","",@p:ubcv:r:25fc1ec5-0f9afe14 Iona Floor 5,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",50469,2018-11-23T03:00:00-08:00 Los_Angeles,ok,✓,"","",✓,Number,2020-05-12T14:45:18.532-07:00 Los_Angeles,2018-12-07T09:45:31.386-08:00 Los_Angeles,"","","",Entering Hot Water Temp,"",AI3000770,"","",✓,"","","",@p:ubcv:r:25fc1ed8-21ca83f4 Iona Rm 532,"","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3d-5ed87758 .+(\.|-| |_)HWR\d?-T,✓,"",JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-17.HWR-T.Trend1,Los_Angeles,°C,"",✓,"",2020-04-09T19:02:15.591Z UTC
@p:ubcv:r:238b4041-68f76ad4 Iona Rm 056 VAV-7.1 JCL-NAE51/N2-1.TU-71.AHTG-SP,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3004390,✓,JCL-NAE51/N2-1.TU-71.AHTG-SP,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24e5e631-7dafc328 Iona Rm 056 VAV-7.1,"","","",@p:ubcv:r:24e4ace9-df32f2aa Iona Floor 0,✓,✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"","",12833,2018-11-21T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:49:28.573-07:00 Los_Angeles,2018-12-07T09:45:31.486-08:00 Los_Angeles,"","","",Zone Temp Heating Sp,"",AI3003730,"","",✓,"","","",@p:ubcv:r:24e5e631-cc320d3b Iona Rm 056,"","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,✓,"",@p:ubcv:r:23e65d3e-70b9dd24 .+(\.|-| )AHTG-SP,✓,"",JCL-NAE51/N2-1.TU-71.AHTG-SP.Trend1,Los_Angeles,°C,"","",✓,2020-04-09T19:02:15.444Z UTC
@p:ubcv:r:238b4077-05558a0d Iona Rm 500 VAV-051 JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-18.EFFCLG-SP,"",✓,"","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","",TL3000878,✓,JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-18.EFFCLG-SP,"","","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),✓,"","","","",$equipRef $bmsName,"",✓,"","","","",@p:ubcv:r:24e5e632-4e0152f7 Iona Rm 500 VAV-051,"","","",@p:ubcv:r:25fc1ec5-0f9afe14 Iona Floor 5,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",50469,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:45:18.534-07:00 Los_Angeles,2018-12-07T09:45:31.466-08:00 Los_Angeles,"","","",Zone Temp Effective Cooling Sp,"",AV3000877,"","",✓,"","","",@p:ubcv:r:25fc223f-b18d993c Iona Rm 500,"","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,✓,"",@p:ubcv:r:240c1e06-1955c0a3 .+(\.|-| )(EFF|ACT)CLG-?SP,✓,"",JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-18.EFFCLG-SP.Trend1,Los_Angeles,°C,"","",✓,2020-04-09T19:02:15.592Z UTC
@p:ubcv:r:238b4077-e888d1af Iona Unsorted Points JCL-NAE52/BACnet IP.Botanical Gardens water hut PLC.BI-7,"","","","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","",TL3001261,✓,JCL-NAE52/BACnet IP.Botanical Gardens water hut PLC.BI-7,"","","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","","","","",$equipRef $bmsName,"","","","",",","",@p:ubcv:r:2322dda5-34e7842d Iona Unsorted Points,"","","",@p:ubcv:r:2322dda5-a3e422e9 Iona Unsorted Points,"",✓,"","","bacnet::ConfirmedServiceErr: [182] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","","",fault,"","","",✓,Bool,2020-05-12T01:13:13.26-07:00 Los_Angeles,2018-11-25T13:45:23.223-08:00 Los_Angeles,"","","",JCL-NAE52/BACnet IP.Botanical Gardens water hut PLC.BI-7,✓,BI3001241,"","",✓,"","","","","","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,"","","","","",JCL-NAE52/BACnet IP.Botanical Gardens water hut PLC.BI-7.Trend1,Los_Angeles,"","","","",2020-04-08T18:50:42.754Z UTC
@p:ubcv:r:23244f4f-53d9389d Iona Rm 201 South VAV-30 JCL-NAE51/N2-2.TU-30.DA-T,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3004939,✓,JCL-NAE51/N2-2.TU-30.DA-T,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24e5e632-f7584339 Iona Rm 201 South VAV-30,"","","",@p:ubcv:r:24e4acd1-f0e12d6f Iona Floor 2,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",57039,2018-09-06T02:00:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:49:28.897-07:00 Los_Angeles,2018-12-07T09:45:30.273-08:00 Los_Angeles,"","","",Discharge Air Temp,"",AI3004131,"","",✓,"","","",@p:ubcv:r:24e5e632-f49ef751 Iona Rm 201 South,"","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,✓,"",JCL-NAE51/N2-2.TU-30.DA-T.Trend1,Los_Angeles,°C,"","","",2020-04-09T19:02:15.445Z UTC
@p:ubcv:r:238b4076-321a2fb1 Iona Rm 003 FC-03 JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-06.EFFCLG-SP,"",✓,"","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","",TL3000169,✓,JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-06.EFFCLG-SP,"","","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),✓,"","","","",$equipRef $bmsName,"",✓,"","","","",@p:ubcv:r:24e5e632-e8ec734b Iona Rm 003 FC-03,"","","",@p:ubcv:r:24e4ace9-df32f2aa Iona Floor 0,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",50469,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:45:18.539-07:00 Los_Angeles,2018-12-07T09:45:31.948-08:00 Los_Angeles,"","","",Zone Temp Effective Cooling Sp,"",AV3000168,"","",✓,"","","",@p:ubcv:r:24e5e15e-0c3673e0 Iona Rm 003,"","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,✓,"",@p:ubcv:r:240c1e06-1955c0a3 .+(\.|-| )(EFF|ACT)CLG-?SP,✓,"",JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-06.EFFCLG-SP.Trend1,Los_Angeles,°C,"","",✓,2020-04-09T19:02:15.594Z UTC
@p:ubcv:r:238b4041-17f0e440 Iona Corr 000 VAV-04 JCL-NAE51/N2-1.TU-04.AHTG-SP,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3004333,✓,JCL-NAE51/N2-1.TU-04.AHTG-SP,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24e5e631-32637553 Iona Corr 000 VAV-04,"","","",@p:ubcv:r:24e4ace9-df32f2aa Iona Floor 0,✓,✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"","",12833,2018-11-21T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:49:28.574-07:00 Los_Angeles,2018-12-07T09:45:31.337-08:00 Los_Angeles,"","","",Zone Temp Heating Sp,"",AI3003688,"","",✓,"","","",@p:ubcv:r:24e48eed-e5ac4a0b Iona Corr 000,"","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,✓,"",@p:ubcv:r:23e65d3e-70b9dd24 .+(\.|-| )AHTG-SP,✓,"",JCL-NAE51/N2-1.TU-04.AHTG-SP.Trend1,Los_Angeles,°C,"","",✓,2020-04-09T19:02:15.446Z UTC
@p:ubcv:r:238b4077-9bf87d91 Iona Rm 532 VAV-050 JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-17.EFFCLG-SP,"",✓,"","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","",TL3000796,✓,JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-17.EFFCLG-SP,"","","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),✓,"","","","",$equipRef $bmsName,"",✓,"","","","",@p:ubcv:r:24e5e632-1ff5bdd6 Iona Rm 532 VAV-050,"","","",@p:ubcv:r:25fc1ec5-0f9afe14 Iona Floor 5,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",50469,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:45:18.543-07:00 Los_Angeles,2018-12-07T09:45:31.381-08:00 Los_Angeles,"","","",Zone Temp Effective Cooling Sp,"",AV3000795,"","",✓,"","","",@p:ubcv:r:25fc1ed8-21ca83f4 Iona Rm 532,"","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,✓,"",@p:ubcv:r:240c1e06-1955c0a3 .+(\.|-| )(EFF|ACT)CLG-?SP,✓,"",JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-17.EFFCLG-SP.Trend1,Los_Angeles,°C,"","",✓,2020-04-09T19:02:15.596Z UTC
@p:ubcv:r:23244f4f-ff041c98 Iona Rm 206 VAV-29 JCL-NAE51/N2-2.TU-29.DA-T,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3004920,✓,JCL-NAE51/N2-2.TU-29.DA-T,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24e5e632-f233462b Iona Rm 206 VAV-29,"","","",@p:ubcv:r:24e4acd1-f0e12d6f Iona Floor 2,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",57046,2018-09-06T02:00:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:49:28.899-07:00 Los_Angeles,2018-12-07T09:45:30.274-08:00 Los_Angeles,"","","",Discharge Air Temp,"",AI3004117,"","",✓,"","","",@p:ubcv:r:24e5e632-d8606675 Iona Rm 206,"","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,✓,"",JCL-NAE51/N2-2.TU-29.DA-T.Trend1,Los_Angeles,°C,"","","",2020-04-09T19:02:15.447Z UTC
@p:ubcv:r:23244f4e-32889b56 Iona Rm 066 VAV-7.4 JCL-NAE51/N2-1.TU-74.DA-T,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3004445,✓,JCL-NAE51/N2-1.TU-74.DA-T,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24e5e631-2afbf602 Iona Rm 066 VAV-7.4,"","","",@p:ubcv:r:24e4ace9-df32f2aa Iona Floor 0,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",57055,2018-09-06T02:00:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:49:28.9-07:00 Los_Angeles,2018-12-07T09:45:30.287-08:00 Los_Angeles,"","","",Discharge Air Temp,"",AI3003767,"","",✓,"","","",@p:ubcv:r:24e5e631-21867980 Iona Rm 066,"","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,✓,"",JCL-NAE51/N2-1.TU-74.DA-T.Trend1,Los_Angeles,°C,"","","",2020-04-09T19:02:15.448Z UTC
@p:ubcv:r:238b4077-58cd7497 Iona Rm 532 VAV-050 JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-17.DA-T,"",✓,"","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","",TL3000783,✓,JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-17.DA-T,"","","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","","","","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24e5e632-1ff5bdd6 Iona Rm 532 VAV-050,"","","",@p:ubcv:r:25fc1ec5-0f9afe14 Iona Floor 5,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",50464,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:45:18.545-07:00 Los_Angeles,2018-12-07T09:45:31.388-08:00 Los_Angeles,"","","",Discharge Air Temp,"",AI3000782,"","",✓,"","","",@p:ubcv:r:25fc1ed8-21ca83f4 Iona Rm 532,"","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,✓,"",JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-17.DA-T.Trend1,Los_Angeles,°C,"","","",2020-04-09T19:02:15.597Z UTC
@p:ubcv:r:238b4076-e7de9175 Iona Rm 031A FC-031A JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-08.SF-S,"",✓,"","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","",TL3000239,✓,JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-08.SF-S,"","","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","","","","",$equipRef $bmsName,✓,"","","","Off,On","",@p:ubcv:r:24e5e632-674fc826 Iona Rm 031A FC-031A,"",✓,"",@p:ubcv:r:24e4ace9-df32f2aa Iona Floor 0,"",✓,"",2020-05-11T09:53:32-07:00 Los_Angeles,"","",1024,2018-11-18T19:30:05-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:45:18.466-07:00 Los_Angeles,2018-12-07T09:45:32.092-08:00 Los_Angeles,"","","",Discharge Fan Run Status,"",BI3000237,"","",✓,"","","",@p:ubcv:r:24e5e15f-bdc777e1 Iona Rm 031A,✓,"","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3d-fc9f50e0 .+(\.|-| )SF(\d+)?-S(.Trend\d)?,"","",JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-08.SF-S.Trend1,Los_Angeles,"","","","",2020-04-08T18:55:46.701Z UTC
@p:ubcv:r:238b4042-e89975bf Iona Unsorted Points JCL-NAE51/N2-2.ARCHIVE.ArchiveZoneTemp,"","","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3005269,✓,JCL-NAE51/N2-2.ARCHIVE.ArchiveZoneTemp,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:2322dda5-34e7842d Iona Unsorted Points,"","","",@p:ubcv:r:2322dda5-a3e422e9 Iona Unsorted Points,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",50516,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:49:28.902-07:00 Los_Angeles,2018-11-25T13:45:23.934-08:00 Los_Angeles,"","","",JCL-NAE51/N2-2.ARCHIVE.ArchiveZoneTemp,✓,AI3003522,"","",✓,"","","","","","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,"","","","","",JCL-NAE51/N2-2.ARCHIVE.ArchiveZoneTemp.Trend1,Los_Angeles,°C,"","","",2020-04-09T19:02:15.449Z UTC
@p:ubcv:r:23244f4e-3321604e Iona Rm 168 VAV-20 JCL-NAE51/N2-1.TU-20.DA-T,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3004673,✓,JCL-NAE51/N2-1.TU-20.DA-T,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24e5e631-5327ea37 Iona Rm 168 VAV-20,"","","",@p:ubcv:r:24e4acd5-b7295d37 Iona Floor 1,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",57054,2018-09-06T02:00:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:49:28.903-07:00 Los_Angeles,2018-12-07T09:45:30.282-08:00 Los_Angeles,"","","",Discharge Air Temp,"",AI3003935,"","",✓,"","","",@p:ubcv:r:24e5e631-3a39fef7 Iona Rm 168,"","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,✓,"",JCL-NAE51/N2-1.TU-20.DA-T.Trend1,Los_Angeles,°C,"","","",2020-04-09T19:02:15.45Z UTC
@p:ubcv:r:238b4077-1a64b032 Iona Rm 532 VAV-050 JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-17.ZN-T,"",✓,"","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","",TL3000792,✓,JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-17.ZN-T,"","","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24e5e632-1ff5bdd6 Iona Rm 532 VAV-050,"","","",@p:ubcv:r:25fc1ec5-0f9afe14 Iona Floor 5,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",50469,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:45:18.548-07:00 Los_Angeles,2018-12-07T09:45:31.376-08:00 Los_Angeles,"","","",Zone Temp,"",AI3000791,"","",✓,"","","",@p:ubcv:r:25fc1ed8-21ca83f4 Iona Rm 532,"","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,"",JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-17.ZN-T.Trend1,Los_Angeles,°C,"","",✓,2020-04-09T19:02:15.598Z UTC
@p:ubcv:r:2322fabe-28c9951e Iona AHU-03 SF JCL-NAE51/N2-2.AHU3.Analog Outputs.AHU-SF-C,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3003512,✓,JCL-NAE51/N2-2.AHU3.Analog Outputs.AHU-SF-C,"","",✓,@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24ef2171-f8a83f78 Iona AHU-03 SF,"",✓,"",@p:ubcv:r:24e48e78-2438be4f Iona Air Systems,"",✓,"",2018-10-16T05:30:00-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [47] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",3203,2018-09-04T01:45:00-07:00 Los_Angeles,fault,"",✓,"",✓,Number,2020-05-12T10:09:44.476-07:00 Los_Angeles,2018-12-07T09:45:36.122-08:00 Los_Angeles,"","","",Discharge Fan Run Cmd,"",AO3003073,"","",✓,"","","","",✓,"","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3d-2b48d00a .+(\.|-| )SF(\d+)?-C,"","","",Los_Angeles,_,"","","",2020-04-14T16:50:02.147Z UTC
@p:ubcv:r:238b4041-16851fd1 Iona Rm 172 VAV-19 JCL-NAE51/N2-1.TU-19.ZN-T,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3004652,✓,JCL-NAE51/N2-1.TU-19.ZN-T,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24e5e631-18536cb7 Iona Rm 172 VAV-19,"","","",@p:ubcv:r:24e4acd5-b7295d37 Iona Floor 1,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",50516,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:49:28.905-07:00 Los_Angeles,2018-12-07T09:45:31.264-08:00 Los_Angeles,"","","",Zone Temp,"",AI3003919,"","",✓,"","","",@p:ubcv:r:24e5e631-b2300925 Iona Rm 172,"","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,"",JCL-NAE51/N2-1.TU-19.ZN-T.Trend1,Los_Angeles,°C,"","",✓,2020-04-09T19:02:15.452Z UTC
@p:ubcv:r:238b4076-1f2742be Iona Rm 002 FC-02 JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-05.CLG-O,"","","","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","",TL3000114,✓,JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-05.CLG-O,"",✓,✓,@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),✓,"","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24e5e632-26e7d59e Iona Rm 002 FC-02,"","","",@p:ubcv:r:24e4ace9-df32f2aa Iona Floor 0,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",50469,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:45:18.554-07:00 Los_Angeles,2018-12-07T09:45:31.965-08:00 Los_Angeles,"","","",Cooling Valve Cmd,"",AO3000113,"","",✓,"","","",@p:ubcv:r:24e5e15e-ad0b4796 Iona Rm 002,"","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3d-51bf01a3 .+(\.|-| )CLG-(O|VLV),"","",JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-05.CLG-O.Trend1,Los_Angeles,%,✓,✓,"",2020-04-09T19:02:15.6Z UTC
@p:ubcv:r:238b4041-27aee78f Iona Heating Plant P-1 JCL-NAE51/N2-1.SHW PUMP.Analog Inputs.DHW-RWT,"","","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3003464,✓,JCL-NAE51/N2-1.SHW PUMP.Analog Inputs.DHW-RWT,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,"","","",✓,"","",@p:ubcv:r:24e5eea2-0c1df4e0 Iona Heating Plant P-1,"","","",@p:ubcv:r:24e48e78-476eaa3c Iona Hydronic Systems,"",✓,°F => °C,2020-05-12T14:45:00-07:00 Los_Angeles,"","",50969,2018-11-22T03:00:00-08:00 Los_Angeles,ok,✓,"","",✓,Number,2020-05-12T14:49:28.907-07:00 Los_Angeles,2018-11-25T13:45:23.462-08:00 Los_Angeles,"","","",Entering Hot Water Temp,"",AI3001930,"","",✓,"","","","","","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3d-3e8eaadf .+(\.|-| )RWT,✓,✓,JCL-NAE51/N2-1.SHW PUMP.Analog Inputs.DHW-RWT.Trend1,Los_Angeles,°C,"",✓,"",2020-04-21T20:18:11.041Z UTC
