id,air,ancillaryImport,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,cmd,connRef,cooling,curStatus,disMacro,discharge,effective,elec,energy,enum,equipRef,exhaust,fan,gas,groupRef,heating,his,hisEnd,hisMode,hisSize,hisStart,hisStatus,hot,jci,kind,lastSynced,leaving,navName,noTagMatch,objectId,occ,outside,point,run,scheduleOcc,scheduled,sensor,siteRef,sp,tagTableRef,tags,temp,tlName,tz,unit,valve,water,zachName,zone,mod
@p:ubcv:r:23d51254-dc86ea85 St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT05.Parameters.AHTG-SP,✓,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000966,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT05.Parameters.AHTG-SP,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,✓,✓,2020-05-12T20:15:00-07:00 Los_Angeles,"",45646,2019-01-17T14:45:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T20:20:41.396-07:00 Los_Angeles,"",Zone Temp Heating Sp,"",AI3000965,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,✓,@p:ubcv:r:23e65d3e-70b9dd24 .+(\.|-| )AHTG-SP,"",✓,JCL-NAE14/N2-2.JCL-NAE14  UNT05.Parameters.AHTG-SP.Trend1,Los_Angeles,°C,"","",CUV-3.AHTG-SP,✓,2020-04-09T19:02:00.336Z UTC
@p:ubcv:r:23d51254-a1fef18a St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT05.Parameters.HTG-CMD,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000969,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT05.Parameters.HTG-CMD,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T20:15:00-07:00 Los_Angeles,"",45646,2019-01-17T14:45:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T20:20:41.403-07:00 Los_Angeles,"",JCL-NAE14/N2-2.JCL-NAE14  UNT05.Parameters.HTG-CMD,✓,AO3000968,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","",JCL-NAE14/N2-2.JCL-NAE14  UNT05.Parameters.HTG-CMD.Trend1,Los_Angeles,%,"","",CUV-3.HTG-CMD,"",2020-04-09T19:02:00.337Z UTC
@p:ubcv:r:23d51254-83e4351c St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT05.CLG2-C,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000947,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT05.CLG2-C,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","Off,On",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-09T19:43:28-07:00 Los_Angeles,"",88,2019-03-01T07:44:26-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T20:20:41.414-07:00 Los_Angeles,"",JCL-NAE14/N2-2.JCL-NAE14  UNT05.CLG2-C,✓,BO3000946,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","","",Los_Angeles,"","","","","",2020-04-08T18:50:08.19Z UTC
@p:ubcv:r:23d51254-679d0dda St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT26.EF2-C,✓,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3001175,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT26.EF2-C,✓,@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","Off,On",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,✓,✓,"",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-09T19:43:32-07:00 Los_Angeles,"",35,2019-03-01T07:44:29-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T20:20:41.422-07:00 Los_Angeles,"",Exhaust Fan Run Cmd,"",BO3001174,"","",✓,✓,"","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"",@p:ubcv:r:23e65d3d-b8710d90 .+(\.|-| |_)EF-?(\d+)?\w?-C,"","","",Los_Angeles,"","","","","",2020-04-08T18:52:49.883Z UTC
@p:ubcv:r:23d51254-408f1b2a St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT23.DHWP2-C,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3001113,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT23.DHWP2-C,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","Off,On",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T05:00:03-07:00 Los_Angeles,"",987,2019-01-13T23:00:02-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T20:20:41.428-07:00 Los_Angeles,"",JCL-NAE14/N2-2.JCL-NAE14  UNT23.DHWP2-C,✓,BO3001112,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","","",Los_Angeles,"","","","","",2020-04-08T18:52:53.228Z UTC
@p:ubcv:r:23d51254-7a3b9d19 St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT21.HRV3-WWE,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3001031,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT21.HRV3-WWE,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","Off,On",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-09T19:43:29-07:00 Los_Angeles,"",58,2019-03-01T07:44:26-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T20:20:41.435-07:00 Los_Angeles,"",JCL-NAE14/N2-2.JCL-NAE14  UNT21.HRV3-WWE,✓,BO3001030,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","","",Los_Angeles,"","","","","",2020-04-08T18:52:45.081Z UTC
@p:ubcv:r:23d51254-7872a92c St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT26.Parameters.DAT-SP,✓,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3001179,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT26.Parameters.DAT-SP,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,✓,"","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T20:15:00-07:00 Los_Angeles,"",45646,2019-01-17T14:45:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T20:20:41.441-07:00 Los_Angeles,"",Discharge Air Temp Sp,"",AO3001178,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,✓,@p:ubcv:r:23e65d3d-3f81ae2b .+(\.|-| )DAT-SP,"",✓,JCL-NAE14/N2-2.JCL-NAE14  UNT26.Parameters.DAT-SP.Trend1,Los_Angeles,°C,"","",FUR-4.DAT-SP,"",2020-04-09T19:02:00.338Z UTC
@p:ubcv:r:23d51253-293b2542 St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT01.DHWR-T1,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000782,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT01.DHWR-T1,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T20:15:00-07:00 Los_Angeles,"",45646,2019-01-17T14:45:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T20:20:41.449-07:00 Los_Angeles,"",JCL-NAE14/N2-2.JCL-NAE14  UNT01.DHWR-T1,✓,AI3000781,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","",JCL-NAE14/N2-2.JCL-NAE14  UNT01.DHWR-T1.Trend1,Los_Angeles,°C,"","",DHW.DHWR-T1,"",2020-04-09T19:02:00.339Z UTC
@p:ubcv:r:23d51253-16bd735d St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT01.SF-S,✓,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000790,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT01.SF-S,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,✓,"","","","Off,On",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"",✓,"",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-09T19:43:30-07:00 Los_Angeles,"",5,2019-03-01T07:44:27-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T20:20:41.455-07:00 Los_Angeles,"",Discharge Fan Run Status,"",BI3000789,"","",✓,✓,"","",✓,@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"",@p:ubcv:r:23e65d3d-fc9f50e0 .+(\.|-| )SF(\d+)?-S(.Trend\d)?,"","",JCL-NAE14/N2-2.JCL-NAE14  UNT01.SF-S.Trend1,Los_Angeles,"","","",HRV-2.SF-S,"",2020-04-08T18:55:17.305Z UTC
@p:ubcv:r:24edab6a-b1580f72 St. John's College Unsorted Points JCL-NAE14/Schedule.HRV-04 (room 1181),"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),SCH3001273,"",✓,JCL-NAE14/Schedule.HRV-04 (room 1181),"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",unknown,$equipRef $bmsName,"","","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2019-08-21T08:45:00-07:00 Los_Angeles,"",182,2019-08-19T12:26:00-07:00 Los_Angeles,"","",✓,Number,"","",Scheduled Occupancy,"","","","",✓,"",✓,"","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","","",Los_Angeles,"","","","","",2020-01-07T12:05:17.587Z UTC
@p:ubcv:r:23d51254-f36beed4 St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT02.CUV2-S,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000831,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT02.CUV2-S,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","Off,On",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-09T19:43:31-07:00 Los_Angeles,"",5,2019-03-01T07:44:28-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T20:20:41.463-07:00 Los_Angeles,"",JCL-NAE14/N2-2.JCL-NAE14  UNT02.CUV2-S,✓,BI3000830,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","",JCL-NAE14/N2-2.JCL-NAE14  UNT02.CUV2-S.Trend1,Los_Angeles,"","","",CUV-2.CUV2-S,"",2020-04-08T18:55:22.832Z UTC
@p:ubcv:r:24edab6a-6f316b2d St. John's College Unsorted Points JCL-NAE14/Schedule.DHW - Circ pumps,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),SCH3001265,"",✓,JCL-NAE14/Schedule.DHW - Circ pumps,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",unknown,$equipRef $bmsName,"","","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2019-08-21T08:45:00-07:00 Los_Angeles,"",182,2019-08-19T12:26:00-07:00 Los_Angeles,"","",✓,Number,"","",Scheduled Occupancy,"","","","",✓,"",✓,"","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","","",Los_Angeles,"","","","","",2020-01-07T12:05:17.593Z UTC
@p:ubcv:r:23d51254-fcc9edbb St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT06.Parameters.HTG-CMD,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3001014,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT06.Parameters.HTG-CMD,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T20:15:00-07:00 Los_Angeles,"",45646,2019-01-17T14:45:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T20:20:41.47-07:00 Los_Angeles,"",JCL-NAE14/N2-2.JCL-NAE14  UNT06.Parameters.HTG-CMD,✓,AO3001013,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","",JCL-NAE14/N2-2.JCL-NAE14  UNT06.Parameters.HTG-CMD.Trend1,Los_Angeles,%,"","",CUV-1.HTG-CMD,"",2020-04-09T19:02:00.34Z UTC
@p:ubcv:r:23d51254-e8bef2b4 St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT05.SF-S,✓,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000937,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT05.SF-S,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,✓,"","","","Off,On",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"",✓,"",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T19:00:06-07:00 Los_Angeles,"",821,2019-01-14T19:42:57-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T20:20:41.476-07:00 Los_Angeles,"",Discharge Fan Run Status,"",BI3000936,"","",✓,✓,"","",✓,@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"",@p:ubcv:r:23e65d3d-fc9f50e0 .+(\.|-| )SF(\d+)?-S(.Trend\d)?,"","",JCL-NAE14/N2-2.JCL-NAE14  UNT05.SF-S.Trend1,Los_Angeles,"","","",CUV-3.SF-S,"",2020-04-08T18:50:09.033Z UTC
@p:ubcv:r:23d51254-4729b295 St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT03.ZN-T,✓,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000848,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT03.ZN-T,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T20:15:00-07:00 Los_Angeles,"",45646,2019-01-17T14:45:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T20:20:41.484-07:00 Los_Angeles,"",Zone Temp,"",AI3000847,"","",✓,"","","",✓,@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE14/N2-2.JCL-NAE14  UNT03.ZN-T.Trend1,Los_Angeles,°C,"","",CUV-4.ZN-T,✓,2020-04-09T19:02:00.341Z UTC
@p:ubcv:r:23d51254-26bd6352 St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT04.SMP-ALM,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000904,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT04.SMP-ALM,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","Normal,Alarm",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-09T19:43:29-07:00 Los_Angeles,"",7,2019-03-01T07:44:27-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T20:20:41.493-07:00 Los_Angeles,"",JCL-NAE14/N2-2.JCL-NAE14  UNT04.SMP-ALM,✓,BI3000902,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","",JCL-NAE14/N2-2.JCL-NAE14  UNT04.SMP-ALM.Trend1,Los_Angeles,"","","",HRV-1.SUMP-ALM (from St. John's Colllege),"",2020-04-08T18:50:09.238Z UTC
@p:ubcv:r:23d51254-52e2579a St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT04.HTG1-C,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000909,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT04.HTG1-C,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","Off,On",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T12:04:22-07:00 Los_Angeles,"",32940,2019-01-18T12:51:19-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T20:20:41.502-07:00 Los_Angeles,"",JCL-NAE14/N2-2.JCL-NAE14  UNT04.HTG1-C,✓,BO3000908,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","","",Los_Angeles,"","","","","",2020-04-08T18:50:09.147Z UTC
@p:ubcv:r:23d51254-1f233d5e St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT03.Parameters.HTG-CMD,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000888,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT03.Parameters.HTG-CMD,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T20:15:00-07:00 Los_Angeles,"",45646,2019-01-17T14:45:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T20:20:41.508-07:00 Los_Angeles,"",JCL-NAE14/N2-2.JCL-NAE14  UNT03.Parameters.HTG-CMD,✓,AO3000887,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","",JCL-NAE14/N2-2.JCL-NAE14  UNT03.Parameters.HTG-CMD.Trend1,Los_Angeles,%,"","",CUV-4.HTG-CMD,"",2020-04-09T19:02:00.342Z UTC
@p:ubcv:r:23d51254-2ced83bf St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT02.Parameters.HTG-CMD,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000846,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT02.Parameters.HTG-CMD,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T20:15:00-07:00 Los_Angeles,"",45646,2019-01-17T14:45:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T20:20:41.517-07:00 Los_Angeles,"",JCL-NAE14/N2-2.JCL-NAE14  UNT02.Parameters.HTG-CMD,✓,AO3000845,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","",JCL-NAE14/N2-2.JCL-NAE14  UNT02.Parameters.HTG-CMD.Trend1,Los_Angeles,%,"","",CUV-2.HTG-CMD,"",2020-04-09T19:02:00.343Z UTC
@p:ubcv:r:24edab6a-0816d874 St. John's College Unsorted Points JCL-NAE14/Schedule.CUV-03 Schedule,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),SCH3001269,"",✓,JCL-NAE14/Schedule.CUV-03 Schedule,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",unknown,$equipRef $bmsName,"","","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2019-08-21T08:45:00-07:00 Los_Angeles,"",182,2019-08-19T12:26:00-07:00 Los_Angeles,"","",✓,Number,"","",Scheduled Occupancy,"","","","",✓,"",✓,"","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","","",Los_Angeles,"","","","","",2020-01-07T12:05:17.618Z UTC
@p:ubcv:r:23d51254-5074203e St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT04.HTG2-C,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000911,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT04.HTG2-C,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","Off,On",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-09T19:43:29-07:00 Los_Angeles,"",11898,2019-01-17T08:44:53-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T20:20:41.524-07:00 Los_Angeles,"",JCL-NAE14/N2-2.JCL-NAE14  UNT04.HTG2-C,✓,BO3000910,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","","",Los_Angeles,"","","","","",2020-04-08T18:50:09.461Z UTC
@p:ubcv:r:23d51254-a75bd420 St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT01.Parameters.AHTG-SP,✓,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000813,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT01.Parameters.AHTG-SP,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,✓,✓,2020-05-12T20:15:00-07:00 Los_Angeles,"",45646,2019-01-17T14:45:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T20:20:41.535-07:00 Los_Angeles,"",Zone Temp Heating Sp,"",AI3000812,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,✓,@p:ubcv:r:23e65d3e-70b9dd24 .+(\.|-| )AHTG-SP,"",✓,JCL-NAE14/N2-2.JCL-NAE14  UNT01.Parameters.AHTG-SP.Trend1,Los_Angeles,°C,"","",HRV-2.AHTG-SP,✓,2020-04-09T19:02:00.344Z UTC
@p:ubcv:r:23d51254-b812e453 St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT05.HTG1-C,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000943,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT05.HTG1-C,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","Off,On",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T14:29:29-07:00 Los_Angeles,"",2228,2019-01-17T16:59:46-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T20:20:41.541-07:00 Los_Angeles,"",JCL-NAE14/N2-2.JCL-NAE14  UNT05.HTG1-C,✓,BO3000942,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","","",Los_Angeles,"","","","","",2020-04-08T18:50:08.306Z UTC
@p:ubcv:r:23d51254-4dd4f1a6 St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT26.HTG2-C,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3001172,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT26.HTG2-C,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","Off,On",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-09T19:43:32-07:00 Los_Angeles,"",159,2019-03-01T07:44:29-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T20:20:41.548-07:00 Los_Angeles,"",JCL-NAE14/N2-2.JCL-NAE14  UNT26.HTG2-C,✓,BO3001171,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","","",Los_Angeles,"","","","","",2020-04-08T18:52:49.97Z UTC
@p:ubcv:r:23d51254-48d4b34e St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT06.DA-T,✓,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000978,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT06.DA-T,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,✓,"","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T20:15:00-07:00 Los_Angeles,"",45646,2019-01-17T14:45:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T20:20:41.559-07:00 Los_Angeles,"",Discharge Air Temp,"",AI3000977,"","",✓,"","","",✓,@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,"",✓,JCL-NAE14/N2-2.JCL-NAE14  UNT06.DA-T.Trend1,Los_Angeles,°C,"","",AHU-1.DA-T,"",2020-04-09T19:02:00.345Z UTC
