id,air,bacnetConnRef,bacnetHis,bacnetPoint,bmsName,bypass,chilled,cmd,connRef,damper,disMacro,discharge,enable,entering,enum,equipName,equipRef,esc,exhaust,fan,groupRef,heating,his,hisEnd,hisSize,hisStart,hisStatus,hot,kind,lastSynced,leaving,navName,noTagMatch,objectId,outside,point,pump,run,sensor,siteRef,sp,speed,tagTableRef,temp,tlName,tz,unit,valve,water,zone,mod
@p:ubcv:r:2512d552-0c3682f4 Marine Drive Res #1 Unsorted Points M_DHW_BLR3_RW-T,"",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),TL86,✓,M_DHW_BLR3_RW-T,"","","",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),"",$equipRef $bmsName,"","","","","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:34:08-07:00 Los_Angeles,16539,2019-09-13T13:33:59-07:00 Los_Angeles,ok,"",Number,2020-05-12T15:41:24.197-07:00 Los_Angeles,"",M_DHW_BLR3_RW-T,✓,AI1702,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M_DHW_BLR3_RWT_POLL_TL,Los_Angeles,°C,"","","",2020-04-09T19:02:29.296Z UTC
@p:ubcv:r:2512d552-2f4192a8 Marine Drive Res #1 Unsorted Points M_DCOUTDOOR_CHWS-T,"",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),TL39,✓,M_DCOUTDOOR_CHWS-T,"","","",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),"",$equipRef $bmsName,"","","","","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:34:08-07:00 Los_Angeles,16539,2019-09-13T13:33:59-07:00 Los_Angeles,ok,"",Number,2020-05-12T15:41:24.203-07:00 Los_Angeles,"",M_DCOUTDOOR_CHWS-T,✓,AI1404,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M_DCOUTDOOR_CHWS_T_POLL_TL,Los_Angeles,°C,"","","",2020-04-09T19:02:29.297Z UTC
@p:ubcv:r:2512d56c-76698bb8 Marine Drive Res #1 Unsorted Points M_WWHP_HP3_C,"",@p:ubcv:r:2512d356-2acd116d MDR1 WWHP (651003),TL13,✓,M_WWHP_HP3_C,"","","",@p:ubcv:r:2512d356-2acd116d MDR1 WWHP (651003),"",$equipRef $bmsName,"","","","OFF,ON","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:34:02-07:00 Los_Angeles,20530,2019-09-12T04:45:38-07:00 Los_Angeles,ok,"",Bool,2020-05-12T15:37:58.855-07:00 Los_Angeles,"",M_WWHP_HP3_C,✓,BO3,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M_WWHP_HP3_C_COV_TL,Los_Angeles,"","","","",2020-04-08T18:53:51.482Z UTC
@p:ubcv:r:2512d59b-434e23b2 Marine Drive Res #1 Unsorted Points M6_DRY4_S_BV,"",@p:ubcv:r:2512d4be-91638f62 MDR1 M6 LAUNDRY (651006),TL26,✓,M6_DRY4_S_BV,"","","",@p:ubcv:r:2512d4be-91638f62 MDR1 M6 LAUNDRY (651006),"",$equipRef $bmsName,"","","","OFF,ON","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-11T14:52:48-07:00 Los_Angeles,1344,2019-09-11T16:53:45-07:00 Los_Angeles,ok,"",Bool,2020-05-12T15:38:52.248-07:00 Los_Angeles,"",M6_DRY4_S_BV,✓,BV5,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","","",Los_Angeles,"","","","",2020-04-08T18:53:11.079Z UTC
@p:ubcv:r:2512d56c-341a5819 Marine Drive Res #1 Unsorted Points M_HPL_LP_RWT_AV,"",@p:ubcv:r:2512d356-2acd116d MDR1 WWHP (651003),TL10,✓,M_HPL_LP_RWT_AV,"","","",@p:ubcv:r:2512d356-2acd116d MDR1 WWHP (651003),"",$equipRef $bmsName,"","","","","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:33:24-07:00 Los_Angeles,15241,2019-09-13T13:37:49-07:00 Los_Angeles,ok,"",Number,2020-05-12T15:37:59.104-07:00 Los_Angeles,"",M_HPL_LP_RWT_AV,✓,AV6,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M_HPL_LP_RWT_AV_POLL_TL,Los_Angeles,°C,"","","",2020-04-09T19:02:29.335Z UTC
@p:ubcv:r:2512d563-3e1aa9d6 Marine Drive Res #1 Unsorted Points M_AHU103_HCV_AV,"",@p:ubcv:r:2512d272-c1a3e547 MDR1 AHU102 AHU103 AHU104 (651001),TL14,✓,M_AHU103_HCV_AV,"","",✓,@p:ubcv:r:2512d272-c1a3e547 MDR1 AHU102 AHU103 AHU104 (651001),"",$equipRef $bmsName,"","","","","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,✓,✓,2020-05-12T14:33:31-07:00 Los_Angeles,15242,2019-09-13T13:29:43-07:00 Los_Angeles,ok,✓,Number,2020-05-12T15:36:35.409-07:00 Los_Angeles,"",Heating Valve Cmd,"",AV2,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","",@p:ubcv:r:2453b6df-d7db47fd .+_(P|\d+)?HCV(_AV|_TL)?,"",M_AHU103_HCV_AV_POLL_TL,Los_Angeles,%,✓,✓,"",2020-04-09T19:02:29.32Z UTC
@p:ubcv:r:2512d59b-79081a7d Marine Drive Res #1 Unsorted Points M6_DRY7_RUN_S_BV,"",@p:ubcv:r:2512d4be-91638f62 MDR1 M6 LAUNDRY (651006),TL38,✓,M6_DRY7_RUN_S_BV,"","","",@p:ubcv:r:2512d4be-91638f62 MDR1 M6 LAUNDRY (651006),"",$equipRef $bmsName,"","","","OFF,ON","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:33:43-07:00 Los_Angeles,1512,2019-09-11T16:54:57-07:00 Los_Angeles,ok,"",Bool,2020-05-12T15:38:53.388-07:00 Los_Angeles,"",M6_DRY7_RUN_S_BV,✓,BV16,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","","",Los_Angeles,"","","","",2020-04-08T18:54:14.844Z UTC
@p:ubcv:r:2512d59b-be229b83 Marine Drive Res #1 Unsorted Points M6_DRY8_S_BV,"",@p:ubcv:r:2512d4be-91638f62 MDR1 M6 LAUNDRY (651006),TL37,✓,M6_DRY8_S_BV,"","","",@p:ubcv:r:2512d4be-91638f62 MDR1 M6 LAUNDRY (651006),"",$equipRef $bmsName,"","","","OFF,ON","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T12:07:46-07:00 Los_Angeles,1309,2019-09-11T17:05:58-07:00 Los_Angeles,ok,"",Bool,2020-05-12T15:38:53.491-07:00 Los_Angeles,"",M6_DRY8_S_BV,✓,BV15,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","","",Los_Angeles,"","","","",2020-04-08T18:54:15.694Z UTC
@p:ubcv:r:2512d552-ff5d8883 Marine Drive Res #1 Unsorted Points P_301_302_303_LEAD_BV,"",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),TL18,✓,P_301_302_303_LEAD_BV,"","","",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),"",$equipRef $bmsName,"","","","P_303,P_301_302","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T09:00:00-07:00 Los_Angeles,23,2019-09-17T09:00:00-07:00 Los_Angeles,ok,"",Bool,2020-05-12T15:41:24.206-07:00 Los_Angeles,"",P_301_302_303_LEAD_BV,✓,BV2,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",P_301_302_303_LEAD_BV_COV_TL,Los_Angeles,"","","","",2020-04-08T18:53:26.141Z UTC
@p:ubcv:r:2512d563-4d147937 Marine Drive Res #1 Unsorted Points M_WWHP_HPL_RWT,"",@p:ubcv:r:2512d272-c1a3e547 MDR1 AHU102 AHU103 AHU104 (651001),TL3,✓,M_WWHP_HPL_RWT,"","","",@p:ubcv:r:2512d272-c1a3e547 MDR1 AHU102 AHU103 AHU104 (651001),"",$equipRef $bmsName,"","","","","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:33:32-07:00 Los_Angeles,15243,2019-09-13T13:29:34-07:00 Los_Angeles,ok,"",Number,2020-05-12T15:36:34.243-07:00 Los_Angeles,"",M_WWHP_HPL_RWT,✓,AI11,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M_WWHP_HPL_RWT_POLL_TL,Los_Angeles,°C,"","","",2020-04-09T19:02:29.321Z UTC
@p:ubcv:r:2512d56c-8db2d0ad Marine Drive Res #1 Unsorted Points M_WWHP2_HPL_RWT,"",@p:ubcv:r:2512d356-2acd116d MDR1 WWHP (651003),TL4,✓,M_WWHP2_HPL_RWT,"","","",@p:ubcv:r:2512d356-2acd116d MDR1 WWHP (651003),"",$equipRef $bmsName,"","","","","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:33:25-07:00 Los_Angeles,15241,2019-09-13T13:37:44-07:00 Los_Angeles,ok,"",Number,2020-05-12T15:37:59.335-07:00 Los_Angeles,"",M_WWHP2_HPL_RWT,✓,AI4,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M_WWHP2_HPL_RWT_POLL_TL,Los_Angeles,°C,"","","",2020-04-09T19:02:29.336Z UTC
@p:ubcv:r:2512d579-09b204c5 Marine Drive Res #1 Unsorted Points M4_DRY7_8_S_BV,"",@p:ubcv:r:2512d37f-39e58641 MDR1 M4 LAUNDRY (651004),TL23,✓,M4_DRY7_8_S_BV,"","","",@p:ubcv:r:2512d37f-39e58641 MDR1 M4 LAUNDRY (651004),"",$equipRef $bmsName,"","","","OFF,ON","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-11T13:35:10-07:00 Los_Angeles,3363,2019-09-14T08:45:05-07:00 Los_Angeles,ok,"",Bool,2020-05-12T15:38:52.149-07:00 Los_Angeles,"",M4_DRY7_8_S_BV,✓,BV2,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M4_DRY7_8_S_BV_COV_TL,Los_Angeles,"","","","",2020-04-08T18:53:16.417Z UTC
@p:ubcv:r:2512d59b-e6d77934 Marine Drive Res #1 Unsorted Points M6_DRY5_S_BV,"",@p:ubcv:r:2512d4be-91638f62 MDR1 M6 LAUNDRY (651006),TL27,✓,M6_DRY5_S_BV,"","","",@p:ubcv:r:2512d4be-91638f62 MDR1 M6 LAUNDRY (651006),"",$equipRef $bmsName,"","","","OFF,ON","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T13:04:51-07:00 Los_Angeles,1386,2019-09-11T19:55:17-07:00 Los_Angeles,ok,"",Bool,2020-05-12T15:38:53.593-07:00 Los_Angeles,"",M6_DRY5_S_BV,✓,BV6,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","","",Los_Angeles,"","","","",2020-04-08T18:53:09.597Z UTC
@p:ubcv:r:2512d563-5ffac99e Marine Drive Res #1 Unsorted Points M_AHU104_SF_SPD_AV,"",@p:ubcv:r:2512d272-c1a3e547 MDR1 AHU102 AHU103 AHU104 (651001),TL16,✓,M_AHU104_SF_SPD_AV,"","",✓,@p:ubcv:r:2512d272-c1a3e547 MDR1 AHU102 AHU103 AHU104 (651001),"",$equipRef $bmsName,✓,"","","","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"",✓,@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:33:32-07:00 Los_Angeles,15243,2019-09-13T13:29:42-07:00 Los_Angeles,ok,"",Number,2020-05-12T15:36:35.638-07:00 Los_Angeles,"",Discharge Fan Speed Cmd,"",AV4,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"",✓,@p:ubcv:r:25018dfc-0b606eb0 .+_SF(\d+)?(_VFD)?_SPD(_AV)?(_TL)?,"",M_AHU104_SF_SPD_AV_POLL_TL,Los_Angeles,%,"","","",2020-04-09T19:02:29.322Z UTC
@p:ubcv:r:2512d552-c111052c Marine Drive Res #1 Unsorted Points M_DHW_BLR1_EN_BV,"",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),TL75,✓,M_DHW_BLR1_EN_BV,"","","",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),"",$equipRef $bmsName,"","","","OFF,ON","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T09:00:00-07:00 Los_Angeles,24,2019-09-17T09:00:00-07:00 Los_Angeles,ok,"",Bool,2020-05-12T15:41:24.208-07:00 Los_Angeles,"",M_DHW_BLR1_EN_BV,✓,BV18,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M_DHW_BLR1_EN_BV_COV_TL,Los_Angeles,"","","","",2020-04-08T18:54:38.912Z UTC
@p:ubcv:r:2512d589-25b2ea9f Marine Drive Res #1 Unsorted Points M5_DRY3_4_S_BV,"",@p:ubcv:r:2512d37c-0e69997b MDR1 M5 LAUNDRY (651005),TL25,✓,M5_DRY3_4_S_BV,"","","",@p:ubcv:r:2512d37c-0e69997b MDR1 M5 LAUNDRY (651005),"",$equipRef $bmsName,"","","","OFF,ON","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:40:08-07:00 Los_Angeles,2779,2019-09-14T16:29:05-07:00 Los_Angeles,ok,"",Bool,2020-05-12T15:40:31.735-07:00 Los_Angeles,"",M5_DRY3_4_S_BV,✓,BV4,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M5_DRY3_4_S_BV_COV_TL,Los_Angeles,"","","","",2020-04-08T18:53:13.132Z UTC
@p:ubcv:r:2512d563-92187524 Marine Drive Res #1 Unsorted Points M_AHU102_HCV_AV,"",@p:ubcv:r:2512d272-c1a3e547 MDR1 AHU102 AHU103 AHU104 (651001),TL13,✓,M_AHU102_HCV_AV,"","",✓,@p:ubcv:r:2512d272-c1a3e547 MDR1 AHU102 AHU103 AHU104 (651001),"",$equipRef $bmsName,"","","","","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,✓,✓,2020-05-12T14:33:31-07:00 Los_Angeles,15243,2019-09-13T13:29:41-07:00 Los_Angeles,ok,✓,Number,2020-05-12T15:36:35.868-07:00 Los_Angeles,"",Heating Valve Cmd,"",AV1,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","",@p:ubcv:r:2453b6df-d7db47fd .+_(P|\d+)?HCV(_AV|_TL)?,"",M_AHU102_HCV_AV_POLL_TL,Los_Angeles,%,✓,✓,"",2020-04-09T19:02:29.323Z UTC
@p:ubcv:r:2512d552-754e4b1e Marine Drive Res #1 Unsorted Points M_DCP123_C,"",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),TL7,✓,M_DCP123_C,"","","",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),"",$equipRef $bmsName,"","","","OFF,ON","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-09T18:49:18-07:00 Los_Angeles,8,2019-09-16T10:29:39-07:00 Los_Angeles,ok,"",Bool,2020-05-12T15:41:23.926-07:00 Los_Angeles,"",M_DCP123_C,✓,BO1202,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M_DCP123_C_COV_TL,Los_Angeles,"","","","",2020-04-08T18:52:03.849Z UTC
@p:ubcv:r:2512d579-ec0118ed Marine Drive Res #1 Unsorted Points M4_DRYRS,"",@p:ubcv:r:2512d37f-39e58641 MDR1 M4 LAUNDRY (651004),TL11,✓,M4_DRYRS,"","","",@p:ubcv:r:2512d37f-39e58641 MDR1 M4 LAUNDRY (651004),"",$equipRef $bmsName,"","","","","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:33:24-07:00 Los_Angeles,15242,2019-09-13T13:37:58-07:00 Los_Angeles,ok,"",Number,2020-05-12T15:38:56.168-07:00 Los_Angeles,"",M4_DRYRS,✓,AV1,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M4_DRYRS_POLL_TL,Los_Angeles,_,"","","",2020-04-09T19:15:22.757Z UTC
@p:ubcv:r:2512d579-1a3e4a04 Marine Drive Res #1 Unsorted Points M4_LDRY_SAD,✓,@p:ubcv:r:2512d37f-39e58641 MDR1 M4 LAUNDRY (651004),TL10,✓,M4_LDRY_SAD,"","",✓,@p:ubcv:r:2512d37f-39e58641 MDR1 M4 LAUNDRY (651004),✓,$equipRef $bmsName,✓,"","","","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:33:26-07:00 Los_Angeles,15242,2019-09-13T13:37:58-07:00 Los_Angeles,ok,"",Number,2020-05-12T15:38:56.419-07:00 Los_Angeles,"",Discharge Air Damper Cmd,"",AO5,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","",@p:ubcv:r:23e65d0e-d78921f0 .+_SAD(_\d+)?(_TL)?,"",M4_LDRY_SAD_POLL_TL,Los_Angeles,%,"","","",2020-04-09T19:02:29.35Z UTC
@p:ubcv:r:2512d552-f45427d1 Marine Drive Res #1 Unsorted Points M_DCBYP_CV_FB,"",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),TL31,✓,M_DCBYP_CV_FB,"","","",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),"",$equipRef $bmsName,"","","","","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:34:08-07:00 Los_Angeles,16539,2019-09-13T13:33:59-07:00 Los_Angeles,ok,"",Number,2020-05-12T15:41:24.214-07:00 Los_Angeles,"",M_DCBYP_CV_FB,✓,AI1204,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M_DCBYP_CV_FB_POLL_TL,Los_Angeles,%,"","","",2020-04-09T19:02:29.298Z UTC
@p:ubcv:r:2512d589-ea9e06d6 Marine Drive Res #1 Unsorted Points M5_DRY1_2_A,"",@p:ubcv:r:2512d37c-0e69997b MDR1 M5 LAUNDRY (651005),TL3,✓,M5_DRY1_2_A,"","","",@p:ubcv:r:2512d37c-0e69997b MDR1 M5 LAUNDRY (651005),"",$equipRef $bmsName,"","","","","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:38:06-07:00 Los_Angeles,15271,2019-09-13T13:28:41-07:00 Los_Angeles,ok,"",Number,2020-05-12T15:40:34.131-07:00 Los_Angeles,"",M5_DRY1_2_A,✓,AI3,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M5_DRY1_2_A_POLL_TL,Los_Angeles,A,"","","",2020-04-09T19:02:29.365Z UTC
@p:ubcv:r:2512d56c-8557fff8 Marine Drive Res #1 Unsorted Points M_WWHP_HPL_HEAT_AVAIL,"",@p:ubcv:r:2512d356-2acd116d MDR1 WWHP (651003),TL21,✓,M_WWHP_HPL_HEAT_AVAIL,"","","",@p:ubcv:r:2512d356-2acd116d MDR1 WWHP (651003),"",$equipRef $bmsName,"","","","OFF,ON","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-04-05T10:39:14-07:00 Los_Angeles,841,2019-12-14T09:25:09-08:00 Los_Angeles,ok,"",Bool,2020-05-12T15:37:56.992-07:00 Los_Angeles,"",M_WWHP_HPL_HEAT_AVAIL,✓,BV5,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M_WWHP_HPL_HEAT_AVAIL_COV_TL,Los_Angeles,"","","","",2020-04-08T18:53:01.451Z UTC
@p:ubcv:r:2512d552-982f93a3 Marine Drive Res #1 Unsorted Points M_DHW_BLR1_STG1,"",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),TL59,✓,M_DHW_BLR1_STG1,"","","",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),"",$equipRef $bmsName,"","","","OFF,ON","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T09:00:00-07:00 Los_Angeles,1059,2019-09-17T09:00:00-07:00 Los_Angeles,ok,"",Bool,2020-05-12T15:41:24.217-07:00 Los_Angeles,"",M_DHW_BLR1_STG1,✓,BO1304,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M_DHW_BLR1_STG1_COV_TL,Los_Angeles,"","","","",2020-04-08T18:54:29.687Z UTC
@p:ubcv:r:2512d552-366b283a Marine Drive Res #1 Unsorted Points P_125_S_BV,"",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),TL24,✓,P_125_S_BV,"","","",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),"",$equipRef $bmsName,"","","","OFF,ON","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T07:07:33-07:00 Los_Angeles,22,2019-09-16T10:29:09-07:00 Los_Angeles,ok,"",Bool,2020-05-12T15:41:23.943-07:00 Los_Angeles,"",P_125_S_BV,✓,BV8,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",P_125_S_BV_COV_TL,Los_Angeles,"","","","",2020-04-08T18:53:14.962Z UTC
@p:ubcv:r:2512d589-58e71645 Marine Drive Res #1 Unsorted Points M5_DRY7_8_S_BV,"",@p:ubcv:r:2512d37c-0e69997b MDR1 M5 LAUNDRY (651005),TL23,✓,M5_DRY7_8_S_BV,"","","",@p:ubcv:r:2512d37c-0e69997b MDR1 M5 LAUNDRY (651005),"",$equipRef $bmsName,"","","","OFF,ON","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T10:58:18-07:00 Los_Angeles,1785,2019-09-11T16:51:30-07:00 Los_Angeles,ok,"",Bool,2020-05-12T15:40:31.844-07:00 Los_Angeles,"",M5_DRY7_8_S_BV,✓,BV2,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M5_DRY7_8_S_BV_COV_TL,Los_Angeles,"","","","",2020-04-08T18:53:16.58Z UTC
@p:ubcv:r:2512d589-6cf8537f Marine Drive Res #1 Unsorted Points M5_DRY11_12_S_BV,"",@p:ubcv:r:2512d37c-0e69997b MDR1 M5 LAUNDRY (651005),TL24,✓,M5_DRY11_12_S_BV,"","","",@p:ubcv:r:2512d37c-0e69997b MDR1 M5 LAUNDRY (651005),"",$equipRef $bmsName,"","","","OFF,ON","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-11T20:49:24-07:00 Los_Angeles,5406,2019-09-15T03:15:28-07:00 Los_Angeles,ok,"",Bool,2020-05-12T15:40:31.96-07:00 Los_Angeles,"",M5_DRY11_12_S_BV,✓,BV3,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M5_DRY11_12_S_BV_COV_TL,Los_Angeles,"","","","",2020-04-08T18:53:14.975Z UTC
