id,air,bacnetConnRef,bacnetHis,bacnetPoint,bmsName,bypass,chilled,cmd,connRef,damper,disMacro,discharge,enable,entering,enum,equipName,equipRef,esc,exhaust,fan,groupRef,heating,his,hisEnd,hisSize,hisStart,hisStatus,hot,kind,lastSynced,leaving,navName,noTagMatch,objectId,outside,point,pump,run,sensor,siteRef,sp,speed,tagTableRef,temp,tlName,tz,unit,valve,water,zone,mod
@p:ubcv:r:2512d552-68a442ce Marine Drive Res #1 Unsorted Points M_DCS,"",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),TL27,✓,M_DCS,"","","",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),"",$equipRef $bmsName,"","","","","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:34:08-07:00 Los_Angeles,16539,2019-09-13T13:33:59-07:00 Los_Angeles,ok,"",Number,2020-05-12T15:41:24.15-07:00 Los_Angeles,"",M_DCS,✓,AI1103,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M_DCS_POLL_TL,Los_Angeles,A,"","","",2020-04-09T19:02:29.289Z UTC
@p:ubcv:r:2512d56c-ba553931 Marine Drive Res #1 Unsorted Points M_WWHP_HP4_C,"",@p:ubcv:r:2512d356-2acd116d MDR1 WWHP (651003),TL14,✓,M_WWHP_HP4_C,"","","",@p:ubcv:r:2512d356-2acd116d MDR1 WWHP (651003),"",$equipRef $bmsName,"","","","OFF,ON","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:34:08-07:00 Los_Angeles,20518,2019-09-12T04:45:38-07:00 Los_Angeles,ok,"",Bool,2020-05-12T15:37:58.725-07:00 Los_Angeles,"",M_WWHP_HP4_C,✓,BO4,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M_WWHP_HP4_C_COV_TL,Los_Angeles,"","","","",2020-04-08T18:53:39.296Z UTC
@p:ubcv:r:2512d552-0581f941 Marine Drive Res #1 Unsorted Points M_DCSP_AV,"",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),TL87,✓,M_DCSP_AV,"","","",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),"",$equipRef $bmsName,"","","","","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:34:08-07:00 Los_Angeles,16539,2019-09-13T13:33:59-07:00 Los_Angeles,ok,"",Number,2020-05-12T15:41:24.156-07:00 Los_Angeles,"",M_DCSP_AV,✓,AV12,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M_DCSP_AV_POLL_TL,Los_Angeles,°C,"","","",2020-04-09T19:02:29.29Z UTC
@p:ubcv:r:2512d59b-7e155cae Marine Drive Res #1 Unsorted Points M6_LDRY_SF608_S_BV,✓,@p:ubcv:r:2512d4be-91638f62 MDR1 M6 LAUNDRY (651006),TL18,✓,M6_LDRY_SF608_S_BV,"","","",@p:ubcv:r:2512d4be-91638f62 MDR1 M6 LAUNDRY (651006),"",$equipRef $bmsName,✓,"","","OFF,ON","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"",✓,@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-04-27T12:14:50-07:00 Los_Angeles,56,2019-08-14T12:24:42-07:00 Los_Angeles,ok,"",Bool,2020-05-12T15:38:51.905-07:00 Los_Angeles,"",Discharge Fan Run Status,"",BV1,"",✓,"",✓,✓,@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","",@p:ubcv:r:23e65d0f-5568e722 .+_SF(\d+)?(_(S|N)\d_\d+)?_F?S(_BV)?(_TL)?,"","",Los_Angeles,"","","","",2020-04-08T18:53:25.811Z UTC
@p:ubcv:r:2512d589-e1894051 Marine Drive Res #1 Unsorted Points M5_DRY5_6_A,"",@p:ubcv:r:2512d37c-0e69997b MDR1 M5 LAUNDRY (651005),TL4,✓,M5_DRY5_6_A,"","","",@p:ubcv:r:2512d37c-0e69997b MDR1 M5 LAUNDRY (651005),"",$equipRef $bmsName,"","","","","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:38:09-07:00 Los_Angeles,15271,2019-09-13T13:28:41-07:00 Los_Angeles,ok,"",Number,2020-05-12T15:40:33.657-07:00 Los_Angeles,"",M5_DRY5_6_A,✓,AI4,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M5_DRY5_6_A_POLL_TL,Los_Angeles,A,"","","",2020-04-09T19:02:29.362Z UTC
@p:ubcv:r:2512d552-81651edf Marine Drive Res #1 Unsorted Points M_DCGL_CHWS_T,"",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),TL35,✓,M_DCGL_CHWS_T,"","","",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),"",$equipRef $bmsName,"","","","","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:34:08-07:00 Los_Angeles,16539,2019-09-13T13:33:59-07:00 Los_Angeles,ok,"",Number,2020-05-12T15:41:24.162-07:00 Los_Angeles,"",M_DCGL_CHWS_T,✓,AI1304,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M_DCGL_CHWS_T_POLL_TL,Los_Angeles,°C,"","","",2020-04-09T19:02:29.291Z UTC
@p:ubcv:r:2512d59b-bf32b9ff Marine Drive Res #1 Unsorted Points M6_LDRY_BYP_DMP_AV,"",@p:ubcv:r:2512d4be-91638f62 MDR1 M6 LAUNDRY (651006),TL14,✓,M6_LDRY_BYP_DMP_AV,"","","",@p:ubcv:r:2512d4be-91638f62 MDR1 M6 LAUNDRY (651006),"",$equipRef $bmsName,"","","","","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:27:41-07:00 Los_Angeles,15271,2019-09-13T03:20:33-07:00 Los_Angeles,ok,"",Number,2020-05-12T15:38:55.932-07:00 Los_Angeles,"",M6_LDRY_BYP_DMP_AV,✓,AV4,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","","",Los_Angeles,_,"","","",2020-04-09T19:15:22.771Z UTC
@p:ubcv:r:2512d552-53beae99 Marine Drive Res #1 Unsorted Points P_1_S_BV,"",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),TL15,✓,P_1_S_BV,"","","",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),"",$equipRef $bmsName,"","","","OFF,ON","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T11:18:44-07:00 Los_Angeles,20,2020-01-08T08:03:28-08:00 Los_Angeles,ok,"",Bool,2020-05-12T15:41:24.165-07:00 Los_Angeles,"",P_1_S_BV,✓,BV14,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",P_1_S_BV_COV_TL,Los_Angeles,"","","","",2020-04-08T18:53:33.344Z UTC
@p:ubcv:r:2512d552-49b5c9a8 Marine Drive Res #1 Unsorted Points SUMMER_WINTER_BV,"",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),TL14,✓,SUMMER_WINTER_BV,"","","",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),"",$equipRef $bmsName,"","","","WINTER,SUMMER","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T08:41:46-07:00 Los_Angeles,3,2020-05-01T00:00:00-07:00 Los_Angeles,ok,"",Bool,2020-05-12T15:41:24.167-07:00 Los_Angeles,"",SUMMER_WINTER_BV,✓,BV13,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",SUMMER_WINTER_BV_COV_TL,Los_Angeles,"","","","",2020-04-08T18:53:39.335Z UTC
@p:ubcv:r:2512d563-9dda6d4c Marine Drive Res #1 Unsorted Points M1_ELEC_RT,✓,@p:ubcv:r:2512d272-c1a3e547 MDR1 AHU102 AHU103 AHU104 (651001),TL7,✓,M1_ELEC_RT,"","","",@p:ubcv:r:2512d272-c1a3e547 MDR1 AHU102 AHU103 AHU104 (651001),"",$equipRef $bmsName,"","","","","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:33:32-07:00 Los_Angeles,15243,2019-09-13T13:29:37-07:00 Los_Angeles,ok,"",Number,2020-05-12T15:36:34.014-07:00 Los_Angeles,"",Zone Temp,"",AI7,"",✓,"","",✓,@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,M1_ELEC_RT_POLL_TL,Los_Angeles,°C,"","",✓,2020-04-09T19:02:29.319Z UTC
@p:ubcv:r:2512d552-65b8a2c2 Marine Drive Res #1 Unsorted Points M_DHW_BLR2_EN_BV,"",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),TL76,✓,M_DHW_BLR2_EN_BV,"","","",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),"",$equipRef $bmsName,"","","","OFF,ON","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:35:55-07:00 Los_Angeles,697,2019-09-17T09:00:00-07:00 Los_Angeles,ok,"",Bool,2020-05-12T15:41:24.171-07:00 Los_Angeles,"",M_DHW_BLR2_EN_BV,✓,BV19,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M_DHW_BLR2_EN_BV_COV_TL,Los_Angeles,"","","","",2020-04-08T18:54:38.328Z UTC
@p:ubcv:r:2512d552-81bbcf76 Marine Drive Res #1 Unsorted Points M_DHW_BLR1_SW-T,"",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),TL81,✓,M_DHW_BLR1_SW-T,"","","",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),"",$equipRef $bmsName,"","","","","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:34:08-07:00 Los_Angeles,16539,2019-09-13T13:33:59-07:00 Los_Angeles,ok,"",Number,2020-05-12T15:41:24.176-07:00 Los_Angeles,"",M_DHW_BLR1_SW-T,✓,AI1601,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M_DHW_BLR1_SWT_POLL_TL,Los_Angeles,°C,"","","",2020-04-09T19:02:29.292Z UTC
@p:ubcv:r:2512d552-afa406a3 Marine Drive Res #1 Unsorted Points M_DCMAX_SPD_AV,"",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),TL46,✓,M_DCMAX_SPD_AV,"","","",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),"",$equipRef $bmsName,"","","","","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:34:08-07:00 Los_Angeles,16539,2019-09-13T13:33:59-07:00 Los_Angeles,ok,"",Number,2020-05-12T15:41:24.181-07:00 Los_Angeles,"",M_DCMAX_SPD_AV,✓,AV11,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M_DCMAX_SPD_AV_POLL_TL,Los_Angeles,%,"","","",2020-04-09T19:02:29.293Z UTC
@p:ubcv:r:2512d579-6c6c41eb Marine Drive Res #1 Unsorted Points M4_LDRY_EF403_SPD,✓,@p:ubcv:r:2512d37f-39e58641 MDR1 M4 LAUNDRY (651004),TL8,✓,M4_LDRY_EF403_SPD,"","",✓,@p:ubcv:r:2512d37f-39e58641 MDR1 M4 LAUNDRY (651004),"",$equipRef $bmsName,"","","","","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,✓,✓,@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:33:26-07:00 Los_Angeles,15242,2019-09-13T13:37:58-07:00 Los_Angeles,ok,"",Number,2020-05-12T15:38:55.918-07:00 Los_Angeles,"",Exhaust Fan Speed Cmd,"",AO2,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"",✓,@p:ubcv:r:24423e24-51c58a81 .+_EF(\d+[A-Z]?)?(_VFD)?_SPD(_AV)?(_TL)?,"",M4_LDRY_EF403_SPD_POLL_TL,Los_Angeles,%,"","","",2020-04-09T19:02:29.348Z UTC
@p:ubcv:r:2512d589-d8eb45a0 Marine Drive Res #1 Unsorted Points M5_DRYRS,"",@p:ubcv:r:2512d37c-0e69997b MDR1 M5 LAUNDRY (651005),TL11,✓,M5_DRYRS,"","","",@p:ubcv:r:2512d37c-0e69997b MDR1 M5 LAUNDRY (651005),"",$equipRef $bmsName,"","","","","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:38:10-07:00 Los_Angeles,15271,2019-09-13T13:28:45-07:00 Los_Angeles,ok,"",Number,2020-05-12T15:40:35.754-07:00 Los_Angeles,"",M5_DRYRS,✓,AV1,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M5_DRYRS_POLL_TL,Los_Angeles,_,"","","",2020-04-09T19:15:22.762Z UTC
@p:ubcv:r:2512d59b-439ccdbd Marine Drive Res #1 Unsorted Points M6_DRY6_RUN_S_BV,"",@p:ubcv:r:2512d4be-91638f62 MDR1 M6 LAUNDRY (651006),TL29,✓,M6_DRY6_RUN_S_BV,"","","",@p:ubcv:r:2512d4be-91638f62 MDR1 M6 LAUNDRY (651006),"",$equipRef $bmsName,"","","","OFF,ON","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T13:05:34-07:00 Los_Angeles,650,2019-09-11T20:17:26-07:00 Los_Angeles,ok,"",Bool,2020-05-12T15:38:52.02-07:00 Los_Angeles,"",M6_DRY6_RUN_S_BV,✓,BV8,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","","",Los_Angeles,"","","","",2020-04-08T18:53:06.79Z UTC
@p:ubcv:r:2512d563-1306d9e8 Marine Drive Res #1 Unsorted Points M_AHU103_HCP,"",@p:ubcv:r:2512d272-c1a3e547 MDR1 AHU102 AHU103 AHU104 (651001),TL27,✓,M_AHU103_HCP,"","","",@p:ubcv:r:2512d272-c1a3e547 MDR1 AHU102 AHU103 AHU104 (651001),"",$equipRef $bmsName,"","","","OFF,ON","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-11T21:11:38-07:00 Los_Angeles,48,2019-08-13T17:20:16-07:00 Los_Angeles,ok,"",Bool,2020-05-12T15:36:31.79-07:00 Los_Angeles,"",M_AHU103_HCP,✓,BO4,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M_AHU103_HCP_COV_TL,Los_Angeles,"","","","",2020-04-08T18:53:09.534Z UTC
@p:ubcv:r:2512d59b-f4456407 Marine Drive Res #1 Unsorted Points M6_DRY8_A,"",@p:ubcv:r:2512d4be-91638f62 MDR1 M6 LAUNDRY (651006),TL35,✓,M6_DRY8_A,"","","",@p:ubcv:r:2512d4be-91638f62 MDR1 M6 LAUNDRY (651006),"",$equipRef $bmsName,"","","","","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:27:40-07:00 Los_Angeles,15271,2019-09-13T03:20:32-07:00 Los_Angeles,ok,"",Number,2020-05-12T15:38:56.189-07:00 Los_Angeles,"",M6_DRY8_A,✓,AI9,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","","",Los_Angeles,_,"","","",2020-04-09T19:15:22.772Z UTC
@p:ubcv:r:2512d552-c03c3946 Marine Drive Res #1 Unsorted Points M_DHW_TANK_SP_AV,"",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),TL89,✓,M_DHW_TANK_SP_AV,"","","",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),"",$equipRef $bmsName,"","","","","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:34:08-07:00 Los_Angeles,16539,2019-09-13T13:33:59-07:00 Los_Angeles,ok,"",Number,2020-05-12T15:41:24.186-07:00 Los_Angeles,"",M_DHW_TANK_SP_AV,✓,AV14,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M_DHW_TANK_SP_AV_POLL_TL,Los_Angeles,°C,"","","",2020-04-09T19:02:29.294Z UTC
@p:ubcv:r:2512d552-7fc954b5 Marine Drive Res #1 Unsorted Points P_123_S_BV,"",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),TL22,✓,P_123_S_BV,"","","",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),"",$equipRef $bmsName,"","","","OFF,ON","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-09T18:49:19-07:00 Los_Angeles,8,2019-09-16T10:29:43-07:00 Los_Angeles,ok,"",Bool,2020-05-12T15:41:23.918-07:00 Los_Angeles,"",P_123_S_BV,✓,BV6,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",P_123_S_BV_COV_TL,Los_Angeles,"","","","",2020-04-08T18:53:18.389Z UTC
@p:ubcv:r:2512d589-559287b5 Marine Drive Res #1 Unsorted Points M5_ELEC_RT,✓,@p:ubcv:r:2512d37c-0e69997b MDR1 M5 LAUNDRY (651005),TL31,✓,M5_ELEC_RT,"","","",@p:ubcv:r:2512d37c-0e69997b MDR1 M5 LAUNDRY (651005),"",$equipRef $bmsName,"","","","","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:30:00-07:00 Los_Angeles,15268,2019-09-13T13:30:00-07:00 Los_Angeles,ok,"",Number,2020-05-12T15:40:33.882-07:00 Los_Angeles,"",Zone Temp,"",AI8,"",✓,"","",✓,@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,M5_ELEC_RT_POLL_TL,Los_Angeles,°C,"","",✓,2020-04-09T19:02:29.364Z UTC
@p:ubcv:r:2512d56c-4315d31f Marine Drive Res #1 Unsorted Points M_WWHP_HP2_C,"",@p:ubcv:r:2512d356-2acd116d MDR1 WWHP (651003),TL12,✓,M_WWHP_HP2_C,"","","",@p:ubcv:r:2512d356-2acd116d MDR1 WWHP (651003),"",$equipRef $bmsName,"","","","OFF,ON","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:33:58-07:00 Los_Angeles,20535,2019-09-12T04:45:38-07:00 Los_Angeles,ok,"",Bool,2020-05-12T15:37:56.888-07:00 Los_Angeles,"",M_WWHP_HP2_C,✓,BO2,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M_WWHP_HP2_C_COV_TL,Los_Angeles,"","","","",2020-04-08T18:53:53.226Z UTC
@p:ubcv:r:2512d59b-d6578ab3 Marine Drive Res #1 Unsorted Points M6_LDRY_BYP,✓,@p:ubcv:r:2512d4be-91638f62 MDR1 M6 LAUNDRY (651006),TL9,✓,M6_LDRY_BYP,✓,"",✓,@p:ubcv:r:2512d4be-91638f62 MDR1 M6 LAUNDRY (651006),✓,$equipRef $bmsName,"","","","","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:27:41-07:00 Los_Angeles,15271,2019-09-13T03:20:30-07:00 Los_Angeles,ok,"",Number,2020-05-12T15:38:56.432-07:00 Los_Angeles,"",Bypass Air Damper Cmd,"",AO4,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","",@p:ubcv:r:23ee3be0-8e2f043f .+_BY?P(_DMP)?(_TL)?,"","",Los_Angeles,%,"","","",2020-04-14T16:50:00.123Z UTC
@p:ubcv:r:2512d552-24289aef Marine Drive Res #1 Unsorted Points M_DCP124_C,"",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),TL8,✓,M_DCP124_C,"","","",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),"",$equipRef $bmsName,"","","","OFF,ON","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-09T18:49:23-07:00 Los_Angeles,8,2019-09-16T10:29:39-07:00 Los_Angeles,ok,"",Bool,2020-05-12T15:41:23.923-07:00 Los_Angeles,"",M_DCP124_C,✓,BO1203,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M_DCP124_C_COV_TL,Los_Angeles,"","","","",2020-04-08T18:52:33.853Z UTC
@p:ubcv:r:2512d59b-dcdacabf Marine Drive Res #1 Unsorted Points M6_DRY1_S_BV,"",@p:ubcv:r:2512d4be-91638f62 MDR1 M6 LAUNDRY (651006),TL23,✓,M6_DRY1_S_BV,"","","",@p:ubcv:r:2512d4be-91638f62 MDR1 M6 LAUNDRY (651006),"",$equipRef $bmsName,"","","","OFF,ON","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-11T15:52:50-07:00 Los_Angeles,1455,2019-09-12T20:25:00-07:00 Los_Angeles,ok,"",Bool,2020-05-12T15:38:52.138-07:00 Los_Angeles,"",M6_DRY1_S_BV,✓,BV2,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","","",Los_Angeles,"","","","",2020-04-08T18:53:16.38Z UTC
@p:ubcv:r:2512d552-772af739 Marine Drive Res #1 Unsorted Points M_DCSPD_AV,"",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),TL54,✓,M_DCSPD_AV,"","","",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),"",$equipRef $bmsName,"","","","","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:34:08-07:00 Los_Angeles,16539,2019-09-13T13:33:59-07:00 Los_Angeles,ok,"",Number,2020-05-12T15:41:24.191-07:00 Los_Angeles,"",M_DCSPD_AV,✓,AV9,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M_DCSPD_AV_POLL_TL,Los_Angeles,%,"","","",2020-04-09T19:02:29.295Z UTC
@p:ubcv:r:2512d563-cb4b0a06 Marine Drive Res #1 Unsorted Points M_WWHP_FLW,"",@p:ubcv:r:2512d272-c1a3e547 MDR1 AHU102 AHU103 AHU104 (651001),TL25,✓,M_WWHP_FLW,"","","",@p:ubcv:r:2512d272-c1a3e547 MDR1 AHU102 AHU103 AHU104 (651001),"",$equipRef $bmsName,"","","","OFF,ON","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2019-08-29T10:47:06-07:00 Los_Angeles,3,2019-08-13T17:20:16-07:00 Los_Angeles,ok,"",Bool,2020-05-12T15:36:31.896-07:00 Los_Angeles,"",M_WWHP_FLW,✓,BI8,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M_WWHP_FLW_COV_TL,Los_Angeles,"","","","",2020-04-08T18:53:12.997Z UTC
