id,navName,disMacro,point,his,siteRef,equipRef,hisEnd,hisSize,hisStart,kind,unit,tz,sensor,ancillaryImport,gas,groupRef,hisMode,energy,mod
@p:ubcv:r:252a61e5-e9769840 Vanier - Tec De Monterrey Gas Main Meter Energy,Energy,$equipRef $navName,✓,✓,@p:ubcv:r:24b8e8e3-da793323 Vanier - Tec De Monterrey,@p:ubcv:r:250ecf08-9b7a12ba Vanier - Tec De Monterrey Gas Main Meter,2020-01-01T00:00:00-08:00 Los_Angeles,201700,2014-04-01T00:15:00-07:00 Los_Angeles,Number,GJ,Los_Angeles,✓,✓,✓,@p:ubcv:r:250ecf08-5158ecd8 Vanier - Tec De Monterrey Utilities,consumption,✓,2020-04-28T00:03:36.101Z UTC
