,hour,date,mean_15,mean_19,std_15,std_19,max_15,max_19,min_15,min_19,mean_1,mean_2,mean_4,mean_5,mean_6,mean_14,mean_18,mean_3,mean_8,std_1,std_2,std_4,std_5,std_6,std_14,std_18,std_3,std_8,max_1,max_2,max_4,max_5,max_6,max_14,max_18,max_3,max_8,min_1,min_2,min_4,min_5,min_6,min_14,min_18,min_3,min_8,mean_9,std_16,max_11,mean_17,min_13,mean_11,std_17,mean_13,max_7,std_9,max_17,max_12,min_9,min_10,min_17,max_9,std_7,min_12,mean_16,min_11,std_0,max_13,std_12,std_13,min_16,mean_0,mean_10,std_11,max_10,min_7,min_0,mean_12,max_0,mean_7,max_16,std_10,urate_0,urate_1,urate_2,urate_3,urate_4,urate_5,urate_6,urate_7,urate_8,urate_9,urate_10,urate_11,urate_12,urate_13,urate_14,urate_15,urate_16,urate_17,urate_18,urate_19
16,23,2020-05-01,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777.4984928977276,0.0,16.093,437.72710928877,0.0,16.093,3.5748471275056963,0.0,1.44,3.2166017705308185,447.970642,225.0,770.050232,50.999451,428.87103299999995,785.872742,0.0,225.0,457.0,16.093,945875.3257302681,0.0,0.0,0.0,457.0,46319.03772999811,68.30623974010322,0.0,86.158272,1.44,-422.0,225.0,42021860.0,1.44,457.0,5.821744738945494,3.453304478108873,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,88.0,581.0,1.0,1.0,1.0,0.0,153.0,1.0,374.0,0.0,93.0
17,3,2020-05-01,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,772.6421751538463,0.0,16.093,440.47760516817385,0.0,16.093,3.6938731984619957,0.0,1.44,3.9897146044564367,449.41296399999993,157.5,763.81604,69.165787,431.05004900000006,783.791931,0.0,157.5,42.0,16.093,928330.9020640485,0.0,0.0,0.0,42.0,44669.20259306298,80.15278057968128,0.0,97.750778,1.44,-422.0,157.5,42010892.0,1.44,42.0,4.811649363460118,3.6086232728483436,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,78.0,502.0,1.0,1.0,1.0,0.0,166.0,1.0,553.0,0.0,116.0
18,4,2020-05-01,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771.4418540697671,0.0,16.093,439.7117701513513,0.0,16.093,3.579123836334223,0.0,1.44,3.160783738105622,447.56790199999995,135.0,762.999268,71.189407,431.521912,779.285278,0.0,135.0,0.0,16.093,941876.1911452563,0.0,0.0,0.0,0.0,45965.56228248532,82.07395832152591,0.0,94.297241,1.44,-422.0,135.0,42011420.0,1.44,0.0,5.3362003470368675,3.4794406525719994,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,86.0,367.0,1.0,1.0,1.0,0.0,142.0,1.0,555.0,0.0,114.0
19,5,2020-05-01,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770.7296332555557,0.0,16.093,436.1093471968645,0.0,16.093,3.692826614545292,0.0,3.24,3.3701828204482775,444.221924,135.0,761.62262,86.427475,425.883484,778.21405,0.0,135.0,0.0,16.093,934093.6653167113,0.0,0.0,0.0,0.0,45223.68369612158,94.5197914459835,0.0,105.592247,3.24,-422.0,135.0,42011952.0,3.24,0.0,3.57932251952419,3.4709505576827033,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90.0,361.0,1.0,1.0,1.0,0.0,165.0,1.0,574.0,0.0,62.0
20,6,2020-05-01,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770.2420679894739,0.0,16.093,435.67191594684374,0.0,16.093,3.8022873150763496,0.0,0.0,3.202736787582036,446.544861,135.0,762.246521,60.341335,424.96237199999996,778.36377,0.0,135.0,0.0,16.093,945598.4356338106,0.0,0.0,0.0,0.0,46337.783207194996,85.89279395131085,0.0,93.423347,0.0,-422.0,135.0,42012488.0,0.0,0.0,5.722858847376042,3.386216081238555,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,95.0,267.0,1.0,1.0,1.0,0.0,163.0,1.0,602.0,0.0,99.0
21,7,2020-05-01,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770.7829615070425,0.0,16.093,434.8574861944442,0.0,16.093,3.886503460941882,0.0,0.0,3.240519282188413,456.0303339999999,112.5,762.659546,82.501678,426.1884160000001,778.510559,0.0,112.5,0.0,16.093,937005.3640280458,0.0,0.0,0.0,0.0,45722.08451605742,88.21309598958335,0.0,93.29509,0.0,-422.0,112.5,42013040.0,0.0,0.0,2.215501274993825,3.443815548526719,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,71.0,288.0,1.0,1.0,1.0,0.0,150.0,1.0,612.0,0.0,44.0
22,8,2020-05-01,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771.1274427142852,0.0,16.093,434.28237906588555,0.0,16.093,3.6581891472254804,0.0,1.44,3.0638267246718773,444.72500600000006,67.5,763.457642,84.413887,425.907135,778.490417,0.0,67.5,0.0,16.093,925136.9272907472,0.0,0.0,0.0,0.0,44238.517051913506,90.63240438947369,0.0,99.495522,1.44,-422.0,67.5,42013592.0,1.44,0.0,2.394797814584484,3.5307141668053936,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,91.0,380.0,1.0,1.0,1.0,0.0,183.0,1.0,683.0,0.0,75.0
23,9,2020-05-01,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771.0962662535212,0.0,16.093,434.98874556481434,0.0,16.093,3.704012845265068,0.0,1.44,3.8973660637791556,444.656647,90.0,763.769531,84.666634,425.994476,784.2926030000001,0.0,90.0,0.0,16.093,924512.5826185351,0.0,0.0,0.0,0.0,44202.57998865894,92.38898562217189,0.0,103.43638600000001,1.44,-422.0,90.0,42014160.0,1.44,0.0,3.206145909183681,3.5278841351756283,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,71.0,442.0,1.0,1.0,1.0,0.0,168.0,1.0,648.0,0.0,95.0
24,0,2020-03-16,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.946655,0.0,0.0,0.0,0.0,21.946655,0.0,21.946655,0.0,0.0,0.0,0.000998834692858332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,1,2020-03-16,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9243861552517187,0.0,0.0,0.0,0.0,20.0411455,0.0,0.0,0.0,0.0,18.680399,0.0,21.401892,0.0,0.0,0.0,0.000665889795238888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,10,2020-03-16,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.87212447685852,0.0,0.0,0.0,0.0,217.44329962499998,0.0,0.0,0.0,0.0,20.1,0.0,595.264465,0.0,0.0,0.0,0.001331779590477776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,11,2020-03-16,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.3748447899376,0.0,0.0,0.0,0.0,118.102257,0.0,0.0,0.0,0.0,17.632545,0.0,577.807129,0.0,0.0,0.0,0.000998834692858332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,12,2020-03-16,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.253279931265654,0.0,0.0,0.0,0.0,21.693722125,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.00166472448809722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,13,2020-03-16,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.90591641250714,0.0,0.0,0.0,0.0,25.135183764705882,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.015648410188113866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,14,2020-03-16,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.58174645145084,0.0,0.0,0.0,0.0,37.459415906249994,0.0,0.0,0.0,0.0,0.0,0.0,397.933258,0.0,0.0,0.0,0.01947727651073747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,15,2020-03-16,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.032451864591884,0.0,0.0,0.0,0.0,33.12969314044945,0.0,0.0,0.0,0.0,0.0,0.0,430.57135,0.0,0.0,0.0,0.040619277509572164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,16,2020-03-16,0,0,0,0,0,0,0,0,223.7493515,3215.000244,4.3297783333333335,35.36412,33.221086299999996,19.898204,10.570488999999998,0.0,0.0,0.2753608156228968,83.18191371464572,0.1306159608253655,19.685632540477254,15.28296346040051,0.07437914809944934,0.5872929165354083,0.0,0.0,223.944061,3400.000244,4.41835,65.637268,55.998123,19.950798,11.11726,0.0,0.0,223.554642,3130.000244,4.179772,4.977746,10.503619,19.84561,9.783947,0.0,0.0,779.8446545641026,0.0,16.093,458.08867788888887,0.0,16.093,3.4567662937287778,0.0,1.44,4.243501374700844,465.397858,90.0,772.5227659999999,939.747131,452.95544399999994,788.724426,0.0,90.0,192.0,16.093,1154996.7038832025,0.0,0.0,0.0,192.0,64380.26830904872,975.9491423743009,0.0,1013.983765,1.44,-422.0,90.0,41389256.0,1.44,192.0,14.655999605884194,2.037123356084568,2.0,14.0,0.0,3.0,13.0,10.0,1.0,0.0,39.0,179.0,1.0,1.0,1.0,2.0,0.0,1.0,54.0,4.0,0.0
33,17,2020-03-16,0,0,0,0,0,0,0,0,226.22085833333335,3694.8839649302304,4.165371,0.0,2.9276905,20.012278666666663,10.783932,0.0,0.0,1.8949452242076663,206.1364792122332,0.0,0.0,3.5780939559855747,0.0391963641766256,0.0,0.0,0.0,229.433868,4020.000244,4.165371,0.0,5.457785,20.047781,10.783932,0.0,0.0,223.818375,3410.000244,4.165371,0.0,0.397596,19.941,10.783932,0.0,0.0,783.8438216907217,0.0,16.093,461.35375797233183,0.0,16.093,3.933113169255951,0.0,0.0,3.9309750577529856,471.33920299999994,67.5,778.02301,999.217896,451.950623,794.391663,0.0,67.5,365.0,16.093,884598.0730839527,0.0,0.0,0.0,365.0,40776.391126656905,1049.1805825230772,0.0,1090.196655,0.0,-422.0,67.5,41389924.0,0.0,365.0,25.805450172459715,4.074746129515566,6.0,43.0,0.0,1.0,0.0,2.0,1.0,0.0,97.0,845.0,1.0,1.0,1.0,6.0,0.0,1.0,253.0,6.0,0.0
34,18,2020-03-16,0,0,0,0,0,0,0,0,228.66060383333334,4328.889354296293,4.2738059999999995,0.0,0.0,20.023277333333333,18.727910333333334,2.978528,458.31353766666666,1.9925265940195986,166.2990021221997,0.12244889877822457,0.0,0.0,0.05881216258450724,11.223736690186627,0.2722575103931939,8.29942029460984,230.557236,4610.000488,4.413037,0.0,0.0,20.105473,30.333389,3.330674,468.792145,225.075378,4030.000244,4.102398,0.0,0.0,19.941,4.041332,2.646379,448.576935,779.4951266666669,0.0,16.093,464.43814541568645,0.0,16.093,3.670796343016313,0.0,3.24,3.9227578381994825,471.547028,247.5,772.672119,1009.161072,454.59069800000003,789.091858,0.0,247.5,498.0,16.093,880514.0290479857,0.0,0.0,0.0,498.0,40401.08173120523,1064.5249111452993,0.0,1090.494873,3.24,-422.0,247.5,41390584.0,3.24,498.0,15.719933971637815,3.907607790910604,6.0,54.0,5.0,6.0,0.0,0.0,1.0,6.0,84.0,819.0,1.0,1.0,1.0,6.0,0.0,1.0,255.0,6.0,0.0
35,19,2020-03-16,0,0,0,0,0,0,0,0,226.36723099999998,4951.538949538458,4.382281666666667,0.0,0.0,20.046097333333332,28.701242500000003,1.8044721666666668,461.74625666666674,1.069696571912046,169.54824191020586,0.0954780929379444,0.0,0.0,0.040027578226351744,0.7164896532058915,0.676931795646036,4.06772875730138,227.340851,5230.000488,4.501814,0.0,0.0,20.091812,29.416981,2.662679,468.037354,224.450455,4630.000488,4.256902,0.0,0.0,19.977898,27.664093,1.039244,457.584717,782.2832486689654,0.0,16.093,462.57658217404133,0.0,16.093,3.8364960227376206,0.0,4.68,12.802316430766426,471.776611,247.5,761.801758,992.8438109999998,452.9843139999999,827.071472,0.0,247.5,593.0,16.093,856878.5127396365,0.0,0.0,0.0,593.0,38262.87456322269,1072.7609278140694,0.0,1137.283325,4.68,-422.0,247.5,41391240.0,4.68,593.0,34.18928917526466,4.384717829199268,6.0,52.0,6.0,6.0,0.0,0.0,1.0,6.0,145.0,995.0,1.0,1.0,1.0,6.0,0.0,1.0,339.0,6.0,0.0
