,uniqueId,max,min,mean,std,update_rate
112,Elec Submeters LEED-LV-PB Utilities LV-PB_EnergyPosSumNR LV-PB_EnergyPosSumNR,37452040.0,37438528.0,37445185.583333336,3977.64499893968,0.6666666666666666
113,Elec Submeters LEED-S2 Utilities S2_EnergyPosSum S2_EnergyPosSum,11859822.0,11856586.0,11858197.979166666,954.3560709688076,0.6666666666666666
114,Elec Submeters LEED-S2 Utilities S2_EnergyPosSumNR S2_EnergyPosSumNR,11859821.0,11856585.0,11858197.041666666,954.4478844804136,0.6666666666666666
115,Elec Submeters LEED-TBIRD_PARK_E1 Utilities TBIRD_PARK_E1_EnergyPosSum TBIRD_PARK_E1_EnergyPosSum,1420355.5,1419936.125,1420154.3854166667,129.50949256999044,0.6666666666666666
116,Elec Submeters LEED-TBIRD_PARK_E1 Utilities TBIRD_PARK_E1_EnergyPosSumNR TBIRD_PARK_E1_EnergyPosSumNR,1420355.5,1419936.125,1420154.3854166667,129.50949256999044,0.6666666666666666
117,Elec Submeters LEED-TBIRD_PARK_LV-PB Utilities TBIRD_PARK_LV-PB_EnergyPosSum TBIRD_PARK_LV-PB_EnergyPosSum,2471478.75,2470614.0,2471045.0989583335,263.714635319807,0.6666666666666666
118,Elec Submeters LEED-TBIRD_PARK_LV-PB Utilities TBIRD_PARK_LV-PB_EnergyPosSumNR TBIRD_PARK_LV-PB_EnergyPosSumNR,2471479.75,2470614.5,2471045.7395833335,263.7241767042018,0.6666666666666666
119,Elec Submeters LEED-TBIRD_PARK_S2 Utilities TBIRD_PARK_S2_EnergyPosSum TBIRD_PARK_S2_EnergyPosSum,0.0,0.0,0.0,0.0,0.6666666666666666
120,Elec Submeters LEED-TBIRD_PARK_S2 Utilities TBIRD_PARK_S2_EnergyPosSumNR TBIRD_PARK_S2_EnergyPosSumNR,0.0,0.0,0.0,0.0,0.6666666666666666
121,Elec Submeters LEED-TX-E1C1 Utilities TX-E1C1_EnergyPosSum TX-E1C1_EnergyPosSum,257308.25,257224.328125,257266.23990885416,24.991815583849686,0.6666666666666666
122,Elec Submeters LEED-TX-E1C1 Utilities TX-E1C1_EnergyPosSumNR TX-E1C1_EnergyPosSumNR,257308.09375,257224.09375,257266.083984375,24.9934710609076,0.6666666666666666
123,Elec Submeters PA Utilities Energy OPC Energy OPC,4619.67,133.99,291.456,819.4171008209552,1.7361111111111112
124,Elec Submeters PB Utilities Energy OPC Energy OPC,4271.91,131.69,287.6,757.8560858761414,1.7361111111111112
125,Gas Submeters BLR-1Gas Meter Utilities BLR1_GFLW_DAY BLR1_GFLW_DAY,85.08510638297872,1.872340425531915,45.07446808510638,24.40674228062345,1.3055555555555556
126,Gas Submeters BLR-2 Gas Meter Utilities BLR2_GFLW_DAY BLR2_GFLW_DAY,112.2578125,0.140625,58.078125,31.57780921076873,1.7777777777777777
127,HW Submeters FM-1 Utilities Energy FM1_BTU_EF1_2_ENERGY(kWh),1171221.75,1161794.875,1166508.369736842,2764.6571473259755,1.3194444444444444
128,HW Submeters FM-10 Utilities Energy FM10_BTU_P4ABC_ENERGY(kWh),1681241.276574803,1673834.5846456692,1677707.9832677166,2456.010477933279,1.7638888888888888
129,HW Submeters FM-12 Utilities Energy FM12_BTU_HX7_ENERGY(kWh),25816.195311999996,25513.539061999996,25633.11615942105,96.27176945625123,1.3194444444444444
130,HW Submeters FM-2 Utilities Energy FM2_BTU_EF3_ENERGY(kWh),98041.55468800002,97941.796875,97978.73577307363,31.360670486273307,1.3194444444444444
131,HW Submeters FM-3 Utilities Energy MV_PHARM_FM3_BTU_EF4_ENERGY(kWh)_TL,30593.826172000005,30583.619141,30585.87543206313,4.257936805810626,1.3194444444444444
